"","ZMH.Open","ZMH.High","ZMH.Low","ZMH.Close","ZMH.Volume","ZMH.Adjusted"
"2007-07-03",85.54,85.63,84.96,85.05,385500,83.28
"2007-07-05",85.22,85.49,84.35,84.87,1209100,83.11
"2007-07-06",84.99,85.71,84.32,85.51,1135700,83.73
"2007-07-09",85.96,85.99,85.23,85.46,2100300,83.68
"2007-07-10",85.09,85.5,84.83,84.92,2214300,83.16
"2007-07-11",85.26,85.56,85,85.26,1380900,83.49
"2007-07-12",85.56,85.69,84.26,85.17,1838300,83.4
"2007-07-13",84.84,85.19,84.44,85.03,1484500,83.26
"2007-07-16",85.56,86.43,85.01,85.97,1631200,84.18
"2007-07-17",86.07,90,85.76,88.32,2949300,86.48
"2007-07-18",88.74,89.6,87.6,88.23,1580200,86.4
"2007-07-19",88.35,88.69,87.4,87.55,1178600,85.73
"2007-07-20",87.75,88.94,87.75,88.08,1693400,86.25
"2007-07-23",88,89.87,87.85,89.39,1770700,87.53
"2007-07-24",89,90,88.73,88.93,1867700,87.08
"2007-07-25",89.54,89.86,86.67,87.5,2074700,85.68
"2007-07-26",84.39,84.73,77.26,80.28,7211500,78.61
"2007-07-27",79,80.8,77.89,77.89,4831500,76.27
"2007-07-30",78.04,79.41,77.47,79.34,3206400,77.69
"2007-07-31",79.61,79.86,77.7,77.76,3550700,76.14
"2007-08-01",77.5,79.71,77.5,79.57,2255700,77.92
"2007-08-02",79.32,80,78.27,78.83,2699700,77.19
"2007-08-03",78.5,79.02,77.1,77.1,1841700,75.5
"2007-08-06",77.32,78.15,76.23,78.15,1816200,76.53
"2007-08-07",77.77,79.5,77.45,78.89,2199100,77.25
"2007-08-08",79.99,80.49,78.23,79.83,1735300,78.17
"2007-08-09",79.38,82.94,78.5,79.54,2241800,77.89
"2007-08-10",78.84,79.48,77.72,78.3,1532400,76.67
"2007-08-13",79.14,79.49,77.57,78.7,1218800,77.06
"2007-08-14",79.27,79.38,78.01,78.07,997500,76.45
"2007-08-15",78.16,78.96,76.78,76.99,1051500,75.39
"2007-08-16",76.99,77.41,75.49,76.58,1455300,74.99
"2007-08-17",79.59,91,76.59,77.93,1475500,76.31
"2007-08-20",78.33,78.53,76,76.64,1167900,75.05
"2007-08-21",75.77,76.52,75.14,75.41,1607600,73.84
"2007-08-22",75.96,76.66,75.82,76.14,1205700,74.56
"2007-08-23",76.59,77.14,76.01,77.09,1006700,75.49
"2007-08-24",78,78.48,77.31,78.06,1011500,76.44
"2007-08-27",77.61,78.09,76.84,76.88,1055300,75.28
"2007-08-28",76.75,77.22,75.99,76.08,1673800,74.5
"2007-08-29",76.31,77.76,76.31,77.72,1278500,76.1
"2007-08-30",77.16,78.8,77.14,78.06,1348800,76.44
"2007-08-31",78.29,79.13,77.44,78.33,974000,76.7
"2007-09-04",78.9,79,77.99,78.17,952000,76.55
"2007-09-05",77.51,77.51,76.74,76.97,1474800,75.37
"2007-09-06",76.97,79.26,76.97,79.25,1584500,77.6
"2007-09-07",78.62,80.05,78.59,79.5,2410700,77.85
"2007-09-10",79.4,80.72,79.36,80.29,1196900,78.62
"2007-09-11",80.85,81.35,80.25,80.71,1613800,79.03
"2007-09-12",80.34,81.47,80.25,81.02,1037000,79.34
"2007-09-13",81.5,82.68,81.5,82.49,1411700,80.78
"2007-09-14",82.02,83.27,81.7,83.23,1290900,81.5
"2007-09-17",82.67,82.83,81.6,81.88,963700,80.18
"2007-09-18",82.64,83,81.37,82.35,1476200,80.64
"2007-09-19",83.16,84.02,82.36,84.02,1519600,82.27
"2007-09-20",84.02,84.14,83.3,83.3,1193400,81.57
"2007-09-21",84.24,84.32,83.3,83.7,1268700,81.96
"2007-09-24",83.41,83.69,81.36,81.49,1901900,79.8
"2007-09-25",81.29,82.48,81.2,81.92,1002800,80.22
"2007-09-26",82.48,82.56,80.56,81.14,1624500,79.45
"2007-09-27",81.57,82.37,80.58,82.21,1522100,80.5
"2007-09-28",81.83,81.83,80.9,80.99,2144200,79.31
"2007-10-01",81.34,81.6,81,81.49,1365100,79.8
"2007-10-02",81.42,81.75,81,81.42,1187600,79.73
"2007-10-03",81.2,81.39,80.49,80.66,1104500,78.98
"2007-10-04",80.72,81.08,80.41,80.99,894300,79.31
"2007-10-05",81.44,83.3,81.29,82.86,1400500,81.14
"2007-10-08",82.9,83.48,81.98,82,694300,80.3
"2007-10-09",82.06,82.92,81.49,82.41,1032600,80.7
"2007-10-10",82.41,84.98,82.04,83.93,1920400,82.19
"2007-10-11",84.74,85.78,84.05,84.6,1468900,82.84
"2007-10-12",84.01,84.67,82.54,82.87,1480500,81.15
"2007-10-15",82.9,83.12,81.2,81.46,1083100,79.77
"2007-10-16",81.39,82,81.02,81.57,924600,79.87
"2007-10-17",82.5,83.39,81.32,82.05,1018200,80.34
"2007-10-18",81.92,83.19,81.76,82.59,835300,80.87
"2007-10-19",81.77,81.9,79.7,79.82,2688200,78.16
"2007-10-22",79.52,79.52,76.65,77.71,2887900,76.09
"2007-10-23",78.09,79.65,77.67,79.46,1484200,77.81
"2007-10-24",78.83,79.76,78.2,79.37,1631600,77.72
"2007-10-25",69.95,70.36,66.65,67.39,12569900,65.99
"2007-10-26",70.44,70.44,67.81,68.3,5616500,66.88
"2007-10-29",69.18,70.4,68.8,69.77,5373900,68.32
"2007-10-30",69.86,69.86,68.25,68.52,5644800,67.1
"2007-10-31",69.48,70.19,68.34,69.49,4389700,68.05
"2007-11-01",69.1,69.75,67.8,68.9,3422400,67.47
"2007-11-02",69.45,69.65,68.5,68.87,3019000,67.44
"2007-11-05",68.71,68.71,68,68.37,2320500,66.95
"2007-11-06",67.8,68.5,67.43,67.73,2110200,66.32
"2007-11-07",67,67.71,65.84,66.04,3157900,64.67
"2007-11-08",66.1,66.96,65.57,66.76,2104000,65.37
"2007-11-09",65.8,67.47,65.76,66.82,1909000,65.43
"2007-11-12",66.09,67.73,66.09,66.26,1775300,64.88
"2007-11-13",66.68,67.99,66.5,67.94,2288200,66.53
"2007-11-14",68.22,68.62,67.5,68.09,1831400,66.67
"2007-11-15",67.68,68.11,65.85,66.14,4531800,64.77
"2007-11-16",66.72,66.72,64.77,65.38,2872600,64.02
"2007-11-19",64.98,66.07,64.88,65.79,2092500,64.42
"2007-11-20",65.79,66.81,63.68,64.24,3695700,62.9
"2007-11-21",63.58,64.48,63.4,63.48,2229900,62.16
"2007-11-23",63.77,64.8,63,64.55,971200,63.21
"2007-11-26",64.68,65.4,63.73,63.73,1531800,62.41
"2007-11-27",63.93,64.83,63.62,64.59,1885900,63.25
"2007-11-28",64.95,65.69,64,65.39,2381700,64.03
"2007-11-29",65.31,65.4,64.27,64.4,1869200,63.06
"2007-11-30",65.3,65.3,64.4,64.73,2433900,63.38
"2007-12-03",65.34,65.34,64.32,64.79,1419700,63.44
"2007-12-04",64.3,65.76,64.3,65.36,1818000,64
"2007-12-05",66,67.49,65.3,67.17,2237600,65.77
"2007-12-06",67.15,69.93,67.15,69.57,3387300,68.12
"2007-12-07",69.56,69.73,68.4,69.03,2254900,67.6
"2007-12-10",69.08,69.62,68.73,69.46,1929000,68.02
"2007-12-11",69.71,69.9,67.51,67.73,3053500,66.32
"2007-12-12",69.11,69.11,67.47,67.98,2759600,66.57
"2007-12-13",67.75,68.2,66.83,68.09,2173700,66.67
"2007-12-14",67.63,68.33,67.28,67.48,1459900,66.08
"2007-12-17",67.05,68.42,67.05,67.66,1854300,66.25
"2007-12-18",68.28,68.28,66.58,66.89,1565100,65.5
"2007-12-19",67.21,67.21,66.23,66.77,1669100,65.38
"2007-12-20",67.12,67.57,66.88,67.05,1457400,65.66
"2007-12-21",67.7,68.13,67.25,67.76,1923700,66.35
"2007-12-24",67.6,67.79,67.25,67.42,473300,66.02
"2007-12-26",66.95,67.71,66.74,67.13,1075900,65.73
"2007-12-27",66.45,67.18,66.41,66.41,1419900,65.03
"2007-12-28",66.21,66.75,65.81,66.45,1177100,65.07
"2007-12-31",66.1,66.51,65.92,66.15,1298700,64.78
"2008-01-02",66.24,66.72,65.87,66.29,1433600,64.91
"2008-01-03",66.38,67.08,66.25,66.36,1524700,64.98
"2008-01-04",65.93,67.13,65.92,66.5,2246700,65.12
"2008-01-07",66.79,69.11,66.79,68.66,2709500,67.23
"2008-01-08",69.41,69.9,67.21,67.25,4586100,65.85
"2008-01-09",67.49,67.71,65.89,67.61,3070400,66.2
"2008-01-10",66.98,69.5,66.98,68.51,2798300,67.09
"2008-01-11",68.02,70.35,68.02,69.95,2648800,68.5
"2008-01-14",70.64,70.64,68.51,68.79,2026300,67.36
"2008-01-15",68.55,68.59,67.59,67.68,2134700,66.27
"2008-01-16",67.25,68.42,67.25,67.62,2309600,66.21
"2008-01-17",67.54,68.66,67.53,67.7,2460100,66.29
"2008-01-18",68.03,68.75,67,67.34,2732900,65.94
"2008-01-22",65.05,67.51,64.5,67.11,3142500,65.72
"2008-01-23",66.5,66.76,63.8,65.93,4010900,64.56
"2008-01-24",65.88,67.83,65.88,67.07,2965100,65.68
"2008-01-25",67.44,67.91,66.15,66.36,2298500,64.98
"2008-01-28",66.64,68.45,65.41,68.08,3021900,66.67
"2008-01-29",74.63,77.42,74.45,77.03,9224500,75.43
"2008-01-30",76.54,79.24,75.89,77.4,4737100,75.79
"2008-01-31",76.34,78.76,75.9,78.14,4470400,76.52
"2008-02-01",78.13,79.39,77.87,79.18,2464100,77.53
"2008-02-04",77.76,79,76.66,77.51,1615000,75.9
"2008-02-05",76.31,77.49,76.1,76.92,2311200,75.32
"2008-02-06",77.29,78.24,76.76,76.9,2465500,75.3
"2008-02-07",76.58,78.53,76.34,78.53,2508900,76.9
"2008-02-08",78.45,78.67,77.54,77.86,1540000,76.24
"2008-02-11",77.92,77.96,76.9,77.82,1545300,76.2
"2008-02-12",78.22,79.13,77.92,78.38,1301500,76.75
"2008-02-13",78.82,79.14,78.09,78.51,1176800,76.88
"2008-02-14",78.5,78.5,76.37,76.38,1684100,74.79
"2008-02-15",76.24,76.38,74.93,75.84,1781600,74.26
"2008-02-19",76.01,77.24,75.41,76.51,1135400,74.92
"2008-02-20",76.19,76.94,75.54,76.94,1531900,75.34
"2008-02-21",76.9,77.49,76.09,76.37,1011100,74.78
"2008-02-22",76.53,76.53,74.76,75.97,1394400,74.39
"2008-02-25",76.2,78.2,76.02,77.91,1567900,76.29
"2008-02-26",77.39,77.57,76.83,77.22,1327100,75.62
"2008-02-27",77.09,77.68,76.41,77.13,971600,75.53
"2008-02-28",76.43,77.94,76.21,77.23,793200,75.62
"2008-02-29",76.76,76.91,75,75.29,1718300,73.73
"2008-03-03",75.05,75.72,74.78,75.56,1024400,73.99
"2008-03-04",75.16,76.81,74.97,76.46,1718800,74.87
"2008-03-05",76.48,77.87,75.72,76.85,2110300,75.25
"2008-03-06",76.63,77.05,75.77,75.77,1348800,74.2
"2008-03-07",75.12,76.5,74.98,75.16,1474600,73.6
"2008-03-10",75.08,75.76,73.72,73.8,2531900,72.27
"2008-03-11",75.3,75.34,73.35,75.09,1646800,73.53
"2008-03-12",75.35,76.71,74.99,76.1,1726100,74.52
"2008-03-13",75.21,76.56,74.86,76.46,1890600,74.87
"2008-03-14",77.14,77.53,75.94,76.59,2547700,75
"2008-03-17",75.25,77.04,75,75.63,2072100,74.06
"2008-03-18",76.85,77,75.48,76.76,1818900,75.16
"2008-03-19",77.02,77.85,75.53,75.53,2234900,73.96
"2008-03-20",76.99,79.05,76.4,78.55,2867400,76.92
"2008-03-24",78.71,79.78,78.4,78.95,1610500,77.31
"2008-03-25",79,79.15,77.84,78.84,1364600,77.2
"2008-03-26",78.28,79.01,77.95,78.06,1244800,76.44
"2008-03-27",78.39,78.47,77.16,77.16,1813000,75.56
"2008-03-28",77.38,78.09,76.66,76.97,1097400,75.37
"2008-03-31",77.24,78.05,76.59,77.86,1970400,76.24
"2008-04-01",78.65,79.83,77.89,79.38,2017000,77.73
"2008-04-02",79.41,80.92,79.3,79.63,1480700,77.98
"2008-04-03",79.6,80.1,79.27,79.56,1183600,77.91
"2008-04-04",78.43,78.86,77.4,78.45,3585400,76.82
"2008-04-07",79,79.29,77.82,78.41,2096800,76.78
"2008-04-08",78.01,78.67,77.86,78.37,1235200,76.74
"2008-04-09",78.26,78.67,77.84,78.44,1628300,76.81
"2008-04-10",78.29,78.74,77.87,78.69,1031700,77.05
"2008-04-11",78.62,78.94,78.19,78.48,1222700,76.85
"2008-04-14",78.61,79.26,78.13,78.2,1361700,76.57
"2008-04-15",78.46,78.46,76.56,77.18,1544600,75.58
"2008-04-16",77.67,78.56,77.18,78.45,1117800,76.82
"2008-04-17",78.01,78.59,77.82,77.89,1302100,76.27
"2008-04-18",78.75,78.95,77.06,77.25,2062400,75.64
"2008-04-21",77.21,77.57,77.01,77.29,1963600,75.68
"2008-04-22",76.84,77.09,76.29,76.72,1026500,75.13
"2008-04-23",76.98,77.26,75.86,75.95,1792700,74.37
"2008-04-24",72.93,73.78,69.52,72.87,6487100,71.36
"2008-04-25",73.03,75.05,73.03,74.6,3681400,73.05
"2008-04-28",74.72,75.74,74.43,74.81,1746400,73.26
"2008-04-29",74.57,76.17,74.57,75.74,1533500,74.17
"2008-04-30",75.36,75.72,74.04,74.16,1649700,72.62
"2008-05-01",73.86,75.74,73.86,75.32,1779000,73.75
"2008-05-02",75.9,76.22,73.62,73.85,4196100,72.32
"2008-05-05",73.58,73.58,71.59,72.63,3174800,71.12
"2008-05-06",72.2,73.74,71.14,73.03,2353500,71.51
"2008-05-07",73.02,73.73,72.04,72.11,1616400,70.61
"2008-05-08",72.09,72.66,70.8,71.2,2495700,69.72
"2008-05-09",70.78,71.12,67.48,69.3,7236600,67.86
"2008-05-12",69.73,69.75,68.92,69.56,2303300,68.11
"2008-05-13",67.92,68.74,66.12,66.85,8337000,65.46
"2008-05-14",66.83,68.69,66.5,68.5,4787100,67.08
"2008-05-15",68.5,70.44,68.11,70.19,4123600,68.73
"2008-05-16",70.39,70.49,69.73,70.11,2781700,68.65
"2008-05-19",70,71.11,69.68,70.75,1691800,69.28
"2008-05-20",70.28,70.43,69.77,70.09,1480400,68.63
"2008-05-21",70.08,71.56,70.08,70.23,2475400,68.77
"2008-05-22",70.23,71.24,69.43,70.86,1281000,69.39
"2008-05-23",70.66,71.14,69.8,69.96,1048800,68.51
"2008-05-27",69.85,71.83,69.81,71.53,1466900,70.04
"2008-05-28",71.47,72.62,71.2,71.51,1072200,70.02
"2008-05-29",71.24,73.45,71.24,72.87,1241200,71.36
"2008-05-30",73.07,73.21,72.27,72.8,1054900,71.29
"2008-06-02",72.45,73,71.82,72.42,1244800,70.91
"2008-06-03",72.92,73.72,72.28,72.47,1665600,70.96
"2008-06-04",72.49,73.43,72.37,72.67,1785600,71.16
"2008-06-05",72.4,72.85,71.47,72.15,1775500,70.65
"2008-06-06",71.44,71.78,70.58,70.97,1875600,69.5
"2008-06-09",71.05,71.49,70.18,71.02,1192400,69.54
"2008-06-10",70.71,71.01,70.05,70.61,886300,69.14
"2008-06-11",70.24,70.45,68.64,69.06,1405000,67.62
"2008-06-12",69.54,70,69.09,69.55,1378200,68.1
"2008-06-13",70,70.21,69.4,70.08,1434700,68.62
"2008-06-16",71.73,71.73,70.11,70.96,1244400,69.49
"2008-06-17",71.18,71.9,71.18,71.29,989000,69.81
"2008-06-18",70.98,71.55,70.15,70.17,1065800,68.71
"2008-06-19",70.27,71.04,70.09,70.41,1562000,68.95
"2008-06-20",70.01,70.36,68.39,68.47,2665800,67.05
"2008-06-23",68.62,68.83,67.58,67.79,1755900,66.38
"2008-06-24",67.67,68.66,67.58,68.25,1884000,66.83
"2008-06-25",68.4,69.43,68.05,68.72,1306400,67.29
"2008-06-26",68,68.84,67.85,67.88,1473900,66.47
"2008-06-27",66.73,67.5,66.5,67.21,3138500,65.81
"2008-06-30",66.8,69.07,66.8,68.05,1771500,66.64
"2008-07-01",67.37,68.17,67.01,67.68,2590900,66.27
"2008-07-02",67.76,68.6,67.24,67.81,1183600,66.4
"2008-07-03",68.17,68.57,67.69,68.02,727800,66.61
"2008-07-07",68.17,68.4,66.5,67.02,1394600,65.63
"2008-07-08",66.92,67.94,66.86,67.85,2539400,66.44
"2008-07-09",68.17,68.75,67.19,67.19,1538200,65.79
"2008-07-10",67.07,68.13,66.29,67.1,1809400,65.71
"2008-07-11",66.46,68.75,66.45,68.29,1842500,66.87
"2008-07-14",67.83,69.14,67.75,68.69,2141400,67.26
"2008-07-15",68.42,70.71,68.42,70.37,2632900,68.91
"2008-07-16",70.32,71.19,69.51,70.69,2106900,69.22
"2008-07-17",71.09,72.15,70,71.98,1815500,70.48
"2008-07-18",72,72.44,69.61,72.28,3186400,70.78
"2008-07-21",72.43,72.5,70.28,70.36,2181300,68.9
"2008-07-22",70,70.88,69.75,70.88,2409500,69.41
"2008-07-23",64.02,67.67,64.02,66.01,8776400,64.64
"2008-07-24",65.9,68.25,65.05,67.9,3690500,66.49
"2008-07-25",67.96,69.3,67.53,68.62,2930500,67.19
"2008-07-28",68.64,68.76,68.04,68.36,1460600,66.94
"2008-07-29",68.13,68.28,67.48,67.67,2214400,66.26
"2008-07-30",68.03,68.69,67.5,68.62,1400500,67.19
"2008-07-31",68.47,69.77,68.41,68.91,2455800,67.48
"2008-08-01",68.88,69.74,68.51,69.06,1376400,67.62
"2008-08-04",69.07,69.91,68.61,69.74,1358800,68.29
"2008-08-05",69.97,71.02,69.92,71.02,1398400,69.54
"2008-08-06",70.87,71.44,70.34,70.89,1253800,69.42
"2008-08-07",70.66,70.74,69.6,69.93,1607600,68.48
"2008-08-08",69.93,71.33,69.9,71.26,1331700,69.78
"2008-08-11",70.99,72.23,70.68,71.93,1073200,70.44
"2008-08-12",71.74,72.11,71.29,71.9,911200,70.41
"2008-08-13",71.75,72.16,71.1,71.81,875400,70.32
"2008-08-14",71.51,71.52,70.62,71.47,1726400,69.98
"2008-08-15",71.22,72.7,70.62,72.57,1304800,71.06
"2008-08-18",72.56,74.55,72.39,73.64,2809300,72.11
"2008-08-19",73.56,73.67,72.17,72.84,1312300,71.33
"2008-08-20",73.03,73.03,71.74,72.23,1045200,70.73
"2008-08-21",71.39,73.89,71.39,73.61,1182800,72.08
"2008-08-22",73.77,74.25,73.07,74.08,1307600,72.54
"2008-08-25",73.99,74.1,71.77,71.95,1023000,70.45
"2008-08-26",71.87,72.3,71.24,72.13,556800,70.63
"2008-08-27",72.08,72.13,71.13,71.77,696300,70.28
"2008-08-28",72.05,72.69,71.64,72.69,658000,71.18
"2008-08-29",72.64,73.55,72.39,72.39,1243200,70.89
"2008-09-02",73.55,73.88,71.96,72.36,1357400,70.86
"2008-09-03",72.13,72.97,71.18,71.39,1512500,69.91
"2008-09-04",71.02,71.29,68.38,68.41,2241100,66.99
"2008-09-05",68.33,69.94,67.8,69.78,2492300,68.33
"2008-09-08",70.91,71.81,70.26,71.53,2787300,70.04
"2008-09-09",72.1,72.52,71.47,71.52,2001700,70.03
"2008-09-10",71.03,72.04,70.89,71.1,3019700,69.62
"2008-09-11",70.57,71.27,69.84,71.15,2291900,69.67
"2008-09-12",70.86,71.94,70.22,71.89,1527400,70.4
"2008-09-15",70.3,70.96,69.45,69.45,1890000,68.01
"2008-09-16",68.51,69.19,67.01,68.26,1806100,66.84
"2008-09-17",67.5,67.81,66,66.07,1953400,64.7
"2008-09-18",66.48,69.78,65.02,68.5,3734300,67.08
"2008-09-19",70.1,72.84,67.4,68.09,3336000,66.67
"2008-09-22",67.75,68.35,67.25,67.46,1145400,66.06
"2008-09-23",67.42,68.46,67.23,67.4,909800,66
"2008-09-24",67.41,68.02,66.75,67.55,778400,66.15
"2008-09-25",67.74,68.22,66.36,66.44,1276000,65.06
"2008-09-26",65.87,66.68,64.82,65.4,2577300,64.04
"2008-09-29",65,65.42,60.41,61.73,2940300,60.45
"2008-09-30",62.84,65.07,62.42,64.56,2749300,63.22
"2008-10-01",65.99,66.42,62.86,63.44,3186200,62.12
"2008-10-02",63.24,64.07,61.16,61.24,2809100,59.97
"2008-10-03",62.4,62.4,59.54,59.67,1893500,58.43
"2008-10-06",59,59.41,54.43,56.75,3194100,55.57
"2008-10-07",57.07,58.34,56.12,56.17,2913500,55
"2008-10-08",55.19,58.7,55.12,58.25,3471700,57.04
"2008-10-09",58.46,58.86,52.89,52.9,3106400,51.8
"2008-10-10",51,54,47.63,51,5474900,49.94
"2008-10-13",52.34,57.32,52.15,57.32,2313300,56.13
"2008-10-14",58.84,61,56.88,57.97,2404700,56.77
"2008-10-15",57.22,57.74,53.38,53.57,2157600,52.46
"2008-10-16",53.5,55.89,50.05,55.26,3125000,54.11
"2008-10-17",54.33,58,52.84,56.82,2517900,55.64
"2008-10-20",57.06,57.65,56.22,57.32,1763300,56.13
"2008-10-21",56.64,57.89,54.63,54.89,1584400,53.75
"2008-10-22",53.3,54.29,50,51.66,2217400,50.59
"2008-10-23",45,47.32,39.24,44.69,10571700,43.76
"2008-10-24",40.56,43.79,37.19,43.04,8842300,42.15
"2008-10-27",41.16,41.64,39.34,39.34,3992200,38.52
"2008-10-28",40.7,41.11,38.6,41.11,5446300,40.26
"2008-10-29",40.58,42.94,39.59,41.53,3298000,40.67
"2008-10-30",42.59,44.85,42.08,44.48,3080600,43.56
"2008-10-31",44.51,46.51,44.27,46.43,3095100,45.47
"2008-11-03",46.45,46.92,44.72,45.16,1494800,44.22
"2008-11-04",45.62,46.79,45.5,46.35,1568400,45.39
"2008-11-05",45.92,46.54,44.96,45.54,2099500,44.59
"2008-11-06",45.83,46.06,44.19,44.99,2414700,44.05
"2008-11-07",45.25,45.42,43.89,44.35,2282300,43.43
"2008-11-10",44.93,45.4,42.12,42.6,2039000,41.71
"2008-11-11",41.72,42.21,40.16,40.73,2123800,39.88
"2008-11-12",40.22,40.88,39.52,40.36,1916500,39.52
"2008-11-13",41.31,43.82,39.42,43.79,3315600,42.88
"2008-11-14",43.07,43.95,41.88,42,2873300,41.13
"2008-11-17",41.51,41.94,39.75,39.77,1644200,38.94
"2008-11-18",39.79,40.92,38.45,39.81,1892400,38.98
"2008-11-19",39.63,40.56,37.4,37.47,1697200,36.69
"2008-11-20",37.29,38.52,34.66,34.93,3473500,34.2
"2008-11-21",35.59,37.47,34.1,37.29,2873100,36.52
"2008-11-24",37.7,39.68,36.89,38.69,2129400,37.89
"2008-11-25",37.8,38.5,35.54,37.91,3938100,37.12
"2008-11-26",37.23,37.91,36.31,37,2788400,36.23
"2008-11-28",36.78,37.59,36.49,37.32,1149800,36.54
"2008-12-01",37,37,35.38,35.41,2159000,34.67
"2008-12-02",35.61,36.65,35.36,36.42,1806400,35.66
"2008-12-03",35.75,37.34,35.33,36.77,2242000,36.01
"2008-12-04",37.02,38.06,35.89,37.11,3927200,36.34
"2008-12-05",36.57,37.54,35.41,37.54,2128500,36.76
"2008-12-08",38.17,40.39,37.75,39.74,2789900,38.91
"2008-12-09",39.09,39.63,38.36,38.66,1564400,37.86
"2008-12-10",38.79,39.8,38.1,38.91,991300,38.1
"2008-12-11",38.57,41.4,38.19,39.4,2262800,38.58
"2008-12-12",38.35,40,38.09,38.91,1609400,38.1
"2008-12-15",39.02,39.27,37.93,38.79,1435700,37.98
"2008-12-16",39.11,40.96,38.88,40.86,1835700,40.01
"2008-12-17",40.02,40.75,39.64,39.94,1515900,39.11
"2008-12-18",40.15,41.35,39.7,40.2,1902200,39.36
"2008-12-19",40.56,40.95,39.61,39.78,2438600,38.95
"2008-12-22",39.77,40.45,38.81,39.56,1212200,38.74
"2008-12-23",39.98,40.28,39.16,39.35,1179900,38.53
"2008-12-24",39.39,39.39,38.5,39.12,604300,38.31
"2008-12-26",39.12,39.88,39.12,39.75,658600,38.92
"2008-12-29",39.87,40.24,38.52,39.1,1378400,38.29
"2008-12-30",39.27,39.89,39,39.88,1074700,39.05
"2008-12-31",39.86,40.89,39.55,40.42,1199300,39.58
"2009-01-02",40.84,41.9,39.93,41.76,1114500,40.89
"2009-01-05",41.64,41.69,40.71,40.9,887400,40.05
"2009-01-06",41.57,41.85,40.9,41.66,1564700,40.79
"2009-01-07",41.39,41.39,40.07,40.31,1259700,39.47
"2009-01-08",40.12,41.54,39.49,41.39,1815100,40.53
"2009-01-09",42.03,42.17,41.45,41.89,1996600,41.02
"2009-01-12",41.89,41.9,40.64,41.07,1465500,40.22
"2009-01-13",40.89,42.32,40.79,40.98,2935200,40.13
"2009-01-14",40.28,40.98,39.77,40.53,2135100,39.69
"2009-01-15",40.47,40.91,39.88,40.7,2316900,39.85
"2009-01-16",41.14,41.17,40.17,40.54,2996400,39.7
"2009-01-20",40.46,40.79,38.5,38.5,4077800,37.7
"2009-01-21",38.69,39.49,38.51,39.47,2828700,38.65
"2009-01-22",38.83,40.25,38.66,39.94,2741800,39.11
"2009-01-23",39.24,39.78,38.74,39.32,2324500,38.5
"2009-01-26",39.38,40.35,39.38,39.66,2258700,38.84
"2009-01-27",39.98,42.26,39.74,42.01,4276100,41.14
"2009-01-28",43.97,44.36,42.62,43.05,3116000,42.16
"2009-01-29",37.16,38.32,36.33,37.82,8961800,37.03
"2009-01-30",37.91,38,36.19,36.4,3973900,35.64
"2009-02-02",36.3,36.88,36.05,36.49,2928300,35.73
"2009-02-03",36.78,37.35,36.05,37.17,2683300,36.4
"2009-02-04",37.21,38.82,37.09,38.36,3107100,37.56
"2009-02-05",38.01,38.8,37.13,38.74,3270200,37.93
"2009-02-06",39.04,40.77,38.01,40.17,3331900,39.34
"2009-02-09",40.04,40.29,39.3,40.18,1680300,39.34
"2009-02-10",39.79,40.29,38.75,39.34,2700000,38.52
"2009-02-11",39.45,40.28,39.25,40.26,2249500,39.42
"2009-02-12",40.79,40.89,39.24,40.84,2464900,39.99
"2009-02-13",41,41.53,40.8,41.06,1453700,40.21
"2009-02-17",40.03,40.34,39.53,39.74,2510600,38.91
"2009-02-18",39.51,40.17,39.16,39.99,2053700,39.16
"2009-02-19",40.31,40.94,39.93,40.46,2988800,39.62
"2009-02-20",40.22,40.22,39.26,39.89,2705600,39.06
"2009-02-23",40.17,40.62,39.35,39.68,2787800,38.86
"2009-02-24",39.64,40.56,39.09,39.73,2315900,38.9
"2009-02-25",39.54,39.67,38.47,38.61,2824000,37.81
"2009-02-26",39.04,39.32,36.84,37.17,4042100,36.4
"2009-02-27",36.95,37.68,35.01,35.02,4140200,34.29
"2009-03-02",34.54,34.57,33.61,33.74,4181600,33.04
"2009-03-03",34.1,34.85,33.1,34.16,3083700,33.45
"2009-03-04",34.68,35.75,34.06,35.13,3414200,34.4
"2009-03-05",34.42,34.42,32.81,33.05,3692000,32.36
"2009-03-06",31.68,33.46,30.67,32.66,5565200,31.98
"2009-03-09",32.3,33.12,31.83,32.13,3379500,31.46
"2009-03-10",32.46,33.59,32.15,33.44,3316500,32.75
"2009-03-11",33.61,34.17,33.03,33.52,2350000,32.82
"2009-03-12",33.4,35.44,33.17,35.27,2836700,34.54
"2009-03-13",35.34,36.63,35.13,36.48,3100600,35.72
"2009-03-16",36.35,37.95,36.34,36.83,2550900,36.06
"2009-03-17",36.6,37.04,36.13,36.6,2081200,35.84
"2009-03-18",36.24,37.42,36.16,36.91,2441400,36.14
"2009-03-19",36.8,37.07,35,35.16,2530800,34.43
"2009-03-20",35.18,35.94,34.69,34.98,2245600,34.25
"2009-03-23",35.67,36.3,34.89,36.3,2229900,35.55
"2009-03-24",35.9,36.71,35.73,36.26,1656700,35.51
"2009-03-25",36.16,37.19,35.46,36.44,1743100,35.68
"2009-03-26",36.87,37.53,36.1,37.53,1740300,36.75
"2009-03-27",37.33,38,36.92,37.84,1582000,37.05
"2009-03-30",37.17,37.55,36.19,36.65,1781900,35.89
"2009-03-31",36.85,37.16,36.4,36.5,2360100,35.74
