"","ZMH.Open","ZMH.High","ZMH.Low","ZMH.Close","ZMH.Volume","ZMH.Adjusted"
"2012-07-23",62.07,62.45,61.3,61.91,1149100,60.97
"2012-07-24",61.79,61.93,60.47,60.84,1446600,59.92
"2012-07-25",61,61.72,60.77,61,1594600,60.07
"2012-07-26",59.58,60,57.46,58.72,3152200,57.83
"2012-07-27",58.74,59.03,57.95,58.84,2803600,57.95
"2012-07-30",58.86,59.05,58.31,58.7,1746600,57.81
"2012-07-31",58.62,59.43,58.62,58.93,1833100,58.04
"2012-08-01",59.21,59.67,59,59.16,1809500,58.26
"2012-08-02",58.68,58.75,57.6,57.95,1529700,57.07
"2012-08-03",58.77,59.69,58.66,59.02,1708600,58.12
"2012-08-06",59.22,60.43,59.16,59.78,1581100,58.87
"2012-08-07",60.22,61.47,60.14,61.03,1501900,60.1
"2012-08-08",60.98,61.37,60.55,61.09,984100,60.16
"2012-08-09",60.91,61.29,60.76,60.9,682600,59.98
"2012-08-10",60.81,61.42,60.63,61.37,676300,60.44
"2012-08-13",61.12,61.39,60.82,61.38,544100,60.45
"2012-08-14",61.74,61.74,61.06,61.48,810300,60.55
"2012-08-15",61.33,61.98,61.1,61.85,796100,60.91
"2012-08-16",61.91,62.02,61.49,61.86,683700,60.92
"2012-08-17",61.87,62.1,61.68,61.93,677300,60.99
"2012-08-20",61.75,62.5,61.75,62.5,872900,61.55
"2012-08-21",62.51,62.99,61.99,62.12,1153500,61.18
"2012-08-22",61.89,62.12,61.26,61.63,807300,60.7
"2012-08-23",61.61,61.61,60.93,61.03,955900,60.1
"2012-08-24",60.87,61.51,60.43,61.27,1083200,60.34
"2012-08-27",61.26,61.59,60.96,61.06,772200,60.13
"2012-08-28",61.06,61.84,60.96,61.28,805500,60.35
"2012-08-29",61.43,62.09,61.43,62.02,1043700,61.08
"2012-08-30",61.61,62.11,61.37,61.91,886300,60.97
"2012-08-31",62.16,62.49,61.58,61.78,656600,60.84
"2012-09-04",61.86,63.22,61.83,63,1022200,62.04
"2012-09-05",63.04,63.15,62.15,62.6,1037900,61.65
"2012-09-06",62.8,64.14,62.8,64.05,936200,63.08
"2012-09-07",64.73,66.31,64.7,65.22,1959800,64.23
"2012-09-10",65.33,65.33,64.73,64.97,952900,63.98
"2012-09-11",65.03,65.76,64.83,65.51,1071500,64.52
"2012-09-12",65.57,66.06,65.36,65.47,1030200,64.48
"2012-09-13",65.47,66.8,65.04,66.63,1377800,65.62
"2012-09-14",66.54,67.17,66.32,66.9,1864800,65.89
"2012-09-17",66.69,67.14,66.59,66.93,746200,65.91
"2012-09-18",66.79,67.2,66.68,67.19,1231800,66.17
"2012-09-19",67.14,67.75,67.02,67.14,1628200,66.12
"2012-09-20",66.92,67.16,66.41,66.76,773300,65.75
