"","FSLR.Open","FSLR.High","FSLR.Low","FSLR.Close","FSLR.Volume","FSLR.Adjusted"
"2014-01-14",50.12,51.5,50.08,51.05,4564000,51.05
"2014-01-15",51.47,52.56,51.35,51.99,3409900,51.99
"2014-01-16",52.8,53.65,51.86,52.2,5121200,52.2
"2014-01-17",52.02,53.17,51.6,51.88,4047900,51.88
"2014-01-21",51.98,52.38,50.45,51.81,3268800,51.81
"2014-01-22",52.06,52.45,51.56,52.04,2552100,52.04
"2014-01-23",51.55,51.8,49.91,50.44,3242800,50.44
"2014-01-24",49.75,49.99,48.11,48.67,3878100,48.67
"2014-01-27",48.33,50.12,47.75,48.84,3206600,48.84
"2014-01-28",49.38,50.45,49.02,50.36,2505900,50.36
"2014-01-29",49.5,50.92,49.11,49.7,2670500,49.7
"2014-01-30",50.46,52.13,49.79,51.47,2900400,51.47
"2014-01-31",50.46,51.92,50.3,50.58,2654300,50.58
"2014-02-03",50.41,50.85,47.64,48.35,3970200,48.35
"2014-02-04",48.9,49.43,48.35,49.11,2257300,49.11
"2014-02-05",48.27,48.85,47.04,47.73,3398800,47.73
"2014-02-06",48.01,48.95,47.81,48.2,2302700,48.2
"2014-02-07",48.92,49.92,48.3,49.83,2863000,49.83
"2014-02-10",49.97,51.48,49.7,51.1,3321200,51.1
"2014-02-11",51.45,52.33,50.85,51.46,3296800,51.46
"2014-02-12",51.78,52.78,51.3,51.58,2327800,51.58
"2014-02-13",50.54,52.94,50.03,52.85,4079600,52.85
"2014-02-14",53.2,53.66,52.01,53.17,3185200,53.17
"2014-02-18",53.68,57.17,53.54,56.86,5908600,56.86
"2014-02-19",56.63,57.95,55.61,55.97,4690300,55.97
"2014-02-20",56.07,57.3,55.12,56.88,3014100,56.88
"2014-02-21",57.37,57.54,55.7,55.93,2771400,55.93
"2014-02-24",56.59,58.85,56.37,57.75,4110500,57.75
"2014-02-25",58.5,58.75,56.91,58.03,7231600,58.03
"2014-02-26",50.15,53.6,49.52,52.74,16541900,52.74
"2014-02-27",54.09,57.3,54,57.19,9842600,57.19
"2014-02-28",57.14,57.74,56.29,57.07,4567000,57.07
"2014-03-03",55.71,57.36,55.1,55.96,3891600,55.96
"2014-03-04",56.63,58.05,56.25,57.71,3985200,57.71
"2014-03-05",57.5,59.1,57.37,58.15,3489100,58.15
"2014-03-06",58.39,59.44,57.53,58.24,3096500,58.24
"2014-03-07",58.63,58.7,55.72,56.11,4286700,56.11
"2014-03-10",55.94,56.36,54.43,54.84,2844200,54.84
"2014-03-11",55.07,55.71,53.09,53.48,3069400,53.48
"2014-03-12",53.11,54.49,52.79,53.7,2200100,53.7
"2014-03-13",53.97,54.46,52.42,53.03,2940700,53.03
"2014-03-14",52.68,54.34,52.68,54.03,2503200,54.03
"2014-03-17",55.38,56.99,54.75,56.52,4576400,56.52
