"","LLL.Open","LLL.High","LLL.Low","LLL.Close","LLL.Volume","LLL.Adjusted"
"2014-02-18",113.77,114.95,113.23,114.82,862900,114.22
"2014-02-19",114,115.19,113.4,113.67,1279100,113.07
"2014-02-20",113.84,115.9,113.34,115.65,581300,115.04
"2014-02-21",115.7,116.49,114.88,115.58,760200,114.97
"2014-02-24",115.24,117.47,115.2,116.3,1016300,115.69
"2014-02-25",115.53,116,113.63,113.84,1450800,113.24
"2014-02-26",114,114.41,113.21,113.98,715200,113.38
"2014-02-27",112.41,113.87,112.41,113.82,653600,113.82
"2014-02-28",113.42,115.9,113.42,115.4,777200,115.4
"2014-03-03",114.89,116.46,114.59,116.01,748500,116.01
"2014-03-04",116.54,118.16,116.54,117.49,948400,117.49
"2014-03-05",117.49,118.47,116.78,117.16,1442800,117.16
"2014-03-06",117.36,117.67,116.88,117.12,1241700,117.12
"2014-03-07",117.78,118.23,116.82,117.25,1084100,117.25
"2014-03-10",116.5,116.68,115.46,116.19,1035400,116.19
"2014-03-11",116.52,116.52,114.83,115.07,622800,115.07
"2014-03-12",114.81,115.54,114.26,115.46,847900,115.46
"2014-03-13",115.91,116.23,113.95,114.34,702800,114.34
"2014-03-14",114.21,115.99,113.78,115.3,776100,115.3
"2014-03-17",115.7,117.41,115.61,117.06,469700,117.06
