"","NOC.Open","NOC.High","NOC.Low","NOC.Close","NOC.Volume","NOC.Adjusted"
"2008-12-03",38.45,41.42,38.45,41,3602200,31.33
"2008-12-04",40.4,40.96,38.58,39.21,2947600,29.97
"2008-12-05",38.9,40.51,37.43,40.35,3250100,30.84
"2008-12-08",41.12,41.96,40.35,41.14,3087500,31.44
"2008-12-09",41.11,42.19,40.65,41.6,2678400,31.79
"2008-12-10",41.67,42.48,41.2,41.78,2357200,31.93
"2008-12-11",41.66,41.98,40.68,40.93,2577300,31.28
"2008-12-12",40.24,40.69,39.55,40.5,2522600,30.95
"2008-12-15",40.85,41.3,39.86,40.33,2227900,30.82
"2008-12-16",40.68,42.45,40.53,42.43,2796900,32.43
"2008-12-17",41.95,42.2,41.22,41.63,3082900,31.82
"2008-12-18",41.86,42.05,40.22,40.75,3095200,31.14
"2008-12-19",41.13,42.87,41.05,42.44,5351200,32.43
"2008-12-22",42.25,43.15,41.68,43.15,3261300,32.98
"2008-12-23",43.41,43.9,42.47,42.65,1890200,32.6
"2008-12-24",42.43,43.18,42.43,42.93,546400,32.81
"2008-12-26",43.18,43.33,42.86,43.24,591100,33.05
"2008-12-29",43.26,43.49,42.68,43.09,1328200,32.93
"2008-12-30",43.38,44.61,43.38,44.48,1545700,33.99
"2008-12-31",44.47,45.49,44.41,45.04,1577400,34.42
"2009-01-02",45.71,46.82,44.86,46.6,1385900,35.61
"2009-01-05",46.87,49.51,46.87,49.3,3595900,37.68
"2009-01-06",49.66,49.87,48.01,48.49,3004100,37.06
"2009-01-07",48.17,48.17,46.56,47.16,2210500,36.04
"2009-01-08",46.9,48.31,46.55,48.25,2360400,36.88
"2009-01-09",48.41,48.81,47.06,47.38,2649300,36.21
"2009-01-12",47.19,47.83,46.75,47.52,2405400,36.32
"2009-01-13",47.28,47.55,46.4,47.32,2925000,36.16
"2009-01-14",46.74,47.24,46.34,46.71,2525800,35.7
"2009-01-15",46.71,46.93,45.46,46.75,2366000,35.73
"2009-01-16",47.46,48.98,47.01,48.63,4074900,37.17
"2009-01-20",48.53,48.85,46.85,46.96,3171700,35.89
"2009-01-21",47.31,48.16,46.46,47.98,2302800,36.67
"2009-01-22",46.11,48.71,45.17,48.08,3763100,36.75
"2009-01-23",47.5,47.67,46.19,47.11,2848900,36
"2009-01-26",46.98,49.06,46.98,48.31,2488500,36.92
"2009-01-27",48.64,49.11,47.9,48.92,1875800,37.39
"2009-01-28",50,50.09,48.83,49.72,2009400,38
"2009-01-29",49.29,49.69,48.14,48.45,1997600,37.03
"2009-01-30",48.61,48.94,47.59,48.12,2452900,36.78
"2009-02-02",46.69,47.6,45.75,46.61,2533000,35.62
"2009-02-03",47.32,49.19,46.57,48.58,3703500,37.13
"2009-02-04",47.06,48.74,47.06,47.91,2395400,36.62
"2009-02-05",47.78,48.46,47.42,47.92,3695600,36.62
"2009-02-06",47.91,48.75,45.9,46.18,4672500,35.29
"2009-02-09",46.87,46.89,45.77,46.4,3480400,35.46
"2009-02-10",45.8,46.4,44.11,44.54,3131000,34.04
"2009-02-11",44.5,45.69,44.45,45.06,2865900,34.44
"2009-02-12",45.37,46.57,44.13,46.36,3871300,35.43
"2009-02-13",46.32,47.77,46.32,47.19,2324100,36.06
"2009-02-17",46,46.2,44.56,44.99,3224100,34.38
"2009-02-18",45.18,46.19,45.01,45.49,2616900,34.77
"2009-02-19",45.76,46.39,45.23,45.46,3084000,34.74
"2009-02-20",45.22,45.78,43.88,44.43,3486200,33.96
"2009-02-23",44.45,44.51,42.25,42.29,3302700,32.32
"2009-02-24",42.54,43.74,42.04,43.08,4092800,32.92
"2009-02-25",42.96,42.96,40.7,40.99,5337200,31.33
"2009-02-26",41.28,41.28,39.3,39.42,3708600,30.42
"2009-02-27",38.69,38.69,37.32,37.36,4717700,28.83
"2009-03-02",36.63,36.95,35.31,35.45,5417700,27.36
"2009-03-03",35.8,35.89,34.94,35.23,4625300,27.19
"2009-03-04",35.49,36.82,35.49,36.33,4634100,28.04
"2009-03-05",35.7,35.73,34.73,34.99,4351900,27
"2009-03-06",35.22,35.79,33.81,34.54,3527200,26.66
"2009-03-09",34.72,35.6,34.11,34.35,3561400,26.51
"2009-03-10",34.98,35.76,34.23,35.64,4050200,27.51
"2009-03-11",35.94,36.17,34.61,34.92,3214400,26.95
"2009-03-12",34.94,36.55,34.5,36.45,2857800,28.13
"2009-03-13",36.68,36.88,35.64,36.57,2706000,28.22
"2009-03-16",36.64,39.14,36.64,38.25,4107800,29.52
"2009-03-17",38.44,38.44,37.31,38.39,3486300,29.63
"2009-03-18",38.25,39.3,37.14,38.82,3382200,29.96
"2009-03-19",39.27,39.29,38.41,38.81,2294100,29.95
"2009-03-20",38.67,39.38,38.11,38.32,4342100,29.57
"2009-03-23",39.11,40.88,38.83,40.88,4687000,31.55
"2009-03-24",40.53,42.93,40.53,42.22,4977500,32.58
"2009-03-25",42.24,43.7,42.11,43.45,6120000,33.53
"2009-03-26",43.53,45.76,43.37,45.73,3801200,35.29
"2009-03-27",45.26,45.71,44.84,45.02,3105800,34.75
"2009-03-30",44.12,44.53,43.04,43.49,3118300,33.56
"2009-03-31",43.92,44.68,43.4,43.64,3328100,33.68
"2009-04-01",43.04,44.96,42.75,44.62,3327600,34.44
"2009-04-02",45.51,46.53,45.16,45.66,3335600,35.24
"2009-04-03",45.62,46.06,43.51,43.98,4983700,33.94
"2009-04-06",43.69,48.01,43.5,47.94,6139700,37
"2009-04-07",47.31,48.23,45.84,45.84,4700400,35.38
"2009-04-08",45.92,46.23,44.73,45.06,4367200,34.78
"2009-04-09",46.41,46.41,44.66,44.74,4399300,34.53
"2009-04-13",44.84,45.44,44.05,45.01,1967300,34.74
"2009-04-14",44.72,45.3,44.15,44.95,2045800,34.69
"2009-04-15",45.19,47.3,45,45.6,1931200,35.19
"2009-04-16",45.76,47.35,45.36,47.19,2054900,36.42
"2009-04-17",47.35,48.25,46.95,47.81,4074400,36.9
"2009-04-20",47.2,47.93,46.49,47,2739500,36.27
"2009-04-21",46.88,47.95,46.72,47.88,3794000,36.95
"2009-04-22",47.6,48.96,47.16,47.78,2841800,36.88
"2009-04-23",48.02,48.92,47.81,48.87,2519000,37.72
"2009-04-24",49,49.6,48.35,48.86,2314900,37.71
"2009-04-27",48.49,49.69,48.14,48.79,2866500,37.66
"2009-04-28",48.4,49.27,47.85,48.27,2729100,37.25
"2009-04-29",48.46,48.84,48.28,48.63,3751500,37.53
"2009-04-30",48.92,49.52,47.87,48.35,3166800,37.32
"2009-05-01",48.34,49.34,48.25,49.34,2075000,38.08
"2009-05-04",49.22,50,49.04,49.98,1895100,38.57
"2009-05-05",49.92,50.2,49.59,49.95,1643700,38.55
"2009-05-06",50.4,50.75,49.73,50.21,2240800,38.75
"2009-05-07",50.25,50.25,48.34,48.84,3293400,37.69
"2009-05-08",49.17,50.54,49.16,50.54,2623200,39.01
"2009-05-11",49.86,50.1,49.02,49.29,1619500,38.04
"2009-05-12",49.41,49.65,48.42,49.4,2348100,38.13
"2009-05-13",48.7,48.78,47.89,48.38,2098700,37.34
"2009-05-14",48.55,48.99,48.38,48.83,1988300,37.69
"2009-05-15",48.65,48.88,47.9,48.09,2197000,37.11
"2009-05-18",46.25,47.84,46.24,47.7,4305300,36.81
"2009-05-19",47.62,48.76,47.15,48.29,3246500,37.27
"2009-05-20",48.76,49.67,48.61,49.17,3346400,37.95
"2009-05-21",48.66,49.08,47.81,48.14,3599200,37.15
"2009-05-22",48.39,48.68,47.92,48.03,1720100,37.07
"2009-05-26",47.65,49.64,47.65,49,3036000,37.82
"2009-05-27",48.62,49,47.97,47.99,2345700,37.04
"2009-05-28",47.57,48.32,47.27,47.96,3150300,37.35
"2009-05-29",48.01,48.01,46.57,47.62,2888700,37.08
"2009-06-01",48,49.14,47.38,48.57,3262400,37.82
"2009-06-02",48.55,48.79,47.89,48.28,3994500,37.6
"2009-06-03",47.82,48.23,47.28,47.57,2519500,37.05
"2009-06-04",47.69,48.24,47.65,48.18,2881900,37.52
"2009-06-05",48.73,48.85,47.98,48.38,3213100,37.68
"2009-06-08",48.33,49,47.89,48.7,2297300,37.93
"2009-06-09",48.67,48.93,47.62,48.34,2163500,37.65
"2009-06-10",48.54,48.87,47.39,47.9,2971800,37.3
"2009-06-11",48.2,48.78,47.93,48.17,2513000,37.51
"2009-06-12",47.85,49.02,47.8,48.72,2202500,37.94
"2009-06-15",48.17,48.37,47.23,47.74,2535000,37.18
"2009-06-16",47.79,48.13,46.78,46.85,2110500,36.48
"2009-06-17",46.71,47.43,46.49,47.11,2050000,36.69
"2009-06-18",47.25,47.6,46.77,47.37,1892800,36.89
"2009-06-19",47.78,47.78,46.98,47.11,2786900,36.69
"2009-06-22",46.86,47.02,46.44,46.64,2087300,36.32
"2009-06-23",46.84,46.84,45.14,45.26,3527500,35.25
"2009-06-24",45.42,45.88,44.79,44.89,5224300,34.96
"2009-06-25",45.16,46.68,44.9,46.38,2985300,36.12
"2009-06-26",46.16,46.56,45.85,45.96,2729700,35.79
"2009-06-29",46.01,46.74,46.01,46.64,2372600,36.32
"2009-06-30",46.45,46.49,45.52,45.68,3484300,35.57
"2009-07-01",45.61,46.34,45.61,46.09,2736000,35.89
"2009-07-02",45.53,45.64,44.44,44.44,2593500,34.61
"2009-07-06",44.13,44.92,44,44.82,2613400,34.9
"2009-07-07",44.64,45.07,43.22,43.23,2764100,33.67
"2009-07-08",43.29,43.81,43.19,43.61,4161200,33.96
"2009-07-09",43.8,43.8,43.1,43.36,1805500,33.77
"2009-07-10",43.06,43.54,42.89,43.27,2187400,33.7
"2009-07-13",43.29,44.31,42.98,44.26,2614100,34.47
"2009-07-14",44.26,45.38,44.12,45.22,2899900,35.22
"2009-07-15",45.52,46.23,45.22,46.02,2534600,35.84
"2009-07-16",45.98,47.35,45.97,47.1,2209500,36.68
"2009-07-17",46.94,47.16,46.43,46.94,1968300,36.55
"2009-07-20",46.97,47.64,46.75,47.59,1595200,37.06
"2009-07-21",47.93,47.93,46.48,47.11,2223100,36.69
"2009-07-22",46.43,47.78,46.25,47.13,2687800,36.7
"2009-07-23",46.49,46.5,45.19,46.26,3707000,36.03
"2009-07-24",44.72,45.3,43.59,43.89,5076400,34.18
"2009-07-27",43.57,43.89,42.51,43.41,3107600,33.81
"2009-07-28",43.15,44,42.91,43.84,3194400,34.14
"2009-07-29",43.54,45.03,43.54,44.96,3207500,35.01
"2009-07-30",45.44,46.09,45.17,45.44,2600100,35.39
"2009-07-31",45.48,45.98,44.53,44.58,3094000,34.72
"2009-08-03",45,46.17,44.5,46.09,3627200,35.89
"2009-08-04",46.04,46.9,45.82,46.76,3208100,36.41
"2009-08-05",46.66,46.85,46.05,46.69,3159300,36.36
"2009-08-06",46.79,47.74,46.59,46.99,2398900,36.59
"2009-08-07",47.14,48.57,46.82,48.16,2937600,37.5
"2009-08-10",48.08,48.08,47.18,47.59,2240800,37.06
"2009-08-11",47.19,47.77,46.58,46.63,2680800,36.31
"2009-08-12",46.4,48.38,46.32,48.03,2777600,37.4
"2009-08-13",48.07,48.21,47.44,47.93,2689900,37.33
"2009-08-14",47.84,48.3,46.83,47.37,2385300,36.89
"2009-08-17",46.97,46.99,46.16,46.76,2651200,36.41
"2009-08-18",46.8,47.46,46.52,47.29,2682800,36.83
"2009-08-19",46.95,47.98,46.95,47.88,3400700,37.29
"2009-08-20",48.05,48.23,47.43,47.7,2582100,37.15
"2009-08-21",48.32,50,47.8,49.96,3508000,38.91
"2009-08-24",50.01,50.1,49.06,49.56,2719600,38.6
"2009-08-25",49.92,49.97,49.3,49.36,2360000,38.44
"2009-08-26",49.47,49.57,48.57,48.9,3013100,38.08
"2009-08-27",49.52,49.84,48.78,49.33,2339800,38.76
"2009-08-28",49.66,49.66,48.58,48.86,1516200,38.39
"2009-08-31",48.46,49.04,48.25,48.81,2128700,38.35
"2009-09-01",48.74,49.41,48.26,48.81,3419900,38.35
"2009-09-02",48.64,48.69,47.55,47.91,2511700,37.64
"2009-09-03",48,48.36,47.47,47.94,2051200,37.66
"2009-09-04",47.81,48.69,47.7,48.69,2696400,38.25
"2009-09-08",48.92,48.98,48.45,48.69,2707600,38.25
"2009-09-09",48.58,49.12,48.46,48.61,2555600,38.19
"2009-09-10",48.42,48.81,48.15,48.78,1894600,38.32
"2009-09-11",48.98,49.17,48.6,49,1979700,38.5
"2009-09-14",48.84,49.37,48.62,49.28,2461100,38.72
"2009-09-15",49,49.66,48.72,49.51,1952900,38.9
"2009-09-16",49.74,49.95,48.85,49.85,2547300,39.17
"2009-09-17",49.75,50.94,49.34,50.62,4816500,39.77
"2009-09-18",50.72,51.98,50.53,51.82,4513600,40.71
"2009-09-21",51.37,51.8,51.12,51.28,2398700,40.29
"2009-09-22",51.45,51.53,50.89,51.31,2311600,40.31
"2009-09-23",51.5,52.24,51.31,51.55,2861300,40.5
"2009-09-24",51.57,51.6,50.98,51.03,2229100,40.09
"2009-09-25",50.84,51.35,50.66,51,1358600,40.07
"2009-09-28",51.02,51.99,51.02,51.8,1780500,40.7
"2009-09-29",51.79,53.16,51.79,52.75,3113400,41.44
"2009-09-30",52.95,52.95,51.44,51.75,2394200,40.66
"2009-10-01",51.48,51.67,49.99,50.08,3711300,39.35
"2009-10-02",50.37,51.21,49.97,50.18,3734900,39.42
"2009-10-05",50.44,50.73,49.96,50.47,2543900,39.65
"2009-10-06",50.6,50.96,50.47,50.92,2121500,40.01
"2009-10-07",50.84,51,50.23,50.43,2275200,39.62
"2009-10-08",50.86,51.37,50.49,50.57,3836500,39.73
"2009-10-09",50.25,51.25,50.25,51.25,1630700,40.27
"2009-10-12",51.4,51.59,50.87,51.08,1177000,40.13
"2009-10-13",50.92,51.13,50.59,50.88,2091300,39.97
"2009-10-14",51.12,51.4,50.74,51.15,2804200,40.19
"2009-10-15",51.12,51.3,50.67,51.05,2827100,40.11
"2009-10-16",50.53,50.99,50.22,50.8,3374900,39.91
"2009-10-19",51.03,51.56,50.64,51.19,2861600,40.22
"2009-10-20",50.96,50.96,49.45,49.79,4588000,39.12
"2009-10-21",51.61,51.69,49.51,49.59,4788000,38.96
"2009-10-22",49.43,50.08,49.34,49.99,2421000,39.28
"2009-10-23",50.17,50.25,49.36,49.66,2763900,39.02
"2009-10-26",49.85,51.15,49.72,50.64,4515700,39.79
"2009-10-27",50.82,51.19,50.56,50.9,4240700,39.99
"2009-10-28",50.86,51.18,50.36,50.39,3426200,39.59
"2009-10-29",50.39,50.66,49.9,50.58,3073700,39.74
"2009-10-30",50.31,51.1,50.07,50.13,3463300,39.39
"2009-11-02",50.25,50.83,50.01,50.55,2650200,39.72
"2009-11-03",50.57,50.57,49.63,50.12,3494500,39.38
"2009-11-04",50.31,51.17,50.05,50.48,3036000,39.66
"2009-11-05",50.8,51.78,50.74,51.75,3665200,40.66
"2009-11-06",51.69,52.42,50.84,52.37,2778600,41.15
"2009-11-09",53.56,54.14,53.22,53.93,3164000,42.37
"2009-11-10",53.69,54.1,53.58,53.96,2735500,42.39
"2009-11-11",54.23,54.93,54.12,54.82,2679500,43.07
"2009-11-12",54.82,54.93,54.36,54.61,2306500,42.91
"2009-11-13",54.69,55.5,54.36,55.27,2507700,43.42
"2009-11-16",55.5,56.46,55.29,56.01,3043700,44.01
"2009-11-17",55.92,56.17,55.66,56.03,1508700,44.02
"2009-11-18",56.02,56.18,55.21,55.52,2137400,43.62
"2009-11-19",55.58,55.63,54.18,54.5,2375900,42.82
"2009-11-20",54.49,55.08,54.3,55,1947600,43.21
"2009-11-23",55.28,56.13,55.28,56.05,1378400,44.04
"2009-11-24",55.94,56.11,55.42,55.95,1433300,43.96
"2009-11-25",55.97,56.04,55.56,55.9,1339800,44.26
"2009-11-27",54.91,55.27,54.09,55,939000,43.55
"2009-11-30",55.1,55.1,54.38,54.8,2207000,43.39
"2009-12-01",54.91,55.53,54.91,55.26,3438600,43.75
"2009-12-02",54.97,56,54.97,55.27,2279500,43.76
"2009-12-03",55.5,55.93,54.88,54.91,2245400,43.48
"2009-12-04",55.6,56.68,55.22,55.89,4654200,44.25
"2009-12-07",55.76,56.38,55.76,56.1,1716500,44.42
"2009-12-08",55.71,55.92,54.79,55.01,2569800,43.55
"2009-12-09",54.91,55.25,53.9,54.4,2370800,43.07
"2009-12-10",54.53,55.04,54.51,54.79,1928100,43.38
"2009-12-11",55.07,55.57,55.01,55.16,2098300,43.67
"2009-12-14",55.49,56.98,55.49,56.63,2598900,44.84
"2009-12-15",56.63,56.63,55.63,55.81,1846400,44.19
"2009-12-16",55.89,56.17,55.51,55.63,2022700,44.05
"2009-12-17",55.48,55.71,55.19,55.41,2324300,43.87
"2009-12-18",55.85,56.09,55.36,55.72,3495500,44.12
"2009-12-21",55.99,56.64,55.99,56.21,1398200,44.5
"2009-12-22",56.52,56.79,56,56.11,1241400,44.43
"2009-12-23",56.12,56.32,55.71,55.87,1344900,44.24
"2009-12-24",55.93,56.29,55.93,56.04,258000,44.37
"2009-12-28",55.96,56.83,55.96,56.83,1589200,45
"2009-12-29",57,57.31,56.76,56.84,1158200,45
"2009-12-30",56.54,57.17,56.5,56.83,869700,45
"2009-12-31",57.05,57.1,55.79,55.85,953300,44.22
"2010-01-04",56.1,56.87,56.1,56.85,1616200,45.01
"2010-01-05",56.7,57.45,56.7,56.95,1859900,45.09
"2010-01-06",56.8,57.22,56.59,57.17,2205000,45.26
"2010-01-07",56.92,57.96,56.72,57.76,4751000,45.73
"2010-01-08",57.37,58.1,57.15,57.44,1723700,45.48
"2010-01-11",57.75,57.95,57.2,57.5,1523100,45.53
"2010-01-12",57.24,57.59,56.8,57.56,1650600,45.57
"2010-01-13",57.75,59.57,57.75,59.29,2729700,46.94
"2010-01-14",59.24,59.83,58.57,59.3,2044400,46.95
"2010-01-15",59.06,59.21,58.12,58.62,1846800,46.41
"2010-01-19",58.61,59.61,58.17,58.94,2460200,46.67
"2010-01-20",58.43,58.71,57.51,58.29,1858700,46.15
"2010-01-21",58.15,58.34,56.58,56.68,2682100,44.88
"2010-01-22",56.78,56.86,55.53,55.63,2183000,44.05
"2010-01-25",56.25,56.25,55.36,55.7,2499200,44.1
"2010-01-26",55.64,56.45,55.3,56.03,2079400,44.36
"2010-01-27",55.85,56.96,55.59,56.74,3078900,44.92
"2010-01-28",56.83,57.2,55.73,56.64,2672800,44.84
"2010-01-29",56.96,57.06,56.31,56.6,2585800,44.81
"2010-02-01",56.88,58.1,56.81,57.92,3725800,45.86
"2010-02-02",57.88,58.2,57.14,58.18,3208400,46.06
"2010-02-03",57.85,58.75,57.77,58.51,2174000,46.33
"2010-02-04",58.13,60.39,56.86,57.9,6825200,45.84
"2010-02-05",58.27,58.5,56.56,57.66,2839500,45.65
"2010-02-08",57.76,58.72,57.17,57.97,2596000,45.9
"2010-02-09",58.57,59.96,58.18,59.55,3011300,47.15
"2010-02-10",59.47,59.5,58.34,58.54,2633200,46.35
"2010-02-11",58.53,59.42,58,59.41,2117200,47.04
"2010-02-12",58.83,59.05,58.24,58.89,2815400,46.63
"2010-02-16",59.38,59.66,58.91,59.56,2635600,47.16
"2010-02-17",59.72,59.95,59.4,59.94,2161700,47.46
"2010-02-18",59.72,61.51,59.66,61.51,3644300,48.7
"2010-02-19",61.48,61.79,60.94,61.21,3062000,48.46
"2010-02-22",61.22,62.05,61.18,61.67,1911900,48.83
"2010-02-23",61.48,62.23,61.21,61.24,1949500,48.49
"2010-02-24",61.47,62,61.18,61.69,2061000,48.84
"2010-02-25",61.17,61.19,60.16,61.12,3060500,48.73
"2010-02-26",61.14,61.42,60.36,61.26,3776500,48.84
"2010-03-01",61.25,63.23,61.15,63.01,2709700,50.24
"2010-03-02",62.96,63.67,62.8,62.91,2349600,50.16
"2010-03-03",62.94,63.03,61.95,62.32,2759300,49.69
"2010-03-04",62.29,63.3,62.08,63.08,3788200,50.29
"2010-03-05",63.42,64.36,63.38,64.22,1525600,51.2
"2010-03-08",64.16,64.44,63.75,64.16,1408500,51.16
"2010-03-09",63.96,64.52,63.69,64,2027000,51.03
"2010-03-10",63.86,64.71,63.78,64.55,1569700,51.47
"2010-03-11",64.55,64.8,63.87,64.75,1440600,51.63
"2010-03-12",64.73,64.97,63.85,64,2072100,51.03
"2010-03-15",63.98,64.37,63.8,64.31,1925200,51.27
"2010-03-16",64.43,64.89,64.29,64.63,1723600,51.53
"2010-03-17",64.88,65.34,64.56,64.9,1645800,51.75
"2010-03-18",65.03,65.1,64.73,65.05,1657300,51.86
"2010-03-19",65.19,65.61,64.91,65.54,4806000,52.26
"2010-03-22",65.26,65.37,64.8,64.94,2380600,51.78
"2010-03-23",65.05,65.32,64.83,65.19,2372400,51.98
"2010-03-24",65.14,65.35,64.73,64.94,1871600,51.78
"2010-03-25",65.42,65.6,64.94,64.98,1736500,51.81
"2010-03-26",65.02,65.68,65.02,65.53,1946800,52.25
"2010-03-29",65.72,66.06,65.52,65.78,2235000,52.45
"2010-03-30",65.95,65.95,65.35,65.72,1579100,52.4
"2010-03-31",65.39,65.88,65.19,65.57,2179900,52.28
"2010-04-01",66.05,66.61,65.79,66.25,1750700,52.82
"2010-04-05",66.45,66.69,66.19,66.42,1528500,52.96
"2010-04-06",66.2,66.2,65.54,65.73,1586600,52.41
"2010-04-07",65.44,65.9,65.14,65.22,2221700,52
"2010-04-08",65.18,65.27,64.64,65.1,1835000,51.9
"2010-04-09",65.08,66.19,65.07,66.15,2007500,52.74
"2010-04-12",66.15,66.63,66.1,66.22,1537200,52.8
"2010-04-13",66.05,66.79,65.6,66.64,1967100,53.13
"2010-04-14",66.84,66.86,65.84,66.85,1524800,53.3
"2010-04-15",66.64,67,66.34,66.82,1462200,53.28
"2010-04-16",66.79,66.83,65.43,65.97,1919400,52.6
"2010-04-19",65.68,66.5,65.6,66.42,1492300,52.96
"2010-04-20",66.62,67.61,66.47,67.43,1793500,53.76
"2010-04-21",67.17,68.39,66.94,68.37,1666500,54.51
"2010-04-22",67.96,69.07,67.79,68.99,2044700,55.01
"2010-04-23",69.04,69.04,68.15,68.99,1265100,55.01
"2010-04-26",69.04,69.63,68.85,68.93,1779100,54.96
"2010-04-27",68.77,68.77,67.1,67.18,2209500,53.56
"2010-04-28",69.47,69.8,67.75,68.67,3689100,54.75
"2010-04-29",68.98,69.75,68.4,69.38,1983500,55.32
"2010-04-30",69.31,69.72,67.77,67.83,2240700,54.08
"2010-05-03",68.22,69.38,68.11,69.24,1511300,55.21
"2010-05-04",68.48,68.48,66.22,66.66,2378300,53.15
"2010-05-05",66.2,67.11,66.2,66.88,1734700,53.32
"2010-05-06",66.6,66.72,60.34,64.57,2825200,51.48
"2010-05-07",64.34,64.68,62.34,62.84,3095700,50.1
"2010-05-10",65.13,65.43,63.73,64.88,3146400,51.73
"2010-05-11",63.72,65.7,63.42,64.89,2089800,51.74
"2010-05-12",64.89,65.88,64.83,65.75,1205600,52.42
"2010-05-13",65.49,65.94,64.79,64.98,1004200,51.81
"2010-05-14",64.42,64.79,62.79,63.29,1608500,50.46
"2010-05-17",63.21,64.09,62.38,63.67,1649300,50.76
"2010-05-18",64.17,64.58,62.84,62.85,1952900,50.11
"2010-05-19",62.49,62.97,61.38,62.27,2178700,49.65
"2010-05-20",61.12,61.47,59.67,60.02,2809000,47.85
"2010-05-21",59.03,61.18,58.56,61.13,3357700,48.74
"2010-05-24",60.81,61.48,60.18,60.25,2347100,48.04
"2010-05-25",58.89,60.99,58.7,60.8,4478800,48.48
"2010-05-26",61.31,61.68,60.09,60.18,3793800,47.98
"2010-05-27",61.06,61.06,60.21,61.03,2480600,49.04
"2010-05-28",61.16,61.37,60.27,60.49,2328100,48.61
"2010-06-01",60.17,61.11,59.5,59.54,2247900,47.85
"2010-06-02",59.9,60.87,59.66,60.82,2937600,48.87
"2010-06-03",61.05,61.97,60.67,60.93,2052400,48.96
"2010-06-04",59.63,59.91,58.04,58.24,2088000,46.8
"2010-06-07",58.36,58.37,57.06,57.09,2549600,45.88
"2010-06-08",56.73,57.46,56.33,57.38,2293700,46.11
"2010-06-09",57.63,58.69,57.32,57.56,2078900,46.25
"2010-06-10",58.41,59.17,58.24,59.05,1706000,47.45
"2010-06-11",58.43,59.74,58.12,59.69,1794200,47.97
"2010-06-14",60.17,60.71,59.62,59.74,2088000,48.01
"2010-06-15",59.92,60.62,59.74,60.5,2984400,48.62
"2010-06-16",60.41,61.27,60.33,61.08,2452900,49.08
"2010-06-17",61.52,61.88,60.81,61.5,1946000,49.42
"2010-06-18",61.56,62.16,61.44,62.08,2235000,49.89
"2010-06-21",62.95,63.06,61,61.24,2195500,49.21
"2010-06-22",61.08,61.67,60.12,60.25,2061000,48.42
"2010-06-23",60.11,60.52,59.45,59.93,1773800,48.16
"2010-06-24",59.73,60.06,58.7,58.88,2263100,47.32
"2010-06-25",59.02,59.06,58.05,58.6,2784300,47.09
"2010-06-28",58.81,59.39,58.26,58.42,2411500,46.95
"2010-06-29",57.6,57.85,55.21,55.52,3954000,44.62
"2010-06-30",55.42,55.78,54.37,54.44,4194500,43.75
"2010-07-01",54.33,54.5,53.5,54.15,3832700,43.51
"2010-07-02",54.01,54.69,53.78,54.1,2573700,43.47
"2010-07-06",54.65,54.74,53.57,54.12,2654100,43.49
"2010-07-07",54.42,55.62,54.27,55.59,3101100,44.67
"2010-07-08",56.34,56.36,55.48,56.17,2209200,45.14
"2010-07-09",55.91,55.97,54.81,55.45,1803400,44.56
"2010-07-12",54.43,54.8,54.15,54.55,2451600,43.84
"2010-07-13",55.08,55.59,54.8,55.26,2503400,44.41
"2010-07-14",55.85,57.5,55.85,56.99,3920300,45.8
"2010-07-15",57.72,57.72,56.15,56.61,2350700,45.49
"2010-07-16",56.4,56.55,54.54,54.74,2268300,43.99
"2010-07-19",55.09,55.7,55,55.49,2388400,44.59
"2010-07-20",54.8,56.36,54.48,56.32,2036100,45.26
"2010-07-21",57.04,57.29,55.57,56.03,1738400,45.02
"2010-07-22",56.67,57.98,56.55,57.9,3335900,46.53
"2010-07-23",57.85,58.49,57.76,58.17,3015700,46.74
"2010-07-26",58.43,59.05,58,59.04,2072900,47.44
"2010-07-27",59.4,59.4,58.02,58.14,1712300,46.72
"2010-07-28",58.15,58.78,57.8,58.39,1829100,46.92
"2010-07-29",59.49,60,57.81,58.44,2725500,46.96
"2010-07-30",57.99,58.87,57.2,58.64,2565500,47.12
"2010-08-02",59.48,59.48,58.25,59.21,1829300,47.58
"2010-08-03",58.94,59.4,58.59,58.92,1477100,47.35
"2010-08-04",58.9,59.54,58.82,59.52,1754200,47.83
"2010-08-05",59.19,59.67,59.02,59.51,2218900,47.82
"2010-08-06",59.02,60.15,58.97,60.01,2632700,48.22
"2010-08-09",60.23,60.25,59.57,60.1,2237300,48.3
"2010-08-10",59.26,59.67,58.41,59.15,2411700,47.53
"2010-08-11",57.58,58.09,56.63,56.93,2402200,45.75
"2010-08-12",56.12,56.99,56.11,56.53,2226500,45.43
"2010-08-13",56.34,56.84,56.27,56.57,2411200,45.46
"2010-08-16",56.23,56.52,55.62,56.23,2136500,45.19
"2010-08-17",56.76,58.21,56.38,57.52,2099300,46.22
"2010-08-18",57.25,58.34,57.25,58.23,2851800,46.79
"2010-08-19",57.95,58.25,56.82,57.06,2593500,45.85
"2010-08-20",57.17,57.48,56.47,57.37,2205900,46.1
"2010-08-23",57.69,57.92,56.36,56.48,2134700,45.39
"2010-08-24",55.81,55.94,54.94,55.34,2214600,44.47
"2010-08-25",55.03,55.56,54.17,55.31,2859000,44.45
"2010-08-26",55.19,55.65,54.49,54.62,2750700,44.27
"2010-08-27",55.04,55.55,54.11,55.48,1937000,44.96
"2010-08-30",55.4,55.59,54.25,54.25,2311500,43.97
