"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2007-07-24",165.52,165.52,157.31,158.77,34124000,15.57
"2007-07-25",160,163.79,157.83,161.1,36035000,15.8
"2007-07-26",158.3,160.8,152.22,158.72,36319000,15.56
"2007-07-27",158.57,159.9,152,154.03,24598000,15.1
"2007-07-30",156.46,165.03,155.1,164.59,32945000,16.14
"2007-07-31",168.45,170.52,160,160.8,35926000,15.77
"2007-08-01",150.82,152.45,139,150,128887000,14.71
"2007-08-02",147,147.8,139.3,142.62,56492000,13.99
"2007-08-03",140.6,140.65,128.17,131.26,69662000,12.87
"2007-08-06",132.11,138.48,123.46,137.62,86900000,13.5
"2007-08-07",136.12,145.02,135,144.27,70508000,14.15
"2007-08-08",145.84,150,144,148.02,47432000,14.52
"2007-08-09",142.57,146.51,141,141.28,38111000,13.85
"2007-08-10",139.3,139.95,133.51,138.4,43183000,13.57
"2007-08-13",142.5,143.13,136.02,136.59,36105000,13.39
"2007-08-14",134.75,136.44,131.4,133.52,37510000,13.09
"2007-08-15",133.96,135.7,128.99,129.04,33143000,12.65
"2007-08-16",124.2,139.66,120,130,72229000,12.75
"2007-08-17",135.78,139.1,130.5,137,50876000,13.43
"2007-08-20",139.57,141.06,136.31,137.9,28936000,13.52
"2007-08-21",139,142.64,138,140.16,21066000,13.74
"2007-08-22",142.25,145.47,141.33,144.82,26579000,14.2
"2007-08-23",145.87,146,138.51,142.29,28979000,13.95
"2007-08-24",142.25,142.25,138.17,139.83,21411000,13.71
"2007-08-27",138.43,140.91,136.85,138.25,17320000,13.56
"2007-08-28",136.43,137.5,130.1,132.12,43370000,12.96
"2007-08-29",133.43,135.1,130.01,133.42,32859000,13.08
"2007-08-30",131,134.45,130.25,132.47,21816000,12.99
"2007-08-31",135.7,139.44,134.96,136.99,26836000,13.43
"2007-09-04",138.27,139.9,136.15,138.24,18774000,13.56
"2007-09-05",136.75,136.75,134.29,135.56,18708000,13.29
"2007-09-06",137.91,137.98,134.06,134.77,14021000,13.22
"2007-09-07",131.1,132.03,129.54,130.21,24775000,12.77
"2007-09-10",130.72,131.96,126.63,129.71,26566000,12.72
"2007-09-11",130.05,134.51,130.05,132.17,21414000,12.96
"2007-09-12",132.5,137.36,131.11,136.83,20314000,13.42
"2007-09-13",138.7,142.36,135.06,139.5,30850000,13.68
"2007-09-14",137.78,138.99,135.77,137.85,17735000,13.52
"2007-09-17",137.44,138.25,135,136.72,13905000,13.41
"2007-09-18",138.18,148.94,135.8,145.81,51943000,14.3
"2007-09-19",149.01,152,146.9,149.5,46679000,14.66
"2007-09-20",150,151.5,148.12,149.51,19478000,14.66
"2007-09-21",150.9,151.9,146.42,146.56,20380000,14.37
"2007-09-24",147.5,147.62,138.85,142.26,51088000,13.95
"2007-09-25",140.36,143.8,139.18,142.99,39858000,14.02
"2007-09-26",142.97,144.39,140,142.85,27927000,14.01
"2007-09-27",144.26,149.97,141.58,148,41029000,14.51
"2007-09-28",146.82,152.23,145.23,147.97,45856000,14.51
"2007-10-01",147.73,154.88,147.73,153.37,37139000,15.04
"2007-10-02",154.74,155.24,151.63,152.98,19175000,15
"2007-10-03",152,160.35,151.79,156.94,52716000,15.39
"2007-10-04",157.69,163.39,157.66,161.55,32499000,15.84
"2007-10-05",164.3,164.87,159.53,162.46,20242000,15.93
"2007-10-08",163,163.89,158.74,162.36,18732000,15.92
"2007-10-09",163.25,164.5,162.01,162.69,21574000,15.95
"2007-10-10",162.48,167.24,162,164.82,35650000,16.16
"2007-10-11",165.31,169.32,158.21,161.84,41314000,15.87
"2007-10-12",162.63,164.95,161.66,163.21,17367000,16
"2007-10-15",163.21,163.65,156.3,157.91,25584000,15.49
"2007-10-16",156.39,157,154.16,155.6,22804000,15.26
"2007-10-17",158,158.39,151.35,154.61,25717000,15.18
"2007-10-18",153.25,155.46,151,153.72,18625000,15.09
"2007-10-19",153.25,154.07,150.36,151.6,17249000,14.88
"2007-10-22",149.99,153.68,145.36,146.59,55353000,14.39
"2007-10-23",149.36,152.39,147.25,148.33,44903000,14.56
"2007-10-24",148,148,143.15,147.3,33190000,14.46
"2007-10-25",147.01,152.49,144.35,151.38,83902000,14.86
"2007-10-26",153.99,159.68,153.99,157.03,28525000,15.41
"2007-10-29",159.1,161.55,156.91,157.35,16100000,15.45
"2007-10-30",158.06,158.33,153.68,157.15,30701000,15.43
"2007-10-31",177.5,194.78,174.1,189.91,202782000,18.64
"2007-11-01",186.06,198.55,185.35,189.48,96031000,18.6
"2007-11-02",191.75,196,187.22,190.04,49532000,18.65
"2007-11-05",185.61,190.56,182.31,185.93,41508000,18.25
"2007-11-06",192.46,203,189.32,199.4,77781000,19.57
"2007-11-07",199,201.98,194.21,199.48,51340000,19.58
"2007-11-08",200.02,200.97,182.75,191.44,46869000,18.79
"2007-11-09",185,199.5,184,193,43357000,18.94
"2007-11-12",190.83,196.42,180.25,181.88,42963000,17.85
"2007-11-13",183.42,192.23,183.42,188.81,30036000,18.53
"2007-11-14",194.23,194.23,186.03,186.77,21584000,18.33
"2007-11-15",185,188.47,182.1,184.88,20744000,18.15
"2007-11-16",186,186.99,179.5,184.87,25890000,18.15
"2007-11-19",182.87,186.98,178.5,181.9,24432000,17.85
"2007-11-20",183.5,187.31,175.58,182.12,23650000,17.88
"2007-11-21",179.29,184,176.5,180.92,24148000,17.76
"2007-11-23",183.6,183.82,179.29,181.1,6567000,17.78
"2007-11-26",183.75,188.48,181.12,181.21,25251000,17.79
"2007-11-27",184.49,187.59,179.5,183.86,30418000,18.05
"2007-11-28",186.69,198.1,186,195.6,53001000,19.2
"2007-11-29",195,202.99,194,197.74,38497000,19.41
"2007-11-30",204.66,206.43,196.86,200.65,32381000,19.7
"2007-12-03",200,204.49,197.05,201.88,27006000,19.82
"2007-12-04",200,200.92,194.51,195.79,27743000,19.22
"2007-12-05",200,202.5,196.44,200.07,28582000,19.64
"2007-12-06",200.99,208.32,199,206.02,39270000,20.22
"2007-12-07",206.62,211.75,204.5,209.6,35354000,20.57
"2007-12-10",211,218.43,210.99,215.46,32820000,21.15
"2007-12-11",219.33,227.18,215.04,217.5,87330000,21.35
"2007-12-12",224.39,225.25,212.18,213.9,43313000,21
"2007-12-13",213,224.88,211.55,223.2,47987000,21.91
"2007-12-14",220.33,223.19,213.15,216.56,36783000,21.26
"2007-12-17",216.57,216.57,202.03,204.93,41145000,20.12
"2007-12-18",208.5,208.7,198.5,201.77,37059000,19.81
"2007-12-19",199.77,213,197.5,212.34,44661000,20.84
"2007-12-20",215.56,217,203.21,206.75,41105000,20.29
"2007-12-21",209.77,212.35,203.56,212.35,50920000,20.84
"2007-12-24",212,213.95,209.68,212.12,10526000,20.82
"2007-12-26",208.9,210.75,207,209.48,12477000,20.56
"2007-12-27",209,215.96,208.05,210.03,20166000,20.62
"2007-12-28",211.15,213.47,208.51,210,9901000,20.61
"2007-12-31",210.13,217.41,210.13,215.2,13115000,21.12
"2008-01-02",217.9,220.29,212.6,214.68,20156000,21.07
"2008-01-03",214.56,215.05,205.13,212.12,28994000,20.82
"2008-01-04",204.82,209.2,198.44,201.19,38427000,19.75
"2008-01-07",201.71,201.99,187.44,200.51,43861000,19.68
"2008-01-08",200.91,207.7,195.99,198,33315000,19.44
"2008-01-09",197,200.21,189.65,196.58,38939000,19.31
"2008-01-10",190.88,198.8,185.12,195.99,49088000,19.25
"2008-01-11",189.5,189.51,176.25,179.17,114625000,17.6
"2008-01-14",180.55,181.9,173.54,178.22,61119000,17.51
"2008-01-15",173.75,181.46,172.54,175,48097000,17.19
"2008-01-16",173.2,179.87,169.61,175.53,46756000,17.24
"2008-01-17",174.28,179.69,174.28,176.88,43309000,17.38
"2008-01-18",178.58,179.75,173.38,174.62,38220000,17.15
"2008-01-22",164.01,184.92,160.82,182.17,52866000,17.89
"2008-01-23",178.8,195.27,170.43,192.59,59780000,18.92
"2008-01-24",194.05,194.09,184.93,191.78,31668000,18.84
"2008-01-25",193.51,196,187.51,193.43,31981000,19
"2008-01-28",190.4,193.82,184.29,189,33537000,18.57
"2008-01-29",189.01,192.43,184.5,191.46,33954000,18.81
"2008-01-30",190.05,197.71,188,189,37193000,18.57
"2008-01-31",206.02,218.45,199.6,207,110865000,20.33
"2008-02-01",210.67,217.35,209.66,215.42,45387000,21.16
"2008-02-04",215,222.25,214.31,216,35336000,21.22
"2008-02-05",213.76,215.99,205.88,206.78,39437000,20.31
"2008-02-06",208,208,198.85,204.95,49293000,20.13
"2008-02-07",202.01,205.1,195.16,200.88,38501000,19.73
"2008-02-08",203,206.59,199.63,205.61,29215000,20.2
"2008-02-11",207.08,209.93,202.76,206.11,22626000,20.25
"2008-02-12",208.79,214.58,202,204,29338000,20.04
"2008-02-13",206.4,207.03,202.72,204.76,21069000,20.11
"2008-02-14",204.01,205.5,197.12,202.23,26902000,19.87
"2008-02-15",200.59,206.96,197.83,206,29219000,20.24
"2008-02-19",208.01,209.45,201.41,204.2,18023000,20.06
"2008-02-20",200.5,209.4,199.34,208.22,23530000,20.45
"2008-02-21",206.25,210.45,201.73,204.48,22454000,20.09
"2008-02-22",205.1,205.47,198,203.48,49754000,19.99
"2008-02-25",201.35,202,189.84,198.45,71620000,19.49
"2008-02-26",198.5,200.99,192.91,195.88,30785000,19.24
"2008-02-27",194,196.22,188.75,191.19,32077000,18.78
"2008-02-28",189.25,197.15,187.25,194.7,29401000,19.13
"2008-02-29",192.65,193.79,189.62,190,20681000,18.66
"2008-03-03",188.3,195.9,185.7,188.56,28706000,18.52
"2008-03-04",188,193.42,185.01,192.47,35603000,18.91
"2008-03-05",192.75,194.79,189.87,191,22551000,18.76
"2008-03-06",190,191.2,189.03,189.99,24381000,18.66
"2008-03-07",187.58,193.55,186.38,192.51,46011000,18.91
"2008-03-10",192.12,195.96,189.92,191.5,33419000,18.81
"2008-03-11",194.9,196.99,183.58,195.84,62841000,19.24
"2008-03-12",195,207.5,194.2,203.9,38828000,20.03
"2008-03-13",198.99,212.91,196.49,209.72,56327000,20.6
"2008-03-14",213,215.4,204,208.65,43383000,20.5
"2008-03-17",201.9,206.75,193.03,201.52,43204000,19.8
"2008-03-18",205,215.44,200.5,210.25,45757000,20.65
"2008-03-19",215.51,220,207.27,208.39,94190000,20.47
"2008-03-20",206.6,222.46,202.37,220.38,58150000,21.65
"2008-03-24",222.3,230.35,214.75,216.5,55200000,21.27
"2008-03-25",218.16,230,215.57,224.98,43698000,22.1
"2008-03-26",224.3,227.45,221.1,222.85,19641000,21.89
"2008-03-27",224.93,226.5,220.05,220.7,19559000,21.68
"2008-03-28",222.45,222.63,215.5,217.6,17260000,21.38
"2008-03-31",218,222.99,214.77,222.99,18218000,21.9
"2008-04-01",226.74,233.75,224.5,229.6,39142000,22.55
"2008-04-02",229.37,230,223.34,223.75,21940000,21.98
"2008-04-03",222,231.25,222,231.25,25037000,22.72
"2008-04-04",231.97,232.85,225.28,226.57,19508000,22.26
"2008-04-07",228.94,232.82,225.24,226.25,19722000,22.24
"2008-04-08",225.3,232.8,225.28,231.47,23586000,22.75
"2008-04-09",232,236.19,226.81,228.75,22073000,22.49
"2008-04-10",231.21,232.37,226.03,228.92,19732000,22.5
"2008-04-11",225.75,230.98,225.35,228.6,16114000,22.47
"2008-04-14",227.52,230,222.05,227.1,23535000,22.32
"2008-04-15",228.1,229.5,219.85,224.68,25930000,22.09
"2008-04-16",226.57,231.86,223.13,230.47,23099000,22.65
"2008-04-17",230,231.79,227.45,230.5,10528000,22.66
"2008-04-18",234.4,239.22,232,233.71,28231000,22.97
"2008-04-21",234.67,238.44,231.02,236,17696000,23.2
"2008-04-22",236.72,238.98,233.98,234.62,11480000,23.06
"2008-04-23",233.72,237.26,231.5,233.94,14534000,23
"2008-04-24",234.62,241.26,231.51,239.55,16895000,23.55
"2008-04-25",244.94,245.25,236.76,237.39,20232000,23.33
"2008-04-28",239.31,242.5,235.57,242.5,27719000,23.84
"2008-04-29",261.06,278.72,258,273.98,131290000,26.93
"2008-04-30",276,282.96,275,278.16,43698000,27.34
"2008-05-01",279.49,297.65,276.62,293.94,54672000,28.89
"2008-05-02",298.08,298.4,281.85,285.04,44699000,28.02
"2008-05-05",282.12,294,282.02,290.8,21558000,28.58
"2008-05-06",290.94,301.43,289.05,296.02,36255000,29.1
"2008-05-07",296.05,300.94,291.01,291.01,28805000,28.61
"2008-05-08",294.05,294.05,287,293.41,22814000,28.84
"2008-05-09",291.55,295.41,285.35,286.85,18315000,28.2
"2008-05-12",286.56,292.98,282.3,290.26,23204000,28.53
"2008-05-13",291.86,292.7,286.61,288.8,12926000,28.39
