"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2011-04-26",271.12,278.1,271.12,276.36,6497000,27.41
"2011-04-27",276.06,276.25,271.6,275.36,5516000,27.31
"2011-04-28",275.33,275.84,274.02,274.7,4601000,27.24
"2011-04-29",274.7,275.89,273.45,275.89,7510000,27.36
"2011-05-02",276.97,280,274.98,275.29,8273000,27.3
"2011-05-03",282,286.8,280.26,282.38,14846000,28
"2011-05-04",279.65,283.13,278.23,282.39,10899000,28
"2011-05-05",280.54,281.98,273.07,274.5,10772000,27.22
"2011-05-06",275.02,277.7,273.87,274.25,6294000,27.2
"2011-05-09",274.52,279.29,273.11,278.77,5102000,27.65
"2011-05-10",279.99,281.64,278.89,281.1,5248000,27.88
"2011-05-11",281,282,277.06,278.13,6754000,27.58
"2011-05-12",277.07,282.75,276.7,282.1,7240000,27.98
"2011-05-13",282.27,282.74,279.46,280,5834000,27.77
"2011-05-16",278.21,282.2,276.8,279.15,6069000,27.68
"2011-05-17",280.24,282.2,276.51,282.05,11190000,27.97
"2011-05-18",280.02,282.93,277.92,281.35,7085000,27.9
"2011-05-19",282.46,284.75,281,284.06,6320000,28.17
"2011-05-20",284.77,284.77,277.32,277.57,9856000,27.53
"2011-05-23",274.5,275.56,269.88,271.96,9176000,26.97
"2011-05-24",273.16,273.2,268.41,270.09,7887000,26.78
"2011-05-25",274.48,275.53,268,274.48,9383000,27.22
"2011-05-26",274,283.63,272.5,282.1,14866000,27.98
"2011-05-27",282.19,286.32,281.53,285.24,11587000,28.29
"2011-05-31",286.78,288.57,285.45,287.05,9573000,28.47
"2011-06-01",286.6,287.76,280.66,280.66,8658000,27.83
"2011-06-02",280.69,285.81,279.5,282.75,8623000,28.04
"2011-06-03",279.01,282.68,275.51,277.06,7016000,27.48
"2011-06-06",276.76,277.73,271.05,271.92,9254000,26.97
"2011-06-07",273.01,277.15,273.01,274.2,10541000,27.19
"2011-06-08",272.57,272.64,258.34,270,30792000,26.78
"2011-06-09",268.52,273.08,268.15,271.7,8317000,26.94
"2011-06-10",270.39,271.61,265.14,267.03,10220000,26.48
"2011-06-13",267.02,269.17,266.29,267.42,9258000,26.52
"2011-06-14",269,274.96,268.54,274.12,8926000,27.18
"2011-06-15",271.08,275.68,270.47,270.47,10766000,26.82
"2011-06-16",270.47,270.47,265.15,266.68,8746000,26.45
"2011-06-17",268.26,272.4,264.87,266.09,12558000,26.39
"2011-06-20",265.99,270.66,265.37,269.95,6104000,26.77
"2011-06-21",271.08,275.44,270.12,274.03,6106000,27.18
"2011-06-22",273.07,276.3,271.14,271.14,5425000,26.89
"2011-06-23",268.9,273.13,267.1,273.13,6659000,27.09
"2011-06-24",273,274.2,270.35,274.2,12495000,27.19
"2011-06-27",273.08,274.13,270.4,272.6,8099000,27.03
"2011-06-28",274.76,279,273.94,278.23,10349000,27.59
"2011-06-29",278.85,309.81,275.23,309.7,44579000,30.71
"2011-06-30",306.78,309.75,299.58,301.34,37687000,29.88
"2011-07-01",300.48,315.64,299.6,314.47,24158000,31.19
"2011-07-05",312.42,317.73,312,315.96,10387000,31.33
"2011-07-06",314.91,317.28,312.03,312.9,10999000,31.04
"2011-07-07",312.46,322.28,312.46,319.02,21592000,31.65
"2011-07-08",314.06,317.44,313.14,315.29,10455000,31.28
"2011-07-11",313.19,313.35,307,307.46,10621000,30.51
"2011-07-12",308.17,309.5,303.73,303.91,13843000,30.15
"2011-07-13",305.95,309.95,305.7,305.89,12417000,30.35
"2011-07-14",304.51,311,304.51,305.68,9649000,30.33
"2011-07-15",306.57,309.3,305.43,307.55,10013000,30.51
"2011-07-18",306.64,309.47,303.95,307.55,11773000,30.51
"2011-07-19",309.35,312.77,308.37,311.39,10771000,30.9
"2011-07-20",312.49,312.78,306.51,308.27,5922000,30.59
"2011-07-21",309.94,314.93,308.59,310.52,8257000,30.81
"2011-07-22",310.71,315.71,309.02,314.14,6793000,31.17
"2011-07-25",310.27,318.71,309.68,316.35,7013000,31.39
"2011-07-26",316.36,318.65,312.37,312.76,5409000,31.03
"2011-07-27",311.38,313.5,302.98,303.09,10670000,30.07
"2011-07-28",303.93,312.12,302.71,306.9,11385000,30.45
"2011-07-29",302.05,306.86,299.6,303.25,8973000,30.09
"2011-08-01",308.24,311.65,301.02,304.12,7046000,30.17
"2011-08-02",302.92,309.41,298.49,298.49,11625000,29.62
"2011-08-03",312.21,340.42,311.54,338.47,51905000,33.58
"2011-08-04",333.83,335.61,322.6,322.6,24544000,32.01
"2011-08-05",328.77,330.94,313.34,326.54,23768000,32.4
"2011-08-08",314.87,322.3,291.67,291.96,28694000,28.97
"2011-08-09",299.92,322.81,294.54,322.81,26779000,32.03
"2011-08-10",314.01,321.2,303.61,303.71,29809000,30.13
"2011-08-11",309.23,330,305.9,327.39,25496000,32.48
"2011-08-12",329,332.72,318.18,328.07,12999000,32.55
"2011-08-15",331.02,338.5,326.06,335,14919000,33.24
"2011-08-16",333.82,338,328.45,335,14729000,33.24
"2011-08-17",337.12,337.54,323.1,326.22,14693000,32.37
"2011-08-18",317.54,320,302.71,304.91,21241000,30.25
"2011-08-19",301.29,310.3,300,300.16,15611000,29.78
"2011-08-22",307.94,308.7,301.4,306,10295000,30.36
"2011-08-23",308.73,322.49,304.26,322.39,10723000,31.99
"2011-08-24",322.31,329.81,318.95,325.2,11707000,32.27
"2011-08-25",326.1,329.49,320.96,322.86,8263000,32.03
"2011-08-26",320.83,327.01,313.37,325.33,10520000,32.28
"2011-08-29",329.47,333.95,321.82,327.37,15119000,32.48
"2011-08-30",325.33,331.8,321.01,329.73,11211000,32.71
"2011-08-31",332.94,335.75,326.13,329.71,10337000,32.71
"2011-09-01",330.13,335.17,328.49,330.06,10556000,32.75
"2011-09-02",322.65,326.62,320.05,320.68,8722000,31.82
"2011-09-06",313.08,323.32,311.52,323,12269000,32.05
"2011-09-07",328.14,339.34,327.34,339.1,16441000,33.64
"2011-09-08",337.25,345.13,335.38,337.91,16012000,33.53
"2011-09-09",336.18,337.61,321.88,322.02,17671000,31.95
"2011-09-12",319.95,325.49,314.7,322.04,15418000,31.95
"2011-09-13",322.36,328.89,320.05,328.86,10394000,32.63
"2011-09-14",330.03,338.66,326.39,337.23,17896000,33.46
"2011-09-15",338.75,349.56,330.53,347.94,22126000,34.52
"2011-09-16",349.83,352,338.19,346.95,52441000,34.42
"2011-09-19",341.55,352,338.93,347.98,16494000,34.53
"2011-09-20",348.3,361.94,348.3,353.78,22902000,35.1
"2011-09-21",354.56,356.48,340.93,340.97,14182000,33.83
"2011-09-22",332.04,338.02,323.23,330.96,22186000,32.84
"2011-09-23",330.08,338.14,328.22,337.03,12941000,33.44
"2011-09-26",339.84,343.96,331.13,334.4,15891000,33.18
"2011-09-27",339.08,341.99,333.47,338.11,12272000,33.55
"2011-09-28",338.06,340,329.15,329.82,10268000,32.72
"2011-09-29",336.38,337.79,321.47,328.37,10228000,32.58
"2011-09-30",324.02,324.23,312.48,317.16,17195000,31.47
"2011-10-03",314.5,324,310.1,310.88,14377000,30.84
"2011-10-04",307.97,308.67,293.01,307.66,2.7e+07,30.53
"2011-10-05",308.03,313.78,302.28,313.33,16059000,31.1
"2011-10-06",312.51,318.91,309.21,316.26,13364000,31.39
"2011-10-07",317.53,319.25,309.29,311.46,12340000,30.92
"2011-10-10",315.53,325.82,315.53,325.81,9527000,32.34
"2011-10-11",323.12,333.17,322,329.51,10954000,32.71
"2011-10-12",334.41,337.37,327.1,327.99,14183000,32.56
"2011-10-13",327.1,339.15,326.55,335.99,12993000,33.35
"2011-10-14",338.3,344.92,337.32,341.58,8943000,33.91
"2011-10-17",340.84,342.16,333.78,335.12,9065000,33.27
"2011-10-18",335.61,341.48,331.16,339.89,10625000,33.74
"2011-10-19",340,340.11,323.61,323.77,12912000,32.14
"2011-10-20",326.47,329.37,322.49,325.68,12506000,32.33
"2011-10-21",329.73,333.61,326.6,333.4,10032000,33.09
"2011-10-24",332.8,341.1,332.8,340.69,8156000,33.82
"2011-10-25",338.13,339.83,327,327.51,8323000,32.51
"2011-10-26",332.6,332.98,324.58,329.06,10964000,32.66
"2011-10-27",336.01,349.59,331.19,349.15,16934000,34.66
"2011-10-28",346.58,355,346.17,354.58,9729000,35.2
"2011-10-31",351.15,356,346.09,347.24,9254000,34.47
"2011-11-01",336.74,341,333.36,334.3,12690000,33.18
"2011-11-02",361.05,364.8,351.43,357.66,30756000,35.5
"2011-11-03",355.35,367.99,355.01,366.59,14512000,36.39
"2011-11-04",364.84,368.99,359.1,360.09,12421000,35.74
"2011-11-07",361.97,365.95,358.74,365.91,10310000,36.32
"2011-11-08",368.12,368.99,363.05,368.07,9154000,36.54
"2011-11-09",361.69,366.44,357.44,357.44,11119000,35.48
"2011-11-10",362.21,362.71,355.37,360.11,6778000,35.75
"2011-11-11",362.56,370.37,362.54,370.15,10283000,36.74
"2011-11-14",366.27,373.2,366.01,367.27,6941000,36.46
"2011-11-15",367.43,373.55,367,371.33,8888000,36.86
"2011-11-16",368.52,369.83,361,361,9753000,35.83
"2011-11-17",361.93,366.79,356.63,359.39,11423000,35.67
"2011-11-18",361.58,362,356,360.42,10586000,35.78
"2011-11-21",355.01,356.81,348.81,351.8,14079000,34.92
"2011-11-22",352.05,358.35,352,354.55,7707000,35.19
"2011-11-23",353.34,354.71,346.57,347.05,9350000,34.45
"2011-11-25",345.3,351.57,345,346.2,3939000,34.37
"2011-11-28",355.92,359.99,354.8,359.25,10898000,35.66
"2011-11-29",360.05,361.46,355,357.68,7204000,35.51
"2011-11-30",368.02,374.7,366.05,374.55,12752000,37.18
"2011-12-01",372.41,381.96,372.41,380.96,12151000,37.82
"2011-12-02",383.7,384.99,378.38,378.38,9320000,37.56
"2011-12-05",382.99,383.35,370.01,372.84,10981000,37.01
"2011-12-06",372.05,374.98,370.17,371.3,8895000,36.86
"2011-12-07",371.16,374.98,366.36,374.35,7934000,37.16
"2011-12-08",373.31,378.11,368.87,369.31,8544000,36.66
"2011-12-09",373.45,379.3,369.83,377.42,8405000,37.46
"2011-12-12",373.98,375.31,369.08,371.28,6025000,36.86
"2011-12-13",374.64,374.95,366.23,368.94,7006000,36.62
"2011-12-14",366.05,367.08,360,361.12,10399000,35.85
"2011-12-15",367.94,367.96,358.97,359.21,7661000,35.66
"2011-12-16",360.13,365.95,358.29,362.16,8399000,35.95
"2011-12-19",362.7,368,358,358.74,10939000,35.61
"2011-12-20",363.31,374.17,360.01,373.91,13179000,37.12
"2011-12-21",373.14,374.5,366.69,374.18,7936000,37.14
"2011-12-22",374.69,376.56,367.59,371.25,9340000,36.85
"2011-12-23",373.31,378.15,371.76,378.15,4655000,37.54
"2011-12-27",378.79,381.32,374.15,374.75,4448000,37.2
"2011-12-28",376.9,376.9,371.39,373.78,5252000,37.1
"2011-12-29",373.99,378.4,373.66,378.27,4874000,37.55
"2011-12-30",377.99,378.19,372.82,372.82,5216000,37.01
"2012-01-03",378.37,378.64,365.61,368.37,14708000,36.57
"2012-01-04",364.97,366.74,352.57,356.25,22841000,35.36
"2012-01-05",353.8,355.63,350.55,352.41,14757000,35
"2012-01-06",353.36,354,341.78,342.92,20887000,34.05
"2012-01-09",344.87,347.82,342.09,345.82,11486000,34.34
"2012-01-10",348.75,351.28,345.24,348.83,10252000,34.64
"2012-01-11",339.98,345.56,339.05,341.47,14353000,33.91
"2012-01-12",341.5,344.85,339.56,343.3,13262000,34.09
"2012-01-13",341.59,345.97,337.32,339.08,12545000,33.67
"2012-01-17",341.07,347,340.51,345.97,11118000,34.36
"2012-01-18",345.99,354.51,345.67,352.38,12440000,34.99
"2012-01-19",355.49,356,350.52,352.9,8855000,35.05
"2012-01-20",349.97,350,337.5,340.66,18952000,33.83
"2012-01-23",339.95,343.9,336.26,339.06,10343000,33.67
"2012-01-24",338.46,344.6,337.3,342.68,6830000,34.03
"2012-01-25",342.16,349.88,341,348.77,8994000,34.64
"2012-01-26",349.01,354.94,347.22,347.83,9230000,34.54
"2012-01-27",347.75,351.7,345.61,348.79,7243000,34.64
"2012-01-30",346.97,352.37,346.25,351.97,8240000,34.95
"2012-01-31",355.37,358.65,352.44,355.57,10633000,35.31
"2012-02-01",358.24,361.23,356,357.62,14580000,35.51
"2012-02-02",367.16,384.25,367.16,381.57,35026000,37.89
"2012-02-03",382.05,391.3,382.05,390.32,22332000,38.76
"2012-02-06",393,393,387,391.31,11256000,38.86
"2012-02-07",391.99,394.48,388.65,392.91,12568000,39.02
"2012-02-08",393.02,395.16,390.25,394.91,10090000,39.22
"2012-02-09",399.97,401.79,394.27,396.4,1e+07,39.37
"2012-02-10",394,396.98,392.41,396.14,7484000,39.34
"2012-02-13",399.52,400,395.32,396.65,5847000,39.39
"2012-02-14",396.47,396.55,393.82,395.55,7660000,39.28
"2012-02-15",398.8,399.73,392.65,392.96,7305000,39.02
"2012-02-16",394.1,395.87,389.77,393.15,7223000,39.04
"2012-02-17",394.72,396.99,392.29,396,7688000,39.33
"2012-02-21",395.45,400.79,394.01,399.55,11588000,39.68
"2012-02-22",397.98,408.54,397.98,406.83,10087000,40.4
"2012-02-23",406.79,407.77,404.23,406.1,8216000,40.33
"2012-02-24",408.32,418.76,406.19,415.61,12869000,41.27
"2012-02-27",412.33,422.08,410.97,421.4,8754000,41.85
"2012-02-28",421.47,426,420.01,423.97,9691000,42.1
"2012-02-29",424.13,428.57,417.61,420,10991000,41.71
"2012-03-01",422.49,423.28,417,420.43,8726000,41.75
"2012-03-02",416.5,419.47,412.68,412.78,9652000,40.99
"2012-03-05",414.52,419.3,412.13,417.62,8318000,41.47
"2012-03-06",410.97,412.13,406.28,408.34,9358000,40.55
"2012-03-07",411.31,414.99,410.65,411.74,8394000,40.89
"2012-03-08",414.46,418.93,413.55,417.26,7095000,41.44
"2012-03-09",418.17,421.07,415.51,419.52,7354000,41.66
"2012-03-12",418.07,423.63,417.53,419.86,6463000,41.7
"2012-03-13",422,423.34,416.8,423.22,7528000,42.03
"2012-03-14",422.42,426.13,418.66,421.42,6175000,41.85
"2012-03-15",421.42,422.99,418,419.55,5888000,41.66
"2012-03-16",418.69,421.37,418.08,420.17,7608000,41.73
"2012-03-19",419.77,428.1,419.22,425.09,8011000,42.21
"2012-03-20",423.18,423.92,417.64,418.98,5960000,41.61
"2012-03-21",420.05,422.97,417.89,417.94,5995000,41.5
"2012-03-22",417.45,421.33,415.01,416.84,6306000,41.4
"2012-03-23",416.22,426.36,416.22,424.01,6644000,42.11
"2012-03-26",427.29,437.56,425.01,435.68,10460000,43.27
"2012-03-27",435.51,435.9,430.66,430.66,7299000,42.77
"2012-03-28",433.8,434.74,424.81,427.52,6837000,42.46
"2012-03-29",424.62,428.32,421.58,428.22,5092000,42.53
"2012-03-30",428.63,428.71,420,420.54,10180000,41.76
"2012-04-02",421.84,434.34,419,432.05,8944000,42.91
"2012-04-03",431.71,440.6,429.04,438.02,11526000,43.5
"2012-04-04",434.39,436.5,426.13,430.94,9824000,42.82
"2012-04-05",430.48,442.2,428.69,439.85,8506000,43.71
"2012-04-09",432.94,442.88,432.15,439.29,8574000,43.65
"2012-04-10",439.29,440.95,424.19,424.73,12612000,42.21
"2012-04-11",429.57,432.42,427.22,430.04,5751000,42.74
"2012-04-12",430.51,434.22,429.7,433.98,5312000,43.13
"2012-04-13",433.63,443.8,430.99,440.46,10572000,43.77
"2012-04-16",440.87,441.47,429.01,432.66,7687000,43
"2012-04-17",434.82,439.24,434.48,438.43,5232000,43.57
"2012-04-18",437.31,440.97,435.97,436.7,5208000,43.4
"2012-04-19",437.18,440.79,432.34,436.82,6880000,43.41
"2012-04-20",440.01,443.29,437.48,440.44,9070000,43.77
"2012-04-23",436.01,437.43,420.75,430.26,12354000,42.76
"2012-04-24",430.24,435.87,426.68,430.3,6525000,42.76
"2012-04-25",434.68,445.06,431.74,445.06,9781000,44.23
"2012-04-26",444.49,456.49,444.49,453.98,10407000,45.11
"2012-04-27",458.11,462.34,455.51,457.58,11799000,45.47
"2012-04-30",459.4,460.31,451.34,452.27,9794000,44.94
"2012-05-01",455.85,466.98,453.67,455.9,17580000,45.31
"2012-05-02",446.69,458.2,440,451.45,21649000,44.86
"2012-05-03",453,454.77,439.69,442.43,15116000,43.97
"2012-05-04",437,441.91,433.84,439.69,14684000,43.69
"2012-05-07",434.65,442.82,434.65,436.12,10801000,43.34
"2012-05-08",434.01,436.15,423.05,431.64,10400000,42.89
"2012-05-09",425.82,432.04,421,422.83,9996000,42.02
"2012-05-10",425.8,429.35,418.27,422.98,11555000,42.03
"2012-05-11",420,427.62,419,422.4,7891000,41.98
"2012-05-14",418.17,421,414.44,414.44,12164000,41.18
"2012-05-15",414.72,419.97,413.37,414.47,6769000,41.19
"2012-05-16",418.88,420.5,408.68,409.37,12951000,40.68
"2012-05-17",413.8,413.8,398.5,398.58,12020000,39.61
"2012-05-18",402.02,404.57,394.56,394.56,11113000,39.21
"2012-05-21",396,410.79,394.2,410.58,12811000,40.8
"2012-05-22",410.21,418.3,408.26,413.44,12319000,41.09
"2012-05-23",411.15,417.14,406.57,417.09,8750000,41.45
"2012-05-24",420.06,428.77,416.1,419.83,10810000,41.72
"2012-05-25",416.55,421.95,412.12,413.96,6948000,41.14
"2012-05-29",417.33,419.75,413.19,416.05,4658000,41.34
"2012-05-30",410.9,415.63,409.3,411.58,6743000,40.9
"2012-05-31",412.3,412.99,399.01,406.51,10662000,40.4
"2012-06-01",398.61,399.24,389.9,391.78,11237000,38.93
"2012-06-04",391.7,401.52,390.1,400.26,9667000,39.78
"2012-06-05",401.03,409.79,400.24,408.2,9693000,40.56
"2012-06-06",414.57,419.98,412.77,419.98,9733000,41.74
"2012-06-07",424.51,425.07,413.98,415.71,9438000,41.31
"2012-06-08",412.45,416.61,410.91,416.55,7441000,41.39
"2012-06-11",420.5,421.25,413.51,413.84,5905000,41.13
"2012-06-12",414,419.9,410.94,417.75,5788000,41.51
"2012-06-13",415.08,418.17,408,409.75,7956000,40.72
"2012-06-14",409.64,419.98,409.54,419.05,7452000,41.64
"2012-06-15",422.75,426.69,419.95,426.69,8093000,42.4
"2012-06-18",424.93,427.99,422.3,425.62,6307000,42.3
"2012-06-19",428.99,429.8,425.75,427.57,6877000,42.49
"2012-06-20",427.83,429.99,421.12,428.81,4999000,42.61
"2012-06-21",428.8,432.7,421.04,421.17,5544000,41.85
"2012-06-22",421.58,435.08,420.6,435.08,8706000,43.24
"2012-06-25",432.85,434.31,428.52,428.52,7e+06,42.58
"2012-06-26",429.75,434.32,427.03,432.22,6198000,42.95
"2012-06-27",433.18,435.73,431.15,431.92,4446000,42.92
"2012-06-28",429.29,430.38,416.76,421.3,9629000,41.87
"2012-06-29",427.46,430.23,425.63,430.11,9351000,42.74
"2012-07-02",435.07,439.93,430.16,439.9,6180000,43.72
"2012-07-03",439.55,443.4,436.8,441.77,4863000,43.9
"2012-07-05",440.44,445,438.43,444.05,5972000,44.16
"2012-07-06",441.03,445.25,439.44,441.63,8164000,43.92
"2012-07-09",434.33,434.98,423.3,431.27,11064000,42.89
"2012-07-10",431.8,436.43,420.12,420.25,8211000,41.79
"2012-07-11",418.95,420.31,412.84,419.89,6284000,41.75
"2012-07-12",416.05,426.58,414.47,424.25,7646000,42.19
"2012-07-13",425.22,430.25,423.96,429.6,6082000,42.72
"2012-07-16",439.77,448,435.74,436.89,17479000,43.45
"2012-07-17",438.32,440,430.07,435.68,6192000,43.33
"2012-07-18",433.36,439.45,432,436.82,5775000,43.44
"2012-07-19",438.24,438.99,427.94,427.94,8195000,42.56
"2012-07-20",424.9,426.87,421.43,423.15,8963000,42.08
"2012-07-23",416.27,418.6,411.28,415.98,9147000,41.37
"2012-07-24",417.28,417.78,404.7,409.89,9457000,40.76
"2012-07-25",413,415,406.49,412.33,6069000,41
"2012-07-26",418.82,427.44,417.62,423.77,7061000,42.14
"2012-07-27",423.81,436.75,423.22,436.75,9644000,43.43
"2012-07-30",436.2,446.75,436.2,441.15,9897000,43.87
"2012-07-31",443.02,443.26,433.16,436.57,11530000,43.41
"2012-08-01",424.09,432.99,420,427.2,21723000,42.48
"2012-08-02",425.77,429.08,418.1,423.43,11444000,42.11
"2012-08-03",428.43,429,423,424.13,10280000,42.18
"2012-08-06",424.2,427.56,419,419.85,7637000,41.75
"2012-08-07",421.29,422.85,413.18,416.4,12179000,41.41
"2012-08-08",415.97,427,415.17,424.45,10101000,42.21
"2012-08-09",424.05,427.86,420.64,425.94,7074000,42.36
"2012-08-10",423.36,427.86,423.35,426.03,4565000,42.37
"2012-08-13",424.57,426.76,422.12,425.63,4039000,42.33
"2012-08-14",427.05,433.15,426.34,428.08,5696000,42.57
"2012-08-15",428.08,431.1,426.2,427.09,4050000,42.47
"2012-08-16",427.24,430.9,426.03,428.52,4134000,42.61
"2012-08-17",427.95,429.46,425.16,426.81,5416000,42.44
"2012-08-20",427.1,428.6,423.69,427.2,4384000,42.48
"2012-08-21",427.03,429.81,422.45,423.31,4232000,42.1
"2012-08-22",421.1,425.72,418.83,421.2,6931000,41.89
"2012-08-23",420.93,422.8,416.67,418.33,5744000,41.6
"2012-08-24",418.6,423.47,417.67,422.45,5130000,42.01
"2012-08-27",422.49,426.2,420.52,423.42,4699000,42.11
"2012-08-28",422.62,425.9,422.62,424.6,3983000,42.22
"2012-08-29",424.98,426.47,421.74,425.82,4011000,42.34
"2012-08-30",422.53,423.95,420.27,420.95,3801000,41.86
"2012-08-31",422.3,423.63,419.01,422.9,4649000,42.05
"2012-09-04",417.54,426,417.54,424.38,5091000,42.2
"2012-09-05",423.94,425.42,420.36,422.1,5526000,41.97
"2012-09-06",425,432.6,422.56,432.6,9617000,43.02
"2012-09-07",432.89,436.79,431.07,436.2,6135000,43.38
"2012-09-10",436.62,441.2,436.33,437.49,7534000,43.51
"2012-09-11",438,445.9,437.5,442.87,7158000,44.04
"2012-09-12",445.99,448.33,443.75,446.41,6168000,44.39
"2012-09-13",446.4,456.59,445.92,455.26,8119000,45.27
"2012-09-14",455.06,456.66,452,454.18,6875000,45.16
"2012-09-17",454.32,456.3,452.5,453.5,5157000,45.1
"2012-09-18",453,454.99,450.74,452.98,4771000,45.05
"2012-09-19",452.86,455.4,451.7,451.89,5011000,44.94
"2012-09-20",447.53,459.32,447.25,454.18,11339000,45.16
"2012-09-21",459.31,461.79,456.85,459.52,12850000,45.7
"2012-09-24",457.5,457.5,453.08,455.29,7608000,45.28
"2012-09-25",457.6,457.73,451.29,451.52,5510000,44.9
"2012-09-26",451.32,452.01,445.77,445.84,4991000,44.34
"2012-09-27",447.6,452.17,446.98,452.17,4342000,44.96
"2012-09-28",451.13,452.53,448.64,451.48,5548000,44.9
"2012-10-01",453.18,460.13,452.5,456.89,6957000,45.43
"2012-10-02",456.96,458.8,454.01,457.65,3347000,45.51
"2012-10-03",459,474.68,457.67,473.76,11976000,47.11
"2012-10-04",472.75,475,471.41,474.88,6340000,47.22
"2012-10-05",478,483,472.87,475.27,9005000,47.29
"2012-10-08",474.24,475.48,469.82,471.93,5542000,46.96
"2012-10-09",472.26,473,461.27,464.88,8103000,46.26
"2012-10-10",464.99,465.17,460.48,462.09,5058000,45.98
"2012-10-11",467.18,475.82,465.02,472.57,12626000,47.02
"2012-10-12",472.7,476.04,469.47,473.36,8243000,47.1
"2012-10-15",472.34,476.95,471.75,475.82,8995000,47.35
"2012-10-16",479.28,481.51,476.09,479.01,4557000,47.66
"2012-10-17",485.99,486.08,479.16,483,7248000,48.06
"2012-10-18",482.47,485.65,474.37,475.83,8788000,47.35
"2012-10-19",474.63,476.81,467.9,470.06,10070000,46.77
"2012-10-22",472.98,472.98,462,466.93,7754000,46.46
"2012-10-23",462.55,464.75,458,459.86,7294000,45.76
"2012-10-24",464.75,465.02,453,454.54,7083000,45.23
"2012-10-25",456.5,458.58,447.38,449.36,8938000,44.71
"2012-10-26",449.36,457.7,448.21,452.98,6852000,45.07
"2012-10-31",452.52,465,451.18,460.93,11930000,45.87
"2012-11-01",463.41,474.99,462.07,468.69,9364000,46.64
"2012-11-02",471.54,476.99,468.68,469.45,9514000,46.71
"2012-11-05",467.26,470.96,464.68,465.65,6169000,46.33
"2012-11-06",468.56,472.89,467.19,471.78,4120000,46.94
"2012-11-07",470,471.19,461.51,464.7,7637000,46.24
"2012-11-08",464.32,468.21,461.8,461.8,6203000,45.95
"2012-11-09",458.52,468.7,458.48,464.66,6420000,46.24
"2012-11-12",465.68,470.97,463.07,470,7025000,46.77
"2012-11-13",467.1,476.92,464.74,471.22,4959000,46.89
"2012-11-14",472.67,473.99,462.33,463.31,6080000,46.1
"2012-11-15",462.93,462.93,453.57,457.16,7071000,45.49
"2012-11-16",458.46,470.46,456.01,464.59,9029000,46.23
"2012-11-19",469.4,478.68,468.39,478.68,6813000,47.63
"2012-11-20",479.05,482.58,472.22,477.57,6804000,47.52
"2012-11-21",478.42,480.7,477.55,479.43,2927000,47.71
"2012-11-23",480.85,482,478,481.24,2391000,47.89
"2012-11-26",480.18,482.78,478.29,480.03,4976000,47.77
"2012-11-27",480.09,483.68,477.9,478.49,4877000,47.61
"2012-11-28",475.73,481.58,474.77,481.51,6584000,47.91
"2012-11-29",484.2,490.75,483.24,486.21,9080000,48.38
"2012-11-30",485.78,489.86,483.84,488.68,9826000,48.63
"2012-12-03",491,494.51,485.57,486.65,8497000,48.42
"2012-12-04",487.63,488,480.58,483.42,6430000,48.1
"2012-12-05",483,484,474.4,478,6645000,47.56
"2012-12-06",475.75,480.88,473.86,480.88,5977000,47.85
"2012-12-07",481.65,482.84,476.01,476.09,6389000,47.37
"2012-12-10",480.36,480.46,475.48,479.6,5770000,47.72
"2012-12-11",480,485,479.15,481.52,8577000,47.91
"2012-12-12",482,487.38,480.2,483.44,9512000,48.1
"2012-12-13",485.91,487.6,482.52,484.43,5680000,48.2
"2012-12-14",481.22,484.8,480.27,482.3,5346000,47.99
"2012-12-17",483.42,489.9,481.08,489.32,7181000,48.69
"2012-12-18",490,494.98,487.81,492.88,6621000,49.04
"2012-12-19",494.8,494.89,488.92,489.39,5629000,48.7
"2012-12-20",492.23,498.62,489.47,498.53,9358000,49.61
"2012-12-21",493,496.89,488.27,493.57,8320000,49.11
"2012-12-24",492.86,496.25,492.48,495.02,2695000,49.26
"2012-12-26",494.53,495.94,485,486.2,5749000,48.38
"2012-12-27",486.01,492.86,481.12,487.87,6233000,48.55
"2012-12-28",485,488.65,482.85,483.08,4686000,48.07
"2012-12-31",483.37,491.92,482.9,491.28,6562000,48.89
"2013-01-02",506.3,510.27,501,510.27,12278000,50.77
"2013-01-03",510.46,515.46,508.15,511,9452000,50.85
"2013-01-04",511.15,512.2,507,510.98,11475000,50.85
"2013-01-07",512.5,521.3,511.66,519.53,11398000,51.73
"2013-01-08",520.03,521.05,514.94,517.82,6983000,51.56
"2013-01-09",525.2,532.39,522.67,532.39,11461000,53.01
"2013-01-10",532.47,532.47,524.29,527.65,12564000,52.53
"2013-01-11",527.51,529.79,525.52,528.68,6424000,52.64
"2013-01-14",529.55,529.98,521.23,523.51,9911000,52.12
"2013-01-15",522.24,523.4,519.2,522.8,5858000,52.05
"2013-01-16",516.43,522.55,515.03,521.29,6190000,51.9
"2013-01-17",524.67,526.67,521.3,523.35,5250000,52.11
"2013-01-18",519.56,521.5,513.42,521,10769000,51.87
"2013-01-22",524.79,524.79,514.63,519.76,7462000,51.75
"2013-01-23",519.61,522.46,515.12,517.56,4991000,51.53
"2013-01-24",517.93,525.7,517.73,522.26,5869000,52
"2013-01-25",522.8,522.8,517.24,519.42,7157000,51.72
"2013-01-28",520.94,520.94,513.46,514.12,8002000,51.19
"2013-01-29",514.12,520.75,514.05,518.48,8833000,51.62
