"","DO.Open","DO.High","DO.Low","DO.Close","DO.Volume","DO.Adjusted"
"2008-09-30",101.49,105.31,100.1,103.06,1696200,71.65
"2008-10-01",102.14,102.79,97.82,100.35,1896400,69.77
"2008-10-02",99,99,90.72,93.32,2669500,64.88
"2008-10-03",93.85,99.51,93.02,93.73,2019400,65.17
"2008-10-06",89,90.47,80.32,88.2,2907000,61.32
"2008-10-07",89.71,91.31,80.99,80.99,2706500,56.31
"2008-10-08",78.88,83,71.66,77,4773700,53.54
"2008-10-09",78.99,82.67,73.34,74.3,2471800,51.66
"2008-10-10",69.86,74,64.07,66.73,5470000,46.39
"2008-10-13",71.66,82.6,70.72,82.6,2892900,57.43
"2008-10-14",84,86.17,77.17,82.86,2964600,57.61
"2008-10-15",81.2,81.2,67.22,67.64,4954500,47.03
"2008-10-16",67.82,71.59,61.97,71.58,3608900,49.77
"2008-10-17",70.75,75,68.22,69.73,2860600,48.48
"2008-10-20",71.93,77.26,71.15,77.24,1785000,53.7
"2008-10-21",75.09,78.59,72.35,75.91,1892500,52.78
"2008-10-22",72.98,72.98,62,64.39,3169000,44.77
"2008-10-23",67.5,74.35,67,73.73,5882100,51.26
"2008-10-24",66.99,72.91,65.8,72.58,3037900,50.46
"2008-10-27",71.72,74.42,68.88,68.91,1966600,47.91
"2008-10-28",71.12,76.26,68.01,76.26,2862700,53.02
"2008-10-29",78.33,91.4,76.57,84.98,5694000,59.08
"2008-10-30",87.49,89.9,84.29,88.22,4030700,62.81
"2008-10-31",86,90.18,82.73,88.8,2645800,63.23
"2008-11-03",85.65,86.23,82.2,83.67,2122200,59.57
"2008-11-04",86,90.83,85.13,90.17,2307500,64.2
"2008-11-05",87.9,89.67,85.68,86.71,1866800,61.74
"2008-11-06",85.24,87,80.09,81.1,2311300,57.74
"2008-11-07",81.5,83.94,80.03,83.03,1372200,59.12
"2008-11-10",85.73,87.81,81.5,83.32,1383900,59.33
"2008-11-11",81.22,81.74,77.13,78.44,1750500,55.85
"2008-11-12",76.99,76.99,70.56,71.12,3769900,50.64
"2008-11-13",71.22,77.53,67.95,77.53,3271900,55.2
"2008-11-14",74.91,78.31,72.72,73.73,1638200,52.5
"2008-11-17",72.71,76.33,72,73,1898400,51.98
"2008-11-18",72.69,75.82,71.14,74.72,2243800,53.2
"2008-11-19",75.77,77.3,69.59,69.69,2742100,49.62
"2008-11-20",67.61,68.65,59.46,60.12,3289800,42.81
"2008-11-21",63.14,66.15,59.39,65.1,3115400,46.35
"2008-11-24",68.61,73,66,71.46,2857600,50.88
"2008-11-25",71.87,73.28,68.58,71.73,2021700,51.07
"2008-11-26",71.27,77.23,70.34,76.98,2089900,54.81
"2008-11-28",75.38,76.06,72.51,73.8,931600,52.55
"2008-12-01",71.58,71.58,65.9,65.91,2702900,46.93
"2008-12-02",67.06,68.31,60,62.37,3814100,44.41
"2008-12-03",60,64.02,59,63.76,3560400,45.4
"2008-12-04",61.94,63.45,57.33,59.24,2646700,42.18
"2008-12-05",57.76,60.44,54.52,60.43,3156500,43.03
"2008-12-08",63.07,66.07,60.43,64.98,2579500,46.27
"2008-12-09",63.45,68.51,63.02,64.21,2088200,45.72
"2008-12-10",66.17,70.61,65.91,68.76,2683200,48.96
"2008-12-11",69.9,72.58,67.1,67.74,2055500,48.23
"2008-12-12",65.59,68.47,63.55,68.06,1691800,48.46
"2008-12-15",69.31,72.3,67.18,68.91,2712300,49.07
"2008-12-16",70.51,71.63,67.69,70.56,2212800,50.24
"2008-12-17",69.68,71.45,67.31,67.4,2327600,47.99
"2008-12-18",66.8,67.12,57.56,58.85,5065100,41.9
"2008-12-19",57.74,60.89,57.62,58.58,3532400,41.71
"2008-12-22",59.47,60.22,55.89,57.12,2044200,40.67
"2008-12-23",57.57,58.6,55.7,56.69,1617900,40.36
"2008-12-24",56.01,56.32,54.8,55.45,828000,39.48
"2008-12-26",55.91,58,55.87,57.86,877800,41.2
"2008-12-29",59.98,60.54,57.69,59.47,1311900,42.34
"2008-12-30",59.68,60.12,58.24,60.07,1432700,42.77
"2008-12-31",59.93,59.93,57.8,58.94,2208800,41.97
"2009-01-02",60.2,63.75,59.08,63.12,1687300,44.94
"2009-01-05",62.84,68.38,62.2,66.62,3216100,47.43
"2009-01-06",68.68,69.7,66.67,67.41,3335600,48
"2009-01-07",66.04,66.94,63.19,64.09,2192100,45.63
"2009-01-08",63.06,64.83,61.61,64.5,2759600,45.93
"2009-01-09",64.47,64.89,61.01,61.76,2061500,43.97
"2009-01-12",60.29,60.5,57.61,58.92,3490400,41.95
"2009-01-13",58.85,60.75,57.92,60.03,2269900,42.74
"2009-01-14",58.9,58.9,55.35,56.15,2833100,39.98
"2009-01-15",56.46,56.82,54.2,56.62,2079200,40.31
"2009-01-16",58.37,59.5,56.21,57.97,2665700,41.28
"2009-01-20",57.25,58.25,55.36,56.02,3160300,39.89
"2009-01-21",57.47,61.42,56.96,61.14,3571100,43.53
"2009-01-22",59.85,62.29,58.23,60.14,3125900,42.82
"2009-01-23",57.62,64.3,57.62,63.27,2745200,45.05
"2009-01-26",64.01,67.36,63.85,65.49,3374000,46.63
"2009-01-27",65.36,66.45,62.7,63.85,2537400,45.46
"2009-01-28",66.48,66.48,64.33,65.93,2904900,46.94
"2009-01-29",64.01,65.3,63.19,63.98,2228600,45.55
"2009-01-30",65.96,65.96,61.85,62.76,2486900,44.69
"2009-02-02",61.67,62.71,60.3,62.3,2638500,44.36
"2009-02-03",62.7,63.53,61.51,63.08,2278800,44.91
"2009-02-04",63.98,65.07,63.15,64.06,3706000,45.61
"2009-02-05",62.81,65.22,60.95,64.82,4311200,46.15
"2009-02-06",64.05,68.09,63.52,67.49,2264200,48.05
"2009-02-09",69,70.85,67.63,68.73,2244200,48.94
"2009-02-10",68.76,70.35,64.59,65.69,4442100,46.77
"2009-02-11",64.12,66.08,60.58,62.48,3145400,45.88
"2009-02-12",60.71,63.55,60,62.29,2884400,45.74
"2009-02-13",63.13,64.37,62.62,63.41,2889700,46.57
"2009-02-17",64.54,65.85,59.18,60.46,10101800,44.4
"2009-02-18",60.87,61.97,59.11,61.58,4270800,45.22
"2009-02-19",63.08,64.18,62.37,62.85,3417300,46.16
"2009-02-20",61,63.56,60.51,63.01,3171300,46.27
"2009-02-23",64.47,64.99,60.67,61.18,3849900,44.93
"2009-02-24",61.51,65.21,61.23,64.76,4066900,47.56
"2009-02-25",64.85,66.94,62.41,63.26,21066200,46.46
"2009-02-26",63.89,65.28,62.65,62.81,6411900,46.13
"2009-02-27",61.78,65.49,60.78,62.64,4570700,46
"2009-03-02",61.3,62.15,57.3,57.97,3456600,42.57
"2009-03-03",59.11,61.19,57.94,57.99,3936700,42.59
"2009-03-04",60.68,60.68,57.84,58.08,7274600,42.65
"2009-03-05",57.14,57.9,54.26,55.27,3384800,40.59
"2009-03-06",55.84,56.8,53.3,55.48,3587300,40.74
"2009-03-09",55.05,57.54,53.81,54.29,3578700,39.87
"2009-03-10",55.52,58.4,55.34,56.33,3826900,41.37
"2009-03-11",56.21,56.99,54.79,55.5,3499100,40.76
"2009-03-12",55.71,58.55,55.05,58.34,2865500,42.84
"2009-03-13",58.82,60.24,58.09,59,2779200,43.33
"2009-03-16",59.09,61.44,57.9,60.1,2596600,44.14
"2009-03-17",59.6,62.64,59.4,62.64,2778900,46
"2009-03-18",62.21,65.12,60.64,64.36,3790100,47.26
"2009-03-19",66.72,71.41,66,69.65,5797500,51.15
"2009-03-20",69.6,70,65.43,66.17,4605200,48.59
"2009-03-23",67.88,71.41,67.51,71.41,2965800,52.44
"2009-03-24",70,71.39,68.55,70.25,2339300,51.59
"2009-03-25",69.85,70.38,66.07,68.87,2411100,50.58
"2009-03-26",69.95,71.5,67.12,67.37,3546600,49.47
"2009-03-27",66.06,66.48,64.29,65.62,2343000,48.19
"2009-03-30",64.16,65.82,63.3,65.82,2360200,48.34
"2009-03-31",66.21,66.5,62.5,62.86,2997900,46.16
"2009-04-01",61.62,64.56,61.25,63.59,2077700,46.7
"2009-04-02",65.45,67.63,64.86,66.28,2814200,48.67
"2009-04-03",65.89,69.29,65.66,68.96,2370500,50.64
"2009-04-06",68.01,68.53,66.75,68.22,1902000,50.1
"2009-04-07",66.88,67.2,65.81,66.63,1695000,48.93
"2009-04-08",66.87,69.31,65.69,68.71,2384900,50.46
"2009-04-09",70.12,71.39,69.79,71.39,2079900,52.43
"2009-04-13",69.9,71.38,68.51,70.75,2247400,51.96
"2009-04-14",69.94,73.46,69.57,71.74,2123400,52.68
"2009-04-15",71.62,72.59,70.04,71.46,1957000,52.48
"2009-04-16",70.76,73.09,70,72.43,1569500,53.19
"2009-04-17",72.72,74.05,71.65,73.44,1763200,53.93
"2009-04-20",71.49,71.55,69.11,69.34,1483700,50.92
"2009-04-21",67.54,71.1,67.54,71.03,2265300,52.16
"2009-04-22",70.42,73.39,69.64,71.12,2735500,52.23
"2009-04-23",72.98,75.7,71.69,74.04,3905100,54.37
"2009-04-24",75.11,76.75,74.1,76.19,3089700,55.95
"2009-04-27",73.69,76.55,73.69,76.02,2348000,55.83
"2009-04-28",75.53,75.69,73.83,74.44,1977000,54.67
"2009-04-29",72.92,77.13,72.92,74.11,2674100,55.93
"2009-04-30",74.09,75.37,71.43,72.41,2038900,54.64
"2009-05-01",72.73,75.92,72.73,74.81,1914700,56.46
"2009-05-04",75.38,78.69,74.95,78.57,2077700,59.29
"2009-05-05",77.4,78.45,76,78.26,2199600,59.06
"2009-05-06",79.79,80.33,77.66,79.56,2472600,60.04
"2009-05-07",81.71,82.63,75.54,76.67,2427500,57.86
"2009-05-08",77.96,80.6,77.95,79.65,2359300,60.11
"2009-05-11",77.98,78.23,76.3,77.02,1936000,58.12
"2009-05-12",78.07,78.25,75.36,77.52,2261800,58.5
"2009-05-13",77.15,77.15,72.74,73.47,2807400,55.44
"2009-05-14",72.97,74.52,72.32,74,2419200,55.84
"2009-05-15",72.71,74.32,71.95,72.48,2318800,54.7
"2009-05-18",73.67,76.15,73.67,76.09,2090800,57.42
"2009-05-19",76.08,78.09,75.15,77.18,1809800,58.24
"2009-05-20",78.75,80.66,77.4,77.61,2131900,58.57
"2009-05-21",76.08,76.35,74.13,75.69,1823500,57.12
"2009-05-22",75.95,77.6,75.61,76.29,1561600,57.57
"2009-05-26",75.88,78.86,74.73,78.47,2077300,59.22
"2009-05-27",78.54,80.29,77.74,77.8,2111200,58.71
"2009-05-28",78.86,82.26,78.24,81.71,2391700,61.66
"2009-05-29",83.12,84.28,82.41,84.28,2894600,63.6
"2009-06-01",88,89.75,86.11,89.19,3552600,67.31
"2009-06-02",88.51,89.39,87.56,88.69,1937000,66.93
"2009-06-03",86.68,86.99,82.33,83.64,3168000,63.12
"2009-06-04",84.97,87.39,84.07,86.67,2236900,65.41
"2009-06-05",87.5,87.97,83.87,87.24,3719800,65.84
"2009-06-08",85.99,89.04,85.72,88.41,2622600,66.72
"2009-06-09",90.02,92.31,89.33,91.21,3068200,68.83
"2009-06-10",92.61,92.95,90.25,91.63,2728800,69.15
"2009-06-11",91.61,94.08,90.57,92.57,2836700,69.86
"2009-06-12",91.5,91.93,89.86,91.71,1839500,69.21
"2009-06-15",90.13,90.65,88.4,90.04,2077700,67.95
"2009-06-16",91.25,92.19,88.43,88.68,1991200,66.92
"2009-06-17",88.13,89,86.27,87.98,2481500,66.39
"2009-06-18",87.62,89.25,86.42,87.44,2078200,65.99
"2009-06-19",88.62,88.91,86.49,87.67,2275600,66.16
"2009-06-22",85.67,85.93,81.73,82.06,2639500,61.93
"2009-06-23",82.55,83.82,81.23,83,2022000,62.64
"2009-06-24",84,85.86,82.69,84.45,2308200,63.73
"2009-06-25",85.54,87.99,84.83,87.64,2056600,66.14
"2009-06-26",87.07,87.25,84.23,84.58,3811000,63.83
"2009-06-29",85.36,86.17,84.13,84.45,2726000,63.73
"2009-06-30",83.84,85.68,81.43,83.05,2975500,62.67
"2009-07-01",84.14,84.86,81.69,81.85,2632500,61.77
"2009-07-02",80.08,80.22,77.7,77.7,2728300,58.64
"2009-07-06",76.76,79.13,75.8,78.9,3423400,59.54
"2009-07-07",78.98,78.98,76.08,76.21,2895800,57.51
"2009-07-08",75.93,77.39,74.42,76.84,3125800,57.99
"2009-07-09",77.81,79.2,76.55,78.06,2918800,58.91
"2009-07-10",76.59,78.21,76,77.95,1911000,58.83
"2009-07-13",77.97,78.83,75.71,78.82,1849600,59.48
"2009-07-14",79.5,80.55,78.48,80.33,2210800,60.62
"2009-07-15",81.92,83.16,81.32,83.01,2155600,62.64
"2009-07-16",82.3,84.69,81.66,84.27,1858100,63.59
"2009-07-17",84.52,85.5,83.59,85.05,2093600,64.18
"2009-07-20",86.39,87.21,84.83,87.13,2073800,65.75
"2009-07-21",88.09,89.67,87.06,88.53,2420600,66.81
"2009-07-22",87.26,88.6,86.09,87.9,2367300,66.33
"2009-07-23",86.5,92.35,86.5,92.28,4088900,69.64
"2009-07-24",91.49,93.32,90,93.13,2698400,70.28
"2009-07-27",93.45,94.41,91.65,94.12,2450300,71.03
"2009-07-28",92.95,93.38,91.56,93.02,3741000,70.2
"2009-07-29",90.93,91.24,88.8,90.66,3812500,68.42
"2009-07-30",90.9,91.09,88.47,89.85,2504700,69.34
"2009-07-31",88.91,90.25,87.85,89.87,2423100,69.35
"2009-08-03",92.07,92.98,91.52,92.49,2256600,71.37
"2009-08-04",91.44,92.52,90.11,91.6,1864100,70.69
"2009-08-05",90.5,91.04,89.6,90.33,1856900,69.71
"2009-08-06",90.2,90.79,88.51,89.56,1403000,69.11
"2009-08-07",90.41,90.5,87.59,89.04,2046700,68.71
"2009-08-10",89.59,89.65,88.03,88.93,1164700,68.63
"2009-08-11",89,89,86.19,86.62,1659400,66.84
"2009-08-12",87.07,89.27,86.41,88.24,1392600,68.09
"2009-08-13",89.08,90.44,88.06,90.24,1575900,69.64
"2009-08-14",89.94,89.94,86.69,87.63,1437600,67.62
"2009-08-17",85.01,85.41,83.78,84.49,1617300,65.2
"2009-08-18",84.66,86.07,84.12,85.45,1487400,65.94
"2009-08-19",83.95,88.03,83.64,87.22,1783000,67.31
"2009-08-20",87.17,88.2,86.64,87.64,1372900,67.63
"2009-08-21",88.91,90.35,88.59,90,1702700,69.45
"2009-08-24",90.4,92.14,90.29,91.56,1550900,70.65
"2009-08-25",92.28,92.3,89.05,90.34,1840500,69.71
"2009-08-26",89.39,91.26,89.17,91.16,2168600,70.35
"2009-08-27",90.53,91.35,88.7,91.04,1488900,70.25
"2009-08-28",92.19,92.36,90.01,90.76,1350300,70.04
"2009-08-31",88.97,89.44,88,89.42,1715000,69
"2009-09-01",89.15,90.93,87.34,87.61,1961000,67.61
"2009-09-02",87.53,88.41,85.73,86.25,1964000,66.56
"2009-09-03",87.01,87.28,86.13,87.05,1975300,67.17
"2009-09-04",86.68,89.02,86.52,88.68,1314500,68.43
"2009-09-08",90.35,92.25,90.35,91.81,2222700,70.85
"2009-09-09",91.9,92.31,90.21,91,2707100,70.22
"2009-09-10",91.67,94.75,90.87,94.49,2425200,72.92
"2009-09-11",94.68,95.71,92.54,93.66,2541200,72.28
"2009-09-14",92.46,94.25,92.11,94.1,1528700,72.61
"2009-09-15",94.43,94.91,92.73,94.69,1908100,73.07
"2009-09-16",94.83,97.27,94.12,96.85,2471900,74.74
"2009-09-17",96.3,97.04,94.64,95.36,2265100,73.59
"2009-09-18",95.99,95.99,92.75,93.99,2266200,72.53
"2009-09-21",92.38,93.63,91.28,93.18,1292900,71.9
"2009-09-22",94.76,95.5,93.99,95.4,1249900,73.62
"2009-09-23",95.32,95.77,92.49,93.23,1370900,71.94
"2009-09-24",93.22,93.34,91.1,91.64,1092000,70.72
"2009-09-25",91.45,92.21,90.04,91.25,1310300,70.42
"2009-09-28",91.32,93.55,91.12,93.37,919300,72.05
"2009-09-29",93.15,97.11,92.95,96.32,2643800,74.33
"2009-09-30",97.01,97.07,94.16,95.52,1965000,73.71
"2009-10-01",95.65,95.95,93.37,93.78,1991900,72.37
"2009-10-02",91.99,94.57,91.93,92.45,1289400,71.34
"2009-10-05",92.33,94.29,92.14,94.17,2023500,72.67
"2009-10-06",95.49,97.7,95.26,96.96,1331300,74.82
"2009-10-07",96.71,98.18,96.27,98.05,1380900,75.66
"2009-10-08",98.85,101.4,98,100.72,1987000,77.72
"2009-10-09",99.85,100.83,98.7,100.11,1320400,77.25
"2009-10-12",101.7,103.01,101.04,101.81,1281300,78.56
"2009-10-13",101.69,101.8,98.92,100.96,1897100,77.91
"2009-10-14",102.25,103.1,101.5,102.55,1418300,79.14
"2009-10-15",102.6,106.32,102.06,105.99,2227100,81.79
"2009-10-16",105.24,106.07,103.26,105.61,2002200,81.5
"2009-10-19",105.63,107.14,105.55,106.7,1462800,82.34
"2009-10-20",106.54,106.71,103.92,105.69,1852000,81.56
"2009-10-21",104.55,108.78,104.32,105.88,2079900,81.7
"2009-10-22",106.98,107.32,104.47,107.01,2052900,82.58
"2009-10-23",108.6,108.6,104.74,105.8,2075300,81.64
"2009-10-26",106.22,108.51,104.33,105.11,2125200,81.11
"2009-10-27",105.59,106.63,103.5,104.21,2291600,80.42
"2009-10-28",103.55,103.55,100.39,100.63,3246900,77.65
"2009-10-29",100.19,100.61,97.8,98.77,3132800,77.76
"2009-10-30",98.43,99.44,94.27,95.25,2535600,74.99
"2009-11-02",95.69,97.83,94.17,96.05,1996000,75.62
"2009-11-03",94.36,98.7,94.17,97.82,2344500,77.02
"2009-11-04",98.69,99.62,96.99,97.15,1810800,76.49
"2009-11-05",98.03,98.71,96.85,98.65,1385900,77.67
"2009-11-06",97.75,99.29,96.06,97.2,2357300,76.53
"2009-11-09",99.17,101.25,98.6,100.97,1533500,79.5
"2009-11-10",100.79,101.23,99.23,100.52,1520100,79.14
"2009-11-11",101.66,102.69,100.77,101.38,1547000,79.82
"2009-11-12",100.84,101.89,99.25,99.78,1686300,78.56
"2009-11-13",99.43,101.08,98.85,100.01,1259300,78.74
"2009-11-16",101.01,104.07,100.72,103.67,1965800,81.62
"2009-11-17",103.59,103.9,102.07,103.58,1522200,81.55
"2009-11-18",103.8,103.99,101.89,103.18,1632700,81.24
"2009-11-19",102.32,102.8,99.65,100.2,1321500,78.89
"2009-11-20",99.01,99.8,97.07,97.66,1921900,76.89
"2009-11-23",99.74,101.04,99.05,99.35,1256000,78.22
"2009-11-24",99.16,100.05,97.75,99.87,1112500,78.63
"2009-11-25",100.07,102.19,98.89,101.69,1029300,80.06
"2009-11-27",99.08,100.03,98.01,99.46,713600,78.31
"2009-11-30",99.16,100.83,98.69,99.54,1505100,78.37
"2009-12-01",101.32,102.56,100.77,101.74,1688700,80.1
"2009-12-02",101.67,103.02,101.27,101.8,1297200,80.15
"2009-12-03",101.78,102.1,99.51,100.03,2296500,78.76
"2009-12-04",100.99,102.49,96.65,97.2,2698500,76.53
"2009-12-07",97.14,99.11,97.09,97.81,1553900,77.01
"2009-12-08",96.87,97.36,94.47,95.33,2383600,75.06
"2009-12-09",96.06,97.34,94.49,96.03,2093500,75.61
"2009-12-10",96.76,97.05,95.61,96.5,1261900,75.98
"2009-12-11",96.64,97.45,95.62,96.09,1187800,75.65
"2009-12-14",97.07,97.77,96.6,97.14,1193300,76.48
"2009-12-15",96.81,99.09,96.81,98.18,1972300,77.3
"2009-12-16",99.09,100.32,98.35,99.74,1791800,78.53
"2009-12-17",99.32,99.92,98.14,98.5,1293900,77.55
"2009-12-18",99.45,99.45,97.68,98.11,1482700,77.24
"2009-12-21",98.61,100.39,98.61,99.57,1477500,78.39
"2009-12-22",99.82,100.54,98.57,98.85,1359500,77.83
"2009-12-23",99.36,100.91,98.73,100.71,1159200,79.29
"2009-12-24",101,101.51,100.45,100.89,322700,79.43
"2009-12-28",101.53,102,100.89,101.5,982800,79.91
"2009-12-29",101.96,103.08,100.07,100.4,856700,79.05
"2009-12-30",99.89,100.09,99.01,99.44,945900,78.29
"2009-12-31",99.89,100.01,98.4,98.42,515900,77.49
"2010-01-04",100.01,101.43,100.01,101.17,1598100,79.65
"2010-01-05",101.27,103.1,101.23,102.03,1899300,80.33
"2010-01-06",102.03,105.25,101.28,104.9,1717900,82.59
"2010-01-07",104.38,104.94,103.07,104.5,1016000,82.28
"2010-01-08",104.19,106.66,103.4,106.34,1256200,83.72
"2010-01-11",107.12,107.12,103.06,104.24,1523200,82.07
"2010-01-12",102.97,103.98,101.81,103.01,2009700,81.1
"2010-01-13",102.79,104.23,101.21,103.9,1426800,81.8
"2010-01-14",103.91,104.57,102.53,103.9,1093000,81.8
"2010-01-15",104.14,104.37,102.01,102.84,1633900,80.97
"2010-01-19",101.98,103.62,101.98,103.52,1207200,81.5
"2010-01-20",102,102,99.96,101.11,1839400,79.61
"2010-01-21",101.29,101.89,97.75,98.05,2311700,77.2
"2010-01-22",97.68,98.76,93.92,94.38,2071300,74.31
"2010-01-25",95.04,97.15,94.75,96.05,1368400,75.62
"2010-01-26",95.58,97.89,94.42,95.12,1699700,74.89
"2010-01-27",94.94,96.13,92.79,95.1,1751000,74.87
"2010-01-28",96.39,97.06,92.81,93.8,1678100,73.85
"2010-01-29",94.54,95.82,90.96,91.53,1691800,72.06
"2010-02-01",91.96,94.96,91.96,94.89,1618000,74.71
"2010-02-02",95.13,97,94.81,96.36,1784300,75.87
"2010-02-03",95.92,96.9,95.02,95.78,1767500,75.41
"2010-02-04",94.26,94.81,89.5,89.79,3472200,70.69
"2010-02-05",89.61,90.22,85.84,88.46,3319700,69.65
"2010-02-08",88.65,89.98,87.16,88.24,2975700,69.47
"2010-02-09",89.04,91.34,88.87,90,2426300,70.86
"2010-02-10",87.32,89.5,85.89,86.37,3455200,69.55
"2010-02-11",86.31,87.35,84.46,86.96,2210900,70.02
"2010-02-12",85.93,85.98,84.14,85.29,2043000,68.68
"2010-02-16",87,88,86.37,87.73,4161500,70.64
"2010-02-17",88.01,88.63,86.22,87.82,1911100,70.71
"2010-02-18",87.27,88.62,86.88,88.09,1840200,70.93
"2010-02-19",88.22,89.69,87.55,89.12,2467200,71.76
"2010-02-22",90.06,90.17,87.52,88.41,2105600,71.19
"2010-02-23",87.91,88.11,86.5,86.94,1832900,70.01
"2010-02-24",86.42,88.56,86.27,87.35,3881400,70.34
"2010-02-25",86.35,87.55,85.4,87.31,2010300,70.3
"2010-02-26",86.98,87.57,86.32,87.32,2322800,70.31
"2010-03-01",87.93,88.62,87.08,87.58,2153900,70.52
"2010-03-02",87.57,88.15,86.04,87.24,3126100,70.25
"2010-03-03",87.7,88.48,87.24,87.91,1753800,70.79
"2010-03-04",88.1,88.23,86.56,87.09,1707700,70.13
"2010-03-05",87.8,88.19,86.9,87.93,1560900,70.8
"2010-03-08",88.25,88.83,87.54,88.5,1715900,71.26
"2010-03-09",88.08,89.29,87.85,88.76,1958200,71.47
"2010-03-10",88.48,90.18,88.19,89.38,1698300,71.97
"2010-03-11",89.02,89.78,88.51,89.58,1057200,72.13
"2010-03-12",90.14,90.53,89.24,89.56,1417400,72.12
"2010-03-15",89.42,89.42,86.73,87.61,1419800,70.55
"2010-03-16",88.01,88.53,87,88.32,1316600,71.12
"2010-03-17",87.49,88.59,87.1,87.37,2144500,70.35
"2010-03-18",87.26,87.56,84.42,85.07,1673300,68.5
"2010-03-19",85.09,85.85,83.37,84.41,2529700,67.97
"2010-03-22",83.76,84.94,83.18,84.62,1768100,68.14
"2010-03-23",84.97,85.78,84.22,85.15,1210700,68.56
"2010-03-24",84.36,85.89,84.26,84.52,1150700,68.06
"2010-03-25",85.25,85.75,83.23,83.23,1576100,67.02
"2010-03-26",83.6,85.32,83.21,84.68,1776300,68.19
"2010-03-29",85.61,86.73,85.61,85.82,1699000,69.1
"2010-03-30",86.02,86.71,85.15,85.41,1348500,68.77
"2010-03-31",86.5,89.1,86.2,88.81,2532000,71.51
"2010-04-01",90.04,91.69,89.76,91.01,2330600,73.28
"2010-04-05",92.62,92.62,91.3,92.22,1602600,74.26
"2010-04-06",91.58,92.59,91.14,91.94,1690600,74.03
"2010-04-07",91.97,91.97,90.21,90.45,1760600,72.83
"2010-04-08",89.69,90.64,89.2,90.38,1223600,72.78
"2010-04-09",90.42,91.37,89.8,90.72,1285200,73.05
"2010-04-12",90.6,91.8,90.6,91.33,1262900,73.54
"2010-04-13",91.25,91.55,89.67,90.96,1412300,73.24
"2010-04-14",91.6,93.42,91.01,93.01,1420100,74.89
"2010-04-15",93.01,93.41,91.42,91.54,1750200,73.71
"2010-04-16",90.4,90.4,86.01,87.21,4087600,70.22
"2010-04-19",86.71,88.33,86.6,87.79,1776500,70.69
"2010-04-20",89.3,91.92,88.86,91.2,1851200,73.44
"2010-04-21",91.32,91.69,89.62,90.3,1629100,72.71
"2010-04-22",86.1,86.8,84.7,85.43,4334700,68.79
"2010-04-23",85.19,86.08,84.61,85.6,2879400,68.93
"2010-04-26",85.84,86,84.81,85.18,1805300,68.59
"2010-04-27",84.91,85.93,83.91,84.52,3020000,68.06
"2010-04-28",85.18,86.08,83.68,85.94,2585000,69.2
"2010-04-29",84.88,85.26,81.82,82.74,3746000,67.81
"2010-04-30",82.25,83,77.46,79.1,4825900,64.82
"2010-05-03",79.09,79.67,75.4,78.69,5103700,64.49
"2010-05-04",77.88,77.88,76.17,77.24,2898600,63.3
"2010-05-05",76.18,78.48,75.37,77.35,3434600,63.39
"2010-05-06",77.14,78.01,69.5,73.92,3690800,60.58
"2010-05-07",73.75,75,71.37,72.9,3647300,59.74
"2010-05-10",74.88,75.93,74.04,75.42,2913300,61.81
"2010-05-11",74.04,76.29,74.04,75.07,2145400,61.52
"2010-05-12",75.79,76.44,74.21,75.44,1622200,61.82
"2010-05-13",75.22,75.49,71.9,72.14,3589600,59.12
"2010-05-14",71.72,71.9,69.69,71.67,3129100,58.74
"2010-05-17",71.91,72.47,70.19,71.5,2774000,58.6
"2010-05-18",72.59,73.71,69.7,70.1,2638000,57.45
"2010-05-19",69.72,70.86,67.67,69.01,3383600,56.56
"2010-05-20",67.73,69.6,65.4,67.9,4955000,55.65
"2010-05-21",67.09,72.31,66.99,70.55,5427000,57.82
"2010-05-24",70.92,70.98,67.53,67.74,2816100,55.51
"2010-05-25",66.21,69.6,66.12,69.3,3872100,56.79
"2010-05-26",70.13,70.29,68.33,68.55,2700800,56.18
"2010-05-27",69.91,70.91,67.01,68.08,6331400,55.79
"2010-05-28",66.49,66.91,63,63.1,6905700,51.71
"2010-06-01",61.36,61.36,57.1,58.51,9927600,47.95
"2010-06-02",59.7,61.25,58.31,60.14,5403800,49.29
"2010-06-03",61.06,61.06,58.42,60.49,6143700,49.57
"2010-06-04",59.17,62.55,58.94,59.15,4588600,48.47
"2010-06-07",59.37,60.23,58.74,59.21,3762900,48.52
"2010-06-08",56.57,57.8,54.7,56.94,12148400,46.66
"2010-06-09",57.58,61,56.95,57.1,7038100,46.79
"2010-06-10",59.94,61.74,59.33,61.35,4871000,50.28
"2010-06-11",61.04,62.36,59.89,60.99,3738900,49.98
"2010-06-14",62.45,62.74,60.13,60.25,3542500,49.38
"2010-06-15",61.01,63.36,60.71,63.15,3786100,51.75
"2010-06-16",62.8,64.86,62.15,62.83,3498100,51.49
"2010-06-17",63.83,63.89,62.06,62.79,2757400,51.46
"2010-06-18",62.78,64,62.48,63.87,2977200,52.34
"2010-06-21",65.15,65.31,63.86,64.74,3958500,53.06
"2010-06-22",64.59,68.65,62.36,62.85,7447100,51.51
"2010-06-23",63,63.33,61.2,62.62,3626900,51.32
"2010-06-24",62.7,62.7,59.71,59.85,3028500,49.05
"2010-06-25",59.7,62.53,59.57,61.72,4394500,50.58
"2010-06-28",62,62.17,60.28,60.44,1838600,49.53
"2010-06-29",59.52,60.75,58.85,60.16,3523800,49.3
