"","UTX.Open","UTX.High","UTX.Low","UTX.Close","UTX.Volume","UTX.Adjusted"
"2007-08-16",70.59,71.4,69,71.08,9437800,60.95
"2007-08-17",72.54,74.22,71.56,73.82,8434000,63.3
"2007-08-20",73.7,75.02,72.96,74.7,6394400,64.05
"2007-08-21",74.59,74.7,72.58,72.94,5521400,62.54
"2007-08-22",73.14,74.22,73.01,73.87,4473800,63.34
"2007-08-23",73.81,74,73.09,73.3,3478400,62.85
"2007-08-24",73.36,74.46,73.01,74.33,2980100,63.74
"2007-08-27",74.06,74.22,73.5,73.72,2664700,63.21
"2007-08-28",73.3,73.71,71.9,72,4198000,61.74
"2007-08-29",72.23,74.48,72.12,74.35,4129500,63.75
"2007-08-30",73.41,74.55,73.27,73.84,2768400,63.31
"2007-08-31",74.47,75.5,74.33,74.63,3931500,63.99
"2007-09-04",74.75,74.83,73.7,74.43,4476500,63.82
"2007-09-05",73.9,74.45,73.11,73.45,4521000,62.98
"2007-09-06",73.74,75.11,73.45,75.01,3679900,64.32
"2007-09-07",74,74.45,73.64,73.79,3810400,63.27
"2007-09-10",74.29,74.95,73.11,74.49,3060100,63.87
"2007-09-11",74.7,74.98,73.71,74.67,5534100,64.03
"2007-09-12",74.75,75.5,74.37,74.84,3507400,64.17
"2007-09-13",75.32,75.4,74.57,75.02,4020900,64.33
"2007-09-14",75.05,76.37,74.98,76.14,4088500,65.29
"2007-09-17",75.7,76.24,75.52,75.83,2595400,65.02
"2007-09-18",75.91,78.3,75.46,78.16,5398900,67.02
"2007-09-19",78.27,78.99,78.05,78.9,5132300,67.65
"2007-09-20",78.51,79.04,78.25,78.73,3814300,67.51
"2007-09-21",79.59,79.95,78.73,79.43,6473800,68.11
"2007-09-24",79.44,79.75,78.65,78.69,3858800,67.47
"2007-09-25",78.69,80,78.52,79.93,4668900,68.54
"2007-09-26",79.91,80.75,79.61,80.2,4652700,68.77
"2007-09-27",80.5,80.78,79.94,80.69,3388400,69.19
"2007-09-28",80.31,80.98,80.11,80.48,3197000,69.01
"2007-10-01",80.48,82.37,80.48,82.07,4617500,70.37
"2007-10-02",82,82.5,80.22,80.62,4346900,69.13
"2007-10-03",80.4,80.7,79.39,79.67,4402200,68.31
"2007-10-04",79.6,80.7,79.6,80.09,2251500,68.67
"2007-10-05",80.24,81.15,80.24,80.84,4035900,69.32
"2007-10-08",80.84,81.28,80.21,80.36,3212000,68.91
"2007-10-09",80.3,81.46,80.2,81.2,2957700,69.63
"2007-10-10",81.32,81.5,79.39,80.5,3476800,69.03
"2007-10-11",80.86,81.2,78.64,79.25,4732800,67.95
"2007-10-12",79.58,80.62,79.08,80.32,2957200,68.87
"2007-10-15",81.17,81.17,79.27,79.87,3239500,68.49
"2007-10-16",80.13,80.73,79.13,79.65,4012500,68.3
"2007-10-17",80.08,80.49,75.57,76.8,14331700,65.85
"2007-10-18",76.77,78.24,76.52,77.43,6536400,66.39
"2007-10-19",77.27,77.6,75.87,76,9964500,65.17
"2007-10-22",75.49,76.55,75.13,75.8,5903700,65
"2007-10-23",76.45,76.6,75.42,76.02,4091800,65.18
"2007-10-24",75.81,76.65,75.2,76.49,5271500,65.59
"2007-10-25",76.75,76.95,75.39,75.72,5572700,64.93
"2007-10-26",76.11,76.32,74.94,75.44,5768300,64.69
"2007-10-29",75.67,76.04,75.21,75.78,2988200,64.98
"2007-10-30",75.55,76.49,75.39,75.82,3754600,65.01
"2007-10-31",75.88,76.71,75.3,76.59,5291300,65.67
"2007-11-01",75.11,76.03,74.59,74.72,5299400,64.07
"2007-11-02",74.9,75.9,74.5,75.65,3816400,64.87
"2007-11-05",75,76.51,75,76.11,3896800,65.26
"2007-11-06",76.17,76.75,75.61,76.62,3531900,65.7
"2007-11-07",76.11,76.47,74.37,74.46,4954700,63.85
"2007-11-08",74.82,75.14,74.02,74.7,6180200,64.05
"2007-11-09",74.31,74.47,73.42,73.51,6889500,63.03
"2007-11-12",73.23,74.82,73.23,73.93,5271200,63.39
"2007-11-13",74.4,75.37,74,75.33,4360900,64.59
"2007-11-14",75.69,75.83,74.72,74.92,3658000,64.51
"2007-11-15",74.77,74.85,73.38,73.95,4676800,63.68
"2007-11-16",74.6,74.76,73.37,74.3,4670100,63.98
"2007-11-19",73.85,74.08,72.83,73.53,5527400,63.32
"2007-11-20",73.8,75,73.56,74.32,5331200,64
"2007-11-21",72.71,74.13,72.68,72.78,4394600,62.67
"2007-11-23",73.12,73.53,72.8,73.46,1473200,63.26
"2007-11-26",73.44,74.22,72.6,72.68,3940200,62.59
"2007-11-27",73.14,74.26,72.6,74,5245000,63.72
"2007-11-28",74.71,76.26,74.42,75.85,5746800,65.32
"2007-11-29",75.75,75.92,75.19,75.44,3190400,64.96
"2007-11-30",76.17,76.56,74.49,74.77,5345500,64.39
"2007-12-03",74.02,75.3,74.02,74.93,4781400,64.52
"2007-12-04",74.33,75.39,74.33,74.75,3440400,64.37
"2007-12-05",76.2,76.93,76,76.85,4847700,66.18
"2007-12-06",76.82,78.04,76.22,77.99,4550400,67.16
"2007-12-07",77.87,78.4,77.42,78.07,3622400,67.23
"2007-12-10",78.13,78.95,78.13,78.83,2401100,67.88
"2007-12-11",78.83,79.3,76.26,76.42,5599000,65.81
"2007-12-12",78.26,78.26,75.8,76.78,5224000,66.12
"2007-12-13",76.56,77.81,75.5,77.61,3458200,66.83
"2007-12-14",77.1,77.97,76.45,76.69,5065200,66.04
"2007-12-17",76.48,76.65,74.83,75.04,4470400,64.62
"2007-12-18",75.8,76.18,74.63,75.92,4397400,65.38
"2007-12-19",76.05,76.6,74.95,75.8,3842600,65.27
"2007-12-20",76.2,76.48,75.55,76.4,3471600,65.79
"2007-12-21",76.59,78,76.59,77.83,6667600,67.02
"2007-12-24",77.78,78.85,77.75,78.18,2477800,67.32
"2007-12-26",78.16,78.33,77.16,77.82,2529400,67.01
"2007-12-27",78.08,78.2,76.53,76.84,2366500,66.17
"2007-12-28",77.25,77.53,76.61,76.87,1969900,66.19
"2007-12-31",76.77,77.14,76.27,76.54,2467100,65.91
"2008-01-02",76.64,77.14,74.85,75.21,4262900,64.76
"2008-01-03",75.31,76.69,75.02,76.28,4355800,65.69
"2008-01-04",75.69,76.19,74.9,75.02,5540300,64.6
"2008-01-07",75.33,75.7,74.1,74.67,5850900,64.3
"2008-01-08",75.19,75.19,71.44,71.79,8250900,61.82
"2008-01-09",71.66,73.07,70.56,71.96,9232300,61.97
"2008-01-10",71.56,72.77,70.03,72.39,7131600,62.34
"2008-01-11",71.87,72.47,71.28,71.68,5701600,61.72
"2008-01-14",72.11,72.5,71.61,72.19,4291900,62.16
"2008-01-15",71.94,72.29,71.18,71.36,4562500,61.45
"2008-01-16",71.28,72.25,70.62,71.04,7095600,61.17
"2008-01-17",70.98,71.21,67.66,68.09,9203500,58.63
"2008-01-18",68.58,70,67.71,68.05,9047600,58.6
"2008-01-22",65.48,68.04,65.2,67.24,11280000,57.9
"2008-01-23",66.3,71.39,66.08,70.98,12312800,61.12
"2008-01-24",71.41,72.87,71.15,72.56,8412400,62.48
"2008-01-25",73.53,74.22,72.5,72.75,8006300,62.65
"2008-01-28",72.45,73.95,71.99,73.73,5819900,63.49
"2008-01-29",74.27,74.32,72.71,73.18,4904200,63.02
"2008-01-30",72.95,74.41,72.34,72.75,6561400,62.65
"2008-01-31",71.65,74,71.65,73.27,7019700,63.09
"2008-02-01",73.5,74.26,73.25,74.12,4609000,63.83
"2008-02-04",74.12,74.31,73.6,74.05,3344100,63.77
"2008-02-05",72.9,73.74,72.2,72.35,6287600,62.3
"2008-02-06",72.7,72.94,71.7,71.87,4697800,61.89
"2008-02-07",71.53,71.91,70.83,71.47,7327200,61.54
"2008-02-08",71.22,72.09,70.83,71.35,5001200,61.44
"2008-02-11",71.47,71.66,70.42,71.57,3630800,61.63
"2008-02-12",71.88,73.5,71.72,72.82,5039500,62.71
"2008-02-13",73.36,73.52,72.44,73.52,4690000,63.59
"2008-02-14",73.69,73.7,72.48,72.65,4003500,62.84
"2008-02-15",72.5,72.5,70.96,71.53,5271700,61.87
"2008-02-19",72.49,72.65,71.79,71.95,3932600,62.23
"2008-02-20",71.46,72.1,70.9,72.05,3693100,62.32
"2008-02-21",72.17,72.18,70.83,70.89,4581200,61.31
"2008-02-22",70.69,72.44,70.69,72.23,3706800,62.47
"2008-02-25",72.42,73.57,72.2,73.41,6395800,63.49
"2008-02-26",72.92,73.75,72.69,73.29,5176400,63.39
"2008-02-27",73.05,73.46,72.5,72.93,5050900,63.08
"2008-02-28",72.55,72.86,71.79,72.17,4218900,62.42
"2008-02-29",71.24,71.85,70.36,70.51,4676500,60.99
"2008-03-03",69.94,69.94,68.2,69.4,8237300,60.03
"2008-03-04",68.9,69.08,68.2,68.9,8104200,59.59
"2008-03-05",68.29,70.28,68.29,69.73,5346400,60.31
"2008-03-06",69.53,70.19,68.82,68.83,4907700,59.53
"2008-03-07",68.49,69.28,67.36,67.49,6758200,58.37
"2008-03-10",67.6,67.6,66.14,66.23,7074100,57.28
"2008-03-11",67.59,68.37,66.53,68.37,5990200,59.13
"2008-03-12",68.5,69.02,68.05,68.2,4332300,58.99
"2008-03-13",67.39,68.99,67.08,68.51,5171900,59.26
"2008-03-14",69.15,69.15,66.95,67.71,6022500,58.56
"2008-03-17",66.29,68.19,66.29,67.56,7766200,58.43
"2008-03-18",68.88,69.86,68.35,69.83,7056600,60.4
"2008-03-19",69.62,70.49,68.76,68.76,6099400,59.47
"2008-03-20",68.85,69.68,68.14,69.01,6408100,59.69
"2008-03-24",69.42,70.7,69.2,70.34,4318900,60.84
"2008-03-25",70.42,70.6,69.55,70.16,4624000,60.68
"2008-03-26",69.9,69.91,69.21,69.61,4235300,60.21
"2008-03-27",70.01,70.58,69.27,69.41,4293400,60.03
"2008-03-28",69.74,70.24,68.34,68.55,4842200,59.29
"2008-03-31",68.66,69.33,68.16,68.82,5188800,59.52
"2008-04-01",69.24,71.6,69.24,71.24,7358100,61.62
"2008-04-02",71.73,71.84,70.84,71.18,5325700,61.56
"2008-04-03",71.12,71.14,70.17,70.76,3648200,61.2
"2008-04-04",70.73,72.4,70.7,71.73,4539700,62.04
"2008-04-07",72.1,72.57,71.48,71.79,3915800,62.09
"2008-04-08",71.35,71.8,71,71.8,3091600,62.1
"2008-04-09",71.7,72.02,70.3,70.81,4340200,61.24
"2008-04-10",70.68,72.18,70.59,71.85,4457000,62.14
"2008-04-11",70.69,70.99,69.35,69.53,7797400,60.14
"2008-04-14",69.37,70.41,69.37,69.99,5101000,60.54
"2008-04-15",70.5,71.45,70.05,70.84,4403900,61.27
"2008-04-16",71.15,73.23,71.15,72.63,6429800,62.82
"2008-04-17",71.33,71.42,70.09,70.79,6664400,61.23
"2008-04-18",72.13,72.61,71.19,72.51,7034800,62.72
"2008-04-21",71.98,72.34,71.6,72.09,3622900,62.35
"2008-04-22",71.65,71.9,70.92,71.44,4094200,61.79
"2008-04-23",71.85,72.34,71.04,71.86,4533700,62.15
"2008-04-24",72,73.13,71.76,72.7,4519100,62.88
"2008-04-25",73,73.11,72.09,72.68,3398200,62.86
"2008-04-28",72.53,73.6,72.53,73.04,4060900,63.17
"2008-04-29",73.09,73.36,72.34,73.11,3380800,63.23
"2008-04-30",73.11,73.84,72.33,72.47,5035700,62.68
"2008-05-01",72.5,74.7,72.5,74.5,5167200,64.44
"2008-05-02",74.9,75.4,74.59,75.1,5497200,64.96
"2008-05-05",74.69,75,74.42,74.62,3386200,64.54
"2008-05-06",74.48,74.92,73.84,74.68,2564300,64.59
"2008-05-07",74.86,75,73.03,73.03,4349500,63.17
"2008-05-08",73.35,74.34,73.23,74.06,3825900,64.06
"2008-05-09",73.63,73.63,72.39,73.13,3988200,63.25
"2008-05-12",73.17,74.57,73.13,74.57,3333200,64.5
"2008-05-13",74.61,75.22,74.17,74.92,3396800,64.8
"2008-05-14",75.08,75.86,74.66,75.16,4479000,65.29
"2008-05-15",74.85,75.02,74.06,74.29,4928000,64.53
"2008-05-16",74.26,74.56,73.49,73.96,5709700,64.24
"2008-05-19",73.79,75,73.76,74.36,3627700,64.59
"2008-05-20",74.1,74.25,73.01,73.4,5023600,63.76
"2008-05-21",73.67,74.02,71.87,72.02,6014100,62.56
"2008-05-22",72.02,72.36,71.55,71.84,3920800,62.4
"2008-05-23",71.26,71.43,69.89,70.01,7029500,60.81
"2008-05-27",69.87,70.84,69.83,70.8,4619400,61.5
"2008-05-28",71.03,71.22,69.73,70.23,4960400,61
"2008-05-29",69.96,71.1,69.5,70.23,5738200,61
"2008-05-30",70.3,71.23,69.76,71.04,5305600,61.71
"2008-06-02",70.43,71.03,70.01,70.73,4366500,61.44
"2008-06-03",70.97,71.1,69.26,69.76,6935200,60.6
"2008-06-04",69.41,69.71,68.95,69.26,7153700,60.16
"2008-06-05",69.44,70.1,69.07,69.97,5444200,60.78
"2008-06-06",69.43,69.43,66.93,67.01,11831800,58.21
"2008-06-09",67.36,67.74,66.47,67.55,6224000,58.68
"2008-06-10",67.2,67.61,67.02,67.08,5212300,58.27
"2008-06-11",67.05,67.2,66.59,66.65,6100500,57.89
"2008-06-12",67.32,69,67.15,67.92,8033700,59
"2008-06-13",68.46,69.14,68.07,68.56,5055200,59.55
"2008-06-16",68.35,69.23,67.91,68.88,4931700,59.83
"2008-06-17",69.37,69.37,68.19,68.41,5220900,59.42
"2008-06-18",67.85,68.69,67.85,68.07,5021200,59.13
"2008-06-19",68.17,69,66.99,68.82,5261000,59.78
"2008-06-20",68.43,68.94,67.78,68.8,8822500,59.76
"2008-06-23",69.23,69.23,68.43,68.82,4618400,59.78
"2008-06-24",68.7,69,67.95,68.16,5778700,59.21
"2008-06-25",67.9,68.28,65.82,66.02,10966100,57.35
"2008-06-26",65.41,65.68,62.65,62.79,14575300,54.54
"2008-06-27",62.73,62.75,61.05,61.15,13526000,53.12
"2008-06-30",61.15,62.15,60.51,61.7,9812800,53.59
"2008-07-01",60.9,61.34,59.55,60.68,14621100,52.71
"2008-07-02",61.02,61.21,59.7,59.7,9032400,51.86
"2008-07-03",60.08,61.09,59.99,61.05,5401400,53.03
"2008-07-07",61.19,62.06,60.22,60.58,7265500,52.62
"2008-07-08",60.5,62.46,60.5,61.77,6953300,53.66
"2008-07-09",61.96,62.18,61.02,61.12,8425900,53.09
"2008-07-10",61.12,62.4,61.12,62.17,6793500,54
"2008-07-11",61.31,61.8,59.76,60.69,8627600,52.72
"2008-07-14",61.3,61.56,60.15,61.05,4474200,53.03
"2008-07-15",60.68,60.84,58.87,60.08,6742800,52.19
"2008-07-16",60.16,61.25,58.96,61.11,8582700,53.08
"2008-07-17",64.5,65.31,62.58,64.7,14445600,56.2
"2008-07-18",65,65,63.4,64.09,7980500,55.67
"2008-07-21",64.48,64.48,63.31,64.05,4690200,55.64
"2008-07-22",64.09,65.33,63.71,65.27,6555000,56.7
"2008-07-23",65.47,65.96,64.74,65.78,6400300,57.14
"2008-07-24",65.94,65.98,64.04,64.2,6510800,55.77
"2008-07-25",64.39,65.29,64.37,65.23,5081900,56.66
"2008-07-28",65.48,65.48,64.01,64.07,4648200,55.65
"2008-07-29",64.04,65.63,64,65.52,5699900,56.91
"2008-07-30",65.64,66.62,65.38,66.25,5697900,57.55
"2008-07-31",65.8,66.05,63.95,63.98,6844300,55.57
"2008-08-01",64.07,64.33,62.94,63.56,6094400,55.21
"2008-08-04",63.47,64.23,62.65,63.76,5049800,55.38
"2008-08-05",64.16,65.6,63.67,65.54,5641400,56.93
"2008-08-06",65.39,66.74,64.92,66.55,7149000,57.81
"2008-08-07",65.83,65.95,64.64,64.74,6972200,56.24
"2008-08-08",64.89,66.95,64.5,66.86,5910100,58.08
"2008-08-11",66.69,67.6,66.35,67.22,4739700,58.39
"2008-08-12",66.96,67.24,66.3,66.51,4388800,57.77
"2008-08-13",66.14,66.56,65.21,66.1,4356400,57.69
"2008-08-14",65.71,67,65.31,66.12,4571900,57.71
"2008-08-15",66.35,67.3,66.03,66.8,4445900,58.3
"2008-08-18",67.11,67.11,65.28,65.83,4439600,57.46
"2008-08-19",65.29,65.46,64.61,64.95,3936500,56.69
"2008-08-20",64.98,65.15,63.99,64.75,4520400,56.52
"2008-08-21",64.1,64.68,63.52,64.21,4074700,56.04
"2008-08-22",64.88,66.06,63,65.98,4098100,57.59
"2008-08-25",65.7,65.79,64.48,64.96,4590300,56.7
"2008-08-26",64.65,65.13,64.36,64.89,3123700,56.64
"2008-08-27",64.86,65.3,64.5,65.05,3678000,56.78
"2008-08-28",65.39,66.98,65.01,66.72,3580500,58.24
"2008-08-29",66.34,66.89,65.43,65.59,3986800,57.25
"2008-09-02",66.43,67.95,65.7,66.16,5535000,57.75
"2008-09-03",67.8,67.8,66.3,67.42,5819500,58.85
"2008-09-04",66.72,66.99,64.24,64.88,8575600,56.63
"2008-09-05",64.48,65.07,63.68,64.08,6804400,55.93
"2008-09-08",65.27,66.08,64.3,65.78,7362800,57.41
"2008-09-09",65.56,66,64.11,64.11,7440800,55.96
"2008-09-10",64.45,64.45,62.9,63.32,6220500,55.27
"2008-09-11",62.99,63.93,62.32,63.93,7178300,55.8
"2008-09-12",63.41,64.9,63.35,64.46,5847900,56.26
"2008-09-15",62.83,64.12,62.52,63.12,8135200,55.09
"2008-09-16",62.16,63.79,61.9,63.11,9600500,55.08
"2008-09-17",62.27,62.58,60.59,60.71,9021400,52.99
"2008-09-18",61.33,62.78,59.64,62.49,10685500,54.54
"2008-09-19",64.51,66.99,61.01,64.3,11065200,56.12
"2008-09-22",63.53,64.6,61.28,61.62,7456300,53.78
"2008-09-23",61.7,62.47,59.96,60.15,6570000,52.5
"2008-09-24",59.63,60.72,59.13,59.63,5877000,52.05
"2008-09-25",60.11,60.46,58.87,59.17,8026300,51.65
"2008-09-26",58.12,60.92,57.79,60.86,6114000,53.12
"2008-09-29",59.89,60.2,56.15,56.66,9812000,49.45
"2008-09-30",57.33,60.36,56.97,60.06,9067200,52.42
"2008-10-01",59.48,59.96,58.62,59.12,8265000,51.6
"2008-10-02",58.45,58.89,54.89,54.98,10462400,47.99
"2008-10-03",56.36,57.1,54.79,54.86,9731800,47.88
"2008-10-06",53.88,54.48,50.31,52.65,12764000,45.95
"2008-10-07",52.54,53.99,50.03,50.12,10923800,43.75
"2008-10-08",48.8,51.99,48.66,49.68,13993600,43.36
"2008-10-09",50.74,50.95,46.33,46.33,11778800,40.44
"2008-10-10",45.01,50.63,43.28,47.63,20988600,41.57
"2008-10-13",49.3,54.19,48.94,54.13,13733800,47.25
"2008-10-14",57.63,57.63,51.61,52.53,15726500,45.85
"2008-10-15",51.39,54.29,48.82,49.25,14549700,42.99
"2008-10-16",49.7,53.47,47.63,52.88,16098700,46.16
"2008-10-17",52.73,53.51,50.34,50.71,11420200,44.26
"2008-10-20",51.35,52.29,49.25,52.23,10999700,45.59
"2008-10-21",51.2,52.29,50.41,50.95,7271100,44.47
"2008-10-22",49.83,50.66,47.51,48.6,9802700,42.42
"2008-10-23",48.96,49.96,46.07,48.69,12021000,42.5
"2008-10-24",45.18,48.91,45.04,47.31,9156100,41.29
"2008-10-27",46.68,47.78,45,45.18,8291100,39.43
"2008-10-28",46.25,51.46,45.67,51.29,11088800,44.77
"2008-10-29",51.8,54,50.9,52.08,11542300,45.46
"2008-10-30",53.96,54.84,51.74,53.57,8066900,46.76
"2008-10-31",54,55.62,52.5,54.96,7420000,47.97
"2008-11-03",54.96,55.7,54.09,54.25,4123500,47.35
"2008-11-04",56,57.64,55.39,57.25,8033900,49.97
"2008-11-05",56.46,56.94,53.5,53.67,8107000,46.84
"2008-11-06",53.18,54.2,50.23,50.61,8765200,44.17
"2008-11-07",50.92,51.96,50.15,51.81,6065700,45.22
"2008-11-10",53.02,54.24,51.41,52.19,6871400,45.55
"2008-11-11",51.41,53,50,51.8,6738000,45.21
"2008-11-12",50.8,50.85,48.93,49.01,6928600,43.1
"2008-11-13",49.8,52.45,46.57,52.28,11826400,45.97
"2008-11-14",51.29,53.56,49.74,50.23,7227600,44.17
"2008-11-17",49.61,50.54,48.01,48.15,8027800,42.34
"2008-11-18",47.65,49.5,47.2,49.32,9062100,43.37
"2008-11-19",49.14,49.55,45.86,45.99,9944300,40.44
"2008-11-20",45.3,46.39,42.76,43.22,16485300,38.01
"2008-11-21",43.78,47.03,41.76,46.67,15812600,41.04
"2008-11-24",47.17,49.87,46.13,49.11,9997400,43.19
"2008-11-25",50,50,46.59,47.13,12945300,41.44
"2008-11-26",46.19,47.77,45.7,47.73,8616300,41.97
"2008-11-28",47.56,48.7,47.56,48.53,3975800,42.68
"2008-12-01",47.93,47.93,45.45,45.62,9254100,40.12
"2008-12-02",46.43,46.6,45.05,46.06,9453300,40.5
"2008-12-03",45.82,47.51,45.2,47.32,7981000,41.61
"2008-12-04",46.74,48.2,46.42,47.16,9719300,41.47
"2008-12-05",46.66,49.4,45.82,49.01,9426700,43.1
"2008-12-08",50.11,50.5,48.53,48.65,9985700,42.78
"2008-12-09",48.43,48.78,47.16,47.97,9758700,42.18
"2008-12-10",48.45,48.97,47.21,48.01,7186300,42.22
"2008-12-11",47.18,48.64,46.65,47.08,6737100,41.4
"2008-12-12",45.81,48.95,45.52,48.82,9972800,42.93
"2008-12-15",49.49,50.1,48.87,49.63,7989000,43.64
"2008-12-16",50.65,51.82,49.08,51.67,9017700,45.44
"2008-12-17",50.9,51.47,50.22,50.6,6451100,44.5
"2008-12-18",50.78,51.72,50.53,50.81,7941800,44.68
"2008-12-19",52.2,52.37,50.3,51.37,12120200,45.17
"2008-12-22",50.65,51.91,49.95,51.74,7898500,45.5
"2008-12-23",52,52.36,50.39,50.62,5871100,44.51
"2008-12-24",50.79,51.4,50.45,51.15,1410200,44.98
"2008-12-26",51.22,51.52,50.61,51.13,1982000,44.96
"2008-12-29",50.92,51.33,50.38,51.33,3910800,45.14
"2008-12-30",51.78,53.14,51.43,53.04,4828800,46.64
"2008-12-31",53.15,54.08,53.04,53.6,4630500,47.13
"2009-01-02",53.46,55.24,53.03,54.95,4690300,48.32
"2009-01-05",54.32,54.98,53.8,54.3,5462300,47.75
"2009-01-06",54.6,55.51,54.1,54.88,5159800,48.26
"2009-01-07",53.65,53.91,52.84,53.52,5804300,47.06
"2009-01-08",53.17,53.76,52.77,53.51,5972300,47.05
"2009-01-09",53.85,54,52.55,52.7,4424000,46.34
"2009-01-12",52.67,53.12,52,52.36,4525700,46.04
"2009-01-13",52.08,52.57,50.3,50.8,6984200,44.67
"2009-01-14",49.9,50.5,49.25,50.03,5923400,43.99
"2009-01-15",50.03,50.51,48.18,49.69,6364300,43.7
"2009-01-16",50.55,51.5,49.62,51.1,8183700,44.94
"2009-01-20",50.9,51.25,49.15,49.36,7910400,43.41
"2009-01-21",49.59,49.89,47.19,49.25,11964500,43.31
"2009-01-22",48.66,49.35,47.74,48.95,7861800,43.04
"2009-01-23",47.45,48.15,46.94,47.41,6223700,41.69
"2009-01-26",47.9,49.43,47.49,48.67,6420400,42.8
"2009-01-27",49.26,49.85,48.53,49.24,5056900,43.3
"2009-01-28",49.44,51.07,49.44,50.66,5065200,44.55
"2009-01-29",50,50.19,48.5,48.68,6158700,42.81
"2009-01-30",48.74,49.85,47.35,47.99,6783000,42.2
"2009-02-02",47.26,48.17,46.94,47.54,6267800,41.8
"2009-02-03",48.24,48.64,47.15,48.31,5429100,42.48
"2009-02-04",48.27,48.86,47.35,47.53,5592900,41.8
"2009-02-05",47.23,48.53,46.52,48.05,6629600,42.25
"2009-02-06",48.17,49.57,47.99,49.03,7173800,43.12
"2009-02-09",49.09,49.87,48.6,49.62,6983200,43.63
"2009-02-10",49.25,49.78,46.75,47.06,8098400,41.38
"2009-02-11",47.26,48.03,47,47.62,4513200,41.88
"2009-02-12",46.6,47.01,45.41,46.91,6384200,41.25
"2009-02-13",47.14,47.96,46.78,47.09,4447100,41.41
"2009-02-17",45.97,46.71,45.18,45.68,10873000,40.17
"2009-02-18",45.75,45.9,44.52,44.85,6362300,39.77
"2009-02-19",45.2,45.93,44.61,44.72,5531700,39.66
"2009-02-20",44.03,44.7,43.28,43.99,8530900,39.01
"2009-02-23",44.14,44.48,42.22,42.35,7521300,37.56
"2009-02-24",42.37,43.35,41.76,43,9434400,38.13
"2009-02-25",42.66,42.66,41.06,41.52,10247000,36.82
"2009-02-26",41.75,42.08,41.01,41.1,7871100,36.45
"2009-02-27",40.61,41.35,40.1,40.83,13032500,36.21
"2009-03-02",40.23,40.33,39.08,39.17,13265200,34.74
"2009-03-03",39.48,39.53,38.41,38.55,11499500,34.19
"2009-03-04",39.17,39.84,38.88,39.16,9739800,34.73
"2009-03-05",38.09,38.87,37.61,37.92,10797300,33.63
"2009-03-06",38.24,38.78,37.74,38.54,12189200,34.18
"2009-03-09",38.03,38.75,37.4,37.56,7758900,33.31
"2009-03-10",38.29,40.79,37.93,40.79,12141100,36.17
"2009-03-11",40.85,41.69,40.35,41.06,10084800,36.41
"2009-03-12",40.82,41.99,40,41.8,7692200,37.07
"2009-03-13",41.46,41.92,40.3,40.57,9083200,35.98
"2009-03-16",40.89,42.22,40.8,41.12,8389200,36.47
"2009-03-17",41.2,41.73,40.2,41.71,7257600,36.99
"2009-03-18",41.49,42.48,40.47,41.88,8683600,37.14
"2009-03-19",42.27,42.27,40.89,41.05,7088900,36.4
"2009-03-20",41.61,41.92,40.39,40.53,10383900,35.94
"2009-03-23",41.36,43.55,41.24,43.48,8082700,38.56
"2009-03-24",42.96,43.88,42.83,43.21,6321700,38.32
"2009-03-25",43.49,44.71,42.72,43.69,10556000,38.75
"2009-03-26",43.8,45.59,43.56,45.47,9179200,40.32
"2009-03-27",45.02,45.31,44.28,44.48,5513900,39.45
"2009-03-30",43.6,43.91,42.14,42.6,6530900,37.78
"2009-03-31",42.63,43.86,42.6,42.98,6441200,38.12
"2009-04-01",42.45,44.18,42.06,43.88,7209700,38.91
"2009-04-02",44.93,46.75,44.69,45.94,10199900,40.74
"2009-04-03",46.26,46.32,44.95,45.63,6503500,40.47
"2009-04-06",45.3,46.36,44.63,46.31,5578400,41.07
"2009-04-07",45.58,46.08,44.9,45.16,5858600,40.05
"2009-04-08",45.28,45.38,43.89,44.62,6731500,39.57
"2009-04-09",45.81,47.5,45.74,47.29,7804100,41.94
"2009-04-13",46.84,46.84,45.54,46.39,5080000,41.14
"2009-04-14",46,46.26,45.17,45.55,6048900,40.4
"2009-04-15",45.4,47.2,45.31,46.76,6056300,41.47
"2009-04-16",47.16,47.88,45.97,47.5,5616600,42.12
"2009-04-17",47.74,48.26,47.28,47.32,6684600,41.97
"2009-04-20",46.63,46.77,45.5,45.81,5878900,40.63
"2009-04-21",47.25,48.85,46.99,47.99,10770800,42.56
"2009-04-22",47.63,48.44,46.84,46.89,8228700,41.58
"2009-04-23",46.79,48.15,46.26,48.04,8005600,42.6
"2009-04-24",48.26,49.68,47.84,49.37,7701400,43.78
"2009-04-27",48.87,49.34,48.16,48.46,4782000,42.98
"2009-04-28",47.69,48.56,47.34,47.97,3581800,42.54
"2009-04-29",48.47,49.66,48.15,48.91,5533800,43.38
"2009-04-30",49.48,50.28,48.52,48.84,6544700,43.31
"2009-05-01",49.27,49.79,48.66,49.52,4495300,43.92
"2009-05-04",49.62,51.4,49.62,51.18,6941600,45.39
"2009-05-05",50.9,51.9,50.9,51.83,4930300,45.96
"2009-05-06",52.34,52.85,51.51,52.29,4989200,46.37
"2009-05-07",52.28,52.76,51.2,51.72,6311100,45.87
"2009-05-08",52.42,53.61,51.03,53.55,7328700,47.49
"2009-05-11",52.7,53.13,52.11,52.5,5339800,46.56
"2009-05-12",52.89,53.07,51.74,52.84,6522300,46.86
"2009-05-13",51.44,51.44,49.87,50.61,8069300,45.21
