"","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"2009-01-02",48.49,49.21,47.17,48.59,4229000,43.74
"2009-01-05",48.1,49.22,47.27,48.1,5028400,43.3
"2009-01-06",48.5,50.42,47.23,48.64,6427000,43.78
"2009-01-07",48.16,49.79,47.85,48.31,6671800,43.48
"2009-01-08",48.49,49.28,47.79,48.95,6230500,44.06
"2009-01-09",49.24,49.4,47,47.35,6701600,42.62
"2009-01-12",47.38,48.74,45.17,45.99,10186900,41.4
"2009-01-13",45.56,46.15,44.86,46.02,5965400,41.42
"2009-01-14",44.71,45.1,42.96,43.42,6026800,39.65
"2009-01-15",43.31,43.86,40.28,41.65,8713400,38.04
"2009-01-16",42.99,43.12,36.03,37.54,13488900,34.28
"2009-01-20",34.88,36.36,21.31,22,35098600,20.09
"2009-01-21",24.51,30.36,24.31,30.16,35719800,27.54
"2009-01-22",29.18,32.12,27.52,29.62,15005000,27.05
"2009-01-23",28.61,30.49,28.01,30.27,8635700,27.64
"2009-01-26",31.32,33.1,29.72,30.47,9281800,27.83
"2009-01-27",31.76,32.3,30.14,32.15,7923200,29.36
"2009-01-28",35.87,37.56,35.44,37.34,13641900,34.1
"2009-01-29",36.08,37,34,34.22,8896300,31.25
"2009-01-30",34.59,36.02,31.97,32.52,8853600,29.7
"2009-02-02",31.9,32.37,30.63,32.18,8636300,29.39
"2009-02-03",33.07,33.4,26.5,29.85,27162000,27.26
"2009-02-04",30.2,31.39,28.25,28.83,13863500,26.33
"2009-02-05",27.98,30.85,26.38,29.83,12999200,27.24
"2009-02-06",30.57,33.19,29.81,32.57,10636000,29.74
"2009-02-09",32.78,33.52,31.87,33.51,8174900,30.6
"2009-02-10",33.15,34,29.59,29.83,12920400,27.24
"2009-02-11",30.6,33.1,30.08,32.94,8655000,30.08
"2009-02-12",31.62,31.95,28.88,31.07,10710000,28.37
"2009-02-13",30.16,31.18,28.07,28.2,11623100,25.75
"2009-02-17",26.58,26.96,25.45,26.47,13140400,24.17
"2009-02-18",27,27,24.47,25.6,11216100,23.38
"2009-02-19",26.4,26.57,23.84,24.1,12333000,22.01
"2009-02-20",22.41,24,21.04,23.23,17344700,21.21
"2009-02-23",24.24,25.96,23.86,24.61,13451400,22.47
"2009-02-24",24.85,28.54,23.54,28.5,18758300,26.03
"2009-02-25",27.71,30.76,26.1,29.3,15344700,26.76
"2009-02-26",30.26,32.22,29.33,29.74,12372600,27.16
"2009-02-27",28.34,29.49,26.61,27.34,10310900,24.97
"2009-03-02",26.92,27.8,25.21,26.12,11794200,23.85
"2009-03-03",26.66,26.68,24.41,24.82,10813200,22.67
"2009-03-04",25.53,25.83,22.02,23.26,17439800,21.24
"2009-03-05",22.47,23,19.8,20,17407200,18.26
"2009-03-06",20,21.05,16.2,18.51,24905400,16.9
"2009-03-09",17.92,20.75,17.56,19.72,18749600,18.01
"2009-03-10",21.66,25.18,21.3,24.71,20949700,22.57
"2009-03-11",25.13,28.35,24.26,24.8,26137600,22.65
"2009-03-12",24.65,28.78,23.75,28.55,16805400,26.07
"2009-03-13",28.26,28.46,25.79,28.15,14832600,25.71
"2009-03-16",28.54,29.75,27.07,27.32,13519800,24.95
"2009-03-17",27.25,28.51,26.07,28.51,14354600,26.04
"2009-03-18",27.7,31.5,27.58,31.47,16768700,28.74
"2009-03-19",32.25,32.25,28.43,28.67,12477800,26.18
"2009-03-20",29.21,29.21,26.57,26.92,12180300,24.58
"2009-03-23",29.1,32.84,28.1,32.73,15043600,29.89
"2009-03-24",31.66,34.69,31.37,32.32,16380400,29.51
"2009-03-25",32.83,34.09,29.71,32.39,12623200,29.58
"2009-03-26",32.84,33.16,31,31.45,11362700,28.72
"2009-03-27",31.12,32.47,30.2,30.32,10955400,27.69
"2009-03-30",28.77,29.2,26.5,26.72,11034400,24.4
"2009-03-31",27.66,29.7,26.95,29.29,11904600,26.75
"2009-04-01",28.64,30.59,27.5,30.5,9044100,27.85
"2009-04-02",32.01,33,30.82,32.24,12643700,29.44
"2009-04-03",31.47,35.8,31.36,35.8,11689900,32.69
"2009-04-06",34.11,34.25,32.54,33.81,10142600,30.88
"2009-04-07",32.59,32.95,31.49,31.77,8956600,29.01
"2009-04-08",32.05,32.23,30.33,31.98,7126700,29.3
"2009-04-09",34.86,38.97,34.13,38.48,16855900,35.25
"2009-04-13",37.62,40.9,37.13,40.3,11244200,36.92
"2009-04-14",39.13,40.58,36.3,36.69,12027100,33.61
"2009-04-15",36.62,39.39,36,39.13,10707400,35.85
"2009-04-16",39.89,39.89,37.52,39.06,11687600,35.78
"2009-04-17",38.87,42.98,37.25,41.6,15198300,38.11
"2009-04-20",39.7,40.19,36.88,36.88,12753100,33.79
"2009-04-21",34.96,40.5,34.21,40.4,16370100,37.01
"2009-04-22",39.27,42.7,37.88,38.06,15480100,34.87
"2009-04-23",40.56,41.49,37.81,40.93,20396700,37.5
"2009-04-24",40.84,44.25,39.14,43.22,20375100,39.59
"2009-04-27",41.86,42.81,40.66,41.23,7968100,37.77
"2009-04-28",39.9,41.42,39.67,40.45,7053100,37.06
"2009-04-29",40.7,41.62,39.53,40.24,9697600,36.86
"2009-04-30",40.93,41.21,39.43,39.7,9057400,36.37
"2009-05-01",39.52,39.83,37.09,37.82,8997200,34.65
"2009-05-04",38.45,43.44,38,43.25,12255300,39.62
"2009-05-05",42,43.01,41.41,42.4,6090700,38.84
"2009-05-06",43.5,48.08,43.02,47.46,13395600,43.48
"2009-05-07",48.61,51.46,43.16,44.47,18367400,40.74
"2009-05-08",46.19,53.22,45.3,53.08,21646800,48.63
"2009-05-11",51.7,52,46.68,46.68,13681600,42.76
"2009-05-12",47.39,47.43,43.14,44.79,13036700,41.03
"2009-05-13",44.13,45.07,41.99,42.2,9129000,38.66
"2009-05-14",40.89,44.69,40.36,43.12,18105500,39.5
"2009-05-15",43.31,44.14,41.55,41.79,8064400,38.28
"2009-05-18",42.89,45.78,42.59,44.58,8243200,40.84
"2009-05-19",44.77,45.49,43.26,43.26,6223600,39.63
"2009-05-20",44.59,44.9,41.65,42.06,6983000,38.53
"2009-05-21",41.42,41.8,40,41.18,7663400,37.72
"2009-05-22",41.67,41.9,40.47,41.18,3938300,37.72
"2009-05-26",40.86,43.5,40.52,43.25,7200500,39.62
"2009-05-27",44.08,44.5,40.96,41.11,8082000,37.66
"2009-05-28",41.77,43.66,41.25,43.66,6977900,40
"2009-05-29",43.85,45.55,42.77,45.55,7158300,41.73
"2009-06-01",46.29,46.4,43.81,44.34,8329700,40.62
"2009-06-02",44.28,44.86,41.26,41.87,10658900,38.36
"2009-06-03",41.71,42.33,39.95,40.33,8004000,36.95
"2009-06-04",40.89,43.82,40.78,43.7,7635000,40.03
"2009-06-05",43.94,43.94,41.44,42.02,6803200,38.49
"2009-06-08",41.58,44.17,41.44,43.38,7263700,39.74
"2009-06-09",43.73,44.37,42.86,44.18,5698800,40.47
"2009-06-10",44.74,44.74,41.05,41.8,7991800,38.29
"2009-06-11",42.15,43.31,41.88,42.43,6157500,38.87
"2009-06-12",42.17,42.67,41,41.34,6179000,37.87
"2009-06-15",41,41.95,40.3,40.56,6112700,37.16
"2009-06-16",40.88,41.25,39.38,39.39,8079000,36.08
"2009-06-17",39.4,39.47,37.3,37.99,8529900,34.8
"2009-06-18",38.18,39.65,38.18,39.53,5358400,36.21
"2009-06-19",39.94,40.87,39.38,40.18,13171200,36.81
"2009-06-22",39.59,40.41,38.5,38.5,7336800,35.27
"2009-06-23",38.98,39.89,38.28,39.19,4762800,35.9
"2009-06-24",39.36,40.38,39.22,40.05,5112600,36.69
"2009-06-25",39.75,40.3,39.01,40.22,5364100,36.85
"2009-06-26",40.19,40.65,39.4,39.4,6538400,36.09
"2009-06-29",39.66,40.17,38.67,39.58,4861700,36.26
"2009-06-30",39.64,40.09,38.47,38.81,4800100,35.55
"2009-07-01",39.03,39.47,38.21,38.31,4678400,35.1
"2009-07-02",37.94,38.18,36.63,36.89,5421500,33.79
"2009-07-06",36.52,38.11,36.52,37.6,5847300,34.44
"2009-07-07",37.45,38.77,37.17,37.5,5138100,34.35
"2009-07-08",37.6,37.78,35.17,36.35,7382500,33.3
"2009-07-09",36.77,37.1,36.29,36.58,4405100,33.6
"2009-07-10",36.01,36.49,35.37,35.74,4052000,32.83
"2009-07-13",36.49,37.98,35.93,37.94,6398400,34.85
"2009-07-14",37.8,38.02,36.43,36.7,6471500,33.71
"2009-07-15",37.54,39.69,37.37,38.88,8053500,35.72
"2009-07-16",38.49,39.3,37.78,38.74,5405700,35.59
"2009-07-17",38.71,39.5,37.05,37.68,7245300,34.61
"2009-07-20",37.86,38.38,37.19,38.17,4362500,35.06
"2009-07-21",38.35,38.35,36.06,37.72,6125600,34.65
"2009-07-22",37.04,37.5,35.9,37.41,12489400,34.37
"2009-07-23",36.17,37.25,34.51,35.79,18200000,32.88
"2009-07-24",35.43,35.43,33.9,34.17,9081300,31.39
"2009-07-27",34.05,34.99,33.06,34.94,9116900,32.1
"2009-07-28",34.62,36.64,34.5,36.5,8508500,33.53
"2009-07-29",36.23,36.25,34.73,35.24,6295600,32.37
"2009-07-30",35.76,36.5,35.36,35.55,5661300,32.66
"2009-07-31",35.45,36.66,34.96,36.66,6057900,33.68
"2009-08-03",37.23,38.2,36.95,37.96,6622400,34.87
"2009-08-04",37.74,38.8,37.09,38.57,6239700,35.43
"2009-08-05",38.72,41.84,38.22,41.22,11339800,37.87
"2009-08-06",41.8,42.17,40.39,41.22,7497500,37.87
"2009-08-07",41.81,44.76,41.42,44.23,9604400,40.63
"2009-08-10",43.64,44.14,42.29,42.86,4347400,39.37
"2009-08-11",42.56,42.58,40.38,40.79,6088900,37.47
"2009-08-12",40.74,41.84,40.2,41.16,6779700,37.81
"2009-08-13",41.88,42.69,41.25,42.54,5748300,39.08
"2009-08-14",42.19,42.49,41.18,41.85,3851300,38.44
"2009-08-17",40.75,40.89,39.66,39.9,4517800,36.65
"2009-08-18",40.28,40.87,40,40.31,3596400,37.03
"2009-08-19",39.71,40.11,39.39,39.94,4117900,36.69
"2009-08-20",40.02,41.84,40.02,41.71,4687500,38.32
"2009-08-21",42.01,43,41.38,42.86,5193500,39.37
"2009-08-24",42.42,43.1,40.78,41.11,7874000,37.76
"2009-08-25",41.27,42.36,41.26,42.02,7238600,38.6
"2009-08-26",41.85,42.5,41.34,42.03,3758300,38.61
"2009-08-27",41.8,42.5,41.14,42.23,3219400,38.79
"2009-08-28",42.5,43.39,42.3,42.86,4833100,39.37
"2009-08-31",42.1,42.85,41.74,42.59,3547000,39.12
"2009-09-01",42.29,43.05,40.2,40.42,5995500,37.13
"2009-09-02",40.24,41.11,39.47,39.47,5172600,36.26
"2009-09-03",40,40.61,39.44,39.98,4192200,36.73
"2009-09-04",39.89,40.73,39.69,40.46,3120600,37.17
"2009-09-08",41.02,41.28,40.04,40.21,4313300,36.94
"2009-09-09",40.16,41.46,40.12,41.25,4097400,37.89
"2009-09-10",41.08,41.41,40.68,41.28,4149500,37.92
"2009-09-11",41.44,42.95,41.18,42.23,5342700,38.79
"2009-09-14",41.68,42.75,41.43,42.7,3636900,39.22
"2009-09-15",43.06,45.86,43,45.19,10133700,41.51
"2009-09-16",45.29,47.22,44.98,46.92,7322200,43.1
"2009-09-17",46.7,46.92,44.63,45.65,5832100,41.93
"2009-09-18",45.93,46.09,45.02,45.98,5168600,42.24
"2009-09-21",45.48,46.55,45,46.34,4888100,42.57
"2009-09-22",47.02,47.62,46.69,46.86,5111900,43.05
"2009-09-23",46.29,47.44,45.95,45.98,3638000,42.24
"2009-09-24",46.1,46.88,44.4,44.87,4989200,41.22
"2009-09-25",44.76,45.87,44.29,45.29,4297200,41.6
"2009-09-28",45.74,46.63,45.46,46.55,3648500,42.76
"2009-09-29",47.09,48.55,46.66,47.99,6969400,44.08
"2009-09-30",48.17,48.78,47.1,48.59,7473500,44.64
"2009-10-01",48.43,48.57,46.29,46.33,6968100,42.56
"2009-10-02",45.04,45.96,44.02,44.34,8731800,40.73
"2009-10-05",44.9,46.68,44.45,46.24,5136500,42.48
"2009-10-06",46.58,47.04,45.44,45.73,5751300,42.01
"2009-10-07",45.6,46.38,45.15,45.73,5666500,42.01
"2009-10-08",45.02,45.71,43.37,44.29,11995400,40.77
"2009-10-09",44.13,45,44.11,44.7,3928800,41.15
"2009-10-12",45.28,45.36,44.4,44.62,3172400,41.08
"2009-10-13",44.45,44.94,43.52,44.53,5975700,41
"2009-10-14",45.49,46.87,44.79,46.77,7409200,43.06
"2009-10-15",46.6,46.6,45.61,45.8,5445700,42.16
"2009-10-16",44.85,45.19,44.44,44.71,4841300,41.16
"2009-10-19",44.71,45.2,44.13,44.65,3591000,41.11
"2009-10-20",44.6,45.03,44.16,44.87,3063100,41.31
"2009-10-21",44.82,46.46,44.55,44.96,6710500,41.39
"2009-10-22",47.82,52.26,47.56,50.65,22882400,46.63
"2009-10-23",51.21,53.36,50.55,52.41,11013800,48.25
"2009-10-26",52.76,52.99,50.43,50.71,7704400,46.69
"2009-10-27",50.77,51.53,50.14,50.71,7512300,46.69
"2009-10-28",50.5,50.92,49.37,49.6,5868200,45.66
"2009-10-29",50.19,52.46,49.8,52.29,5462000,48.14
"2009-10-30",51.82,52.04,48.83,48.94,7143800,45.06
"2009-11-02",49.96,52.09,49.17,50.91,6678000,46.87
"2009-11-03",50.43,52.19,50.17,51.97,6533400,47.85
"2009-11-04",52.44,52.77,50.66,50.77,5096700,46.74
"2009-11-05",51.22,52.67,50.77,52.62,3459800,48.44
"2009-11-06",51.68,53.86,51.48,53.47,5051200,49.23
"2009-11-09",54.18,54.35,53.15,54.19,4075100,49.89
"2009-11-10",53.81,54.32,52.87,53.85,2853400,49.58
"2009-11-11",54.28,55.4,54.2,54.7,2990800,50.36
"2009-11-12",54.6,55.27,54.14,54.34,3082700,50.03
"2009-11-13",54.57,54.82,53.63,53.82,3519000,49.55
"2009-11-16",54.27,56.03,54.27,55.14,3647000,50.76
"2009-11-17",54.95,55.61,54.51,55.29,2640200,50.9
"2009-11-18",55.26,56.74,54.84,55.96,2946200,51.52
"2009-11-19",55.52,55.96,54.93,55.24,3773700,50.86
"2009-11-20",54.78,55.03,54.37,54.84,3304100,50.49
"2009-11-23",55.6,56.73,55.49,56.6,2829700,52.11
"2009-11-24",56.6,56.9,55.71,56.78,3108400,52.27
"2009-11-25",57.01,57.86,56.6,56.87,3023700,52.36
"2009-11-27",55.27,56.74,54.71,55.38,2312000,50.98
"2009-11-30",55.21,57.1,55.21,57.01,4919700,52.49
"2009-12-01",57.37,57.37,55.32,56.24,6134600,51.78
"2009-12-02",56.48,57.04,56.1,56.49,2809500,52.01
"2009-12-03",56.81,56.81,52.62,52.89,10102700,48.69
"2009-12-04",53.74,53.75,52.09,53.47,7126700,49.23
"2009-12-07",53.55,53.89,51.61,52.03,4201400,47.9
"2009-12-08",51.71,54.18,51.53,53.5,5819000,49.25
"2009-12-09",53.63,54.47,53.29,54.35,3265800,50.04
"2009-12-10",54.48,54.5,52.79,53.15,4082700,48.93
"2009-12-11",53.09,53.53,52.21,52.75,3875900,48.56
"2009-12-14",53.07,53.49,52.22,53.36,2609500,49.12
"2009-12-15",52.56,52.88,50.57,51.82,6686100,47.71
"2009-12-16",51.92,53.06,51.66,52,3830100,47.87
"2009-12-17",52.11,54.09,51.81,52.78,4957100,48.59
"2009-12-18",53.36,54.4,52.67,54.14,4658100,49.84
"2009-12-21",54.46,55.47,53.87,54.4,3714200,50.08
"2009-12-22",54.3,54.56,53.83,54.17,2827600,49.87
"2009-12-23",54.39,54.39,53,53.55,2364300,49.3
"2009-12-24",53.76,54.36,53.55,54.36,1355500,50.05
"2009-12-28",54.31,54.33,53.36,53.69,1113000,49.43
"2009-12-29",53.64,54.21,53.16,53.22,1317400,49
"2009-12-30",53.04,53.35,52.88,53.25,1384400,49.02
"2009-12-31",52.96,53.22,52.71,52.79,1567200,48.6
"2010-01-04",53.74,54.1,53.2,53.51,4890300,49.26
"2010-01-05",53.27,54.07,53.03,54.05,6379300,49.76
"2010-01-06",54.03,54.85,53.67,54.05,3013600,49.76
"2010-01-07",53.85,57.21,53.75,56.98,5700800,52.46
"2010-01-08",56.81,57.52,56.1,57.13,3770800,52.6
"2010-01-11",57.18,58,56.93,57.29,2840700,52.74
"2010-01-12",56.84,57.76,55.92,56.7,2778300,52.2
"2010-01-13",56.58,57.49,56.29,57.04,2945800,52.61
"2010-01-14",56.93,57.98,56.44,57.84,3064100,53.34
"2010-01-15",57.51,58,56.43,56.68,3955300,52.27
"2010-01-19",56.54,58.2,55.72,57.83,3770800,53.33
"2010-01-20",57.71,58.94,57.3,58.79,6107900,54.22
"2010-01-21",57.64,58.05,55.01,55.7,9860900,51.37
"2010-01-22",56.18,56.64,53.31,53.62,7256500,49.45
"2010-01-25",54.37,54.91,53.07,54.01,3369800,49.81
"2010-01-26",53.87,54.81,52.6,52.66,4635100,48.57
"2010-01-27",52.48,54.66,52.44,54.36,4513800,50.13
"2010-01-28",54.87,55,53.2,54.14,4652600,49.93
"2010-01-29",55.37,56.89,55.2,55.43,8374700,51.12
"2010-02-01",55.82,56.22,55.01,55.86,5043100,51.52
"2010-02-02",55.89,56.25,53.8,54.65,9538100,50.4
"2010-02-03",54.17,54.6,53.67,53.71,74680900,49.53
"2010-02-04",53.57,53.65,51,51.03,20035300,47.06
"2010-02-05",51.72,51.89,50.46,51.79,12992600,47.76
"2010-02-08",51.66,52.2,50.61,50.75,6601800,46.8
"2010-02-09",51.49,52.08,50.46,51.06,9227900,47.09
"2010-02-10",51.18,52.03,50.91,51.28,5768000,47.29
"2010-02-11",51.31,51.7,50.74,51.4,4962000,47.4
"2010-02-12",51.41,51.61,50.6,51.52,7488900,47.51
"2010-02-16",51.74,52.5,51.27,52.44,6835200,48.36
"2010-02-17",52.8,52.8,51.4,51.85,6298200,47.82
"2010-02-18",51.47,52.22,51.44,51.87,3664900,47.84
"2010-02-19",51.65,52.14,51.31,51.7,5378500,47.68
"2010-02-22",52.38,53.61,52.37,53.17,6449300,49.04
"2010-02-23",53.07,53.39,52.09,52.56,6263700,48.47
"2010-02-24",52.82,53.82,52.29,53.78,5567400,49.6
"2010-02-25",53.49,53.65,52.6,53.64,4679600,49.47
"2010-02-26",53.6,54.06,53.13,53.76,7781200,49.58
"2010-03-01",53.89,54,53.28,53.81,3469300,49.63
"2010-03-02",53.53,54.23,53.11,53.51,6209200,49.35
"2010-03-03",53.59,54.34,53.41,53.75,4097500,49.57
"2010-03-04",53.94,54.3,53.69,54.2,4973800,49.99
"2010-03-05",54.65,55.68,54.32,55.57,5536200,51.25
"2010-03-08",56.27,56.29,55.5,55.53,3620200,51.21
"2010-03-09",55.44,56.5,55.05,56.19,5344600,51.82
"2010-03-10",56.49,57.6,56.12,57.4,6290900,52.94
"2010-03-11",57.26,58.45,56.93,58.44,5273800,53.9
"2010-03-12",58.77,58.92,57.67,57.86,3832100,53.36
"2010-03-15",57.42,57.58,56.35,57.3,4619100,52.85
"2010-03-16",57.43,58.62,57.33,58.62,4174600,54.06
"2010-03-17",58.85,60.1,58.59,59.96,6055100,55.3
"2010-03-18",59.91,59.98,58.43,59.2,4277000,54.6
"2010-03-19",59.48,60.14,58.84,59.61,4548000,54.98
"2010-03-22",58.96,60.09,58.84,59.85,3035600,55.2
"2010-03-23",59.81,59.98,58.8,59.81,2574600,55.16
"2010-03-24",59.62,60.56,59.36,59.87,3476900,55.22
"2010-03-25",60.21,61.8,59.84,59.93,5465700,55.27
"2010-03-26",59.98,60.96,59.18,59.57,3660000,54.94
"2010-03-29",60,60.16,58.96,59.47,2715900,54.85
"2010-03-30",59.47,59.58,58.12,58.69,4012300,54.13
"2010-03-31",58.43,60,58.28,59.7,3886900,55.06
"2010-04-01",60.17,60.73,59.89,60.24,3070600,55.56
"2010-04-05",60.5,61.7,60.34,61.66,3057700,56.87
"2010-04-06",61.38,62.65,61.37,62.58,3588900,57.71
"2010-04-07",62.69,63.35,62.12,62.5,4354800,57.64
"2010-04-08",62.36,64.77,62.19,64.1,6012100,59.12
"2010-04-09",64.36,64.8,63.49,64.8,4953900,59.86
"2010-04-12",64.83,65.75,64.83,65.27,4676600,60.29
"2010-04-13",64.78,65,63.36,63.62,5822200,58.77
"2010-04-14",63.86,65.67,63.86,65.16,4288500,60.19
"2010-04-15",64.97,65.35,64.01,64.16,3869100,59.26
"2010-04-16",64.02,64.02,60.79,63.02,9749100,58.21
"2010-04-19",62.59,63.88,62.17,63.5,5084600,58.65
"2010-04-20",64.07,64.94,63.24,64.92,3336600,59.97
"2010-04-21",64.88,66.49,64.12,65.3,6041400,60.32
"2010-04-22",66.85,69.24,66.39,68.82,10169800,63.57
"2010-04-23",69.49,70.45,68.87,69.64,6376800,64.33
"2010-04-26",69.89,69.89,66.7,66.77,4366300,61.68
"2010-04-27",66.68,68.45,66.02,66.09,5800900,61.05
"2010-04-28",66.1,66.98,64.71,65.47,7214900,60.47
"2010-04-29",66.23,67.31,65.79,66.06,7641300,61.02
"2010-04-30",65.9,67.7,65.89,67.21,9616700,62.08
"2010-05-03",67.45,68.62,67.05,68.57,4947600,63.34
"2010-05-04",67.68,67.77,65.97,66.46,5319000,61.39
"2010-05-05",65.78,68.88,65.42,67.59,7599000,62.43
"2010-05-06",67.16,68.01,60.86,64.41,9571500,59.5
"2010-05-07",64.5,65.66,63.31,64.14,6822800,59.25
"2010-05-10",67.45,68.45,66.39,67.84,5981400,62.66
"2010-05-11",66.74,69.68,66.53,68.61,4931200,63.37
"2010-05-12",68.97,69.19,68.07,68.52,3676400,63.29
"2010-05-13",68.16,68.79,66.98,66.99,3898300,61.88
"2010-05-14",66.39,66.72,64.7,65.61,5403200,60.6
"2010-05-17",65.72,66.49,64.25,65.85,4444900,60.83
"2010-05-18",66.44,66.44,63.17,63.68,7212100,58.82
"2010-05-19",63.1,64.15,61.28,62.78,6555200,57.99
"2010-05-20",61.26,62.14,60.38,60.55,6822600,55.93
"2010-05-21",59.52,62.87,59.28,62.76,7506900,57.97
"2010-05-24",62.24,62.5,60.42,60.56,6539200,55.94
"2010-05-25",59.01,61.9,58.77,61.8,6460200,57.08
"2010-05-26",61.99,62.74,61.02,61.63,7511900,56.93
"2010-05-27",62.52,64.56,62.13,64.47,4436300,59.55
"2010-05-28",64.23,64.29,62.32,62.75,3666500,57.96
"2010-06-01",62.21,63.75,61.12,61.16,3816300,56.49
"2010-06-02",61.85,63.7,61.46,63.69,4386400,58.83
"2010-06-03",63.97,63.99,61.75,62.04,5001500,57.31
"2010-06-04",60.85,61.31,58.5,58.68,7212200,54.2
"2010-06-07",59.08,60.22,58.23,58.31,5197800,53.86
"2010-06-08",58.45,59.35,57.59,59.24,4785000,54.72
"2010-06-09",59.33,59.45,57.75,58.01,4650200,53.58
"2010-06-10",58.84,60.73,58.84,60.58,3891900,55.96
"2010-06-11",59.67,61.33,59.63,61.25,3648300,56.58
"2010-06-14",61.67,61.69,60.12,60.2,3723000,55.61
"2010-06-15",60.84,62.01,60.2,61.96,4289200,57.23
"2010-06-16",61.51,62.83,61.46,62.35,3366300,57.59
"2010-06-17",62.38,62.49,61.31,62.19,2891900,57.44
"2010-06-18",62.45,62.95,61.93,62.78,4931000,57.99
"2010-06-21",63.69,63.81,61.53,61.87,3327300,57.15
"2010-06-22",62.01,62.11,60.52,60.63,3664800,56
"2010-06-23",60.63,61.43,60.28,60.71,3348300,56.08
"2010-06-24",60.11,60.41,58.89,59.07,3909400,54.56
"2010-06-25",59.88,61.22,59.49,61.03,4655600,56.37
"2010-06-28",61.23,61.3,59.74,59.83,3066500,55.26
"2010-06-29",58.97,59.59,57.26,57.58,5042000,53.19
"2010-06-30",57.4,58.22,56.3,56.5,3691300,52.19
"2010-07-01",56.5,57.39,54.53,56.32,5283900,52.02
"2010-07-02",56.7,56.96,55.28,55.67,3034100,51.42
"2010-07-06",56.69,57.37,55.99,56.74,4127900,52.41
"2010-07-07",57.31,61.23,57.03,61.15,8428900,56.48
"2010-07-08",61.35,61.6,60.06,61.14,4902900,56.47
"2010-07-09",61.04,62.05,60.76,61.89,3836500,57.17
"2010-07-12",61.64,61.92,60.64,61.49,2238800,56.89
"2010-07-13",62.38,62.99,61.99,62.74,3465000,58.05
"2010-07-14",62.22,62.22,60.3,61.29,5863100,56.71
"2010-07-15",61.36,61.53,59.24,60.88,3487300,56.33
"2010-07-16",59.97,60.42,57.89,58.23,5482800,53.87
"2010-07-19",58.43,58.55,56.71,57.97,4397700,53.63
"2010-07-20",57.16,59.03,56.71,58.94,5042000,54.53
"2010-07-21",60,60.08,58.06,58.54,5534700,54.16
"2010-07-22",59.84,61.1,59.5,59.78,6205100,55.31
"2010-07-23",59.46,61.5,59.02,61.02,3771400,56.46
"2010-07-26",61.17,62.27,60.5,61.85,2995400,57.22
"2010-07-27",62,62.74,61.27,61.3,3473100,56.71
"2010-07-28",60.91,61.45,58.93,59.63,5685300,55.17
"2010-07-29",60.72,60.94,58.91,59.6,3289200,55.14
"2010-07-30",58.98,59.84,58.67,59.39,2326600,54.95
"2010-08-02",60.21,61,59.47,60.96,3153000,56.4
"2010-08-03",60.69,60.82,59.95,60.35,2688600,55.84
"2010-08-04",60.45,60.5,59.77,60.33,3008500,55.82
"2010-08-05",59.85,60.36,59.5,60.17,2984600,55.67
"2010-08-06",59.19,59.48,57.68,58.83,3957700,54.43
"2010-08-09",59.18,59.21,57.64,58.02,4955000,53.68
"2010-08-10",57.28,59.2,57.28,58.71,4110600,54.32
"2010-08-11",57.61,58.15,56.64,56.75,5081600,52.5
"2010-08-12",55.74,56.93,55.74,56.09,4220000,51.89
"2010-08-13",56.15,56.45,55.02,55.09,4700500,50.97
"2010-08-16",54.81,55.78,54.71,55.64,2822900,51.48
"2010-08-17",56.24,56.36,55.28,55.42,5436900,51.27
"2010-08-18",55.54,56.36,55.02,56.26,4148700,52.05
"2010-08-19",55.93,56.33,54.26,54.29,4463000,50.23
"2010-08-20",54.27,54.35,52.48,52.73,7096800,48.79
"2010-08-23",53.3,53.5,52.13,52.15,4843800,48.25
"2010-08-24",51.48,51.73,50.49,50.56,7631000,46.78
"2010-08-25",50.24,50.74,49.43,50.54,6213900,46.76
"2010-08-26",50.65,51.88,50.49,50.53,8426600,46.75
"2010-08-27",50.82,52.06,50.2,51.97,4797400,48.08
"2010-08-30",51.56,51.67,50.31,50.36,2738100,46.59
"2010-08-31",50.39,51.48,50.1,50.99,3758400,47.18
"2010-09-01",51.88,53.44,51.41,53.19,6432000,49.21
"2010-09-02",53.09,54.16,53,54.11,3942000,50.06
"2010-09-03",54.68,55.17,54.16,54.93,3447400,50.82
"2010-09-07",54.43,54.43,52.85,52.98,3543900,49.02
"2010-09-08",52.93,54.3,52.68,53.94,2807700,49.9
"2010-09-09",54.77,55.27,54,54.7,3554200,50.61
"2010-09-10",54.73,55.34,54.4,54.76,2487400,50.66
"2010-09-13",55.74,57.38,55.74,56.34,4368500,52.13
"2010-09-14",56.06,56.15,54.82,55.28,3986700,51.14
"2010-09-15",54.86,54.97,53.66,54.83,4044000,50.73
"2010-09-16",54.76,54.92,53.84,54.47,2378100,50.4
"2010-09-17",54.76,55.11,53.79,54.35,3378600,50.28
"2010-09-20",54.56,54.62,53.83,53.98,5667300,49.94
"2010-09-21",54.29,54.63,52.54,52.55,8350700,48.62
"2010-09-22",52.33,52.58,50.79,51.27,11254300,47.43
"2010-09-23",50.85,52.5,50.75,51.43,8654800,47.58
"2010-09-24",52.24,53.12,51.5,53.08,6342900,49.11
"2010-09-27",52.94,52.95,51.41,51.47,4718200,47.62
"2010-09-28",51.49,52.69,51.37,52.5,5146000,48.57
