"","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"2013-11-26",76.47,76.85,76.17,76.61,2615100,76.18
"2013-11-27",76.55,77.49,76.39,77.41,1834100,76.98
"2013-11-29",77.65,77.85,76.92,76.95,1015800,76.52
"2013-12-02",76.85,77.9,76.85,77.5,2303400,77.07
"2013-12-03",77.22,77.35,75.41,75.62,3207500,75.2
"2013-12-04",75.59,76.44,75.18,75.72,2309200,75.3
"2013-12-05",75.36,75.52,74.8,75.02,2031100,74.6
"2013-12-06",75.96,76.33,75.44,76.17,1717300,75.74
"2013-12-09",76.77,76.79,76.07,76.28,1402500,75.85
"2013-12-10",75.91,76.89,75.81,76.56,2867400,76.13
"2013-12-11",76.46,76.56,75.23,75.48,2430000,75.06
"2013-12-12",75.49,76.11,75.26,75.82,1884300,75.4
"2013-12-13",75.77,76.27,75.14,75.38,1690100,74.96
"2013-12-16",75.1,75.67,75.09,75.48,2370500,75.06
"2013-12-17",75.47,75.5,74.41,74.65,2492000,74.23
"2013-12-18",74.76,75.65,73.92,75.64,3258300,75.22
"2013-12-19",75.38,76.31,74.91,76,2535900,75.58
"2013-12-20",76.28,76.74,76.21,76.37,2630100,75.94
"2013-12-23",76.73,77.39,76.38,77.02,1553700,76.59
"2013-12-24",77.09,77.32,76.86,77.13,415400,76.7
"2013-12-26",77.32,77.47,77.13,77.26,663400,76.83
"2013-12-27",77.51,78.36,77.19,78.2,2022000,77.76
"2013-12-30",78.2,78.29,77.36,77.51,1251200,77.08
"2013-12-31",77.54,77.78,77.35,77.58,1292300,77.15
"2014-01-02",76.06,77.22,76.06,76.6,1742100,76.17
"2014-01-03",76.81,77.23,76.67,76.96,1362200,76.53
"2014-01-06",77.29,77.94,76.85,76.86,2966300,76.43
"2014-01-07",76.69,77.75,76.69,77.43,1997700,77
"2014-01-08",77.5,78.83,77.5,78.72,2929400,78.28
"2014-01-09",78.95,79.29,78.65,79.19,3017800,78.75
"2014-01-10",79.08,79.14,78.21,78.77,1975900,78.33
"2014-01-13",78.03,78.35,77.17,77.37,1543100,77.37
"2014-01-14",77.62,78.19,77.08,78,1673600,78
"2014-01-15",78.14,79.12,78.14,78.84,2355800,78.84
"2014-01-16",80.69,81.28,78.84,80.93,4537600,80.93
"2014-01-17",82.15,84.41,81.76,82.26,4840100,82.26
"2014-01-21",82.75,84.28,82.62,84.11,4349600,84.11
"2014-01-22",84.22,84.43,83.45,84.21,2679700,84.21
"2014-01-23",83.66,83.78,82.23,82.66,2985900,82.66
"2014-01-24",82.13,82.29,81.03,81.03,2325000,81.03
"2014-01-27",81.15,81.66,80.22,80.8,3382800,80.8
"2014-01-28",81.39,81.54,80.74,81.24,2296300,81.24
"2014-01-29",80.6,81.3,79.85,79.87,3148000,79.87
"2014-01-30",80.9,81.72,80.43,81.62,2028900,81.62
"2014-01-31",80.33,80.8,79.78,79.88,2234900,79.88
"2014-02-03",79.88,80.38,78.32,78.43,3092900,78.43
"2014-02-04",78.87,79.45,78.16,78.88,2493600,78.88
"2014-02-05",78.87,79.13,78.03,78.81,2453100,78.81
"2014-02-06",78.91,79.87,78.58,79.83,2213500,79.83
"2014-02-07",80.02,80.8,79.57,79.89,1981000,79.89
"2014-02-10",80.09,80.37,79.24,79.84,1702100,79.84
"2014-02-11",79.82,81.27,79.65,81,2198000,81
"2014-02-12",81.14,81.77,80.62,81.02,1395700,81.02
"2014-02-13",80.45,81.24,80.11,81.14,1589700,81.14
"2014-02-14",81.01,81.8,80.95,81.62,1833400,81.62
"2014-02-18",83.53,83.53,81.41,81.55,1551800,81.55
"2014-02-19",81.16,81.46,79.47,79.67,2625900,79.67
"2014-02-20",79.97,80.3,79.06,79.98,2147700,79.98
"2014-02-21",80,80.77,79.81,80.23,1858900,80.23
"2014-02-24",80.28,81.82,80.22,81.34,2518900,81.34
"2014-02-25",81.26,81.34,80.28,80.71,2008700,80.71
"2014-02-26",81.07,81.34,80.16,81.13,1185600,81.13
"2014-02-27",80.99,81.35,80.4,81.34,1643300,81.34
"2014-02-28",81.48,82.65,81.41,81.78,2453000,81.78
"2014-03-03",80.82,81.21,80.35,80.98,1748000,80.98
"2014-03-04",80.25,82.22,80.25,82.03,1991900,82.03
"2014-03-05",82.12,82.98,82.12,82.94,2427200,82.94
"2014-03-06",83.04,83.59,82.71,82.82,1950100,82.82
"2014-03-07",83.4,84.65,83.29,83.98,2368600,83.98
"2014-03-10",83.82,84.11,83.35,84.09,1698100,84.09
"2014-03-11",84.06,84.06,82.93,83.22,1236400,83.22
"2014-03-12",82.8,83.53,82.5,83.46,1533600,83.46
"2014-03-13",83.84,84.05,82.63,82.79,1703300,82.79
"2014-03-14",82.75,83.55,82.56,82.86,1587500,82.86
"2014-03-17",83.26,84.28,83.26,84.17,1593800,84.17
