"","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
"2012-03-21",67.71,67.71,67.02,67.05,4316900,64.6
"2012-03-22",66.74,66.85,66.31,66.62,6085000,64.19
"2012-03-23",66.59,67.03,66.42,66.66,3663700,64.23
"2012-03-26",67.28,67.72,67.2,67.52,5048500,65.06
"2012-03-27",67.71,68.34,67.64,67.81,5209200,65.34
"2012-03-28",67.55,67.97,67.29,67.68,3431700,65.21
"2012-03-29",67.36,67.7,66.96,67.32,3092000,64.86
"2012-03-30",67.66,68,67.25,67.97,3857300,65.49
"2012-04-02",67.57,68.2,67.12,68.11,4508500,65.63
"2012-04-03",68.07,68.27,67.47,67.93,4790100,65.45
"2012-04-04",67.66,68.15,67.39,67.85,3602400,65.38
"2012-04-05",67.77,68.14,67.49,68.02,3858100,65.54
"2012-04-09",67.32,67.71,67.02,67.02,2769600,64.58
"2012-04-10",66.7,66.99,65.99,66.19,3961900,63.78
"2012-04-11",66.75,67.03,66.29,66.73,3132700,64.3
"2012-04-12",66.96,67.23,66.71,66.92,2721300,64.48
"2012-04-13",66.67,66.67,65.55,65.59,4543300,63.2
"2012-04-16",65.59,66.33,65.37,66.26,3033000,63.84
"2012-04-17",66.62,67.56,66.51,67.35,3820700,64.89
"2012-04-18",67.35,68.01,67.14,67.15,2797500,64.7
"2012-04-19",67.26,67.91,66.92,67.13,3407900,64.68
"2012-04-20",67.25,68.59,67.23,68.47,5086200,65.97
"2012-04-23",68.23,68.35,67.89,68.29,3544400,65.8
"2012-04-24",68.42,69.1,68.36,68.63,4906100,66.13
"2012-04-25",69.12,70.25,69.07,70.19,5861100,67.63
"2012-04-26",69.79,71.1,69.75,70.79,5374300,68.21
"2012-04-27",70.75,72,70.75,71.64,4435200,69.03
"2012-04-30",71.11,71.8,70.84,71.11,4045900,68.52
"2012-05-01",70.83,71.25,70.61,70.69,3626500,68.11
"2012-05-02",70.31,71.25,70.13,71.17,3569300,68.57
"2012-05-03",71,71.16,70.51,70.91,3093000,68.32
"2012-05-04",70.47,70.58,69.77,69.77,4214600,67.23
"2012-05-07",69.33,70,69.27,69.61,4184500,67.07
"2012-05-08",69.34,70.78,69.25,70.7,5063300,68.12
"2012-05-09",70.26,70.56,69.57,69.62,4001700,67.08
"2012-05-10",70.05,70.24,69.69,70.09,3500000,67.53
"2012-05-11",70.14,71.13,69.92,70.78,4666700,68.2
"2012-05-14",69.95,70.71,69.58,70.2,4067600,67.99
"2012-05-15",70.02,70.77,70,70.68,3779900,68.45
"2012-05-16",71,71.18,70.52,70.98,3411000,68.74
"2012-05-17",71.07,71.18,70.49,70.54,5584200,68.31
"2012-05-18",70.7,70.7,68.53,69.15,5800500,66.97
"2012-05-21",69.11,69.51,69.05,69.32,4248900,67.13
"2012-05-22",69.31,69.72,68.84,68.91,5430100,66.74
"2012-05-23",68.82,69.21,67.99,68.38,4558700,66.22
"2012-05-24",68.53,69.14,68.31,69.1,3261900,66.92
"2012-05-25",69.14,69.2,68.8,69.05,2959700,66.87
"2012-05-29",69.27,69.38,68.75,69.28,4151900,67.09
"2012-05-30",68.93,70.03,68.84,69.59,3535600,67.39
"2012-05-31",69.52,70,69,69.52,5870100,67.33
"2012-06-01",69.01,69.55,67.61,67.75,4177500,65.61
"2012-06-04",67.77,68.93,67.77,68.7,4606600,66.53
"2012-06-05",68.41,68.62,67.8,68.45,3198700,66.29
"2012-06-06",68.82,70.08,68.61,69.98,3612900,67.77
"2012-06-07",70.48,70.87,69.1,69.1,4457100,66.92
"2012-06-08",68.63,69.59,68.57,68.87,4561100,66.7
"2012-06-11",69.05,69.17,67.75,67.79,4872400,65.65
"2012-06-12",67.87,68.69,67.64,68.62,3929500,66.46
"2012-06-13",68.73,69.31,68.51,68.82,3944600,66.65
"2012-06-14",68.88,70.67,68.7,70.42,4387300,68.2
"2012-06-15",70.77,71.39,70.52,71.29,8431000,69.04
"2012-06-18",71.24,72.14,71.08,72.02,4015600,69.75
"2012-06-19",72.02,73.28,71.82,73.02,4557300,70.72
"2012-06-20",73.02,73.75,72.53,72.79,4139700,70.49
"2012-06-21",73.06,73.5,71.57,71.65,6063200,69.39
"2012-06-22",71.6,72.5,71.29,72.46,18867200,70.17
"2012-06-25",71.87,72.19,71.36,71.39,3871900,69.14
"2012-06-26",71.43,72.35,71.31,71.46,3681000,69.21
"2012-06-27",71.84,72.54,71.83,72.37,3492500,70.09
"2012-06-28",72.12,72.31,70.88,71.42,4475700,69.17
"2012-06-29",72.73,73.04,72.11,72.91,4918700,70.61
"2012-07-02",73.03,74.38,72.95,74.36,4751000,72.01
"2012-07-03",74.04,75.17,73.92,75.16,3046600,72.79
"2012-07-05",74.06,74.88,73.61,74.33,3230900,71.99
"2012-07-06",74.27,74.62,73.74,73.85,3103100,71.52
"2012-07-09",74.08,74.81,73.78,74.8,3323800,72.44
"2012-07-10",74.85,75.5,74.73,74.93,5896200,72.57
"2012-07-11",74.78,76.17,74.59,76.09,7086100,73.69
"2012-07-12",75.08,76.24,74.45,75.81,4817800,73.42
"2012-07-13",75.76,77,75.74,76.96,3234900,74.53
"2012-07-16",76.56,77.73,76.51,77.27,3175800,74.83
"2012-07-17",77.62,78.9,77.62,78.76,4568600,76.28
"2012-07-18",78.59,79.9,78.17,79.62,4587600,77.11
"2012-07-19",79.4,80.25,78.88,79.64,4894800,77.13
"2012-07-20",79.62,79.62,77.56,77.77,6772300,75.32
"2012-07-23",76.87,77.7,75.7,77.53,4755300,75.08
"2012-07-24",77.91,77.91,76.18,76.38,4162800,73.97
"2012-07-25",77.79,78.73,76.6,77.96,4913700,75.5
"2012-07-26",79,80,78.5,79.29,5867800,76.79
"2012-07-27",80.51,83.98,80.48,83.92,12360300,81.27
"2012-07-30",83.17,84.39,83.04,83.46,5817800,80.83
"2012-07-31",83.13,83.44,82.6,82.6,4537800,79.99
"2012-08-01",83.42,83.61,81.75,81.82,4045600,79.24
"2012-08-02",80.73,82.72,80.34,81.04,4648100,78.48
"2012-08-03",82.54,83,81.98,82.21,4121400,79.62
"2012-08-06",82.18,82.89,81.73,82.43,3820000,79.83
"2012-08-07",83,83,81.5,81.57,3845900,79
"2012-08-08",81.16,81.93,81.11,81.37,3371700,78.8
"2012-08-09",81,82.13,80.96,81.97,3387500,79.38
"2012-08-10",81.93,82.78,81.7,82.73,2832300,80.12
"2012-08-13",82.37,82.47,81.86,82.23,3697000,79.64
"2012-08-14",82.25,83.62,82.02,83.54,3614600,81.26
"2012-08-15",83.28,83.88,83.21,83.65,2940200,81.37
"2012-08-16",83.61,83.84,82.77,83.1,3610000,80.83
"2012-08-17",83.46,83.57,82.27,83.38,4058700,81.1
"2012-08-20",83.28,83.38,82.65,83.24,2295100,80.97
"2012-08-21",83.01,83.92,82.92,83.11,3679900,80.84
"2012-08-22",83.18,84.19,82.85,83.87,3696200,81.58
"2012-08-23",83.55,84.03,83.31,83.66,3048000,81.38
"2012-08-24",83.49,84.65,83.4,84.59,3118600,82.28
"2012-08-27",84.36,85.28,84.02,84.43,3633600,82.13
"2012-08-28",84.12,84.52,84,84.01,3467900,81.72
"2012-08-29",83.68,84.13,83.58,83.72,2870900,81.44
"2012-08-30",83.24,83.39,82.59,83.15,3213000,80.88
"2012-08-31",83.81,84.42,83.53,83.92,4116200,81.63
"2012-09-04",83.8,84.6,83.37,84.33,3719200,82.03
"2012-09-05",84.38,84.73,83.96,84.08,4264200,81.79
"2012-09-06",84.52,84.94,84.44,84.81,5789900,82.5
"2012-09-07",85,85.28,83.77,83.96,4806100,81.67
"2012-09-10",84.75,84.8,83.91,84.05,5113200,81.76
"2012-09-11",83.85,84.23,83.78,83.94,4184000,81.65
"2012-09-12",83,83.98,82.93,83.15,3276200,80.88
"2012-09-13",82.91,83.71,82.15,83.32,4315300,81.05
"2012-09-14",83.59,83.59,81.08,81.36,7436000,79.14
"2012-09-17",81.08,82.09,80.6,82.09,6972100,79.85
"2012-09-18",82.25,82.79,81.53,82.04,4608200,79.8
"2012-09-19",82.23,82.34,81.53,81.71,3968200,79.48
"2012-09-20",81.47,82.33,81.4,82.3,3979200,80.05
"2012-09-21",82.47,82.79,81.5,82.03,6789200,79.79
"2012-09-24",82.07,83.07,81.97,82.91,3261400,80.65
"2012-09-25",83.01,84.76,82.99,83.81,6532100,81.52
"2012-09-26",84.09,84.92,83.16,83.46,5420600,81.18
"2012-09-27",83.54,84.56,83.07,84.24,3570800,81.94
"2012-09-28",83.99,84.53,83.61,84.29,3629800,81.99
"2012-10-01",84.5,85.34,84.36,85.08,4146000,82.76
"2012-10-02",85.47,86.59,85.14,86.35,3758500,83.99
"2012-10-03",86.14,86.83,86.14,86.8,4388700,84.43
"2012-10-04",86.98,87.45,86.29,86.39,2787300,84.03
"2012-10-05",86.85,87.32,86.64,86.94,3230800,84.57
"2012-10-08",86.62,86.99,85.83,86.04,2107800,83.69
"2012-10-09",85.69,86.04,85.15,85.43,3131900,83.1
"2012-10-10",85.3,85.43,84.32,84.65,3141600,82.34
"2012-10-11",85.22,85.54,84.61,84.61,2074500,82.3
"2012-10-12",84.87,85.21,83.98,84,3150300,81.71
"2012-10-15",84.5,86.38,84.25,86.22,3413800,83.87
"2012-10-16",86.58,88.19,86.3,88.04,3567000,85.64
"2012-10-17",87.99,89.64,87.74,89.2,4383200,86.77
"2012-10-18",89.04,89.95,88.54,89.79,6010800,87.34
"2012-10-19",89.82,89.82,86.7,87.16,5489600,84.78
"2012-10-22",86.94,89.9,86.43,87.8,4656300,85.4
"2012-10-23",87.18,88.1,86.12,87.32,4261200,84.94
"2012-10-24",88.53,89.14,87.48,87.5,6540500,85.11
"2012-10-25",88.06,88.49,87.75,88.05,5483100,85.65
"2012-10-26",87.53,88.16,87.16,87.63,4187900,85.24
"2012-10-31",87.71,88.2,86.18,86.49,3800400,84.13
"2012-11-01",86.97,87.85,86.48,87.21,4154100,84.83
"2012-11-02",87.36,87.63,86.26,86.45,3238100,84.09
"2012-11-05",86.22,87.83,85.26,86.35,5033300,83.99
"2012-11-06",86.81,87.89,86.55,87.29,3586100,84.91
"2012-11-07",86.75,86.9,84.16,85.34,7163900,83.01
"2012-11-08",85.06,85.52,84.58,84.74,4603100,82.43
"2012-11-09",84.32,85.81,84.26,85.17,4030600,82.85
"2012-11-12",85.38,86.14,84.76,85.52,3207800,83.19
"2012-11-13",84.97,86.11,84.68,85.77,4890100,83.78
"2012-11-14",85.71,85.96,83.68,84.02,4280800,82.07
"2012-11-15",83.86,84.34,82.92,84.15,3569700,82.2
"2012-11-16",84.28,84.99,83.45,84.54,6370800,82.58
"2012-11-19",85.48,85.67,84.6,85.4,3796400,83.42
"2012-11-20",85.22,86.57,85.1,86.57,4215200,84.56
"2012-11-21",86.62,86.82,86.05,86.65,2624000,84.64
"2012-11-23",87,87.64,86.55,87.6,2267200,85.57
"2012-11-26",87.19,87.4,86.72,87.29,4925300,85.27
"2012-11-27",87.4,87.53,86.88,86.98,3568700,84.96
"2012-11-28",86.77,87.22,85.46,87.04,4704900,85.02
"2012-11-29",87.45,88.87,87.17,88.61,4391500,86.56
"2012-11-30",88.88,89.08,88.45,88.8,4408000,86.74
"2012-12-03",88.92,89.59,88.11,88.4,3712100,86.35
"2012-12-04",88.66,88.86,88.12,88.33,2745500,86.28
"2012-12-05",88.55,89.42,87.77,89.01,3425400,86.95
"2012-12-06",89.05,89.14,88.2,88.54,3975500,86.49
"2012-12-07",88.78,88.8,87.63,88.32,3526400,86.27
"2012-12-10",87.96,89.81,87.73,89.74,4492600,87.66
"2012-12-11",89.88,90.25,89.62,89.95,4286300,87.87
"2012-12-12",90,90.81,89.7,90.17,3571700,88.08
"2012-12-13",90.06,90.35,88.7,89.15,2713300,87.08
"2012-12-14",89.05,90.13,88.91,89.2,3398500,87.13
"2012-12-17",89.25,89.64,89.03,89.5,3049800,87.43
"2012-12-18",89.99,90,88.99,89.29,5514200,87.22
"2012-12-19",89.51,89.58,88.37,88.49,4916500,86.44
"2012-12-20",88.49,88.82,88,88.41,2887800,86.36
"2012-12-21",87.97,87.97,86.34,87.16,7247000,85.14
"2012-12-24",86.98,87.62,86.91,87.4,1596900,85.37
"2012-12-26",87.3,87.52,86.1,86.89,2720400,84.88
"2012-12-27",86.7,87.55,85.26,86.15,3122600,84.15
"2012-12-28",85.6,86.14,85.17,85.24,2418700,83.26
"2012-12-31",85,86.8,84.56,86.2,3896700,84.2
"2013-01-02",87.36,89.24,87.29,89.15,5772800,87.08
"2013-01-03",89.53,89.58,88.34,88.59,3871300,86.54
"2013-01-04",88.59,89.28,88.42,88.98,3280500,86.92
"2013-01-07",88.49,88.8,87.76,88.53,2573300,86.48
"2013-01-08",88.44,88.68,87.44,88.15,5170700,86.11
"2013-01-09",88.34,88.92,88.21,88.67,3372500,86.61
"2013-01-10",88.32,89,87.27,87.81,5861200,85.77
"2013-01-11",87.95,88.05,86.87,86.96,4681700,84.94
"2013-01-14",87.17,87.25,86.5,86.92,4401000,84.91
"2013-01-15",86.56,86.86,85,85.08,6277900,83.11
"2013-01-16",85.03,85.34,84.27,84.32,7753800,82.37
"2013-01-17",84.1,84.47,83.88,83.94,6268400,81.99
"2013-01-18",83.81,83.87,81.58,82.08,14408700,80.18
"2013-01-22",82,83.41,81.56,83.29,9394900,81.36
"2013-01-23",83.06,84.49,82.87,83.07,7670400,81.14
"2013-01-24",83.34,83.92,82.12,82.62,8071300,80.71
"2013-01-25",82.73,83.43,82.09,83.42,7235200,81.49
"2013-01-28",83.21,86.1,82.82,85.59,9426900,83.61
"2013-01-29",85,87.89,85,86.59,21502900,84.58
"2013-01-30",86.6,86.82,85.2,85.38,4963100,83.4
"2013-01-31",85.09,86.12,85.04,85.46,4269700,83.48
"2013-02-01",86.17,86.93,85.25,86.3,3379500,84.3
"2013-02-04",85.44,86.24,85.44,85.74,3907500,83.75
"2013-02-05",86.08,86.59,85.42,86.53,4577900,84.52
"2013-02-06",86.46,87.47,86,86.59,5549100,84.58
"2013-02-07",87,87,85.04,85.22,7639700,83.24
"2013-02-08",85.61,87.17,85.39,86.77,8354900,84.76
"2013-02-11",85.48,85.98,84.59,84.92,7538400,83.4
"2013-02-12",85,85.23,84.28,84.54,4656000,83.03
"2013-02-13",84.96,85.13,84.45,84.94,7943200,83.42
"2013-02-14",86,86.4,84.61,84.72,6189100,83.21
"2013-02-15",84.24,84.72,83.32,83.61,5622200,82.12
"2013-02-19",83.51,84.27,82.92,84.13,5944300,82.63
"2013-02-20",84.37,85.34,84.24,84.65,6388300,83.14
"2013-02-21",84.59,85.32,84.15,85.13,4094200,83.61
"2013-02-22",85.07,86.88,85.07,86.82,4920400,85.27
"2013-02-25",89.3,91.25,89.3,89.55,11422400,87.95
"2013-02-26",89.63,90.21,88.66,89.47,4805200,87.87
"2013-02-27",89.15,91.3,89.06,91.03,3549800,89.4
"2013-02-28",91,93.42,90.87,91.55,6528600,89.92
"2013-03-01",91.16,92.76,90.51,92.58,4317700,90.93
"2013-03-04",92.11,92.75,91.5,92.73,3186700,91.07
"2013-03-05",93.11,93.76,92.56,93.44,3570200,91.77
"2013-03-06",93.82,94.29,93.09,93.27,3716300,91.6
"2013-03-07",93.43,93.88,92.82,92.95,2980100,91.29
"2013-03-08",93.43,93.88,92.85,93,3084900,91.34
"2013-03-11",92.66,93.36,90.87,91.44,5699600,89.81
"2013-03-12",91.58,91.81,91.04,91.75,4997500,90.11
"2013-03-13",91.6,91.79,90.67,91.54,2606100,89.91
"2013-03-14",91.65,92.29,91.15,92.18,3436800,90.53
"2013-03-15",91.84,92.16,91.26,91.81,10172700,90.17
"2013-03-18",91.27,91.36,90.35,90.39,3605900,88.78
"2013-03-19",90.68,92.52,90.54,92.4,4010900,90.75
"2013-03-20",92.92,94.89,92.88,94.05,4157700,92.37
"2013-03-21",93.65,94.31,93.47,94.31,3674000,92.63
"2013-03-22",94.69,96.6,94.1,96.56,4724700,94.84
"2013-03-25",96.92,97.52,96.01,96.81,5042200,95.08
"2013-03-26",97.29,98.76,97.07,98.66,3127000,96.9
"2013-03-27",98.06,100.32,98.02,100.15,3478300,98.36
"2013-03-28",99.84,102.62,99.79,102.51,5506800,100.68
"2013-04-01",102.62,103.9,101.7,102.31,4099700,100.48
"2013-04-02",102.39,106.61,102.39,106.4,4970500,104.5
"2013-04-03",106.68,106.79,103.93,104.81,5306700,102.94
"2013-04-04",105.19,106.54,104.74,105.88,2850300,103.99
"2013-04-05",104.21,104.62,103.47,104.04,4015900,102.18
"2013-04-08",104.09,105.14,103.02,105.1,3133300,103.22
"2013-04-09",105.48,105.48,103.78,104.3,2881600,102.44
"2013-04-10",104.53,108.27,104.5,108.25,4641500,106.32
"2013-04-11",108.57,109.36,107.62,108.22,4273000,106.29
"2013-04-12",108.5,112.1,108.17,111.57,5726500,109.58
"2013-04-15",111.31,111.44,108.2,108.48,4458900,106.54
"2013-04-16",109.32,110.94,108.71,110.85,4627700,108.87
"2013-04-17",109.94,110.39,107.65,109.44,3546600,107.49
"2013-04-18",109.63,109.9,106.3,107.46,3889300,105.54
"2013-04-19",107.17,111.61,107.17,111.38,6032500,109.39
"2013-04-22",112.01,113.97,110.83,113.42,4305600,111.39
"2013-04-23",113.71,114.95,112,112.76,4793700,110.75
"2013-04-24",106.67,108.37,104.02,104.93,7490500,103.06
"2013-04-25",105.49,109.24,105.21,108.66,8120000,106.72
"2013-04-26",109.04,109.69,106.9,108.38,2933600,106.44
"2013-04-29",108.15,108.38,106.33,106.67,4293900,104.77
"2013-04-30",106.66,106.66,103.85,104.21,5477200,102.35
"2013-05-01",105.05,106.88,104.31,104.54,3744500,102.67
"2013-05-02",105.15,106.92,104.4,105.59,2919800,103.7
"2013-05-03",106.7,107.57,106.14,106.48,2620500,104.58
"2013-05-06",106.08,106.13,104.68,104.83,2624100,102.96
"2013-05-07",105,105.56,104.18,104.46,2957100,102.59
"2013-05-08",104.64,105.51,104.22,105.07,3224200,103.19
"2013-05-09",104.81,105.75,104.13,104.56,2460800,102.69
"2013-05-10",104.56,106.75,104.4,106.72,2905100,104.81
"2013-05-13",106.18,107.59,105.62,106.89,2547000,104.98
"2013-05-14",106.52,109.56,106.52,107.94,3756400,106.48
"2013-05-15",108.08,109.16,106.45,107.42,2561900,105.97
"2013-05-16",107.03,107.03,103.6,104.97,3915400,103.55
"2013-05-17",105.89,106.05,104.33,105.63,3038000,104.2
"2013-05-20",105.33,105.5,101.25,102.18,3905000,100.8
"2013-05-21",102.45,104.68,102.45,104.24,3490400,102.83
"2013-05-22",104.26,107.4,103.61,104.53,3535200,103.12
"2013-05-23",103.1,106.33,103,105.62,3169500,104.19
"2013-05-24",105.1,106.17,104.37,105.91,2411000,104.48
"2013-05-28",106.76,108.03,105.45,106.2,3164400,104.76
"2013-05-29",105.81,105.95,104.15,104.39,2909900,102.98
"2013-05-30",104.49,105.84,104.19,105.22,2351700,103.8
"2013-05-31",104.4,105.03,100.39,100.53,6097100,99.17
"2013-06-03",100.61,101.25,97.22,99.13,5009900,97.79
"2013-06-04",99.03,100.36,97.12,97.29,3164700,95.97
"2013-06-05",97,98.33,94.57,94.6,4995200,93.32
"2013-06-06",95.01,97.53,94.15,97.49,4670200,96.17
"2013-06-07",98.77,100.26,98.32,98.81,3576300,97.47
"2013-06-10",98.95,99.44,97.87,98.31,2901300,96.98
"2013-06-11",97.26,99.01,96.62,97.93,2064500,96.61
"2013-06-12",98.97,99.5,95.97,96.37,2579600,95.07
"2013-06-13",96.38,98.7,95.94,98.51,2958100,97.18
"2013-06-14",98.23,98.9,96.92,97.42,3126400,96.1
"2013-06-17",98.72,100.09,98.5,99.08,3082500,97.74
"2013-06-18",99.12,102.29,99.07,101.5,3329000,100.13
"2013-06-19",101.69,102,99.15,99.18,3825500,97.84
"2013-06-20",98.52,98.58,95.91,96.28,3875100,94.98
"2013-06-21",97.08,99.12,95.06,98.28,6938000,96.95
"2013-06-24",96.73,97.23,95.41,96.14,3745400,94.84
"2013-06-25",97.64,98.75,95.64,96.38,3068900,95.08
"2013-06-26",97.33,100.17,97.25,99.6,2975900,98.25
"2013-06-27",100.48,100.62,98.35,98.99,2998200,97.65
"2013-06-28",98.74,99.88,97.78,98.66,5269700,97.33
"2013-07-01",100.2,101.72,97.28,97.49,4898700,96.17
"2013-07-02",96.79,97.28,95.4,96.06,4006100,94.76
"2013-07-03",95.21,96.5,95.05,95.81,2132600,94.51
"2013-07-05",96.92,97.9,96.78,97.64,2233500,96.32
"2013-07-08",98.46,99.22,97.9,98.18,2464300,96.85
"2013-07-09",98.89,99.68,98.07,98.33,2085600,97
"2013-07-10",98.16,102.33,98.02,102.06,4175500,100.68
"2013-07-11",103.64,103.65,101.17,103.26,3567100,101.86
"2013-07-12",103.56,104.27,102.24,104.27,3710500,102.86
"2013-07-15",104.25,104.65,102.93,104.45,2532900,103.04
"2013-07-16",104.27,104.9,103.54,104.05,1895700,102.64
"2013-07-17",104.5,104.95,103.89,104.31,2184200,102.9
"2013-07-18",104.55,106,104.27,104.77,2296700,103.35
"2013-07-19",105.26,109.68,104.07,109.39,5448700,107.91
"2013-07-22",108.25,109.1,107.82,108.95,2857100,107.48
"2013-07-23",109.21,109.21,106.44,106.62,2560600,105.18
"2013-07-24",107.44,107.49,105.88,106.6,1860200,105.16
"2013-07-25",106.51,109.68,105.36,109.51,3355500,108.03
"2013-07-26",109.02,109.88,108.41,109.6,2516500,108.12
"2013-07-29",109.58,109.8,108.42,109.37,2027600,107.89
"2013-07-30",109.92,111.3,109.4,111.2,3982200,109.7
"2013-07-31",107.88,109.55,106.44,108.29,4432400,106.83
"2013-08-01",109.6,109.88,108.42,109.39,2396200,107.91
"2013-08-02",109.93,109.99,108.2,109.06,2103200,107.59
"2013-08-05",108.9,108.97,107.26,107.43,1839700,105.98
"2013-08-06",107,107.4,104.57,105.22,3633400,103.8
"2013-08-07",104.59,113.3,103.31,112.4,9915200,110.88
"2013-08-08",111.74,111.9,109.35,110.38,4758700,108.89
"2013-08-09",108.93,111.38,108.36,109.63,2825300,108.15
"2013-08-12",108.78,109.42,108.15,108.21,1854200,106.75
"2013-08-13",108.63,108.92,107.03,107.86,2683300,106.4
"2013-08-14",107.03,108.22,106.52,106.64,2170500,105.66
"2013-08-15",105.94,108.52,104.59,105.76,3267800,104.79
"2013-08-16",105.76,106.8,104.84,104.91,2525400,103.94
"2013-08-19",105.11,106.19,104.35,104.47,1723100,103.51
"2013-08-20",104.12,106.22,104.12,105.6,1855500,104.63
"2013-08-21",105.54,106.18,103.88,104.65,2341300,103.69
"2013-08-22",106,107.36,104.83,106.29,2115100,105.31
"2013-08-23",106.18,106.5,104.85,105.6,1572300,104.63
"2013-08-26",110.77,116.25,110.75,113.75,11554700,112.7
"2013-08-27",111.7,112.64,108.58,109.13,5315300,108.13
"2013-08-28",108.6,110.1,108.3,109.2,3043100,108.2
"2013-08-29",108.75,111.5,108.5,108.86,2739600,107.86
"2013-08-30",109.23,109.83,108.02,108.94,2655000,107.94
"2013-09-03",110.53,111.98,110.01,111.01,3309800,109.99
"2013-09-04",111.32,113.19,110.2,113.02,2955800,111.98
"2013-09-05",112.89,113.28,111.81,112.93,2710500,111.89
"2013-09-06",113.04,113.04,109.99,111.01,3028400,109.99
"2013-09-09",111.34,111.96,110.46,111.67,2826800,110.64
"2013-09-10",112.32,112.6,110.42,111.16,3139700,110.14
"2013-09-11",112.23,112.89,111.38,111.97,3196200,110.94
"2013-09-12",112.22,113.68,111.96,113.46,2685800,112.42
"2013-09-13",113.97,115.22,113.27,115.06,3297100,114
"2013-09-16",116.21,117.18,115.41,117.18,4710700,116.1
"2013-09-17",117.3,117.3,115.33,115.73,3145200,114.66
"2013-09-18",115.59,117.91,115.01,117.52,2609400,116.44
"2013-09-19",117.85,117.85,115.66,117.18,3030400,116.1
"2013-09-20",117.15,117.61,116.07,116.85,5324700,115.77
"2013-09-23",115.89,116.5,115.03,115.05,2518800,113.99
"2013-09-24",115.19,116.48,114.59,114.78,2225700,113.72
"2013-09-25",114.8,114.8,112.4,112.48,3651700,111.44
"2013-09-26",113.63,114.08,112.55,112.85,3534600,111.81
"2013-09-27",112.43,114.27,112.17,113.19,1940200,112.15
"2013-09-30",112.08,113.27,111.5,111.92,3041300,110.89
"2013-10-01",111.99,114.61,111.74,114.58,2822600,113.53
"2013-10-02",113.88,113.88,112.4,113.06,2472000,112.02
"2013-10-03",112.99,113.06,110.07,111.12,3058800,110.1
"2013-10-04",110.74,113.49,110.11,112.91,3088000,111.87
"2013-10-07",111.47,111.71,110.08,110.22,2662300,109.21
"2013-10-08",110.17,110.8,106.91,107.76,4244200,106.77
"2013-10-09",108.13,108.42,105.76,106.28,5440700,105.3
"2013-10-10",107.17,109.99,106.99,109.92,3096600,108.91
"2013-10-11",110,111.51,109.66,110.89,2431300,109.87
"2013-10-14",110.02,111.69,109.59,111.58,2211100,110.55
"2013-10-15",111.62,112.12,110.89,111.44,1968900,110.41
"2013-10-16",112.42,114.85,112.35,114.28,3541600,113.23
"2013-10-17",113.67,115.97,113.64,115.85,2656400,114.78
"2013-10-18",115.95,116,113.78,114.92,2694000,113.86
"2013-10-21",114.96,115.47,112.76,113.64,2683400,112.59
"2013-10-22",114.38,116.64,113.4,116.21,3665700,115.14
"2013-10-23",114.94,116.15,114.1,115.67,3365200,114.61
"2013-10-24",116.28,117.53,115.75,116.2,3234200,115.13
"2013-10-25",116.62,116.65,115.17,116.32,2002200,115.25
"2013-10-28",115.99,118.96,115.8,118.33,3322000,117.24
"2013-10-29",118.3,118.38,116.7,118.27,2655600,117.18
"2013-10-30",118.32,118.5,116.57,116.88,2527800,115.8
"2013-10-31",117.11,117.65,115.89,116.14,2648600,115.07
"2013-11-01",117.07,118.75,116.56,118.69,2632300,117.6
"2013-11-04",118.73,119.7,116.89,117.28,2248700,116.2
"2013-11-05",116.33,116.87,114.85,115.14,3299300,114.08
"2013-11-06",116.25,116.29,113.09,113.33,3494200,112.29
"2013-11-07",114.16,115.25,110.65,111.03,3827400,110.01
"2013-11-08",111.41,113.97,111.27,113.21,3060000,112.17
"2013-11-11",113,113.98,111.67,113.17,2294800,112.13
"2013-11-12",112.17,112.95,111.45,112.71,2413500,112.14
"2013-11-13",111.55,113.97,110.85,113.53,3220900,112.95
"2013-11-14",114.02,116.76,113.62,115.41,4040300,114.82
"2013-11-15",115,115.63,113.7,114.98,2910500,114.4
"2013-11-18",116.5,117.72,115.75,116.03,2879800,115.44
"2013-11-19",115.71,116.17,114.65,115.46,2152200,114.87
"2013-11-20",115.36,116.7,114.89,115.56,2269300,114.97
"2013-11-21",115.81,116.38,110.75,112.25,7457200,111.68
"2013-11-22",113.01,113.5,112.23,113.03,4520400,112.46
"2013-11-25",113.35,114.04,112.46,113.96,3305000,113.38
"2013-11-26",114.07,114.73,113.54,113.67,2737700,113.09
"2013-11-27",114.46,114.88,112.82,113.82,2848200,113.24
"2013-11-29",114.19,114.45,113.68,114.08,1828300,113.5
"2013-12-02",114.29,114.87,113.78,114.47,2185500,113.89
"2013-12-03",114.44,114.47,112.96,113.45,2582300,112.87
"2013-12-04",112.74,113.54,112.04,113.07,2433500,112.5
"2013-12-05",112.84,113.51,112.1,113.35,3638200,112.78
"2013-12-06",115.07,115.07,113.19,114.12,3243900,113.54
"2013-12-09",114.18,114.32,113.51,113.98,2452600,113.4
"2013-12-10",113.12,114.25,113.12,114.1,3459800,113.52
"2013-12-11",114.45,114.45,112.99,113.05,3660400,112.48
"2013-12-12",112.9,113.86,112.34,112.57,3327500,112
"2013-12-13",112.99,113.3,111.31,112.16,2645700,111.59
"2013-12-16",112.73,114.04,112.07,112.12,2078600,111.55
"2013-12-17",112.67,112.92,109.94,111,3987600,110.44
