"","SHW.Open","SHW.High","SHW.Low","SHW.Close","SHW.Volume","SHW.Adjusted"
"2012-04-11",110.28,115.27,110.01,114.82,2866400,112.24
"2012-04-12",114.91,116,113.7,115.58,1337500,112.99
"2012-04-13",115.43,117.1,115.37,116.62,1095900,114
"2012-04-16",117.66,117.86,115.93,117.37,1189600,114.74
"2012-04-17",117.92,118.44,117,117.59,898400,114.95
"2012-04-18",117.19,117.7,116.65,117.15,980600,114.52
"2012-04-19",117.27,118.02,114.81,116.73,1057000,114.11
"2012-04-20",116.89,119.12,116.89,118.39,1042800,115.73
"2012-04-23",117.35,118.18,116.35,118.02,827200,115.37
"2012-04-24",117.76,119.31,117.59,118.16,964400,115.51
"2012-04-25",119.13,121,118.71,120.3,964700,117.6
"2012-04-26",120,121.59,119.42,120.45,1194300,117.75
"2012-04-27",120.96,121.92,120.57,120.99,1364900,118.28
"2012-04-30",120.51,121.09,119.86,120.28,818600,117.58
"2012-05-01",120.66,122.12,119.95,120.59,1007800,117.88
"2012-05-02",119.93,121.89,119.93,121.54,1087400,118.81
"2012-05-03",121.77,123.27,121.3,121.9,1058400,119.16
"2012-05-04",121.48,121.48,120.51,121.11,1082200,118.39
"2012-05-07",120.96,121.79,120.43,121.63,788200,118.9
"2012-05-08",120.83,123.35,119.84,122.98,2053000,120.22
"2012-05-09",122.17,124.47,121.4,124,1698200,121.22
"2012-05-10",124.45,125.2,122.72,122.97,1899900,120.21
"2012-05-11",122.59,123.29,122.18,122.72,1527700,119.97
"2012-05-14",121.98,122.57,119.98,120.54,1688800,117.84
"2012-05-15",120.28,120.4,117.76,118.43,2927600,115.77
"2012-05-16",119.55,119.62,117.75,118.03,1221400,115.76
"2012-05-17",118.23,118.23,114.68,115.57,1899600,113.35
"2012-05-18",116,117.17,115.81,116.07,2152600,113.84
"2012-05-21",115.87,119.11,115.68,118.82,1263600,116.54
"2012-05-22",119.3,120.3,118.7,119.14,1329300,116.85
"2012-05-23",119.14,125,118.71,124.3,2500000,121.91
"2012-05-24",124.51,125.52,123.71,125.33,1825400,122.92
"2012-05-25",124.55,126.43,124.55,126.31,1105000,123.88
"2012-05-29",127.13,129.54,126.91,129.47,1365200,126.98
"2012-05-30",128.35,128.81,126.36,127.5,1315000,125.05
"2012-05-31",127.79,130.25,126.26,129.64,1435900,127.15
"2012-06-01",127.79,128.22,124.57,124.61,2584500,122.22
"2012-06-04",124.73,126.05,123.04,125.87,1521900,123.45
"2012-06-05",125.64,128.56,124.74,128.28,1438700,125.82
"2012-06-06",126.61,129.01,126.21,128.83,2872300,126.36
"2012-06-07",129.48,131.44,129.13,130.07,1611800,127.57
"2012-06-08",129.74,132.46,129.07,131.42,1532600,128.9
"2012-06-11",132.43,132.5,130.08,130.21,939800,127.71
"2012-06-12",130.67,133.23,130.41,133.01,1463300,130.45
"2012-06-13",131.1,131.5,129.8,129.99,2673300,127.49
"2012-06-14",130.3,130.96,128,129.32,1899700,126.84
"2012-06-15",130.04,130.39,129.33,129.54,1510400,127.05
"2012-06-18",129.25,132.58,128.82,132.28,956200,129.74
"2012-06-19",133.1,133.97,131.7,131.84,1513300,129.31
"2012-06-20",131.97,132,129.5,130.51,986100,128
"2012-06-21",130.5,130.62,126.18,126.39,1594300,123.96
"2012-06-22",126.78,128.33,125.63,127.87,1014800,125.41
"2012-06-25",127.37,127.48,125.4,127.36,1069600,124.91
"2012-06-26",127.76,131.14,127.66,130.3,1105800,127.8
"2012-06-27",130.58,131.22,128.96,129.49,941800,127
"2012-06-28",128.75,130.36,127.43,130.15,1182800,127.65
"2012-06-29",132.12,132.38,130.69,132.35,1036600,129.81
"2012-07-02",132.3,133,129.84,132.26,1094100,129.72
"2012-07-03",132.25,132.54,130.78,132.49,387600,129.94
"2012-07-05",132.25,133.42,131.37,132.99,745500,130.44
"2012-07-06",132.32,133.07,131.27,132.82,827800,130.27
"2012-07-09",132,132,128.49,130.2,1055500,127.7
"2012-07-10",130.44,132.25,129,129.81,1247900,127.32
"2012-07-11",129.98,130.1,127.5,128.13,1096500,125.67
"2012-07-12",127.78,129.57,126.73,128.85,1006400,126.37
"2012-07-13",129.52,131.13,129.37,130.14,1257200,127.64
"2012-07-16",129.15,130.33,126.96,127.23,1730100,124.79
"2012-07-17",128.3,129.06,126.91,128.72,1386400,126.25
"2012-07-18",128.14,128.83,127.11,127.65,1864200,125.2
"2012-07-19",123.5,132.51,122.79,132.43,4731000,129.89
"2012-07-20",131.59,132.97,130.4,131.57,2227700,129.04
"2012-07-23",129.5,131.8,128.69,131.15,863500,128.63
"2012-07-24",131.15,131.85,130.28,131.54,799900,129.01
"2012-07-25",131.88,132.27,127.92,129.61,1257200,127.12
"2012-07-26",131.28,133.9,131.2,133.17,1660400,130.61
"2012-07-27",133.63,136,132.79,135.24,1248100,132.64
"2012-07-30",135.36,136.16,134.89,135.44,591200,132.84
"2012-07-31",135.03,135.52,133.8,134.35,616300,131.77
"2012-08-01",134.63,135.7,132.88,133.46,593900,130.9
"2012-08-02",133.01,134.73,132.29,134.37,583900,131.79
"2012-08-03",135.8,136.85,135.41,136.08,766800,133.47
"2012-08-06",136.67,136.67,134.97,135.41,504000,132.81
"2012-08-07",136.93,138.96,136.82,138.78,1541300,136.11
"2012-08-08",138.29,141.17,138,140.8,1386900,138.1
"2012-08-09",140.96,142.29,140.17,141.13,1370200,138.42
"2012-08-10",140.75,141.44,139.61,141.44,544500,138.72
"2012-08-13",140.99,141.49,140.06,140.98,647000,138.27
"2012-08-14",140.77,141.56,140.34,141.36,644300,138.64
"2012-08-15",141.2,141.42,138,138.37,1047400,136.09
"2012-08-16",138.36,139.6,138.34,139.13,1112100,136.83
"2012-08-17",140.56,141.44,140.55,140.67,543900,138.35
"2012-08-20",140.67,140.78,138.66,139.87,693500,137.56
"2012-08-21",139.9,140.36,137.3,137.8,1393800,135.53
"2012-08-22",136.9,139.4,136.5,139.37,1351200,137.07
"2012-08-23",139.29,140.93,138.74,139.81,747400,137.5
"2012-08-24",139.98,143.38,139.52,142.63,1550700,140.28
"2012-08-27",142.34,143.16,141.7,142.6,791000,140.25
"2012-08-28",142.37,143.08,141.43,142.51,601800,140.16
"2012-08-29",142.66,144.9,142.53,144.53,747600,142.15
"2012-08-30",144.36,144.39,142,142,780400,139.66
"2012-08-31",142.94,143.93,142.52,143.08,693300,140.72
"2012-09-04",143.17,143.93,141.89,143.14,511000,140.78
"2012-09-05",143.45,143.86,141.7,142.03,527500,139.69
"2012-09-06",143,144.66,142.31,144.16,648700,141.78
"2012-09-07",142.52,144.91,142.51,143.23,596700,140.87
"2012-09-10",143.18,144.83,143.08,143.75,592800,141.38
"2012-09-11",143.67,143.92,141.85,141.85,652600,139.51
"2012-09-12",142.41,144.76,141.8,144.05,651200,141.67
"2012-09-13",144.24,146.4,142.75,145.69,824300,143.29
"2012-09-14",145.61,146.5,144.63,146.22,1114900,143.81
"2012-09-17",146.23,146.37,145.06,146.01,415300,143.6
"2012-09-18",146.24,146.24,144.95,145.49,430100,143.09
"2012-09-19",145.86,150.42,145.28,149.05,1281900,146.59
"2012-09-20",148.77,148.92,147.27,148.09,676200,145.65
"2012-09-21",148.91,150.8,148.64,150.06,953500,147.58
"2012-09-24",150.07,150.25,148.7,149.4,744600,146.94
"2012-09-25",149.71,150.66,147.73,147.83,763800,145.39
"2012-09-26",147.73,148.72,146.17,146.31,920900,143.9
"2012-09-27",146.6,149.51,146.5,148.73,701200,146.28
"2012-09-28",148.63,149.16,147.32,148.91,735900,146.45
"2012-10-01",149.4,149.76,147.38,148.2,857200,145.76
"2012-10-02",149.03,150.22,147.37,148.58,773000,146.13
"2012-10-03",148.49,152.9,148.11,152.81,983100,150.29
"2012-10-04",153.66,155.9,152.81,154.36,1167400,151.81
"2012-10-05",155.05,156.5,154.75,155.69,743400,153.12
"2012-10-08",155.1,155.96,151.83,152.23,945900,149.72
"2012-10-09",151.45,151.91,149.53,149.88,914900,147.41
"2012-10-10",149.98,151.18,148.8,150.43,681300,147.95
"2012-10-11",151.24,152.21,148.77,149.29,531000,146.83
"2012-10-12",149.37,150.75,148.77,149.22,492800,146.76
"2012-10-15",149.32,151.73,148.27,151.54,588400,149.04
"2012-10-16",152.45,153.99,151.69,153.58,794300,151.05
"2012-10-17",154.52,155.5,153.37,154.21,851200,151.67
"2012-10-18",153.6,154.49,152.05,153.03,798400,150.51
"2012-10-19",152.82,153,150.25,150.51,913000,148.03
"2012-10-22",149.61,152.15,149.25,150.6,586900,148.12
"2012-10-23",149.54,150.36,146.84,149.39,1226000,146.93
"2012-10-24",150.34,152.41,149.81,151.76,1175600,149.26
"2012-10-25",148.85,149.92,138.99,140,3817000,137.69
"2012-10-26",139.82,140.84,138.36,139.63,1864400,137.33
"2012-10-31",142.1,144.22,140.57,142.58,1258500,140.23
"2012-11-01",142.99,144.41,141.76,143.59,922800,141.22
"2012-11-02",144,144.88,141.92,142,749400,139.66
"2012-11-05",141.51,144.14,140.65,144,795400,141.62
"2012-11-06",144.4,144.78,142.84,143.32,704400,140.96
"2012-11-07",142.65,144.75,140.94,143.87,1211200,141.5
"2012-11-08",143.56,144.03,141.92,141.97,672200,139.63
"2012-11-09",141.73,142.79,140.12,140.84,697500,138.52
"2012-11-12",144.78,151.76,143.6,149.06,3098300,146.6
"2012-11-13",149.53,154.36,148.1,152.05,2174600,149.54
"2012-11-14",151.52,151.83,148.99,149.51,1005100,147.42
"2012-11-15",149.28,151.08,147.21,148.91,1190600,146.83
"2012-11-16",148.62,153.24,147.7,151.57,1996600,149.45
"2012-11-19",152.34,157.08,152.14,157.01,1301300,154.82
"2012-11-20",156.41,158.64,156,157.97,899500,155.76
"2012-11-21",158.25,159.8,156.97,157.44,770800,155.24
"2012-11-23",158.16,159,157.34,158.59,381200,156.37
"2012-11-26",158.6,159,157.34,157.99,1018300,155.78
"2012-11-27",157.59,158.51,157.1,157.15,857000,154.96
"2012-11-28",155.32,157.03,153.34,156.55,1304000,154.36
"2012-11-29",157.14,157.14,153.48,153.68,1639100,151.53
"2012-11-30",153.62,155.42,152.52,152.52,2687800,150.39
"2012-12-03",152.79,154.22,150.53,152.21,1104500,150.08
"2012-12-04",152.68,153.73,151.02,151.15,871100,149.04
"2012-12-05",151.27,151.62,148.29,149.91,984400,147.82
"2012-12-06",150.01,151.46,148.46,151.22,933800,149.11
"2012-12-07",151.65,151.85,147.34,148.94,1108600,146.86
"2012-12-10",148.21,150.51,147.95,149.78,693600,147.69
"2012-12-11",149.99,150.99,149.49,149.88,753400,147.79
"2012-12-12",150.04,150.48,147.38,147.87,896000,145.8
"2012-12-13",147.63,149.67,146.49,147.27,897000,145.21
"2012-12-14",147.03,148.64,146.99,148.23,881200,146.16
"2012-12-17",149.57,153.51,148.5,153.43,1272900,151.29
"2012-12-18",154.08,154.18,151.03,152.23,1118200,150.1
"2012-12-19",152.65,152.65,149.88,149.93,1164800,147.84
"2012-12-20",150.3,152.44,148.87,152.42,1103600,150.29
"2012-12-21",149.95,152.47,149.95,151.53,1148300,149.41
"2012-12-24",151.24,153.23,150.85,152.67,353700,150.54
"2012-12-26",152.66,153.54,151.63,152.6,584600,150.47
"2012-12-27",152.99,153.19,150.33,152.73,611700,150.6
"2012-12-28",151.61,152.76,150.85,151.04,576700,148.93
"2012-12-31",150.38,154.6,150.32,153.82,841800,151.67
"2013-01-02",155.99,157.4,154.74,156.68,1731800,154.49
"2013-01-03",156.67,158.47,154.8,155.14,946000,152.97
"2013-01-04",156.24,161.74,156.24,158.8,1109300,156.58
"2013-01-07",158.24,158.63,157.17,158.49,718900,156.28
"2013-01-08",158.59,160.96,158.23,160.96,1153700,158.71
"2013-01-09",161.28,163.14,159.87,162.17,1105300,159.9
"2013-01-10",162.5,162.58,160.35,162.36,980100,160.09
"2013-01-11",161.33,161.43,160.31,161.28,872100,159.03
"2013-01-14",161.46,162.34,160.79,161.18,584900,158.93
"2013-01-15",160.93,161.32,160.3,161.02,458100,158.77
"2013-01-16",160.7,161.87,160.57,161.44,528100,159.19
"2013-01-17",162.17,163.09,161.97,162.84,522000,160.57
"2013-01-18",163.24,164.23,161.78,164.02,950500,161.73
"2013-01-22",164.26,164.47,162.92,163.7,843800,161.41
"2013-01-23",163.39,164.85,163.39,164.81,723700,162.51
"2013-01-24",165,167.24,164.82,165.79,916200,163.47
"2013-01-25",166.38,166.85,165.1,165.51,785200,163.2
"2013-01-28",165.18,165.61,163.26,164.09,727800,161.8
"2013-01-29",163.81,164.3,162.26,163.16,773700,160.88
"2013-01-30",163.59,164.6,161.55,162.31,1212300,160.04
"2013-01-31",160.25,164.74,159.81,162.14,1840000,159.88
"2013-02-01",162.7,164.7,162.25,163.84,842700,161.55
"2013-02-04",162.75,164.16,162.5,163.24,963600,160.96
"2013-02-05",163.83,164.19,161.76,163.16,733200,160.88
"2013-02-06",163,163.75,161.64,163.01,710800,160.73
"2013-02-07",162.77,163.37,160.75,162.89,538900,160.61
"2013-02-08",163.14,164,162.68,163.77,379700,161.48
"2013-02-11",163.44,164.69,162.65,164.5,559600,162.2
"2013-02-12",162.9,165,162.26,164.67,701800,162.37
"2013-02-13",165,165.7,164.57,165.45,452300,163.14
"2013-02-14",165.17,165.49,163.14,163.67,694400,161.38
"2013-02-15",164.33,167.27,164.33,166.7,999600,164.37
"2013-02-19",166.2,166.5,162.21,164.1,873800,161.81
"2013-02-20",164.1,164.1,159.23,159.33,926400,157.1
"2013-02-21",158.5,158.77,154.67,155.91,1239400,154.22
"2013-02-22",157,157.98,154.8,157.85,1069400,156.14
"2013-02-25",158.49,159.42,154.27,154.34,985000,152.66
"2013-02-26",154.37,156.65,153.94,155.94,981300,154.25
"2013-02-27",156.27,161.82,156.1,161.23,1104200,159.48
"2013-02-28",161.23,163.46,161.1,161.59,1449500,159.83
"2013-03-01",160.49,163.73,159.73,162.48,934600,160.71
"2013-03-04",161.95,165.38,161.81,165.38,826200,163.58
"2013-03-05",166.25,167.5,164.41,164.86,759800,163.07
"2013-03-06",165.69,166.34,163.01,163.77,705800,161.99
"2013-03-07",164.14,165.49,163.92,164.84,508500,163.05
"2013-03-08",165.53,166.37,163.92,165.88,458100,164.08
"2013-03-11",166.16,167.89,166.01,167.73,537000,165.91
"2013-03-12",168.16,169,166.95,167.63,691700,165.81
"2013-03-13",167.04,170.16,166.97,169.1,773400,167.26
"2013-03-14",169.55,171.25,168.66,169.07,814300,167.23
"2013-03-15",168.61,170.09,168.38,168.68,1172900,166.85
"2013-03-18",167.97,170.55,166.75,169.89,546400,168.04
"2013-03-19",170.13,170.83,168.15,169.48,439000,167.64
"2013-03-20",170.03,172.4,169.86,172.12,468900,170.25
"2013-03-21",171.13,171.99,168.87,168.91,623800,167.08
"2013-03-22",169.26,170.71,167.87,168.17,506400,166.34
"2013-03-25",169.04,170.15,167.34,168.21,455500,166.38
"2013-03-26",169.72,170.08,168.43,169.41,555800,167.57
"2013-03-27",168.5,169.46,167.63,169.28,433100,167.44
"2013-03-28",169.2,170,168.03,168.89,547100,167.06
"2013-04-01",168.37,169.49,167.02,167.57,626900,165.75
"2013-04-02",168.53,168.53,166.93,167.91,448900,166.09
"2013-04-03",168.27,168.48,162.22,164.95,902100,163.16
"2013-04-04",165.34,166.45,164.2,165.62,530600,163.82
"2013-04-05",163.49,165.88,162.64,165.82,573200,164.02
"2013-04-08",165.62,166.46,164.05,165.83,519000,164.03
"2013-04-09",166.26,166.66,164.39,166.34,480000,164.53
"2013-04-10",166.46,168.44,165.72,168.27,498000,166.44
"2013-04-11",168.17,171.64,167.63,171.02,751700,169.16
"2013-04-12",170.26,171.8,169.46,170.74,619000,168.89
"2013-04-15",172.61,174.87,168.37,168.61,1259700,166.78
"2013-04-16",169.75,175.46,169.75,174.53,1574000,172.63
"2013-04-17",173.8,174.84,170.48,170.89,1632200,169.03
"2013-04-18",169.99,177.01,168.61,174.88,1886200,172.98
"2013-04-19",175,179.81,174.58,179.04,1541000,177.1
"2013-04-22",177.93,181.27,176.75,180.69,710300,178.73
"2013-04-23",181.1,182.34,179.83,181.45,1070700,179.48
"2013-04-24",181.8,182.61,180.61,181.03,501600,179.06
"2013-04-25",182.1,184.78,181.7,184.23,894100,182.23
"2013-04-26",184.28,184.55,181.23,183.22,674300,181.23
"2013-04-29",183.37,183.57,181.88,182.71,520300,180.73
"2013-04-30",182.23,183.13,180.84,183.11,575500,181.12
"2013-05-01",182.5,183.21,180.98,181.1,498400,179.13
"2013-05-02",181.92,184.69,181.77,184.13,491000,182.13
"2013-05-03",185,188.29,185,187.98,704700,185.94
"2013-05-06",187.96,188.08,186.03,187.77,516300,185.73
"2013-05-07",187.7,189.69,187.38,189.28,616400,187.22
"2013-05-08",189.24,189.98,188.53,189.62,453300,187.56
"2013-05-09",189.79,190.14,188.34,188.4,649200,186.35
"2013-05-10",188.68,189.66,187.67,188,630600,185.96
"2013-05-13",187.77,188.16,186.84,187.7,754300,185.66
"2013-05-14",187.78,194.55,187.78,193.54,1092400,191.44
"2013-05-15",193.16,194,192.1,193.56,537800,191.95
"2013-05-16",193.23,193.23,189.47,189.98,627200,188.4
"2013-05-17",190.75,191.89,190.03,190.82,565100,189.24
"2013-05-20",190.47,191.44,188.02,188.71,619100,187.14
"2013-05-21",188.45,190.84,188.45,189.95,418200,188.37
"2013-05-22",190,191.12,186.55,187.13,617800,185.58
"2013-05-23",185.41,188.12,184.17,186.08,561900,184.54
"2013-05-24",188.04,189.78,186.13,189.2,549200,187.63
"2013-05-28",191.04,193.22,190.88,191.9,647000,190.31
"2013-05-29",190.03,191.75,189.28,189.99,556200,188.41
"2013-05-30",190.3,192.3,190.1,190.94,596100,189.35
"2013-05-31",190.37,191.89,188.53,188.53,714100,186.96
"2013-06-03",188.5,189.07,184.55,187.3,640200,185.75
"2013-06-04",186.39,187.82,182.14,182.6,661100,181.08
"2013-06-05",181.2,182.8,178.01,178.93,842400,177.44
"2013-06-06",178.54,181.58,178.12,181.49,696800,179.98
"2013-06-07",183.48,183.87,181.83,183.26,425100,181.74
"2013-06-10",183.86,183.98,182.47,183.87,409600,182.34
"2013-06-11",181.43,184.03,180.86,181.44,468500,179.93
"2013-06-12",181.74,182.79,177.94,178.22,503600,176.74
"2013-06-13",178.21,184.79,177.5,184.48,499800,182.95
"2013-06-14",184.04,184.5,182.44,183.09,398900,181.57
"2013-06-17",184.43,184.56,181.9,183.47,545900,181.95
"2013-06-18",183.6,184.56,182.2,184.3,274000,182.77
"2013-06-19",183.77,184.61,181.52,181.73,435700,180.22
"2013-06-20",179.5,181.41,175.62,175.9,875700,174.44
"2013-06-21",176.51,176.52,170.06,173.1,1510400,171.66
"2013-06-24",171.74,175.74,170.6,173.82,790600,172.38
"2013-06-25",174.75,177.74,174.36,175.78,815400,174.32
"2013-06-26",176.74,178.76,176.28,178.11,405200,176.63
"2013-06-27",179.14,180.11,176.87,179.18,700300,177.69
"2013-06-28",178.71,179.14,176.57,176.6,646800,175.13
"2013-07-01",177.55,180.25,177.16,178.58,322900,177.1
"2013-07-02",178.31,180.84,178.31,179.63,527200,178.14
"2013-07-03",178.2,181.01,178.2,179.84,224700,178.35
"2013-07-05",180.61,182.51,178.62,182.48,300200,180.97
"2013-07-08",182.6,183.71,181.31,182.3,501800,180.79
"2013-07-09",183.24,184.7,182.52,183.71,487800,182.18
"2013-07-10",184.31,185.34,182.36,184.85,752000,183.32
"2013-07-11",188.72,188.72,186.11,186.88,775200,185.33
"2013-07-12",186.4,189.91,185.97,187.36,655400,185.8
"2013-07-15",187.36,190.68,184.12,184.4,748200,182.87
"2013-07-16",184.4,185.27,182.35,182.76,858100,181.24
"2013-07-17",180.57,184.95,180.57,183.19,722400,181.67
"2013-07-18",164.75,172.82,163.63,167.94,5804000,166.55
"2013-07-19",168.35,173.29,168.05,172.86,1483700,171.43
"2013-07-22",172.02,173.48,170.3,171.55,914900,170.13
"2013-07-23",171.54,172.71,169.15,171.8,1141100,170.37
"2013-07-24",172.03,173.55,170.38,172.06,1113300,170.63
"2013-07-25",171.26,174.4,170.81,172.94,1365300,171.5
"2013-07-26",172.18,173.5,170.93,172.83,761100,171.4
"2013-07-29",170.56,174.6,170.56,174.31,703500,172.86
"2013-07-30",173.77,175.37,173.41,174.98,599000,173.53
"2013-07-31",174.81,175.65,173.62,174.17,833800,172.72
"2013-08-01",174.35,177.04,174.35,176.43,639600,174.97
"2013-08-02",176.99,179.28,175.72,179.05,802500,177.56
"2013-08-05",178.02,178.63,175.84,176.83,609400,175.36
"2013-08-06",176.52,177.21,174.03,177.17,1266400,175.7
"2013-08-07",176.27,176.64,172.83,175.51,1064900,174.05
"2013-08-08",175.83,177.72,175.4,177.15,551200,175.68
"2013-08-09",176.28,177.6,175.13,177.07,666600,175.6
"2013-08-12",176.29,178.05,174.77,177.84,558800,176.36
"2013-08-13",177,177.83,175.16,175.79,716600,174.33
"2013-08-14",175.11,176,170,170.06,1172600,169.13
"2013-08-15",169.35,169.53,166.51,168.98,1253500,168.06
"2013-08-16",168.21,169.92,168.12,168.69,713800,167.77
"2013-08-19",168.64,169.3,166.66,167.52,944100,166.6
"2013-08-20",167.59,172.25,167.59,171.91,1150100,170.97
"2013-08-21",172.13,173.45,170.61,171.11,764900,170.17
"2013-08-22",171.19,172.46,169.76,171.91,368500,170.97
"2013-08-23",171.75,172.95,170.2,172.52,498100,171.58
"2013-08-26",172.36,172.92,171.36,171.85,433500,170.91
"2013-08-27",169.94,169.99,166.32,167.2,1032900,166.28
"2013-08-28",167.41,170.4,167.08,169.37,479100,168.44
"2013-08-29",168.94,172.21,168.4,172.05,646400,171.11
"2013-08-30",172.07,174.56,171.91,172.4,848200,171.46
"2013-09-03",172.92,174.97,170.32,171.08,522600,170.14
"2013-09-04",171.09,173.14,170.4,172.35,534300,171.41
"2013-09-05",173.29,176.16,173.29,174.36,545600,173.41
"2013-09-06",174.36,175.56,171.98,172.69,816100,171.74
"2013-09-09",173.85,175.85,173.05,174.91,379800,173.95
"2013-09-10",175.61,176,174.41,175.23,299300,174.27
"2013-09-11",175.62,177.48,174.64,176.61,456000,175.64
"2013-09-12",176.3,177.14,174.36,174.63,368600,173.67
"2013-09-13",174.48,175.52,174.15,174.92,231900,173.96
"2013-09-16",178.06,179.77,176.13,177.5,848800,176.53
"2013-09-17",177.36,178.24,175.47,175.68,1249800,174.72
"2013-09-18",176.05,182.61,176.05,182.04,1598400,181.04
"2013-09-19",182,184.47,181.25,181.58,1023900,180.59
"2013-09-20",181.63,182.49,179.87,180.11,750000,179.12
"2013-09-23",182.88,183.15,180.49,181.5,745700,180.51
"2013-09-24",180.42,181.69,178.91,180,619700,179.01
"2013-09-25",179.98,180.37,178.65,179.86,583000,178.88
"2013-09-26",180,182.78,179.85,182.53,466400,181.53
"2013-09-27",181.94,182.25,179.89,180.43,427400,179.44
"2013-09-30",179.1,182.32,177.76,182.18,1042300,181.18
"2013-10-01",182.16,185.3,181.56,184.52,641200,183.51
"2013-10-02",182.18,184.73,182.18,184.69,460400,183.68
"2013-10-03",183.54,184.84,182.09,182.92,504100,181.92
"2013-10-04",183.31,186.82,183.1,186.48,864900,185.46
"2013-10-07",185,185.3,181.25,181.3,582200,180.31
"2013-10-08",182.03,182.03,176.31,176.45,722100,175.48
"2013-10-09",178.07,179.11,174.49,175.31,646600,174.35
"2013-10-10",178.01,179.3,177.05,179.29,730600,178.31
"2013-10-11",179,182.2,178.95,180.17,478700,179.18
"2013-10-14",179.25,180.58,178.73,180.09,337000,179.1
"2013-10-15",179.29,180.49,177.9,180.08,428200,179.09
"2013-10-16",180.95,182.14,178.78,181.44,840400,180.45
"2013-10-17",181.17,185.97,181.17,185,575300,183.99
"2013-10-18",185.27,185.9,183.13,184.56,953800,183.55
"2013-10-21",183.81,184.2,181.74,183.21,639200,182.21
"2013-10-22",184.18,187.23,183.93,186.38,1018100,185.36
"2013-10-23",185.33,186.21,184.12,184.56,757500,183.55
"2013-10-24",184.93,187.25,183.85,187,1388100,185.98
"2013-10-25",191,195.32,190,195.07,1231200,194
"2013-10-28",194.58,194.99,191.77,192.82,815100,191.76
"2013-10-29",192.55,194.72,191.52,194.44,518600,193.38
"2013-10-30",185.99,189.7,185.98,188.47,1706000,187.44
"2013-10-31",188.47,189.01,185.35,188,764900,186.97
"2013-11-01",188.81,189.08,184.39,184.67,911300,183.66
"2013-11-04",185,186.84,184.69,186.02,623200,185
"2013-11-05",185.91,186.02,183.55,184.56,552400,183.55
"2013-11-06",186.19,186.66,184.68,185.54,374000,184.52
"2013-11-07",185.3,186.21,180.44,181.02,669300,180.03
"2013-11-08",181.36,185.54,181.06,185.51,638900,184.49
"2013-11-11",184.7,185.34,183.98,184.37,526200,183.36
"2013-11-12",184.22,185.85,183.67,184.5,637800,183.49
"2013-11-13",183.67,185.51,183.65,185.38,944300,184.87
"2013-11-14",181.6,187.1,181.6,187.01,562900,186.49
"2013-11-15",186.8,187.54,186.33,186.87,615500,186.35
"2013-11-18",187,187.4,185.25,185.84,447000,185.33
"2013-11-19",185.18,186.8,185.09,185.68,327300,185.17
"2013-11-20",185.68,186.42,184.17,184.64,408100,184.13
"2013-11-21",184.98,186.67,184.4,186.58,402100,186.06
"2013-11-22",186.27,187.98,185.66,187.57,450300,187.05
"2013-11-25",187.49,187.53,184.38,184.84,417900,184.33
"2013-11-26",184.82,185.41,183.45,184.3,496500,183.79
"2013-11-27",184.95,184.95,182.95,183.54,207200,183.03
"2013-11-29",183.48,184.3,182.83,183.03,153300,182.52
"2013-12-02",183.41,184.29,180.78,181.14,438700,180.64
"2013-12-03",180.5,181.13,178.8,179.81,539200,179.31
"2013-12-04",178.4,181.66,177.8,181.08,907600,180.58
"2013-12-05",180.2,182.71,180.04,181.73,534000,181.23
"2013-12-06",183.18,186.27,182.43,184.83,580900,184.32
"2013-12-09",184.83,187.33,184.83,185.52,633800,185.01
"2013-12-10",185.64,187.5,184.5,184.69,773400,184.18
"2013-12-11",184.46,184.46,180.79,181.19,687000,180.69
"2013-12-12",179.77,180,177.67,179.44,1062000,178.94
"2013-12-13",179.44,180.19,177.53,177.97,571700,177.48
"2013-12-16",178.67,179.39,176.84,177.31,523700,176.82
"2013-12-17",172.28,178.32,170.63,177.31,1397100,176.82
"2013-12-18",177.09,180,175.79,179.92,1056800,179.42
"2013-12-19",179.93,180.66,178.54,180.15,442800,179.65
"2013-12-20",181.18,183.04,179.78,182.15,992300,181.65
"2013-12-23",180.9,182.18,177.32,181.42,833600,180.92
"2013-12-24",181.38,182.99,180.91,182.69,207000,182.18
"2013-12-26",183.34,183.51,182.21,182.82,200700,182.31
"2013-12-27",183.28,183.69,181.82,182.5,294100,181.99
"2013-12-30",182.49,183.3,181.86,182.25,314700,181.75
"2013-12-31",182.66,183.8,182.62,183.5,344900,182.99
"2014-01-02",182.03,183,180.69,182.41,515700,181.9
"2014-01-03",181.86,184.02,181.72,182.8,407200,182.29
"2014-01-06",183.27,184.61,182.28,182.69,584100,182.18
"2014-01-07",184.9,188.17,184.57,187.61,1238700,187.09
"2014-01-08",187.6,189.76,186.43,189.68,1248400,189.15
"2014-01-09",189.6,189.93,188.07,188.87,681400,188.35
"2014-01-10",189.92,192.98,189.18,192.84,931800,192.31
"2014-01-13",191.86,193,190.63,191.19,572100,190.66
"2014-01-14",192.39,193.52,190.45,193.48,557500,192.94
"2014-01-15",193.29,193.84,192.4,193.14,548600,192.61
"2014-01-16",192.52,194.25,192.08,193.51,415700,192.97
"2014-01-17",194.15,195.72,193.7,194.12,797200,193.58
"2014-01-21",196.01,198.15,195.28,198.03,955000,197.48
"2014-01-22",197.24,198.47,196.57,197.34,610400,196.79
"2014-01-23",195.78,196.97,194.56,195.12,677400,194.58
