"","SHW.Open","SHW.High","SHW.Low","SHW.Close","SHW.Volume","SHW.Adjusted"
"2008-10-03",55.55,55.84,52.41,52.75,2338300,47.87
"2008-10-06",50.75,54.52,49.5,54.15,3344000,49.14
"2008-10-07",54.5,55.84,51.74,53,3297400,48.09
"2008-10-08",51.85,55.79,50.61,53.22,4207800,48.29
"2008-10-09",53.26,55.08,51.57,52.38,2694400,47.53
"2008-10-10",49.97,53.18,48.98,51.3,4475900,46.55
"2008-10-13",53.3,54.6,51.52,53.12,2521600,48.2
"2008-10-14",54.1,55.74,52.44,52.98,2984000,48.07
"2008-10-15",52.38,53,49.42,49.42,3802200,44.84
"2008-10-16",51.18,57.18,49.93,56.96,5975900,51.69
"2008-10-17",54.99,58.03,54.8,56.18,2881000,50.98
"2008-10-20",56.24,57.62,55.1,57.62,1369900,52.28
"2008-10-21",57.04,58.6,55.98,56.26,1951900,51.05
"2008-10-22",55.04,58.06,54.21,55.77,2776700,50.61
"2008-10-23",55.47,57.46,52.97,56.48,2573300,51.25
"2008-10-24",53.91,56.46,53.04,55.08,1344800,49.98
"2008-10-27",53.94,56.17,51.33,51.42,2061300,46.66
"2008-10-28",52.34,54.98,48.32,54.98,4075300,49.89
"2008-10-29",54.88,56.28,52.98,54.58,3068000,49.53
"2008-10-30",55.88,56.91,54.38,56.88,1462000,51.61
"2008-10-31",56.4,57.48,56.2,56.91,2402200,51.64
"2008-11-03",56.86,57.08,54,54.33,1884100,49.3
"2008-11-04",56.08,56.79,54,56.45,3296000,51.22
"2008-11-05",55.42,57.2,54.73,55.63,1855900,50.48
"2008-11-06",55.16,55.58,53.19,53.82,2056100,48.84
"2008-11-07",54.24,54.58,53.67,54.47,1427800,49.43
"2008-11-10",55.61,56.2,54.48,55.38,1718600,50.25
"2008-11-11",54.68,55.39,52.77,54.09,1830600,49.08
"2008-11-12",53.41,53.93,51.63,51.82,2694900,47.33
"2008-11-13",51.53,54.78,50,54.76,2112600,50.01
"2008-11-14",54,56.82,53.99,54.5,1784500,49.78
"2008-11-17",54.16,55.02,52.89,53.29,1396500,48.67
"2008-11-18",53.78,55.74,53.26,54.47,2252500,49.75
"2008-11-19",54.43,55.26,51.48,51.68,2438400,47.2
"2008-11-20",51.01,54.14,49.83,50.17,3790600,45.82
"2008-11-21",50.97,53.52,49.01,53.3,3099100,48.68
"2008-11-24",54.2,57.76,53.19,56.57,2811600,51.67
"2008-11-25",57.54,57.96,56.17,57.25,2367800,52.29
"2008-11-26",56.49,60.23,56.45,60,2867800,54.8
"2008-11-28",59.91,60.06,58.21,58.93,804100,53.82
"2008-12-01",57.75,58.75,54.26,54.29,2249700,49.58
"2008-12-02",54.7,54.81,53.38,54.55,2530300,49.82
"2008-12-03",53.78,57.26,53.53,57.2,2114400,52.24
"2008-12-04",56.7,58.45,55.23,56.03,2212700,51.17
"2008-12-05",55.31,59.26,55.06,58.73,2390200,53.64
"2008-12-08",59.14,59.61,56.33,57.45,2839500,52.47
"2008-12-09",57.07,58.05,56.02,56.24,2637300,51.36
"2008-12-10",56.64,56.64,54.01,55.63,2436100,50.81
"2008-12-11",55.11,55.89,52.64,53.24,2067900,48.62
"2008-12-12",52,56.11,51.12,55.53,1511300,50.72
"2008-12-15",55.5,56.95,55.22,56.41,1122600,51.52
"2008-12-16",57.35,57.96,56.51,57.53,2212700,52.54
"2008-12-17",57.27,57.85,56.37,56.91,1750200,51.98
"2008-12-18",57.2,57.43,55.32,55.97,1147800,51.12
"2008-12-19",56.36,57.1,55.22,55.33,1720500,50.53
"2008-12-22",55.34,55.52,53.77,54.81,1027600,50.06
"2008-12-23",55.41,55.45,53.97,54.45,920500,49.73
"2008-12-24",57.93,57.93,53.01,55.77,660400,50.94
"2008-12-26",55.77,55.99,55.48,55.8,249800,50.96
"2008-12-29",55.7,56.28,54.42,56.23,1004600,51.36
"2008-12-30",56.64,58.7,56.26,58.61,1229200,53.53
"2008-12-31",58.73,60.17,58.66,59.75,1363300,54.57
"2009-01-02",59.86,60.07,58.99,59.99,1577200,54.79
"2009-01-05",59.26,60,58.92,59.84,1626400,54.65
"2009-01-06",59.96,60.68,59.44,60.41,1850300,55.17
"2009-01-07",59.5,60.84,59.26,59.56,1957600,54.4
"2009-01-08",59.22,61.26,58.76,61.09,1765000,55.79
"2009-01-09",60.88,61.42,59.12,59.4,1637600,54.25
"2009-01-12",59.16,60.39,57.93,58.62,1702100,53.54
"2009-01-13",58.07,59.66,57.79,58.65,1747200,53.57
"2009-01-14",57.58,57.65,55.3,55.85,2638000,51.01
"2009-01-15",55.65,57.19,54.32,56.34,2858600,51.46
"2009-01-16",57.15,57.94,56.02,57.38,1750600,52.41
"2009-01-20",57.58,58,54.51,55.13,2565400,50.35
"2009-01-21",56.24,56.42,53.13,55.42,2998800,50.62
"2009-01-22",48.27,49.6,46.95,48.2,9846800,44.02
"2009-01-23",47.25,48.15,46.51,46.97,3416300,42.9
"2009-01-26",47.01,48.44,46.55,46.68,2833200,42.63
"2009-01-27",47.11,49.2,46.52,48.58,3667800,44.37
"2009-01-28",48.94,50.31,48.94,49.65,3314200,45.35
"2009-01-29",49.15,49.57,48.46,48.71,2279200,44.49
"2009-01-30",48.93,48.96,47.27,47.75,2269700,43.61
"2009-02-02",47.78,47.78,45.65,46.59,3047100,42.55
"2009-02-03",46.66,48.56,46.43,48.3,3093900,44.11
"2009-02-04",48.25,48.55,47.37,48.01,2522700,43.85
"2009-02-05",47.77,49.24,46.84,48.43,1748200,44.23
"2009-02-06",48.3,50.35,48.25,49.94,3217700,45.61
"2009-02-09",49.86,50.38,49.19,49.6,1769000,45.3
"2009-02-10",48.77,49.6,47.06,47.43,1834400,43.32
"2009-02-11",48.6,48.83,46.44,47.41,1175000,43.3
"2009-02-12",46.76,47.61,46,47.61,1765600,43.48
"2009-02-13",47.38,47.77,46.51,46.94,1703100,42.87
"2009-02-17",45.62,46.55,45.48,45.88,2760300,41.9
"2009-02-18",46.38,46.64,45.31,46.01,1473500,42.02
"2009-02-19",46.48,47.33,45.72,45.88,1140000,41.9
"2009-02-20",45.69,46.37,45,46.03,1999400,42.04
"2009-02-23",46.12,46.7,43.86,44.03,2389600,40.21
"2009-02-24",44.44,46.59,44.26,46.2,1908100,42.19
"2009-02-25",45.78,47.06,45.05,45.99,1458300,42.33
"2009-02-26",46.5,47.4,45.92,45.99,1542000,42.33
"2009-02-27",45.15,47.08,44.8,45.95,2003600,42.29
"2009-03-02",44.9,46.86,44.68,45.2,1637700,41.6
"2009-03-03",45.96,46.45,45.22,45.35,1491800,41.74
"2009-03-04",45.85,46.49,43.96,45.14,2118500,41.55
"2009-03-05",44.3,45.01,43.63,43.92,1923300,40.42
"2009-03-06",43.96,44.38,42.19,42.98,2481400,39.56
"2009-03-09",42.51,44.57,42.49,43.75,2262700,40.27
"2009-03-10",44.51,46.21,44.51,46,2323500,42.34
"2009-03-11",46.84,47.28,45.87,46.72,1419400,43
"2009-03-12",46.43,46.77,45.62,46.59,2245300,42.88
"2009-03-13",46.69,47.64,45.54,47.35,1957900,43.58
"2009-03-16",47.72,47.72,46.59,46.69,1366200,42.97
"2009-03-17",46.92,47.81,46.21,47.71,1502400,43.91
"2009-03-18",46.21,47.5,45.01,46.93,3195600,43.19
"2009-03-19",47.38,47.38,43.85,44.79,3091700,41.22
"2009-03-20",44.8,45.39,44.17,45.02,2238800,41.44
"2009-03-23",45.99,49.4,45.55,49.4,2473200,45.47
"2009-03-24",48.8,51.25,48.31,50.2,3480100,46.2
"2009-03-25",50.42,52.84,49.98,51.51,3076900,47.41
"2009-03-26",52.09,52.8,51.8,52.51,2315400,48.33
"2009-03-27",51.81,52.55,51.03,51.31,1292700,47.22
"2009-03-30",49.69,52.14,49.69,52.13,2256100,47.98
"2009-03-31",52.6,53.01,51.25,51.97,1999200,47.83
"2009-04-01",50.97,52.86,50.76,52.21,2511800,48.05
"2009-04-02",53.19,53.45,52.63,52.89,2045700,48.68
"2009-04-03",53.17,53.17,52.1,53,1163400,48.78
"2009-04-06",52.47,53.01,51.72,52.51,1430500,48.33
"2009-04-07",52.21,52.21,50.65,50.83,1232800,46.78
"2009-04-08",51.12,52.49,50.88,52.49,1730100,48.31
"2009-04-09",53.3,53.56,52.65,53.55,1992100,49.29
"2009-04-13",51.57,52.89,51.03,52.48,1603300,48.3
"2009-04-14",52,52.17,51.03,51.43,1766600,47.34
"2009-04-15",51.32,51.32,49.9,51.11,2944900,47.04
"2009-04-16",54.7,57.27,54.36,56.96,8103000,52.43
"2009-04-17",56.74,57.19,56.04,56.69,1582200,52.18
"2009-04-20",55.84,56.27,55.02,55.46,2160000,51.04
"2009-04-21",55.05,56.88,54.75,56.77,1802400,52.25
"2009-04-22",56.24,58.36,55.93,57,2002200,52.46
"2009-04-23",57.24,57.58,56.03,57.41,1677500,52.84
"2009-04-24",57.87,59.17,57.07,58.5,2075800,53.84
"2009-04-27",57.83,58.98,57.49,58.25,1945400,53.61
"2009-04-28",57.7,57.87,56.75,57.04,1216300,52.5
"2009-04-29",58.03,58.05,56.2,57.03,1575300,52.49
"2009-04-30",57.41,58.16,56.1,56.64,2406900,52.13
"2009-05-01",57,57.15,55.04,55.5,2097800,51.08
"2009-05-04",55.99,58.45,55.88,58.45,1793100,53.8
"2009-05-05",58.16,58.84,57.66,58.37,1176700,53.72
"2009-05-06",59.12,59.16,56.33,57.67,1687800,53.08
"2009-05-07",57.61,57.78,55.62,56.15,1770700,51.68
"2009-05-08",57.07,57.3,55.41,56.93,1993500,52.4
"2009-05-11",56.4,56.59,55.15,55.26,1753300,50.86
"2009-05-12",55.66,56.2,54.45,55.32,1327600,50.92
"2009-05-13",54.1,54.3,53.25,53.8,1766600,49.84
"2009-05-14",53.97,54.73,53,53.24,1246900,49.32
"2009-05-15",54.1,54.76,53.16,53.61,1480600,49.66
"2009-05-18",54.13,56.12,54.13,55.72,1621700,51.61
"2009-05-19",56.45,58.19,56.2,57.12,2283500,52.91
"2009-05-20",57.59,57.97,54.45,54.83,2058900,50.79
"2009-05-21",54.39,54.91,53.01,53.69,1779500,49.73
"2009-05-22",53.89,54.19,52.9,53.54,1110200,49.6
"2009-05-26",53.33,55.5,53.22,55.25,1510600,51.18
"2009-05-27",55.38,55.38,52.89,53.04,2057200,49.13
"2009-05-28",53.36,53.4,52.19,53.08,1916200,49.17
"2009-05-29",53.1,53.93,52.52,52.8,2837500,48.91
"2009-06-01",53.84,54.44,53.23,53.9,1712800,49.93
"2009-06-02",53.9,55.1,53.4,54.66,2147700,50.63
"2009-06-03",54.4,54.4,53.52,54.12,1434900,50.13
"2009-06-04",54.18,54.34,53.55,53.8,1202700,49.84
"2009-06-05",54.54,54.7,53.3,54.25,1588000,50.25
"2009-06-08",54.18,55.24,53.87,54.87,1673900,50.83
"2009-06-09",54.93,56.34,54.93,55.91,1567500,51.79
"2009-06-10",56.01,56.92,54.85,55.41,2035400,51.33
"2009-06-11",54.86,55.96,54.86,55.24,1298900,51.17
"2009-06-12",55.32,55.45,54.25,55.1,1024100,51.04
"2009-06-15",54.38,54.63,53.82,54.5,1267100,50.48
"2009-06-16",54.73,54.77,52.87,52.95,2218000,49.05
"2009-06-17",52.9,54.64,52.9,53.97,2328500,49.99
"2009-06-18",53.78,54.24,53.26,53.34,1167400,49.41
"2009-06-19",53.79,53.89,53.25,53.58,1789300,49.63
"2009-06-22",53.39,53.39,52.42,52.47,2093400,48.6
"2009-06-23",52.83,52.83,51.68,52.5,1901500,48.63
"2009-06-24",52.86,53.66,52.21,52.67,2202300,48.79
"2009-06-25",52.5,54.01,52.44,53.48,1438200,49.54
"2009-06-26",53.43,54.25,53.26,54.11,1802900,50.12
"2009-06-29",54.26,54.26,53,53.78,1717200,49.82
"2009-06-30",53.85,53.96,53.26,53.75,1473700,49.79
"2009-07-01",54.14,54.14,53.33,53.89,1323800,49.92
"2009-07-02",53.55,53.74,51.22,51.22,1348700,47.45
"2009-07-06",52.26,53.92,51.99,53.73,2132000,49.77
"2009-07-07",53.51,53.51,51.99,52.05,1685700,48.22
"2009-07-08",52.26,52.47,51.55,52.08,921300,48.24
"2009-07-09",52.49,52.5,51.56,52.16,827200,48.32
"2009-07-10",51.62,52.43,51.5,52.22,847200,48.37
"2009-07-13",52.3,53.25,51.41,53.23,4563900,49.31
"2009-07-14",53.11,54.01,52.82,53.82,1129600,49.85
"2009-07-15",54.26,55.25,54.18,54.64,1930500,50.61
"2009-07-16",54.67,56.69,54.67,56.35,1541100,52.2
"2009-07-17",56.14,56.94,56.01,56.52,950500,52.36
"2009-07-20",56.82,57.66,56.52,57.49,1809000,53.25
"2009-07-21",56.27,56.75,52,55.17,5277800,51.11
"2009-07-22",54.27,55.31,54.12,54.86,1996400,50.82
"2009-07-23",54.76,56.25,54.56,56.12,1533600,51.99
"2009-07-24",55.86,56.88,55.2,56.79,1368800,52.61
"2009-07-27",56.65,56.65,55.42,56.17,1116000,52.03
"2009-07-28",55.94,56.48,55.67,56.17,949900,52.03
"2009-07-29",56,56.51,55.77,56.19,1250800,52.05
"2009-07-30",56.6,57.53,56.43,57.2,1553000,52.99
"2009-07-31",56.69,58.14,56.69,57.75,1136900,53.5
"2009-08-03",58.05,59.85,57.67,59.46,1652700,55.08
"2009-08-04",59.14,61,58.91,60.73,1718700,56.26
"2009-08-05",60.7,61.45,59.65,61.24,1728800,56.73
"2009-08-06",61.59,61.71,60.51,60.89,1092400,56.4
"2009-08-07",61.67,62.7,60.79,62.01,1490100,57.44
"2009-08-10",61.45,61.69,60.85,61.28,904800,56.77
"2009-08-11",60.58,61.4,60.45,60.85,1089000,56.37
"2009-08-12",60.89,61.98,60.69,61.56,896200,57.02
"2009-08-13",61.65,61.84,60.57,61.5,960200,56.97
"2009-08-14",61.36,61.42,60,60.46,763300,56.01
"2009-08-17",59.59,60.66,58.97,60.02,1650900,55.6
"2009-08-18",60.07,60.85,59.63,60.72,1107500,56.25
"2009-08-19",60.15,60.66,59.75,60.4,959700,56.28
"2009-08-20",60.44,60.95,60.11,60.82,909900,56.67
"2009-08-21",61.38,62.73,61.28,62.08,1028600,57.84
"2009-08-24",62.19,62.55,60.92,61.05,1083900,56.88
"2009-08-25",59.67,61.34,59.67,60.7,2248000,56.56
"2009-08-26",60.41,61.13,60.13,60.38,1760100,56.26
"2009-08-27",60.55,60.9,59.53,60.67,1115600,56.53
"2009-08-28",61.1,61.34,60.48,60.93,669600,56.77
"2009-08-31",60.46,60.54,59.41,60.2,1041700,56.09
"2009-09-01",59.68,60.49,58.8,59.61,1221700,55.54
"2009-09-02",59.08,59.62,58.62,59.36,1074900,55.31
"2009-09-03",59.46,60.4,58.41,60.24,1184800,56.13
"2009-09-04",60.38,60.54,59.84,60.39,1009600,56.27
"2009-09-08",60.61,60.95,59.75,60.7,1448500,56.56
"2009-09-09",60.51,60.69,58.68,59.15,2906200,55.11
"2009-09-10",59.13,59.21,58.14,58.65,1890700,54.65
"2009-09-11",58.92,59.69,58.42,59.28,1355300,55.24
"2009-09-14",58.81,60.11,58.64,59.92,1191900,55.83
"2009-09-15",59.85,60.26,59.36,59.92,1336400,55.83
"2009-09-16",60.25,61.35,59.78,60.57,1371100,56.44
"2009-09-17",60.61,62.44,60.52,62.13,3071500,57.89
"2009-09-18",62.39,62.5,61.24,62.04,1417000,57.81
"2009-09-21",61.72,62.25,61.33,61.58,1365700,57.38
"2009-09-22",61.68,61.77,61.08,61.13,914600,56.96
"2009-09-23",61.29,61.86,60.78,61.05,1847700,56.88
"2009-09-24",61.12,61.57,60.77,61.06,1097100,56.89
"2009-09-25",60.92,60.97,59.46,59.6,1807300,55.53
"2009-09-28",60.17,60.81,59.66,60.68,784800,56.54
"2009-09-29",60.71,61.62,60.12,60.26,1035600,56.15
"2009-09-30",60.32,60.7,59.63,60.16,1084400,56.06
"2009-10-01",60,60.53,59.54,59.54,1553700,55.48
"2009-10-02",59.11,59.97,58.56,58.84,1351700,54.83
"2009-10-05",58.79,59.77,58.77,59.59,1047800,55.52
"2009-10-06",59.74,60.65,59.63,59.94,916400,55.85
"2009-10-07",59.9,60.14,59.37,59.56,823500,55.5
"2009-10-08",60.09,61.34,59.85,61.23,1092000,57.05
"2009-10-09",61.15,61.74,60.64,61.54,1057400,57.34
"2009-10-12",61.85,62.6,61.76,62,881200,57.77
"2009-10-13",62.09,63.4,61.82,63.25,1830800,58.93
"2009-10-14",63.71,64.07,63.47,63.75,1152100,59.4
"2009-10-15",63.2,63.9,62.6,63.1,1401300,58.8
"2009-10-16",62.76,63.25,62.34,62.65,1284500,58.38
"2009-10-19",62.65,64.13,62.63,63.07,2009500,58.77
"2009-10-20",60.74,61.87,58.84,59.04,3699100,55.01
"2009-10-21",59.16,59.95,57.91,58.13,2629400,54.16
"2009-10-22",58.41,58.79,57.53,58.35,1613500,54.37
"2009-10-23",58.41,59.1,57.95,58.26,1421000,54.29
"2009-10-26",58.33,58.51,57.16,57.64,1964000,53.71
"2009-10-27",57.67,58.21,57.26,57.39,1610000,53.47
"2009-10-28",57.26,57.5,56.24,56.5,2366400,52.65
"2009-10-29",56.58,57.76,56.58,57.2,1488500,53.3
"2009-10-30",56.96,57.5,56.75,57.04,2147300,53.15
"2009-11-02",57.24,57.87,56.75,57.4,1450700,53.48
"2009-11-03",56.99,57.5,56.74,57.21,1822700,53.31
"2009-11-04",57.19,58.02,56.82,57.25,1668100,53.34
"2009-11-05",57.59,58.33,57.26,58.16,1258000,54.19
"2009-11-06",57.97,59.19,57.73,58.94,1331500,54.92
"2009-11-09",59.96,60.1,59.28,59.81,1184500,55.73
"2009-11-10",59.55,59.96,59.07,59.58,1112100,55.85
"2009-11-11",60.04,60.54,59.76,60.07,955600,56.31
"2009-11-12",59.88,60.32,59.21,59.54,876600,55.81
"2009-11-13",59.81,60.37,59.51,60.27,987000,56.49
"2009-11-16",60.47,61.37,60.32,61,1207000,57.18
"2009-11-17",60.99,61.08,60.41,60.78,772200,56.97
"2009-11-18",61.06,61.06,60.32,60.54,643500,56.75
"2009-11-19",60.14,60.26,59.38,59.84,1091600,56.09
"2009-11-20",59.81,60.12,59.47,59.94,1044000,56.18
"2009-11-23",60.16,60.96,60.16,60.5,988300,56.71
"2009-11-24",60.48,60.97,60.19,60.78,764000,56.97
"2009-11-25",60.97,61.78,60.59,61.74,1068000,57.87
"2009-11-27",60.63,61.64,60.27,61.13,542900,57.3
"2009-11-30",61.19,61.34,60.37,60.84,950900,57.03
"2009-12-01",61.18,62.29,61.18,62.19,890400,58.29
"2009-12-02",62.11,62.97,61.9,62.31,833400,58.41
"2009-12-03",62.15,62.32,60.93,61.33,1233400,57.49
"2009-12-04",61.89,62.39,61.17,61.85,1070300,57.97
"2009-12-07",61.58,62.55,61.53,62.51,1466800,58.59
"2009-12-08",62.39,62.39,61.2,61.61,1229400,57.75
"2009-12-09",61.43,61.68,60.92,61.59,1666800,57.73
"2009-12-10",61.8,62.43,61.77,61.87,1237600,57.99
"2009-12-11",62.03,62.75,62.03,62.75,912600,58.82
"2009-12-14",62.86,62.88,62.4,62.5,1244300,58.58
"2009-12-15",62.02,62.18,61.42,61.5,2005400,57.65
"2009-12-16",61.56,62.01,61.5,61.61,796600,57.75
"2009-12-17",61.22,61.84,60.99,61.7,813200,57.83
"2009-12-18",61.89,62.15,61.5,61.81,1423400,57.94
"2009-12-21",62.21,62.4,61.6,62,587800,58.12
"2009-12-22",61.99,62.54,61.93,62.22,469400,58.32
"2009-12-23",62.19,62.66,61.1,61.5,1134600,57.65
"2009-12-24",61.79,62.24,61.62,62.02,196800,58.13
"2009-12-28",62,62.28,61.93,62.18,677200,58.28
"2009-12-29",62.47,62.57,62.15,62.18,570600,58.28
"2009-12-30",62.04,62.39,61.86,62.01,321300,58.12
"2009-12-31",62.26,62.35,61.64,61.65,552100,57.79
"2010-01-04",62.14,62.14,61.17,61.67,1338000,57.81
"2010-01-05",61.59,61.86,59.55,60.21,3081500,56.44
"2010-01-06",60.39,61.02,58.92,59.42,2491700,55.7
"2010-01-07",59.42,60.47,59.42,59.95,1340000,56.19
"2010-01-08",59.94,60.47,59.78,60.46,865300,56.67
"2010-01-11",61.97,61.97,58.54,59.63,1536800,55.89
"2010-01-12",59.42,60.34,59.25,59.42,1381700,55.7
"2010-01-13",59.61,60.36,59.61,60.18,660000,56.41
"2010-01-14",60.26,60.71,60.13,60.53,1073400,56.74
"2010-01-15",60.27,60.27,59.17,59.19,1671600,55.48
"2010-01-19",58.88,59.42,58.3,59.37,1167600,55.65
"2010-01-20",59.04,59.04,58.44,58.79,1014700,55.11
"2010-01-21",58.7,59.52,58.37,58.61,1583200,54.94
"2010-01-22",58.63,59.19,57.86,58,1871200,54.37
"2010-01-25",58.52,59.39,58.26,58.92,2043600,55.23
"2010-01-26",62.8,64.3,62.56,62.83,6087100,58.89
"2010-01-27",62.83,64.06,62.28,63.87,2272100,59.87
"2010-01-28",64.08,64.08,63.13,63.58,1580300,59.6
"2010-01-29",63.66,64.63,63.08,63.35,2061500,59.38
"2010-02-01",63.77,64.75,63.5,64.62,1190500,60.57
"2010-02-02",64.85,65.62,63.8,65.56,1478800,61.45
"2010-02-03",65.33,65.33,63.95,64.25,1536300,60.22
"2010-02-04",64.13,64.17,63.49,63.85,1525500,59.85
"2010-02-05",64.02,64.25,62.86,63.9,1376000,59.9
"2010-02-08",63.98,64.1,63.11,63.2,1269800,59.24
"2010-02-09",63.64,64.41,63.47,63.77,1605700,59.77
"2010-02-10",63.6,63.65,62.6,62.98,1752100,59.03
"2010-02-11",62.99,63.78,62.9,63.73,1052700,59.74
"2010-02-12",63.16,64.04,62.65,63.95,1042100,59.94
"2010-02-16",64.25,64.8,64.18,64.54,748200,60.5
"2010-02-17",64.91,65.42,64.83,65.04,740100,60.96
"2010-02-18",65.09,65.34,64.31,65.23,714100,61.14
"2010-02-19",64.95,65.64,64.8,65.37,739100,61.27
"2010-02-22",65.52,65.74,64.67,64.81,933300,60.75
"2010-02-23",64.47,65.03,64.06,64.13,789800,60.11
"2010-02-24",64.1,64.57,63.86,64.39,646200,60.7
"2010-02-25",63.81,64.4,63.34,64.34,827000,60.65
"2010-02-26",64.41,64.45,63.33,63.38,1090500,59.74
"2010-03-01",63.6,63.98,63.04,63.74,853600,60.08
"2010-03-02",64.17,64.23,63.65,64.08,660200,60.4
"2010-03-03",64.29,64.41,63.85,64.01,948700,60.34
"2010-03-04",64.2,65.15,64.13,64.73,1065000,61.02
"2010-03-05",65.11,65.33,64.77,65.16,707500,61.42
"2010-03-08",65.32,65.56,64.97,65.26,954800,61.52
"2010-03-09",64.91,65.99,64.91,65.5,681500,61.74
"2010-03-10",65.39,65.39,64.4,64.7,1266900,60.99
"2010-03-11",65.27,65.27,63.89,65.25,1245200,61.51
"2010-03-12",65.44,65.67,65.04,65.54,719400,61.78
"2010-03-15",65.6,65.65,65.09,65.61,648600,61.85
"2010-03-16",65.7,65.7,64.52,65.07,861500,61.34
"2010-03-17",65.12,66.17,64.94,65.76,1222100,61.99
"2010-03-18",65.68,66.1,65.28,65.28,1055900,61.53
"2010-03-19",65.34,65.57,65.03,65.3,2041100,61.55
"2010-03-22",65.11,66.15,64.84,65.76,1189200,61.99
"2010-03-23",65.77,66.52,65.43,66.46,863400,62.65
"2010-03-24",66.32,66.46,65.56,65.85,818200,62.07
"2010-03-25",66.2,67.09,65.87,66.4,1722700,62.59
"2010-03-26",66.64,67.16,66.5,66.84,887800,63.01
"2010-03-29",67.13,67.39,66.84,67.01,550800,63.17
"2010-03-30",67.04,67.41,66.94,66.97,818300,63.13
"2010-03-31",66.8,68.03,66.63,67.68,1107600,63.8
"2010-04-01",67.81,68.82,67.81,68.25,988300,64.33
"2010-04-05",68.18,69.13,68.08,68.99,953800,65.03
"2010-04-06",68.75,69.93,68.4,69.87,1132400,65.86
"2010-04-07",69.78,70.24,69.24,69.85,1879300,65.84
"2010-04-08",69.31,71.26,68.92,70.84,3189900,66.78
"2010-04-09",70.91,71.32,70.2,71.21,1382300,67.12
"2010-04-12",71.36,72.78,71.02,72.31,2499200,68.16
"2010-04-13",71.96,72.38,71.79,72.33,2320700,68.18
"2010-04-14",72.51,72.81,71.77,72.79,1394600,68.61
"2010-04-15",72.64,73.65,72.38,73.49,1264100,69.27
"2010-04-16",73.36,73.52,72.63,72.96,1705400,68.77
"2010-04-19",72.35,73.18,72.14,73.17,1101200,68.97
"2010-04-20",73.32,74.14,73.23,73.98,1391800,69.74
"2010-04-21",73.73,74.68,73.73,74.31,1739700,70.05
"2010-04-22",73.11,79.55,73.11,79.33,4325000,74.78
"2010-04-23",78.03,79.65,77.84,79.54,2086600,74.98
"2010-04-26",79.71,80.33,79.1,79.94,1202500,75.35
"2010-04-27",79.06,80.21,78.41,79.41,2239300,74.85
"2010-04-28",79.56,79.73,78.89,79.32,2146000,74.77
"2010-04-29",79.79,79.86,78.86,79.15,1377800,74.61
"2010-04-30",79.29,79.64,78.02,78.07,1456500,73.59
"2010-05-03",78.18,80.22,77.78,80.01,1210100,75.42
"2010-05-04",79.36,79.36,77.84,78.45,1163700,73.95
"2010-05-05",77.78,78.39,76.66,77.05,1881400,72.63
"2010-05-06",76.77,77.72,73.67,76.33,2297900,71.95
"2010-05-07",76.25,78.02,75.48,75.95,3197900,71.59
"2010-05-10",77.34,79.53,77.34,79.45,1466400,74.89
"2010-05-11",78.52,80.49,78.41,79.48,995400,74.92
"2010-05-12",79.81,80.53,79.78,80.42,1287200,75.81
"2010-05-13",80.04,80.23,77.97,78.22,1272000,73.73
"2010-05-14",77.88,78.45,77.07,77.74,1579200,73.28
"2010-05-17",78.19,79.24,77.4,79.12,1848700,74.58
"2010-05-18",79.59,79.67,77.77,78.08,1032800,73.6
"2010-05-19",77.25,78.2,76.39,77.93,1847500,73.8
"2010-05-20",76.55,76.84,75.04,75.4,2001900,71.4
"2010-05-21",74.82,76.28,74,75.72,2450100,71.71
"2010-05-24",74.05,77.05,74.03,75.88,1794900,71.86
"2010-05-25",74.6,75.88,73.79,75.52,1771000,71.52
"2010-05-26",76.41,76.91,74.78,75.06,2454600,71.08
"2010-05-27",76.26,77.12,75.45,77.1,1398700,73.01
"2010-05-28",76.98,77.24,75.99,76.63,1370400,72.57
"2010-06-01",76.01,78.23,76.01,76.4,1394900,72.35
"2010-06-02",76.55,77.48,76.12,77.25,1539300,73.16
"2010-06-03",77.37,77.79,76.32,76.88,855800,72.81
"2010-06-04",75.83,76.1,74.67,74.91,1838400,70.94
"2010-06-07",74.82,75.26,73.6,73.6,2361900,69.7
"2010-06-08",73.56,73.97,72.78,73.87,2099100,69.95
"2010-06-09",74.47,75.23,73.82,74.09,1243800,70.16
"2010-06-10",75.07,76.3,74.7,76.17,1120100,72.13
"2010-06-11",75.8,76.64,75.4,76.64,936100,72.58
"2010-06-14",76.79,77.98,76.58,76.63,806300,72.57
"2010-06-15",77.09,77.92,76.87,77.92,1183100,73.79
"2010-06-16",77.69,78.4,76.85,77.24,906000,73.15
"2010-06-17",77.62,77.65,76.01,76.6,979100,72.54
"2010-06-18",76.89,77.09,75.98,76.18,2365500,72.14
"2010-06-21",76.95,77.18,76.19,76.44,1254000,72.39
"2010-06-22",76.59,76.78,74.64,74.76,1360000,70.8
"2010-06-23",74.5,74.74,73,74.14,1565800,70.21
"2010-06-24",73.65,73.76,71.62,71.65,1690700,67.85
"2010-06-25",71.82,72.01,71.06,71.48,2020500,67.69
"2010-06-28",71.5,72.03,71.06,71.08,1108100,67.31
"2010-06-29",70.55,70.73,69.36,70.4,1956200,66.67
"2010-06-30",70.06,71.09,69.06,69.19,1695900,65.52
"2010-07-01",69.15,70.22,67.92,69.94,1825800,66.23
"2010-07-02",69.94,70.35,68.98,69.43,837800,65.75
