"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"2011-03-18",101.97,102.5,99.5,99.92,3387700,94.99
"2011-03-21",102.03,103.36,101.29,102.57,2329400,97.51
"2011-03-22",102.93,102.93,100.83,101.7,2202700,96.68
"2011-03-23",101.44,103.17,100.01,102.68,1929800,97.61
"2011-03-24",103.84,104.49,102.68,103.77,2545900,98.65
"2011-03-25",104.1,105.8,104.07,104.54,2045300,99.38
"2011-03-28",104.86,105.41,104.29,104.92,2228500,99.74
"2011-03-29",104.76,108.05,104.5,107.63,2817600,102.32
"2011-03-30",108.9,110.75,108.64,109.57,2567400,104.16
"2011-03-31",109.24,110.33,108.58,109.62,1957000,104.21
"2011-04-01",110.88,113.65,110.52,111.3,3433500,105.81
"2011-04-04",112.04,112.2,110.46,110.83,1904000,105.36
"2011-04-05",111.32,111.87,109.29,110.95,2443700,105.48
"2011-04-06",111.17,111.98,109.65,110.26,1833900,104.82
"2011-04-07",109.66,111.6,108.71,110.17,1533300,104.73
"2011-04-08",111,111.22,107.41,108.89,1846800,103.52
"2011-04-11",108.87,108.98,106.59,107.42,1735900,102.12
"2011-04-12",106.17,106.67,104.15,105.72,2935000,100.5
"2011-04-13",106.74,108,105,105.89,1948300,100.67
"2011-04-14",104.88,105.47,103.3,105.32,2171900,100.12
"2011-04-15",105.71,106.07,104.53,105.13,2163100,99.94
"2011-04-18",103.47,103.52,101.16,102.82,2675200,97.75
"2011-04-19",103.83,106.51,103.83,105.33,1896200,100.13
"2011-04-20",107.15,108.32,106.25,108.15,2549900,102.81
"2011-04-21",109,109.87,108.45,108.94,1912100,103.57
"2011-04-25",109.42,109.79,108.03,108.2,1939600,102.86
"2011-04-26",114.59,117.4,114.25,116.39,6e+06,110.65
"2011-04-27",117.4,119.58,115.05,119.08,3333500,113.21
"2011-04-28",118.68,119.84,117.15,117.75,2269700,111.94
"2011-04-29",118.38,120.54,117.88,120.18,2836000,114.25
"2011-05-02",121.32,121.49,118.05,118.29,2358400,112.45
"2011-05-03",117.25,118.15,115.06,115.93,2181300,110.21
"2011-05-04",116.48,116.85,112.6,112.66,3718200,107.1
"2011-05-05",111.75,117.95,110.82,115.89,3723200,110.17
"2011-05-06",118.35,119.51,116.79,117.24,2143400,111.46
"2011-05-09",117.62,118.55,116.46,117.59,1225100,111.79
"2011-05-10",118.07,118.72,117.2,118.41,1247500,112.57
"2011-05-11",118.1,118.1,113.17,114.04,3017600,108.41
"2011-05-12",113.67,114.69,111.08,113.12,2252200,107.54
"2011-05-13",112.5,113.5,110.17,110.29,2444500,104.85
"2011-05-16",109.74,112.5,109.26,110.12,2916700,104.69
"2011-05-17",109.52,109.6,105.86,106.49,3819500,101.24
"2011-05-18",106.8,108.53,105.63,108.19,3806200,103.11
"2011-05-19",109.31,110.26,108.21,109.51,2391700,104.37
"2011-05-20",108.98,109.24,106.14,106.41,2553100,101.41
"2011-05-23",104.08,105.19,102.33,104.16,3052800,99.27
"2011-05-24",104.94,105.5,102.25,102.68,3588600,97.86
"2011-05-25",105.11,105.75,101.74,105.11,3517800,100.17
"2011-05-26",104.77,106.33,104,105.85,2402700,100.88
"2011-05-27",106.06,106.29,104.52,104.97,2372100,100.04
"2011-05-31",106.73,106.88,103.93,105.24,2485800,100.3
"2011-06-01",104.79,105.33,100.5,100.64,3153100,95.91
"2011-06-02",101.35,103.92,101,103.09,3169000,98.25
"2011-06-03",100.67,103.18,99.79,101.4,2341300,96.64
"2011-06-06",101.21,101.83,99.25,99.95,2714400,95.25
"2011-06-07",101.6,102.41,100.74,100.98,2452800,96.24
"2011-06-08",100.65,100.93,95.85,96.23,5914800,91.71
"2011-06-09",96.75,97.55,95.86,96.58,3500800,92.04
"2011-06-10",96.17,96.17,92.68,92.87,4721600,88.51
"2011-06-13",93.45,94.81,92.41,93.45,3392300,89.06
"2011-06-14",94.9,97.1,94.78,95.87,2994300,91.37
"2011-06-15",94.66,95.58,92.32,92.44,4774000,88.1
"2011-06-16",92.69,94.76,91.13,92.93,3620400,88.56
"2011-06-17",94.63,94.9,93.09,93.62,3126800,89.22
"2011-06-20",93.39,94.17,92.76,93.48,2221000,89.09
"2011-06-21",94.26,97.64,94.23,97.52,3399200,92.94
"2011-06-22",97.25,99.45,95.98,96.08,3264800,91.57
"2011-06-23",94.09,98.4,93.49,98.35,4328000,93.73
"2011-06-24",99.08,100,96.26,96.67,5402200,92.13
"2011-06-27",96.69,97.9,95.66,97.39,2302300,92.81
"2011-06-28",98.29,100.7,98.03,100.7,2855000,95.97
"2011-06-29",101.82,101.94,100.12,101.04,3343900,96.29
"2011-06-30",101.37,104.17,100.57,103.49,3547100,98.63
"2011-07-01",103.8,107.84,103.48,107.42,4286900,102.37
"2011-07-05",106.5,107.2,105.25,105.65,2127800,100.69
"2011-07-06",105.74,107.34,104.72,106.78,2448200,101.76
"2011-07-07",108.79,110.15,108.67,108.82,3093300,103.71
"2011-07-08",105.93,107.62,105.01,106.77,2715000,101.75
"2011-07-11",104.97,106.46,103.16,103.65,3129100,98.78
"2011-07-12",104.76,106.31,103.01,103.32,3755900,98.47
"2011-07-13",104.65,107.61,104.65,105.71,2753900,100.74
"2011-07-14",106.22,107.65,103.15,104.49,2787900,99.58
"2011-07-15",105.49,105.76,103.27,104.68,2477000,99.76
"2011-07-18",104.3,104.32,101.8,103.5,2605000,98.64
"2011-07-19",104.52,106.79,104.52,106.58,2147600,101.57
"2011-07-20",107.66,108,105.92,106.75,1636900,101.73
"2011-07-21",107.45,109.14,106.43,107.57,2228500,102.52
"2011-07-22",106.34,107.58,104.74,106.78,2360800,101.76
"2011-07-25",104.64,107.62,104.4,106.66,2514600,101.65
"2011-07-26",113.22,114,110.35,110.82,6299400,105.61
"2011-07-27",109.38,110.2,105.88,106.49,4748300,101.49
"2011-07-28",106.87,108.94,105.4,105.74,4265900,100.77
"2011-07-29",104.02,105.85,102.05,104.88,3723000,99.95
"2011-08-01",108.6,108.75,102.5,103.79,4662800,98.91
"2011-08-02",102.82,105.04,99.08,99.15,5740700,94.49
"2011-08-03",99.74,101.8,95.74,101.54,5260800,96.77
"2011-08-04",99.38,100.96,93,93.16,6496200,88.78
"2011-08-05",95.96,96.5,88.01,92.26,6743600,87.93
"2011-08-08",86.68,89.69,83.01,83.67,5757800,79.74
"2011-08-09",86.04,91.29,83.84,91.11,6554500,86.83
"2011-08-10",88.93,89.69,86,86.25,6459600,82.2
"2011-08-11",87.51,93.39,87.15,91.87,4743900,87.55
"2011-08-12",94.45,96.4,93.67,94.47,4313300,90.03
"2011-08-15",95.46,96.95,94.7,96.18,3054000,91.66
"2011-08-16",94.97,95.46,92.96,93.68,3440800,89.28
"2011-08-17",94.72,94.75,90.66,91.93,3837100,87.61
"2011-08-18",87.1,87.19,82.32,83.34,7744200,79.77
"2011-08-19",81.78,84.46,79.62,79.91,4780800,76.49
"2011-08-22",84.02,84.45,79.63,79.95,3751900,76.53
"2011-08-23",80.96,84.15,79.87,84.15,3259000,80.55
"2011-08-24",83.85,86.85,82.8,86.58,2844400,82.87
"2011-08-25",87.66,88.26,84.54,85.13,2626500,81.49
"2011-08-26",83.53,87.52,82.8,87.47,3101000,83.72
"2011-08-29",89.76,90.53,88.44,90.46,2407500,86.59
"2011-08-30",89.76,91.9,88.49,90.98,2675400,87.08
"2011-08-31",92.21,94.96,91.68,92.92,3901300,88.94
"2011-09-01",92.8,94.35,90.69,90.76,2718700,86.87
"2011-09-02",86.54,88.79,86.12,86.82,3233200,83.1
"2011-09-06",82.62,85.75,82.27,85.54,3279700,81.88
"2011-09-07",88.14,91,88,90.5,3263900,86.63
"2011-09-08",89.08,92.45,88.8,90.01,3874700,86.16
"2011-09-09",88.43,89.98,86.49,88.16,4935300,84.39
"2011-09-12",85.85,88.22,84.33,87.06,3585800,83.33
"2011-09-13",89.56,93.74,89.02,92.2,6503700,88.25
"2011-09-14",92.96,95.7,91.2,94.17,5000400,90.14
"2011-09-15",96.84,98,95.38,97.86,4964800,93.67
"2011-09-16",98.5,99.73,96.69,97.84,4421600,93.65
"2011-09-19",95.1,97.85,94.3,97.03,3433800,92.88
"2011-09-20",97.13,97.8,94.23,94.25,3543100,90.21
"2011-09-21",94,95.58,91.51,91.61,4096700,87.69
"2011-09-22",86.92,88.7,84.11,85.26,6833000,81.61
"2011-09-23",84.84,87.92,84.45,86.26,4086500,82.57
"2011-09-26",87.3,89.65,84.3,89.48,3702400,85.65
"2011-09-27",92.42,94.94,91.32,91.91,4371600,87.97
"2011-09-28",91.89,92.82,86.7,86.95,3918900,83.23
"2011-09-29",89.87,90.09,83.61,86.45,4752900,82.75
"2011-09-30",83.88,84.62,81.51,81.66,5810800,78.16
"2011-10-03",80.9,83.67,80.42,81.01,4075800,77.54
"2011-10-04",79.68,85.5,79.53,85.12,5200000,81.48
"2011-10-05",85.16,88.77,84.5,88.32,3735400,84.54
"2011-10-06",88.48,90.3,87,90.02,3003400,86.17
"2011-10-07",91.27,91.57,89.25,90.17,3535600,86.31
"2011-10-10",91.96,94.08,91.15,94.08,2836400,90.05
"2011-10-11",93.15,96.38,92.74,95.75,2830000,91.65
"2011-10-12",96.85,97.71,94.92,95.71,4635400,91.61
"2011-10-13",95.04,95.72,92.75,95.48,2631100,91.39
"2011-10-14",97.28,98.26,95.6,97.6,2227100,93.42
"2011-10-17",96.1,96.1,92,92.37,5025500,88.42
"2011-10-18",92.82,94.75,90.95,93.76,4880900,89.75
"2011-10-19",93.69,93.86,90.06,90.49,3813700,86.62
"2011-10-20",91.26,92.6,89.9,91.84,2857100,87.91
"2011-10-21",93.37,94.33,91.78,94.22,3207200,90.19
"2011-10-24",96.18,99.21,96,98.82,4750500,94.59
"2011-10-25",92.1,94.96,90.5,93.81,9556000,89.79
"2011-10-26",95.4,96.86,92.75,94.88,4426700,90.82
"2011-10-27",98.72,102.9,98.43,101.71,5730500,97.36
"2011-10-28",100.97,103.54,100.54,102.75,2454900,98.35
"2011-10-31",100.37,101.92,99.17,99.43,2931700,95.17
"2011-11-01",94.21,97.42,93.9,96.03,4040400,91.92
"2011-11-02",98.89,100.32,97.55,98.77,3239500,94.54
"2011-11-03",100.52,103.95,100,103.24,3543900,98.82
"2011-11-04",101.92,103.46,101.05,103.39,2659500,98.96
"2011-11-07",102.95,103.69,99.59,101,2745800,96.68
"2011-11-08",101.75,101.98,98.57,101.68,2590200,97.33
"2011-11-09",98.27,99.22,96.03,96.35,3715400,92.22
"2011-11-10",98.14,98.7,95.95,97.28,2583900,93.11
"2011-11-11",98.74,99.79,98.3,98.72,2108600,94.49
"2011-11-14",98.4,99.98,98.23,99.41,1974600,95.15
"2011-11-15",99,100.02,98.02,99.23,1472100,94.98
"2011-11-16",98.31,100.5,97.84,98.03,1923900,93.83
"2011-11-17",97.77,98.38,94.02,94.78,2358700,91.09
"2011-11-18",96.12,96.12,93.71,94.02,2136400,90.36
"2011-11-21",92.36,92.79,90.16,91.1,2625200,87.56
"2011-11-22",91.09,91.21,87.9,89.58,3629000,86.1
"2011-11-23",88.42,88.7,86.4,86.84,2687800,83.46
"2011-11-25",86.67,87.64,86.04,86.04,994400,82.69
"2011-11-28",90.09,90.76,89.08,90.45,2991800,86.93
"2011-11-29",90.83,91.09,88.35,88.47,2627300,85.03
"2011-11-30",92.2,96.5,92.2,96.33,4384300,92.58
"2011-12-01",96.06,97.33,95.19,96.32,2160500,92.57
"2011-12-02",97.96,98,95.72,95.73,2782800,92.01
"2011-12-05",97.55,97.65,94.87,95.71,2467200,91.99
"2011-12-06",95.44,97.54,94.87,96.7,2205000,92.94
"2011-12-07",95.78,95.95,93.33,94.58,2712500,90.9
"2011-12-08",93.67,94.42,91.51,91.89,2529200,88.32
"2011-12-09",92.3,95.49,92,95.11,2255900,91.41
"2011-12-12",93.75,93.87,91.26,92.37,1931000,88.78
"2011-12-13",93.02,94.05,88.5,89.24,3302000,85.77
"2011-12-14",87.74,88.51,86.27,87.51,3692600,84.11
"2011-12-15",88.88,88.98,86.55,86.83,1942000,83.45
"2011-12-16",87.81,90.02,86.81,87.3,3270200,83.9
"2011-12-19",87.64,88.18,85.51,85.82,1883100,82.48
"2011-12-20",87.82,90.18,87.6,90.02,2764500,86.52
"2011-12-21",89.37,89.49,86.13,87.97,3500000,84.55
"2011-12-22",88.56,88.87,87.14,88.15,2409400,84.72
"2011-12-23",88.58,89.15,87.78,89.07,1007700,85.61
"2011-12-27",88.82,89.54,87.92,88.83,1285600,85.38
"2011-12-28",89.08,89.58,87,87.85,2463500,84.43
"2011-12-29",88,89.28,87.95,88.98,1592700,85.52
"2011-12-30",88.09,88.94,88.02,88.02,1149900,84.6
"2012-01-03",90.45,92.75,90.37,91.05,2833000,87.51
"2012-01-04",90.86,92.78,90.45,92.3,2663300,88.71
"2012-01-05",92.67,94.86,91.59,94.7,3757700,91.02
"2012-01-06",95,95.03,93.37,93.53,2743600,89.89
"2012-01-09",93.77,96.57,93.61,96.21,2697000,92.47
"2012-01-10",97.88,99.2,97.67,98.73,3207400,94.89
"2012-01-11",98.35,99.25,98,98.57,1696100,94.74
"2012-01-12",99.01,99.51,97.26,99.23,1859700,95.37
"2012-01-13",97.81,99.04,96.8,97.76,2654000,93.96
"2012-01-17",99.56,100.95,98.97,99.25,2210500,95.39
"2012-01-18",98.96,101.75,98.67,101.32,1993500,97.38
"2012-01-19",103.63,106.1,103.19,105.51,5075300,101.41
"2012-01-20",105.12,105.5,104.1,104.78,3126200,100.7
"2012-01-23",105.24,106.5,104.34,105.5,2470800,101.4
"2012-01-24",104.38,107.23,103.79,106.8,2158700,102.65
"2012-01-25",106.5,109.34,105.9,108.96,2537700,104.72
"2012-01-26",110.95,110.95,106.61,107.25,3455300,103.08
"2012-01-27",106.7,107.75,106.21,106.5,1905200,102.36
"2012-01-30",104.67,105.89,102.52,105.35,2448200,101.25
"2012-01-31",106.35,107.06,103.75,104,2827400,99.96
"2012-02-01",105.34,107.91,104.25,105.82,3768400,101.7
"2012-02-02",111.76,114.75,110.58,113.31,6282200,108.9
"2012-02-03",115.46,120.66,114.76,120.09,6095700,115.42
"2012-02-06",119.02,120.93,118.37,119.8,2452200,115.14
"2012-02-07",119.48,120.05,118.14,119.55,2194900,114.9
"2012-02-08",119.54,119.99,118.53,119.58,1934900,114.93
"2012-02-09",119.53,121.73,119.16,121.24,2542200,116.52
"2012-02-10",119.36,120.37,117.96,120.3,2143000,115.62
"2012-02-13",121.74,122.92,120.05,122.88,2135600,118.1
"2012-02-14",121.78,122.72,120.3,121.5,1874000,116.77
"2012-02-15",121.93,123.18,120.42,121.07,2569500,116.36
"2012-02-16",121.64,123.08,120.8,123.04,2038800,118.25
"2012-02-17",123.19,123.81,121.3,122.07,1722400,117.32
"2012-02-21",122.62,124.69,122.18,123.3,1952100,118.5
"2012-02-22",122.77,123.07,121,122.38,1841600,118
"2012-02-23",122.59,123.56,121.61,122.56,1665200,118.18
"2012-02-24",122.71,123.55,121.51,121.78,1446400,117.42
"2012-02-27",121.33,122.01,119.43,121.4,1620200,117.06
"2012-02-28",121.44,122.54,120.44,121.71,1256200,117.36
"2012-02-29",121.91,122.78,120.27,120.57,1584900,116.26
"2012-03-01",121.47,122.25,120.46,121.65,1471000,117.3
"2012-03-02",121.2,121.45,118.83,119.46,1783500,115.19
"2012-03-05",119.68,122.08,118.89,120.28,2716700,115.98
"2012-03-06",117.23,117.87,114.88,115.37,3434600,111.24
"2012-03-07",115.63,118.17,115.6,117.72,1946400,113.51
"2012-03-08",118.75,120.34,117.31,119.98,2468400,115.69
"2012-03-09",120.56,121.64,118.63,118.93,2066300,114.68
"2012-03-12",119.15,119.34,117.38,117.55,3583300,113.35
"2012-03-13",119.19,124.5,118.64,124.31,3302000,119.86
"2012-03-14",124.08,124.29,122.7,123.88,2475400,119.45
"2012-03-15",123.92,127.83,123.01,126.99,3051800,122.45
"2012-03-16",127.75,129.51,127.32,127.54,2925500,122.98
"2012-03-19",128.57,129.45,126.96,128,2087900,123.42
"2012-03-20",126.66,126.86,121.83,123.42,4397200,119.01
"2012-03-21",123.93,124.63,123,123.59,1685500,119.17
"2012-03-22",120.97,121.64,118.95,120.12,2987600,115.82
"2012-03-23",120.25,122.05,119.45,121.52,1985400,117.17
"2012-03-26",123.47,124.35,122.91,123.91,1810300,119.48
"2012-03-27",124.3,124.45,122.39,122.51,1244400,118.13
"2012-03-28",122.07,122.71,117.28,117.98,3617100,113.76
"2012-03-29",116.93,119.82,116.23,119.66,2604900,115.38
"2012-03-30",120.62,120.76,118.61,120.04,1767800,115.75
"2012-04-02",120.62,122.25,118.31,121.71,2073700,117.36
"2012-04-03",121.04,123.34,118.8,119.84,3454600,115.55
"2012-04-04",117.49,117.49,114.86,115.62,4674500,111.48
"2012-04-05",115.97,116.93,115.25,115.54,1672000,111.41
"2012-04-09",113.37,116.84,112.76,115.54,2251200,111.41
"2012-04-10",115,115.41,111.31,111.76,3123400,107.76
"2012-04-11",114.02,114.25,110.02,111.81,3563700,107.81
"2012-04-12",112.57,116.77,112.16,116.05,2525600,111.9
"2012-04-13",115.42,115.9,113.73,114.02,1482900,109.94
"2012-04-16",115.44,115.95,112.71,114.1,2014100,110.02
"2012-04-17",115.88,116.97,114.28,116.07,2008900,111.92
"2012-04-18",115.34,117.55,114.11,116.81,1488500,112.63
"2012-04-19",116.87,117.18,113.41,114.8,1590600,110.69
"2012-04-20",115.71,117.03,115.21,116.03,1678400,111.88
"2012-04-23",113.92,115.37,113.5,114.67,1778100,110.57
"2012-04-24",115.5,117.22,114.73,116.04,1511100,111.89
"2012-04-25",115.16,116.47,113.81,115.1,2380300,110.98
"2012-04-26",114.69,116.36,113.81,116.08,1535600,111.93
"2012-04-27",116.69,119,116.69,118.29,1636500,114.06
"2012-04-30",117.12,117.4,114.94,115.83,2225800,111.69
"2012-05-01",113.99,114.47,110.5,111.14,5404300,107.17
"2012-05-02",110.5,113.14,109.55,112.49,2956900,108.47
"2012-05-03",111.89,112.34,109.75,110.44,2814000,106.49
"2012-05-04",109.4,109.86,105.43,107.11,3278900,103.28
"2012-05-07",104.76,107.56,104.17,105.5,3223500,101.73
"2012-05-08",104.93,107.25,103,106.89,3769700,103.07
"2012-05-09",105.16,109.2,104.75,106.74,4158200,102.92
"2012-05-10",108.94,109.18,105.37,105.87,2204600,102.08
"2012-05-11",104.68,107.36,104.61,106.47,1767000,102.66
"2012-05-14",104.84,105.45,103.52,103.66,2022200,99.95
"2012-05-15",103.9,104.43,102.58,102.97,1793000,99.29
"2012-05-16",103.74,104.01,100.52,100.61,2460600,97.39
"2012-05-17",100.47,100.89,96.35,96.74,3435400,93.64
"2012-05-18",97.55,99.07,96.57,97.2,2505600,94.09
"2012-05-21",97.93,99.9,97.75,99.49,2137500,96.31
"2012-05-22",100.21,102.5,99.61,100.94,2594300,97.71
"2012-05-23",99.73,101.54,98.45,101.52,2300000,98.27
"2012-05-24",102.18,102.42,99,100.26,1552800,97.05
"2012-05-25",99.9,100.49,98.54,98.95,1850300,95.78
"2012-05-29",100.67,101.92,99.67,101.06,2289600,97.83
"2012-05-30",99.34,99.88,97.82,99,1927500,95.83
"2012-05-31",98,98.29,95.43,96.95,2961300,93.85
"2012-06-01",94.7,95.11,93.23,93.56,2688800,90.57
"2012-06-04",92,93.74,89.44,91.68,3702800,88.75
"2012-06-05",90.94,92.97,90.91,92.33,2313100,89.37
"2012-06-06",93.55,95.75,93.04,95.75,2916900,92.69
"2012-06-07",98.64,100.55,97.1,97.29,4496300,94.18
"2012-06-08",95.71,97.09,95.17,96.8,2576100,93.7
"2012-06-11",98.21,98.46,92.25,92.48,3498300,89.52
"2012-06-12",93,96.87,92.54,96.73,3804000,93.63
"2012-06-13",95.45,96.59,93.17,93.65,3640000,90.65
"2012-06-14",94.1,94.1,91.88,93.15,2528500,90.17
"2012-06-15",93.87,94.73,93.26,94.69,1983800,91.66
"2012-06-18",93.8,95.08,93.18,94.36,1855300,91.34
"2012-06-19",94.77,97.66,94.77,96.64,2718900,93.55
"2012-06-20",97.09,97.09,94.33,95.4,3570700,92.35
"2012-06-21",95.33,95.86,91.3,91.48,2405400,88.55
"2012-06-22",92.11,92.27,89.84,90.39,3691700,87.5
"2012-06-25",89.06,90.44,88.93,89.82,2143800,86.95
"2012-06-26",89.99,90.28,88.31,89.65,1869300,86.78
"2012-06-27",90.17,90.77,88.79,90.63,2854200,87.73
"2012-06-28",89.66,92.28,89.66,92.26,2521800,89.31
"2012-06-29",95.8,98.09,95.16,96.91,4166100,93.81
"2012-07-02",97.25,97.53,94.68,96.08,2326000,93
"2012-07-03",96.66,101.21,96.42,100.14,2504600,96.93
"2012-07-05",99,100.66,98.6,99.31,2283300,96.13
"2012-07-06",96.48,96.52,94.55,96.29,2586900,93.21
"2012-07-09",95.95,96.57,94.75,95.44,1454600,92.39
"2012-07-10",96.64,97.36,85.08,86.91,12228900,84.13
"2012-07-11",86.01,86.31,83.29,83.53,8682300,80.86
"2012-07-12",83.36,86.55,82.2,85.77,6015600,83.02
"2012-07-13",86.31,88.82,85.6,88.63,4337300,85.79
"2012-07-16",88,88,86.26,86.56,3569400,83.79
"2012-07-17",87.06,87.09,85.01,86.53,2244700,83.76
"2012-07-18",86.1,88.64,85.33,87.54,4040400,84.74
"2012-07-19",87.56,89.32,87.36,88.7,2235700,85.86
"2012-07-20",87.92,88.06,85.75,86.09,2789500,83.33
"2012-07-23",84.35,88.5,84.35,87.46,2897400,84.66
"2012-07-24",88,88.24,85.95,86.86,2018400,84.08
"2012-07-25",88.41,88.99,86.1,87.08,1904700,84.29
"2012-07-26",88.68,89.38,87.29,89.09,2209300,86.24
"2012-07-27",89.73,93.13,89.65,92.62,2552500,89.66
"2012-07-30",92.45,92.45,89.85,90.48,3088600,87.58
"2012-07-31",94.02,97.88,93.33,95.9,5058600,92.83
"2012-08-01",97.18,97.23,93.12,93.62,2622000,90.62
"2012-08-02",95.85,97.8,93,95.34,4026000,92.29
"2012-08-03",97.11,100.33,96.51,99,3302300,95.83
"2012-08-06",99.46,100.27,98.08,98.28,1836400,95.13
"2012-08-07",98.65,102.49,98.65,101.01,3553000,97.78
"2012-08-08",99.98,101.35,99.9,101,1846300,97.77
"2012-08-09",100.8,101.69,100.35,101.28,1898100,98.04
"2012-08-10",100.45,101.44,100.34,101.31,1444800,98.07
"2012-08-13",101.36,101.36,99.41,100.72,1393100,97.5
"2012-08-14",101.49,101.73,100.43,100.9,1340900,97.67
"2012-08-15",99.62,101.07,99.1,100.76,1855700,97.54
"2012-08-16",100.52,103.72,100.35,102.82,2218600,99.53
"2012-08-17",103.53,103.73,102.85,103.19,1771900,99.89
"2012-08-20",102.5,102.94,101.44,102.71,1816300,99.91
"2012-08-21",103.22,105.63,102.25,102.81,2447100,100
"2012-08-22",102.55,102.61,100.13,101.53,2148000,98.76
"2012-08-23",101,101.77,100.04,100.4,1483800,97.66
"2012-08-24",100.05,100.78,99.23,100.09,1374600,97.36
"2012-08-27",100.37,100.58,98.35,98.58,1514200,95.89
"2012-08-28",98.28,98.37,96.85,96.94,2757200,94.29
"2012-08-29",96.28,98.16,95.9,97.7,1905400,95.03
"2012-08-30",95.92,97.8,95.52,95.74,2049400,93.13
"2012-08-31",96.86,97.4,95.5,97.11,1946900,94.46
"2012-09-04",97.08,97.08,94.84,95.29,1966000,92.69
"2012-09-05",95.5,96.06,94.81,95.33,1806900,92.73
"2012-09-06",96.52,99.65,96.52,98.43,2760200,95.74
"2012-09-07",98.84,101.41,98.84,100.57,2097800,97.83
"2012-09-10",99.2,99.97,97.17,97.39,2446300,94.73
"2012-09-11",97.79,99.2,97.79,98.25,1714100,95.57
"2012-09-12",97.85,99.48,97.84,98.5,1353600,95.81
"2012-09-13",98.89,100.52,97.31,100.19,2135300,97.46
"2012-09-14",100.63,104.71,100.63,102.62,3438000,99.82
"2012-09-17",102.41,102.41,99.6,99.97,1978100,97.24
"2012-09-18",99.9,100.17,98.71,99.07,1594600,96.37
"2012-09-19",99.35,100.29,98.69,99.19,2160700,96.48
"2012-09-20",97.96,97.96,96.11,96.95,2936500,94.3
"2012-09-21",98.02,98.1,96.1,96.17,3351700,93.55
"2012-09-24",95.57,96.12,95.05,95.19,2130200,92.59
"2012-09-25",95.11,95.14,92.34,92.41,3357200,89.89
"2012-09-26",92.65,93.38,91.43,92.27,2214600,89.75
"2012-09-27",92.95,93.49,92.01,92.86,1666800,90.33
"2012-09-28",92.13,92.69,91.16,92.21,1885000,89.69
"2012-10-01",92.87,94.34,92.07,92.31,1747200,89.79
"2012-10-02",92.15,92.87,91.34,91.75,2302700,89.25
"2012-10-03",92.02,92.21,90.42,90.64,2313100,88.17
"2012-10-04",90.79,92.46,90,92.01,2359200,89.5
"2012-10-05",92.99,93.97,91.51,92.11,1966500,89.6
"2012-10-08",91.25,92.92,91.21,92.14,2086000,89.63
"2012-10-09",92.09,92.41,90.62,90.84,1977400,88.36
"2012-10-10",86.58,89.6,86.5,87.79,8308800,85.39
"2012-10-11",88.44,89.14,85.88,86.49,4691900,84.13
"2012-10-12",86.97,87.81,86.02,87.49,3196400,85.1
"2012-10-15",87.77,89.25,86.87,89.06,3461600,86.63
"2012-10-16",89.87,91.6,89.67,91.38,2918200,88.89
"2012-10-17",91.4,92.93,91,92.41,2232400,89.89
"2012-10-18",92.1,94.25,91.88,93.12,2848500,90.58
"2012-10-19",92.44,93.41,90.97,91.93,2973200,89.42
"2012-10-22",91.35,94.88,90.44,93.5,2577300,90.95
"2012-10-23",91.8,94,91.45,93.45,3522400,90.9
"2012-10-24",94,94.27,92.05,92.27,1968400,89.75
"2012-10-25",93.65,94.12,92.04,94.05,2177700,91.48
"2012-10-26",94.14,94.57,93.24,93.82,1600400,91.26
"2012-10-31",94,94.98,92.9,93.58,2172500,91.03
"2012-11-01",94.06,99.05,94,98.75,4105200,96.05
"2012-11-02",99.89,101.42,99.04,100.03,4718200,97.3
"2012-11-05",99.49,101.16,97.25,101,2193600,98.24
"2012-11-06",101.17,101.99,100.21,101.91,1930000,99.13
"2012-11-07",99.57,99.73,97.67,98.1,3043200,95.42
"2012-11-08",99.05,99.38,96.47,96.56,2008200,93.92
"2012-11-09",96.09,99.09,95.86,97.1,1955800,94.45
"2012-11-12",97.6,99.44,97.08,98.69,1443300,96
"2012-11-13",97.63,99.24,97.36,97.54,1638600,94.88
"2012-11-14",98.28,98.42,94.05,94.37,2337200,91.79
"2012-11-15",94.34,95.71,93.98,94.87,2075500,92.28
"2012-11-16",94.94,96.31,94.35,95.78,1885700,93.17
"2012-11-19",98.25,99.79,97.71,98.72,1852700,96.03
"2012-11-20",98.15,99.15,97.21,98.09,1988600,95.9
"2012-11-21",97.81,98.57,97.34,98.28,772900,96.08
"2012-11-23",99.1,100.53,99.1,99.64,851200,97.41
"2012-11-26",99.1,99.84,98.81,99.61,1025300,97.38
"2012-11-27",99.38,101.7,99.01,99.72,2051700,97.49
"2012-11-28",98.81,100.1,97.95,100.08,1526700,97.84
"2012-11-29",100.75,101.2,98.88,99.85,1619800,97.62
"2012-11-30",99.68,99.78,97.85,98.16,2139700,95.97
"2012-12-03",98.86,99.04,97.34,97.37,1722100,95.19
"2012-12-04",97.63,98.34,96.76,97.31,1640500,95.14
"2012-12-05",98,102.3,98,101.31,3000300,99.05
"2012-12-06",101.07,101.07,99.23,100.41,1553400,98.17
"2012-12-07",101.25,102.8,101.08,101.69,1579000,99.42
"2012-12-10",101.03,103.74,101.03,103.24,1540300,100.93
"2012-12-11",103.82,106.52,103.34,105.48,2952800,103.12
"2012-12-12",106.16,107.56,105.8,105.88,2369800,103.51
"2012-12-13",105.54,106.75,104.6,105.48,2417900,103.12
