"","ARG.Open","ARG.High","ARG.Low","ARG.Close","ARG.Volume","ARG.Adjusted"
"2012-05-09",91.07,92.07,90.7,91.32,420900,88.09
"2012-05-10",92.18,93.05,91.78,92.49,526400,89.22
"2012-05-11",92.09,92.69,91.85,92.08,289000,88.83
"2012-05-14",91.13,91.82,90.88,90.96,456500,87.75
"2012-05-15",90.97,91.65,90.37,90.62,408400,87.42
"2012-05-16",90.78,90.96,89.22,89.23,574700,86.08
"2012-05-17",89.38,89.5,83.61,83.62,1634300,80.67
"2012-05-18",83.92,85.65,83.05,83.3,874500,80.36
"2012-05-21",83.32,86.39,83.32,86.3,484800,83.25
"2012-05-22",86.31,87.89,86.22,86.77,416300,83.71
"2012-05-23",86.32,88.35,85.66,88.28,5e+05,85.16
"2012-05-24",88.8,89.24,87.61,88.73,483500,85.6
"2012-05-25",88.79,89.17,87.55,87.77,234600,84.67
"2012-05-29",88.01,88.81,87.35,88.04,540400,84.93
"2012-05-30",87.76,87.97,86.43,87.67,730100,84.57
"2012-05-31",87.52,88.07,86.04,86.81,1163700,83.74
"2012-06-01",85.07,85.43,83.37,83.91,710100,80.95
"2012-06-04",84.16,84.99,83.21,84.22,390900,81.25
"2012-06-05",84.04,84.04,81.67,83.6,940100,80.65
"2012-06-06",84.44,85.06,84.16,85.06,448100,82.06
"2012-06-07",84.22,86.43,84.22,85.45,462300,82.43
"2012-06-08",85.15,86.14,84.64,86.14,358400,83.1
"2012-06-11",86.96,87.34,85.11,85.21,547700,82.2
"2012-06-12",85.58,85.92,84.68,85.8,503400,82.77
"2012-06-13",85.31,85.47,83.85,84.21,733400,81.62
"2012-06-14",84.44,84.47,82.68,83.4,672700,80.83
"2012-06-15",83.94,85.06,83.56,84.85,570800,82.24
"2012-06-18",84.47,85.23,83.72,84.5,537800,81.9
"2012-06-19",85.17,85.98,84.52,85.92,606900,83.27
"2012-06-20",85.75,85.91,84.58,85.19,618100,82.57
"2012-06-21",85,85.39,82.23,82.35,693300,79.81
"2012-06-22",82.35,82.82,81.33,81.69,1400700,79.17
"2012-06-25",80.73,81.7,80.31,80.73,675800,78.24
"2012-06-26",80.82,81.69,80.76,81.13,567100,78.63
"2012-06-27",81.47,81.5,80.05,80.3,599500,77.83
"2012-06-28",79.97,81.53,79.71,81.26,781100,78.76
"2012-06-29",82.74,84.04,82.67,84.01,588700,81.42
"2012-07-02",83.95,84.5,83.1,83.65,534700,81.07
"2012-07-03",83.56,84.21,83.23,83.83,248900,81.25
"2012-07-05",83.64,83.98,83.28,83.56,441100,80.99
"2012-07-06",82.62,83.05,81.76,82.42,374300,79.88
"2012-07-09",82.14,82.59,81.17,81.34,512800,78.83
"2012-07-10",81.8,81.88,80.27,80.7,454300,78.21
"2012-07-11",80.76,82.23,80.53,82.15,807800,79.62
"2012-07-12",81.7,82.48,81.07,81.64,611500,79.13
"2012-07-13",81.83,82.69,81.78,82.4,346200,79.86
"2012-07-16",82.17,82.17,81.36,82.05,263100,79.52
"2012-07-17",82.05,83.15,81.83,83.06,190100,80.5
"2012-07-18",82.69,83.88,82.66,83.38,339800,80.81
"2012-07-19",83.57,84.73,83.2,84.22,383300,81.63
"2012-07-20",83.55,84.14,83.26,83.42,313000,80.85
"2012-07-23",81.92,82.16,81.41,81.82,280300,79.3
"2012-07-24",81.75,81.88,79.85,80.31,719100,77.84
"2012-07-25",77.32,80.1,76.01,78.49,1441800,76.07
"2012-07-26",79.54,80.09,77.8,78.13,700600,75.72
"2012-07-27",78.51,78.82,77.9,78.51,1084000,76.09
"2012-07-30",78.35,80.09,77.91,79.94,927200,77.48
"2012-07-31",79.96,79.96,78.57,79.32,724700,76.88
"2012-08-01",79.74,80.11,78.51,79.25,903800,76.81
"2012-08-02",78.8,79.09,78.15,78.8,594700,76.37
"2012-08-03",79.96,80.94,79.72,80.61,380700,78.13
"2012-08-06",80.92,82.27,80.72,81.87,554700,79.35
"2012-08-07",82.08,82.9,82.02,82.79,305900,80.24
"2012-08-08",82.44,83.29,82.07,83.2,310800,80.64
"2012-08-09",83.51,83.93,82.73,83.38,716000,80.81
"2012-08-10",82.96,83.64,82.27,83.49,423700,80.92
"2012-08-13",83.36,83.49,82.2,83.4,322100,80.83
"2012-08-14",83.75,83.79,82.64,82.74,243800,80.19
"2012-08-15",82.29,82.9,82.29,82.81,459000,80.26
"2012-08-16",83.03,84.15,82.62,84.03,278100,81.44
"2012-08-17",84,84.32,83.68,84.27,313600,81.67
"2012-08-20",83.94,84.25,83.4,83.98,332000,81.39
"2012-08-21",84.04,84.06,82.8,83.17,332900,80.61
"2012-08-22",83.19,84.17,82.57,84.14,506000,81.55
"2012-08-23",83.99,84.36,83.09,83.15,240100,80.59
"2012-08-24",83.1,83.36,82.04,82.22,313900,79.69
"2012-08-27",82.55,82.69,81.68,81.85,341700,79.33
"2012-08-28",81.79,82.62,81.53,81.93,403500,79.41
"2012-08-29",81.99,82.53,81.81,82.1,241000,79.57
"2012-08-30",81.7,82.15,80.88,81.52,390000,79.01
"2012-08-31",81.91,83.23,81.69,83.07,377500,80.51
"2012-09-04",82.95,83.08,81.27,82.25,383000,79.72
"2012-09-05",82.44,82.64,82.08,82.47,278300,79.93
"2012-09-06",82.61,84.63,82.61,84.58,418100,81.97
"2012-09-07",84.85,86.19,84.5,86.01,513500,83.36
"2012-09-10",85.61,86.43,85.24,85.68,406000,83.04
"2012-09-11",85.83,86.11,85.28,85.41,353700,82.78
"2012-09-12",85,85,82.7,83.01,770000,80.83
"2012-09-13",83.11,83.33,81.53,81.95,1169300,79.8
"2012-09-14",81.09,82.76,79.58,82.05,1193600,79.9
"2012-09-17",81.84,82.66,81.45,82.53,874500,80.36
"2012-09-18",82.54,82.93,82.05,82.66,610200,80.49
"2012-09-19",82.72,83.77,82.42,83.38,364000,81.19
"2012-09-20",82.96,84.92,82.75,83.86,854600,81.66
"2012-09-21",84.5,85.49,84.39,85.01,823700,82.78
"2012-09-24",84.44,84.49,83.47,83.88,570900,81.68
"2012-09-25",83.9,84.35,83.61,83.69,510900,81.49
"2012-09-26",83.56,83.9,82.12,82.3,611500,80.14
"2012-09-27",82.67,83.57,81.84,82.95,497000,80.77
"2012-09-28",82.67,82.93,81.57,82.3,919000,80.14
"2012-10-01",82.67,83.76,82.43,83.09,507100,80.91
"2012-10-02",83.23,83.41,81.85,82.45,497700,80.29
"2012-10-03",82.5,82.73,81.76,82.2,358100,80.04
"2012-10-04",82.49,82.84,82.21,82.67,380100,80.5
"2012-10-05",83.11,83.51,82.25,82.52,209200,80.35
"2012-10-08",82.02,82.63,81.95,82.57,162300,80.4
"2012-10-09",82.49,82.64,81.67,81.98,221600,79.83
"2012-10-10",82.05,82.21,80.62,80.96,325800,78.84
"2012-10-11",81.56,81.83,80.42,80.63,360500,78.51
"2012-10-12",80.81,81.44,79.84,80.11,408100,78.01
"2012-10-15",80.05,80.79,79.03,80.69,471700,78.57
"2012-10-16",80.83,82.4,80.83,82.09,428700,79.94
"2012-10-17",82.58,83.13,82.09,83.12,322600,80.94
"2012-10-18",82.96,83.53,82.71,83.28,319100,81.09
"2012-10-19",82.59,83.2,81.77,82.03,836400,79.88
"2012-10-22",81.88,82.03,80.97,81.58,570100,79.44
"2012-10-23",80.37,85.15,78.49,83.89,1560400,81.69
"2012-10-24",84.32,85.77,83.54,85.36,857100,83.12
"2012-10-25",85.76,86.69,85.69,86.35,864800,84.08
"2012-10-26",86.36,86.97,85.87,86.74,418000,84.46
"2012-10-31",86.74,88.99,86.06,88.97,953300,86.64
"2012-11-01",88.91,90.76,88.12,89.65,648100,87.3
"2012-11-02",89.33,91.3,89.28,89.28,570900,86.94
"2012-11-05",88.96,89.87,88.18,89.45,651100,87.1
"2012-11-06",89.65,90.3,88.82,89.43,426700,87.08
"2012-11-07",88.11,89.24,87.36,88.51,762500,86.19
"2012-11-08",88.5,89.61,87.55,87.55,608500,85.25
"2012-11-09",87.3,88.77,87.03,88.01,498800,85.7
"2012-11-12",88.01,88.3,86.64,86.67,598800,84.4
"2012-11-13",86.5,87.77,86.16,87.27,757300,84.98
"2012-11-14",87.34,88.31,86.56,87.02,513500,84.74
"2012-11-15",86.59,86.81,85.08,85.95,659400,83.69
"2012-11-16",86.04,86.96,85.56,86.72,584300,84.44
"2012-11-19",87.37,89.15,86.05,89.06,493100,86.72
"2012-11-20",88.79,89.76,88.39,89.6,401800,87.25
"2012-11-21",89.5,89.79,88.66,89.5,258400,87.15
"2012-11-23",89.83,90,89.06,90,129600,87.64
"2012-11-26",89.79,90.49,89.67,90.47,707200,88.1
"2012-11-27",88.82,88.82,86.25,87.99,1946800,85.68
"2012-11-28",87.7,88.7,86.96,88.55,1095000,86.23
"2012-11-29",88.92,89.01,88,88.26,323300,85.94
"2012-11-30",88.34,88.95,88.14,88.57,507600,86.25
"2012-12-03",88.84,88.84,86.25,86.89,603600,84.61
"2012-12-04",87.05,87.74,86.55,87.32,388800,85.03
"2012-12-05",87.17,88.23,86.71,88.14,617300,85.83
"2012-12-06",88.24,89.5,87.26,89.29,854400,86.95
"2012-12-07",89.64,91,89.35,90.99,1035400,88.6
"2012-12-10",90.17,91.67,90,91.36,514900,88.96
"2012-12-11",91.47,91.71,90.9,91.33,797300,88.93
"2012-12-12",91.79,91.79,90.17,90.36,642800,88.38
"2012-12-13",90.19,90.35,89.36,89.7,696900,87.73
"2012-12-14",89.35,90.6,88.85,88.98,584100,87.03
"2012-12-17",89.19,89.86,88.78,89.78,668500,87.81
"2012-12-18",89.9,92,89.6,91.81,791100,89.79
"2012-12-19",91.62,92.5,90.8,90.81,721400,88.82
"2012-12-20",90.91,92.18,90.06,92.13,543400,90.11
"2012-12-21",90.56,92,90.56,91.54,908600,89.53
"2012-12-24",91.65,92.71,91.15,92.33,199400,90.3
"2012-12-26",92.66,93.46,91.72,92.39,325900,90.36
"2012-12-27",92.39,92.4,90.47,91.53,321300,89.52
"2012-12-28",90.77,91.7,90.61,90.71,303500,88.72
"2012-12-31",90.64,91.31,90.35,91.29,423500,89.29
"2013-01-02",92.82,93.62,92.65,93.6,509300,91.54
"2013-01-03",93.67,94.72,93.52,93.78,413100,91.72
"2013-01-04",93.76,94.92,93.74,94.76,400800,92.68
"2013-01-07",94.25,94.25,93.01,93.77,353400,91.71
"2013-01-08",93.82,94.5,93.3,93.74,534800,91.68
"2013-01-09",94.02,94.15,93.23,93.54,486700,91.49
"2013-01-10",93.78,93.79,92.4,93.49,573600,91.44
"2013-01-11",93.56,93.66,92.36,92.91,341200,90.87
"2013-01-14",92.58,93.29,91.58,92.3,432700,90.27
"2013-01-15",91.97,92.9,91.87,92.56,460400,90.53
"2013-01-16",92.22,92.7,91.7,92.27,234400,90.24
"2013-01-17",92.99,94.07,92.4,93.32,568300,91.27
"2013-01-18",93.49,93.64,93.08,93.61,329600,91.55
"2013-01-22",93.5,94.94,93.43,94.94,453300,92.86
"2013-01-23",94.48,95.15,92.27,92.87,1035800,90.83
"2013-01-24",88.6,94.22,88.6,93.27,999800,91.22
"2013-01-25",93.71,94.22,92.27,93.22,517300,91.17
"2013-01-28",93.22,93.71,92.78,92.97,400200,90.93
"2013-01-29",92.64,95.04,92.5,94.99,635400,92.9
"2013-01-30",95.06,95.64,94.21,94.69,717400,92.61
"2013-01-31",94.34,95.9,94.34,95.24,621500,93.15
"2013-02-01",95.62,96.74,95.28,96.47,516600,94.35
"2013-02-04",95.79,96.47,94.89,95.23,449200,93.14
"2013-02-05",95.78,97.4,95.78,96.83,625000,94.7
"2013-02-06",96.48,97.19,96.31,97.14,481000,95.01
"2013-02-07",97.15,97.68,96.27,97.27,528600,95.13
"2013-02-08",97.35,98.31,97.26,97.92,344600,95.77
"2013-02-11",97.89,98.34,97.26,97.51,350100,95.37
"2013-02-12",97.53,97.94,97.06,97.78,357800,95.63
"2013-02-13",98.09,98.79,97.83,98.15,295600,96
"2013-02-14",97.85,98.1,97.44,97.9,510600,95.75
"2013-02-15",97.96,99.01,97.76,98.4,509000,96.24
"2013-02-19",98.3,98.96,97.81,98.64,564900,96.47
"2013-02-20",98.22,98.61,97.1,97.14,556600,95.01
"2013-02-21",97.04,97.17,95.44,96.21,545700,94.1
"2013-02-22",96.56,98.28,96.19,98.22,471500,96.06
"2013-02-25",98.72,98.89,95.85,95.85,393500,93.75
"2013-02-26",96.31,98.15,95.93,98.1,514000,95.95
"2013-02-27",97.8,101.23,97.8,100.5,843800,98.29
"2013-02-28",100.67,101.32,100.25,100.28,574100,98.08
"2013-03-01",99.93,101.26,99.67,100.72,736000,98.51
"2013-03-04",100.49,101.85,100.43,101.02,707200,98.8
"2013-03-05",101.44,102.35,101.19,101.38,446400,99.15
"2013-03-06",101.9,102.4,101.39,101.49,345700,99.26
"2013-03-07",101.51,102.48,101.4,101.65,412900,99.42
"2013-03-08",102.36,102.73,101.79,102.2,446100,99.96
"2013-03-11",102.2,102.66,101.66,102.25,397900,100.01
"2013-03-12",100.5,103.83,100.5,103,637200,101.13
"2013-03-13",103.12,103.71,102.77,103.52,562300,101.64
"2013-03-14",102.48,103.36,101.92,103.26,707500,101.39
"2013-03-15",102.82,103.34,102.38,103.06,1029400,101.19
"2013-03-18",102.17,103.15,101.89,102.69,418900,100.83
"2013-03-19",103.08,103.23,101.45,101.94,718800,100.09
"2013-03-20",102.5,103.48,102.35,103.35,362500,101.48
"2013-03-21",97.5,100.86,96.64,97.96,1964900,96.19
"2013-03-22",98.39,98.79,97,98.02,568200,96.24
"2013-03-25",96.69,98.14,96.5,97.57,595600,95.8
"2013-03-26",97.97,98.37,97.36,98.21,446400,96.43
"2013-03-27",97.45,98.52,96.72,98.42,471200,96.64
"2013-03-28",98.66,99.28,97.89,99.16,431300,97.36
"2013-04-01",99.3,99.44,97.76,97.96,428000,96.19
"2013-04-02",98,98.64,96.61,96.99,437600,95.23
"2013-04-03",97.1,97.1,95.4,95.73,515100,94
"2013-04-04",95.75,96.73,95.31,96.16,319600,94.42
"2013-04-05",95.77,96.06,94.82,95.95,496700,94.21
"2013-04-08",95.63,96.95,95.31,96.88,537600,95.13
"2013-04-09",97.11,97.42,96.01,96.88,350600,95.13
"2013-04-10",96.88,97.77,96.14,97.4,444600,95.64
"2013-04-11",97.51,98.57,97.37,97.74,360800,95.97
"2013-04-12",97.49,97.88,96.67,97.2,596600,95.44
"2013-04-15",97.94,97.94,94.42,94.61,403600,92.9
"2013-04-16",95.23,96.76,93.63,96.73,490100,94.98
"2013-04-17",96.22,96.99,95.73,96.52,449600,94.77
"2013-04-18",96.86,96.86,94.62,94.99,332700,93.27
"2013-04-19",95.33,96.63,94.96,95.87,326100,94.13
"2013-04-22",96.81,96.96,95.15,96.24,428000,94.5
"2013-04-23",96.22,96.69,95.78,95.94,490700,94.2
"2013-04-24",95.5,97.48,95.5,97.39,468900,95.63
"2013-04-25",97.69,98.45,97.18,97.51,395600,95.74
"2013-04-26",97.55,98.03,96.65,96.7,290300,94.95
"2013-04-29",97.09,97.13,96.2,96.86,450200,95.11
"2013-04-30",96.88,97.07,96.31,96.65,580000,94.9
"2013-05-01",96.79,96.93,93.41,93.91,864100,92.21
"2013-05-02",94.3,96.08,93.54,96.06,870700,94.32
"2013-05-03",96.5,97.28,95.39,96.83,645700,95.08
"2013-05-06",96.81,97.49,95.98,96.77,426500,95.02
"2013-05-07",97.04,98.75,96.79,98.75,459600,96.96
"2013-05-08",98.71,99.47,98.24,98.67,328900,96.88
"2013-05-09",98.49,98.9,98.03,98.67,239700,96.88
"2013-05-10",98.69,98.82,97.5,97.78,253400,96.01
"2013-05-13",97.56,97.76,95.6,96.72,682600,94.97
"2013-05-14",96.65,99.33,96.55,98.66,495700,96.87
"2013-05-15",98.47,100.61,98.4,100.47,533400,98.65
"2013-05-16",100.18,100.9,100,100.3,581300,98.48
"2013-05-17",100.5,102.06,100.5,101.87,428800,100.02
"2013-05-20",101.51,102.58,100.99,102.2,349600,100.35
"2013-05-21",102.09,103.75,101.77,102.85,435800,100.99
"2013-05-22",102.79,103.79,102.39,102.8,482200,100.94
"2013-05-23",101.65,102.62,100.49,102.51,289800,100.65
"2013-05-24",102.03,102.96,101.71,102.71,342800,100.85
"2013-05-28",103.58,104.4,103.42,103.98,499500,102.1
"2013-05-29",103.5,104.16,103.02,103.77,346200,101.89
"2013-05-30",103.86,104,102.91,103.37,192100,101.5
"2013-05-31",102.9,104.32,102.58,102.89,354400,101.03
"2013-06-03",102.82,103.67,102.13,103.33,242400,101.46
"2013-06-04",103.32,103.89,103.05,103.52,440700,101.64
"2013-06-05",103.02,103.21,101.05,101.08,304200,99.25
"2013-06-06",101.04,101.44,99.75,100.76,289500,98.93
"2013-06-07",100.62,101.5,100.39,101.15,354100,99.32
"2013-06-10",101.25,101.35,100.55,100.69,363200,98.87
"2013-06-11",99.68,101.06,98.83,98.86,495900,97.07
"2013-06-12",98.79,99.3,96.79,96.82,585700,95.53
"2013-06-13",96.81,96.9,96.08,96.31,926200,95.03
"2013-06-14",96.5,97.18,95.27,95.94,697400,94.66
"2013-06-17",96.5,96.86,95.69,95.94,743400,94.66
"2013-06-18",96.03,96.28,95.39,96.09,737700,94.81
"2013-06-19",96.43,97.68,96.15,96.15,689200,94.87
"2013-06-20",93.9,95.91,93.9,95.27,575400,94
"2013-06-21",95.78,95.8,93.71,95.03,1146100,93.76
"2013-06-24",93.82,94.58,92.86,94.06,584500,92.81
"2013-06-25",94.94,95.85,94.34,95.52,665200,94.25
"2013-06-26",96.03,96.98,95.61,96.74,529500,95.45
"2013-06-27",96.88,96.92,95.38,95.83,436500,94.55
"2013-06-28",95.84,96.39,95.01,95.46,895500,94.19
"2013-07-01",95.73,97.8,95.58,97.5,478800,96.2
"2013-07-02",97.04,97.98,96.22,96.55,510200,95.26
"2013-07-03",94.37,96.7,94.37,96.3,178300,95.02
"2013-07-05",96.89,97.44,96.79,97.11,319200,95.82
"2013-07-08",97.48,97.99,97.29,97.92,334700,96.62
"2013-07-09",98.44,99.27,97.9,99.23,371800,97.91
"2013-07-10",99.04,99.42,98.53,98.87,555700,97.55
"2013-07-11",100.04,100.68,99.4,99.63,451900,98.3
"2013-07-12",99.56,100.44,99.36,100.29,337300,98.95
"2013-07-15",100.29,100.71,99.14,100.33,378700,98.99
"2013-07-16",100.4,100.65,99.75,100.64,389200,99.3
"2013-07-17",101,101.07,100.27,100.5,377500,99.16
"2013-07-18",101.03,101.17,100.24,100.77,358100,99.43
"2013-07-19",101,101.22,100.26,100.9,350000,99.56
"2013-07-22",100.99,101.25,99.81,99.84,503600,98.51
"2013-07-23",100.35,101.26,99.78,101.08,427900,99.73
"2013-07-24",101.31,101.31,100.16,101.08,516300,99.73
"2013-07-25",100.75,103.26,99.75,102.11,786000,100.75
"2013-07-26",101.78,102.47,99.97,100.31,421100,98.97
"2013-07-29",100.45,101.29,99.9,101.29,316900,99.94
"2013-07-30",101.15,101.84,100.62,101.58,300600,100.23
"2013-07-31",102.06,103.97,101.79,103.21,490600,101.83
"2013-08-01",104.12,106,103.15,105.15,535100,103.75
"2013-08-02",105.1,105.98,104.65,105.83,567800,104.42
"2013-08-05",105.65,105.99,105.32,105.72,317000,104.31
"2013-08-06",105.41,105.95,104.99,105.41,190500,104.01
"2013-08-07",105.07,106.07,104.39,105.7,204000,104.29
"2013-08-08",106,106.5,105.89,106.07,167900,104.66
"2013-08-09",106,106.63,105.43,105.52,232600,104.11
"2013-08-12",105.25,105.68,103.71,104,303100,102.61
"2013-08-13",104.08,104.64,103.83,104.35,114000,102.96
"2013-08-14",104.31,104.47,103.02,103.07,163600,101.7
"2013-08-15",102.76,102.8,101.25,101.71,240000,100.35
"2013-08-16",101.38,102.04,100.78,101.58,258700,100.23
"2013-08-19",101.47,102.2,101,101.07,430200,99.72
"2013-08-20",101.25,102.7,100.72,102.46,262000,101.09
"2013-08-21",102.29,103.18,102.11,102.25,192900,100.89
"2013-08-22",102.27,104.04,102.15,103.47,138700,102.09
"2013-08-23",103.66,103.81,102.51,103.3,135400,101.92
"2013-08-26",103.36,104,102.61,102.88,114200,101.51
"2013-08-27",101.88,102.18,101.05,101.17,135000,99.82
"2013-08-28",101.18,101.66,100.53,101.28,182500,99.93
"2013-08-29",101.13,102.11,100.75,101.42,105800,100.07
"2013-08-30",101.47,101.88,101.27,101.65,202300,100.3
"2013-09-03",102.94,103.52,102.25,103.25,396700,101.87
"2013-09-04",103.04,105,102.92,104.95,497700,103.55
"2013-09-05",104.69,104.96,103.63,104.28,469500,102.89
"2013-09-06",104.45,104.84,103.27,103.33,266800,101.95
"2013-09-09",103.59,105.69,103.17,105.45,901900,104.05
"2013-09-10",105.98,106.36,104.51,104.98,628400,103.58
"2013-09-11",104.9,105.13,104.23,105.05,219700,104.13
"2013-09-12",104.83,105.39,103.85,104,251100,103.09
"2013-09-13",104.28,104.39,103.67,103.86,401100,102.95
"2013-09-16",105.35,106.02,104.24,105.56,351700,104.63
"2013-09-17",105.5,105.92,104.07,104.3,345200,103.38
"2013-09-18",104.24,106.96,103.68,106.85,285800,105.91
"2013-09-19",106.85,107.72,106.58,106.98,209600,106.04
"2013-09-20",106.75,107.52,105.28,105.35,352500,104.42
"2013-09-23",105.11,105.35,104.2,104.39,124700,103.47
"2013-09-24",104.6,105.33,104.01,105.04,208000,104.12
"2013-09-25",105.38,105.66,104.8,105.5,342000,104.57
"2013-09-26",105.72,106.87,105.65,106.7,368700,105.76
"2013-09-27",106.02,106.46,105.56,105.93,337800,105
"2013-09-30",105.54,106.35,105.07,106.05,661500,105.12
"2013-10-01",107.37,109,107,108.99,600500,108.03
"2013-10-02",107.84,109.37,107.01,109.32,570900,108.36
"2013-10-03",108.85,109.14,108,108.57,701000,107.62
"2013-10-04",108.4,109.32,107.89,108.82,295900,107.86
"2013-10-07",107.71,108.34,106.9,106.94,291100,106
"2013-10-08",106.74,107.19,105.6,105.79,282300,104.86
"2013-10-09",105.76,106.37,104.6,106.18,273900,105.25
"2013-10-10",107.38,109.1,107.38,108.99,245300,108.03
"2013-10-11",108.68,109.02,107.91,108.45,187200,107.5
"2013-10-14",108,109.69,107.96,109.47,254500,108.51
"2013-10-15",109.24,109.65,108.47,108.74,171900,107.78
"2013-10-16",109.21,110.49,109.06,109.5,275500,108.54
"2013-10-17",109.32,110.94,109.32,110.84,175300,109.87
"2013-10-18",111.31,111.67,110.51,111.58,176400,110.6
"2013-10-21",111.41,111.96,110.72,111.52,227100,110.54
"2013-10-22",111.64,112.43,110.96,112.24,500900,111.25
"2013-10-23",111.43,111.43,105.32,107,1206300,106.06
"2013-10-24",105.98,107.36,105,107.06,1117300,106.12
"2013-10-25",107.36,109.14,106.82,109.14,359500,108.18
"2013-10-28",109.33,109.59,107.61,107.88,428100,106.93
"2013-10-29",108.16,108.86,107.55,108.81,255700,107.85
"2013-10-30",108.78,109.18,108.26,108.85,402800,107.89
"2013-10-31",108.89,109.75,108.36,109.07,319900,108.11
"2013-11-01",109.43,109.88,107.6,108.01,393600,107.06
"2013-11-04",108.26,108.49,107.57,108.36,190700,107.41
"2013-11-05",108.18,108.59,107.81,108.26,214600,107.31
"2013-11-06",108.58,108.87,107.94,108.56,187700,107.61
"2013-11-07",108.78,108.89,106.89,107.06,429700,106.12
"2013-11-08",107.35,108.29,107.1,108.28,508900,107.33
"2013-11-11",108.3,108.53,107.71,108.51,185300,107.56
"2013-11-12",108.49,108.75,107.99,108.61,326800,107.66
"2013-11-13",108.15,109.41,108.15,109.38,278100,108.42
"2013-11-14",109.7,110,108.75,109.71,270000,108.75
"2013-11-15",109.62,110.32,109.27,110.32,178300,109.35
"2013-11-18",110.63,110.72,108.7,109.17,239900,108.21
"2013-11-19",109.16,110.1,108.75,109.26,216600,108.3
"2013-11-20",109.34,110.07,107.92,108.16,153900,107.21
"2013-11-21",108.5,109,108,108.96,117600,108
"2013-11-22",109.13,110.19,108.63,110.01,217900,109.04
"2013-11-25",110.18,110.22,109.34,109.54,217900,108.58
"2013-11-26",109.66,110.1,109.12,109.62,151800,108.66
"2013-11-27",109.75,110.08,109.14,109.8,189700,108.83
"2013-11-29",109.66,110,108.44,108.63,109600,107.67
"2013-12-02",108.59,109.41,107,107.21,494400,106.27
"2013-12-03",107.08,107.57,106.48,107.48,312800,106.54
"2013-12-04",107.13,108.24,106.56,107.79,287000,106.84
"2013-12-05",107.44,108.58,107.3,108.02,328800,107.07
"2013-12-06",108.67,109.77,108.42,109.72,310400,108.76
"2013-12-09",109.87,110.76,109.44,110.23,295500,109.26
"2013-12-10",109.78,111.17,109.3,109.49,374200,109
"2013-12-11",109.33,109.82,107,107.19,371500,106.71
"2013-12-12",106.85,107.75,106.17,107.63,322600,107.15
"2013-12-13",108.04,108.35,106.16,106.34,548800,105.87
"2013-12-16",107.14,108.16,106.34,107.52,373200,107.04
"2013-12-17",107.37,107.9,106.7,107.5,253100,107.02
"2013-12-18",107.52,109.25,106.49,109.15,376600,108.66
"2013-12-19",109,110.13,108.63,109.95,309200,109.46
"2013-12-20",108.86,109.91,106.76,109.9,523100,109.41
"2013-12-23",110.25,110.26,109.17,109.39,464600,108.9
"2013-12-24",109.67,111.01,109.04,110.85,105400,110.36
"2013-12-26",111,111.13,110.34,110.92,180600,110.43
"2013-12-27",111.37,112.6,110.28,111.3,209700,110.8
"2013-12-30",111.42,112.15,110.83,112.11,330300,111.61
"2013-12-31",112.13,112.49,111.26,111.85,244300,111.35
"2014-01-02",111.75,111.86,109.37,109.61,509900,109.12
"2014-01-03",109.91,110.14,108.98,108.98,498800,108.49
"2014-01-06",109.64,109.68,108.73,109.07,585500,108.58
"2014-01-07",109.64,109.91,109.24,109.72,279700,109.23
"2014-01-08",109.55,109.99,108.81,109.53,455000,109.04
"2014-01-09",109.79,110.49,109.07,109.2,327500,108.71
"2014-01-10",109.64,110.44,109.18,110.36,303700,109.87
"2014-01-13",109.75,110.97,109.46,110,577400,109.51
"2014-01-14",110.05,111.45,109.66,111.35,376300,110.85
"2014-01-15",109.4,111.12,109.22,111.08,539200,110.58
"2014-01-16",110.98,111.95,110.61,111.8,349800,111.3
"2014-01-17",111.93,112.71,111.67,112.15,688300,111.65
"2014-01-21",112.59,113.16,111.92,112.25,468800,111.75
"2014-01-22",112.27,112.65,111.48,112.49,389100,111.99
"2014-01-23",111.51,112.38,110.54,111.18,423800,110.68
"2014-01-24",109.96,110.31,108.65,108.82,735300,108.34
"2014-01-27",108.94,109.38,106.68,106.85,895700,106.37
"2014-01-28",106.85,108.29,106.7,107.43,298700,106.95
"2014-01-29",106.63,109.2,106.63,108.57,542400,108.09
"2014-01-30",108.01,108.85,104.99,105.44,1350000,104.97
"2014-01-31",103.28,104.15,102.07,103.24,1207300,102.78
"2014-02-03",104.78,104.78,100.09,100.17,832700,99.72
"2014-02-04",100.85,101.17,99.32,100.97,593000,100.52
"2014-02-05",100.35,101.57,99.82,101,794000,100.55
"2014-02-06",100.97,102.72,100.88,102.64,304200,102.18
"2014-02-07",103.27,104.36,102.82,104.19,443300,103.73
"2014-02-10",104.06,104.68,103.55,104.35,415000,103.88
"2014-02-11",104.54,105.23,103.77,105.06,421600,104.59
"2014-02-12",105.21,106.24,104.77,104.98,596100,104.51
"2014-02-13",104.2,106.52,104.16,106.14,414900,105.67
"2014-02-14",106.04,106.96,105.64,106.41,351800,105.94
"2014-02-18",106.62,106.89,106.06,106.51,339000,106.04
"2014-02-19",106.46,107.32,105.3,105.39,242400,104.92
"2014-02-20",105.53,106,104.62,105.42,400200,104.95
"2014-02-21",105.89,106.21,105.15,105.2,300800,104.73
"2014-02-24",105.09,106.05,104.71,104.72,486000,104.25
"2014-02-25",104.76,106.93,104.49,105.65,586500,105.18
"2014-02-26",105.72,106.54,105.26,105.72,346700,105.25
