"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"2011-08-02",100.86,102.37,99.08,99.21,2088300,97.74
"2011-08-03",99.27,99.33,95.57,97.98,3055400,96.53
"2011-08-04",96.51,96.51,91.45,92.13,4384400,90.77
"2011-08-05",98.27,101.22,93.4,95.92,9015700,94.5
"2011-08-08",93.6,93.81,87.06,88.6,5685700,87.29
"2011-08-09",90.28,91.9,86.1,90.86,7488800,89.52
"2011-08-10",90.51,91.08,86.68,86.99,5572600,85.7
"2011-08-11",87.96,94.28,86.95,93.14,4500600,91.76
"2011-08-12",96.78,97.83,93.14,94.15,3594800,92.76
"2011-08-15",95.19,96.48,94.63,96.29,2518000,94.87
"2011-08-16",95,95.7,93.11,94.58,2897400,93.18
"2011-08-17",95.27,97.05,93.02,94,2047300,92.61
"2011-08-18",91.66,91.66,86.85,87.63,3684200,86.33
"2011-08-19",86.62,89.77,86.5,87.57,3256800,86.27
"2011-08-22",89.9,90.5,85.85,86.35,3102400,85.07
"2011-08-23",86.32,89,85.58,88.97,3603600,87.65
"2011-08-24",88.35,90.03,87.84,89.92,2313000,88.59
"2011-08-25",90.62,91.23,87.53,88.26,2778100,86.95
"2011-08-26",87.74,90.16,86,89.85,2277900,88.52
"2011-08-29",91.22,91.68,89.81,91.55,2100300,90.2
"2011-08-30",91.1,92.75,89.75,92.2,1664300,90.84
"2011-08-31",92.98,94.17,91.44,92.59,2746800,91.22
"2011-09-01",93.32,94.16,91.29,91.42,1696400,90.07
"2011-09-02",89.35,90.19,87.82,88.35,2459800,87.04
"2011-09-06",85.74,87.11,84.93,86.96,2561600,85.67
"2011-09-07",88.48,90.85,88.1,90.67,1797500,89.33
"2011-09-08",89.62,91.97,88.77,89.25,2427300,87.93
"2011-09-09",87.31,88.28,84.91,85.32,2625600,84.06
"2011-09-12",84.53,86.16,83.92,86.11,2215900,84.84
"2011-09-13",86.43,87.42,85.32,86.75,1594800,85.47
"2011-09-14",85.86,88.86,85.1,87.75,2238800,86.45
"2011-09-15",88.87,90.4,88.12,90.4,1953500,89.06
"2011-09-16",91.13,91.25,89.25,90.16,2558400,88.83
"2011-09-19",88.12,88.62,85.96,87.76,1836000,86.46
"2011-09-20",88.21,89.55,86.87,87.12,1880800,85.83
"2011-09-21",86.97,88.31,83.41,83.43,2245600,82.2
"2011-09-22",80.83,80.93,75.13,76.75,5312500,75.61
"2011-09-23",75.36,77.17,73.35,73.72,3853900,72.63
"2011-09-26",75.26,76.79,73.14,76.68,3796000,75.55
"2011-09-27",78.65,80.52,78.04,78.61,3145900,77.45
"2011-09-28",78.73,78.8,74.14,74.29,2430500,73.19
"2011-09-29",76.03,76.36,71.88,73.78,3433300,72.69
"2011-09-30",71.39,72.76,69.55,71.01,3838900,69.96
"2011-10-03",70.14,70.24,67.79,68.41,4916300,67.4
"2011-10-04",67.34,74.03,66.81,73.66,6098700,72.57
"2011-10-05",73.71,76.95,73.22,76.8,3756700,75.66
"2011-10-06",76.37,78.91,75.51,78.54,2915000,77.38
"2011-10-07",79.05,79.23,74.73,74.9,3260300,73.79
"2011-10-10",76.84,79.45,76.74,79.41,2546900,78.24
"2011-10-11",78.64,80.49,77.97,80.14,3046300,78.95
"2011-10-12",80.8,82.69,80.3,80.95,2270600,79.75
"2011-10-13",80.02,80.53,77.64,80.22,2409500,79.19
"2011-10-14",82.09,84.07,81.71,83.98,2315300,82.9
"2011-10-17",83.3,84.1,81.12,81.41,1930800,80.36
"2011-10-18",81.52,86.61,80.23,86.02,3718100,84.92
"2011-10-19",85.66,89.18,85.51,87.87,4234100,86.74
"2011-10-20",87.51,88.04,85.09,87.34,3146700,86.22
"2011-10-21",88.96,91.08,88.21,90.62,2772400,89.46
"2011-10-24",91.11,91.81,90.24,91.08,3076800,89.91
"2011-10-25",91.08,91.08,87.25,87.52,3017100,86.4
"2011-10-26",88.98,89.27,86.34,87.42,3857800,86.3
"2011-10-27",91,94,89.83,92.84,3704600,91.65
"2011-10-28",91.64,95.26,91.63,95.18,3045000,93.96
"2011-10-31",93.39,93.5,89.3,89.43,2727600,88.28
"2011-11-01",85.99,87,83.88,85.88,3760300,84.78
"2011-11-02",90.72,97.82,90.13,96.04,8562400,94.81
"2011-11-03",97.58,100.61,96.19,100.03,4566400,98.75
"2011-11-04",98.84,102.52,98.28,101.68,3700800,100.37
"2011-11-07",101.48,102.4,99.73,101.17,2778900,99.87
"2011-11-08",101.75,102.24,99.45,101.91,2497800,100.6
"2011-11-09",99.44,100.66,98,98.23,2905000,96.97
"2011-11-10",99.41,100.77,98.43,100.04,2344200,98.76
"2011-11-11",101.21,104.05,101.17,104.01,2440000,102.67
"2011-11-14",102.94,104.47,101.3,103.77,2786400,102.44
"2011-11-15",103.33,103.92,102,102.36,1922700,101.05
"2011-11-16",101.94,103.41,100.54,100.69,4228300,99.4
"2011-11-17",100.4,101.3,96.16,97.02,2507200,95.77
"2011-11-18",98.37,99.86,96.03,97.84,2231600,96.58
"2011-11-21",95.71,96.65,94.05,96.01,1466500,94.78
"2011-11-22",95.58,96.31,93.64,94.98,1749400,93.76
"2011-11-23",93.61,93.89,91.39,91.61,2428000,90.43
"2011-11-25",90.85,92.84,90.77,90.87,611700,89.7
"2011-11-28",93.99,96.79,93.86,95.59,1944900,94.36
"2011-11-29",96.27,98.92,96.01,98.23,2509200,96.97
"2011-11-30",102.04,104.41,102.04,103.74,3641200,102.41
"2011-12-01",103.63,104.99,101.69,102.53,1935100,101.21
"2011-12-02",103.79,104,102.12,102.56,1628000,101.24
"2011-12-05",103.99,104.86,101.23,102.11,2579000,100.8
"2011-12-06",102.46,106.2,102.08,104.89,2136100,103.54
"2011-12-07",104.11,104.29,101.66,103.03,2082900,101.71
"2011-12-08",102.54,104.58,100.13,100.63,2482300,99.34
"2011-12-09",100.47,104.42,100.47,103.75,2846200,102.42
"2011-12-12",102.09,102.26,99.15,101.05,2180000,99.75
"2011-12-13",101.76,103.13,97.16,98.5,2913000,97.24
"2011-12-14",96.98,97.06,93.11,93.17,4634100,91.97
"2011-12-15",94.56,95.56,93.01,94.44,3018000,93.23
"2011-12-16",95.43,97.9,94.74,97.68,3651000,96.43
"2011-12-19",97.51,97.73,95.2,95.57,1886200,94.34
"2011-12-20",97.84,99.19,97.35,97.97,2350400,96.71
"2011-12-21",98.25,98.69,96.52,98.18,2440300,96.92
"2011-12-22",98.22,98.64,97.94,98.33,2933200,97.07
"2011-12-23",98.48,99.13,97.23,98.27,1556800,97.01
"2011-12-27",98.39,99.74,98.1,99.01,1619100,97.74
"2011-12-28",99.23,99.49,96.12,96.44,1506700,95.2
"2011-12-29",96.37,98.18,96.37,98.05,1343300,96.79
"2011-12-30",98.05,99.1,97.79,98.51,1284900,97.25
"2012-01-03",100.61,102.13,100.4,101.45,2798700,100.15
"2012-01-04",101.46,101.99,100.62,101.59,2454500,100.29
"2012-01-05",101.15,102.51,99.82,102.15,2537500,100.84
"2012-01-06",102.25,103.77,102,102.43,2246500,101.11
"2012-01-09",102.47,103.06,101.5,102.17,1762800,100.86
"2012-01-10",105.39,107.27,104.9,105.52,3120000,104.17
"2012-01-11",104.78,105.49,102.95,103.17,2238000,101.85
"2012-01-12",103.63,104.7,102.54,103.88,2329200,102.71
"2012-01-13",102.67,103.45,101.43,103.04,1741400,101.87
"2012-01-17",104.7,105.11,102.66,103.72,1526800,102.55
"2012-01-18",103.62,105.82,102.81,105.37,1608500,104.18
"2012-01-19",105.69,106.53,104.68,105.08,2719800,103.89
"2012-01-20",104.87,104.97,102.44,103.16,2783900,101.99
"2012-01-23",104.83,106.63,104.37,105.6,2731500,104.41
"2012-01-24",104.63,104.89,103.5,104.55,1933600,103.37
"2012-01-25",104.28,107.2,103.02,106.81,2165200,105.6
"2012-01-26",107.29,107.5,104.23,104.75,2273800,103.57
"2012-01-27",104.33,105.26,103.49,104.12,1598900,102.94
"2012-01-30",103.01,105.43,102.17,105.31,2172800,104.12
"2012-01-31",105.57,106.27,104.7,106.14,2788900,104.94
"2012-02-01",106.95,106.98,104.68,105.9,3328600,104.7
"2012-02-02",105.65,108.13,104.96,106.48,2140700,105.28
"2012-02-03",108.03,110.12,107.1,109.09,2214900,107.86
"2012-02-06",109.47,110.55,108.77,110.06,3069200,108.82
"2012-02-07",110,111.5,109.05,111.13,1829400,109.87
"2012-02-08",111.44,111.69,109.55,111.42,1542200,110.16
"2012-02-09",111.05,113.66,110.88,112.45,1982300,111.18
"2012-02-10",110.77,111.83,110.16,111.83,1843400,110.57
"2012-02-13",112.54,113.65,112.18,113.38,1986800,112.1
"2012-02-14",113.16,113.82,112.37,113.75,2417900,112.46
"2012-02-15",114.5,115.9,113.35,114.84,2990300,113.54
"2012-02-16",114.99,118.81,114.53,117.62,3304900,116.29
"2012-02-17",119.07,119.97,113.49,114.35,6169400,113.06
"2012-02-21",115.98,116.99,114.99,115.65,3414300,114.34
"2012-02-22",115.96,117.51,115.57,115.66,2863400,114.35
"2012-02-23",115.85,116.6,114.5,116.5,2002000,115.18
"2012-02-24",116.66,118.08,116.19,117.55,1675900,116.22
"2012-02-27",117.33,117.8,115.62,115.62,2291300,114.31
"2012-02-28",115.92,117.2,115.5,116.61,2436000,115.29
"2012-02-29",116.73,117.2,113.38,113.86,3222300,112.57
"2012-03-01",114.25,117.01,114.25,116.91,2571600,115.59
"2012-03-02",116.4,116.78,113.08,113.9,2349600,112.61
"2012-03-05",113.51,113.62,111.36,113.2,1581300,111.92
"2012-03-06",111.12,112.81,110.22,112.72,2628900,111.45
"2012-03-07",112.72,113.67,112.03,113.14,1947700,111.86
"2012-03-08",114.72,115.32,113.32,114.41,1565000,113.12
"2012-03-09",114.5,115.75,114.06,114.98,1356700,113.68
"2012-03-12",115.24,115.24,112.52,113.73,1445300,112.44
"2012-03-13",113.85,116.94,113.02,116.85,2603200,115.53
"2012-03-14",116.81,116.95,114.08,114.68,1697700,113.38
"2012-03-15",114.84,116.27,114.05,115.63,1953600,114.32
"2012-03-16",116.36,117.87,115.79,116.78,2737300,115.46
"2012-03-19",116.65,117.97,116.11,117.39,1693100,116.06
"2012-03-20",116.14,116.14,114.15,114.71,1724800,113.41
"2012-03-21",114.71,115.1,113.07,113.81,1651700,112.52
"2012-03-22",112.36,113.14,109.86,110.35,2281100,109.1
"2012-03-23",110.48,112.65,110.16,111.73,2299500,110.47
"2012-03-26",112.76,113.2,111.61,112.16,1370700,110.89
"2012-03-27",112.46,112.53,110.92,111.28,1460400,110.02
"2012-03-28",110.74,110.95,108.5,109.63,1747800,108.39
"2012-03-29",108.49,109.26,107.15,109.02,1442600,107.79
"2012-03-30",109.48,111.48,108.76,111.1,1770600,109.84
"2012-04-02",110.99,114.33,110.32,113.35,1949600,112.07
"2012-04-03",112.63,113.7,112.17,113.56,2323700,112.28
"2012-04-04",112.06,112.39,109.7,110.52,1563800,109.27
"2012-04-05",110.12,111.47,108.85,109.18,2314900,107.95
"2012-04-09",106.95,108.03,106.61,107.44,2722600,106.23
"2012-04-10",107.44,107.72,103.81,104,3302100,102.82
"2012-04-11",105.18,105.52,102.51,102.95,3008600,101.79
"2012-04-12",103,105.65,102.94,105.22,3172600,104.2
"2012-04-13",104.73,105.3,103.1,103.33,1509300,102.33
"2012-04-16",103.86,105.12,101.83,102.77,1537000,101.78
"2012-04-17",103.92,105.31,103.53,104.8,2054200,103.79
"2012-04-18",104.39,104.98,103.57,104.17,1906700,103.16
"2012-04-19",104.3,105.29,103.31,103.96,1560800,102.95
"2012-04-20",104.89,105.5,102.79,103.03,1688300,102.03
"2012-04-23",100.61,103.77,100.59,103.6,1885800,102.6
"2012-04-24",104.11,104.93,103.4,104.45,2256200,103.44
"2012-04-25",105.38,106.51,104.59,106.43,2859100,105.4
"2012-04-26",106.42,108.88,106.01,108.52,2343200,107.47
"2012-04-27",109.01,109.24,108.1,109.02,2137500,107.97
"2012-04-30",108.88,109.94,107.84,109.81,1500400,108.75
"2012-05-01",110.3,112.24,109.8,111.23,1776400,110.15
"2012-05-02",109.9,109.9,108.22,109.28,2072800,108.22
"2012-05-03",109,109.94,107.22,107.71,1941100,106.67
"2012-05-04",106.4,107.2,104.38,105.29,2165300,104.27
"2012-05-07",104.47,105.85,103.29,104.77,1632500,103.76
"2012-05-08",103.62,104.19,100.41,103.99,2169800,102.98
"2012-05-09",103.81,105.68,100.76,105.1,3767700,104.08
"2012-05-10",106.74,107.33,105.51,106.51,2667300,105.48
"2012-05-11",105.48,106.55,103.91,104.23,2234900,103.22
"2012-05-14",102.9,102.9,100.88,101.04,1833700,100.06
"2012-05-15",100.99,101.7,98.64,99.21,1918400,98.25
"2012-05-16",99.66,101.6,98.55,98.95,1990700,97.99
"2012-05-17",98.91,99.32,97.16,97.34,1937200,96.4
"2012-05-18",97.89,98.62,95.78,96.31,2221600,95.38
"2012-05-21",97.33,100.26,97.29,100.2,2237000,99.23
"2012-05-22",101.59,103.47,100.47,101.33,2801000,100.35
"2012-05-23",100.29,101.79,97.78,101.7,2719900,100.72
"2012-05-24",102,102.39,99.14,100.79,1903100,99.82
"2012-05-25",100.56,102.43,100.56,101.75,1779800,100.77
"2012-05-29",104.45,105.32,103.16,104.86,2326300,103.85
"2012-05-30",103.34,103.34,99.9,100.99,2780300,100.01
"2012-05-31",100.75,100.85,96.4,99.3,3675300,98.34
"2012-06-01",95.88,96.14,91.34,91.67,6707500,90.78
"2012-06-04",91.96,92.17,88.85,90.4,5036300,89.53
