"","APOL.Open","APOL.High","APOL.Low","APOL.Close","APOL.Volume","APOL.Adjusted"
"2012-03-29",38.32,39.14,38.14,39.04,2602400,39.04
"2012-03-30",39.2,39.21,38.24,38.64,1834800,38.64
"2012-04-02",38.6,39.47,38.37,39.25,2031200,39.25
"2012-04-03",39.28,39.55,37.69,37.8,5568600,37.8
"2012-04-04",37.66,37.73,36.19,36.58,4463900,36.58
"2012-04-05",36.51,36.89,36.09,36.27,2215800,36.27
"2012-04-09",35.83,36.32,35.77,36.28,2569900,36.28
"2012-04-10",36.21,36.93,35.45,35.48,4110700,35.48
"2012-04-11",35.72,36.62,35.72,36.26,2408000,36.26
"2012-04-12",36.41,37.36,36.13,37.17,2505600,37.17
"2012-04-13",36.98,37.13,36.65,36.7,2657300,36.7
"2012-04-16",36.72,36.74,35.71,36.12,2208900,36.12
"2012-04-17",36.4,36.7,36.09,36.12,1493000,36.12
"2012-04-18",36.11,36.24,35.6,35.92,1595700,35.92
"2012-04-19",35.73,35.9,34.69,35.23,3914900,35.23
"2012-04-20",35.32,35.56,34.81,34.84,1427000,34.84
"2012-04-23",34.63,34.69,34.12,34.42,1545800,34.42
"2012-04-24",34.56,34.66,33.71,34.55,2057400,34.55
"2012-04-25",34.72,35,34.21,34.93,1208600,34.93
"2012-04-26",34.76,36.25,34.62,35.92,2528600,35.92
"2012-04-27",36.12,36.13,35.52,35.78,1775500,35.78
"2012-04-30",35.93,35.99,34.92,35.22,1629100,35.22
"2012-05-01",35.22,35.61,34.95,35.11,1243500,35.11
"2012-05-02",35.01,35.11,34.38,34.82,1169600,34.82
"2012-05-03",34.77,35.09,33.94,34.41,1706700,34.41
"2012-05-04",34.2,34.59,33.65,33.87,1468200,33.87
"2012-05-07",33.83,34.35,33.5,33.75,1347900,33.75
"2012-05-08",33.64,33.89,33.19,33.62,1654700,33.62
"2012-05-09",33.37,33.5,32.87,33.25,1389300,33.25
"2012-05-10",33.58,33.59,32.37,32.44,3556500,32.44
"2012-05-11",32.19,32.2,30.93,31.34,5650800,31.34
"2012-05-14",31.1,32.14,31.1,31.93,2085500,31.93
"2012-05-15",31.85,32.28,31.75,31.99,1810000,31.99
"2012-05-16",32.08,32.27,31.96,31.98,1639500,31.98
"2012-05-17",31.96,32.26,31.78,31.88,2299800,31.88
"2012-05-18",31.96,32.34,31.95,32.02,2141700,32.02
"2012-05-21",32.06,32.67,31.76,32.57,1106000,32.57
"2012-05-22",32.6,32.71,31.9,32.04,2117600,32.04
"2012-05-23",31.93,32.61,31.93,32.52,1700000,32.52
"2012-05-24",32.52,32.59,32.28,32.51,1418300,32.51
"2012-05-25",32.58,33.43,32.5,33.12,1127800,33.12
"2012-05-29",33.28,33.69,33.1,33.54,1123800,33.54
"2012-05-30",33.31,33.31,32.16,32.16,1898200,32.16
"2012-05-31",32.17,32.24,31.32,31.82,2498300,31.82
"2012-06-01",31.22,31.84,31.16,31.6,1656300,31.6
"2012-06-04",31.59,32.53,31.59,32.42,1827400,32.42
"2012-06-05",32.26,32.95,32.18,32.69,1662300,32.69
"2012-06-06",32.96,35.19,32.76,34.81,3526700,34.81
"2012-06-07",35.14,35.29,34.24,34.3,2000800,34.3
"2012-06-08",34.23,35.22,34.02,34.98,1336800,34.98
"2012-06-11",35.13,35.58,34.25,34.31,1711300,34.31
"2012-06-12",34.47,34.47,32.98,33.24,2793700,33.24
"2012-06-13",33.28,33.42,32.5,32.82,2002700,32.82
"2012-06-14",32.94,33.39,32.26,32.95,1590600,32.95
"2012-06-15",33.15,33.27,32.54,33.12,2798000,33.12
"2012-06-18",33.1,33.43,32.57,33.21,1079100,33.21
"2012-06-19",33.29,34.13,33.28,34.09,977000,34.09
"2012-06-20",34.3,34.79,33.69,33.96,1871700,33.96
"2012-06-21",34.06,34.31,32.95,33.22,1798900,33.22
"2012-06-22",33.18,33.64,33.07,33.55,1562900,33.55
"2012-06-25",33.32,34.53,32.28,32.47,3963000,32.47
"2012-06-26",34.7,36.2,34.52,35.81,10058900,35.81
"2012-06-27",35.7,36.44,34.85,35.93,3336400,35.93
"2012-06-28",35.53,35.92,35.26,35.7,2461200,35.7
"2012-06-29",36.36,36.58,35.88,36.19,2301500,36.19
"2012-07-02",37.42,38.34,36.21,36.34,2450900,36.34
"2012-07-03",36.3,37,36.19,36.62,1811400,36.62
"2012-07-05",36.62,36.77,35.87,35.96,1624700,35.96
"2012-07-06",35.91,36.67,35.87,36.55,1611100,36.55
"2012-07-09",36.33,36.48,34.93,35.29,1525200,35.29
"2012-07-10",35.39,35.66,33.87,33.92,1937400,33.92
"2012-07-11",34.02,34.25,32.03,32.44,3790700,32.44
"2012-07-12",32.12,32.36,31.64,31.98,2126100,31.98
"2012-07-13",31.99,32.14,30.94,31.77,2699300,31.77
"2012-07-16",31.62,32.34,31.55,31.95,2334200,31.95
"2012-07-17",31.6,32.02,30.31,31.01,3693700,31.01
"2012-07-18",30.84,31.18,30.4,30.63,2000200,30.63
"2012-07-19",30.63,30.83,30.06,30.2,2082000,30.2
"2012-07-20",30.06,30.13,29.28,29.38,2346100,29.38
"2012-07-23",28.99,29.33,28.67,28.92,2721300,28.92
"2012-07-24",26.43,28.54,26.43,27.81,6645800,27.81
"2012-07-25",27.72,28.22,27.55,28.03,2790400,28.03
"2012-07-26",26.69,27.65,26.28,27.51,3852800,27.51
"2012-07-27",27.69,28.42,27.64,28.39,3125000,28.39
"2012-07-30",28.2,28.4,27.03,27.22,1795900,27.22
"2012-07-31",27.2,27.42,26.94,27.2,2776800,27.2
"2012-08-01",27.49,27.52,26.57,26.63,1546500,26.63
"2012-08-02",26.54,26.77,25.77,26.04,1746100,26.04
"2012-08-03",26.54,26.74,26.38,26.66,1962100,26.66
"2012-08-06",26.61,27.49,26.43,27.24,1391200,27.24
"2012-08-07",27.45,28.62,27.41,28.11,1927900,28.11
"2012-08-08",28.13,28.47,28.05,28.22,1402900,28.22
"2012-08-09",28.28,28.52,27.91,28.45,1645800,28.45
"2012-08-10",28.26,28.66,28.09,28.61,1276200,28.61
"2012-08-13",28.5,28.69,28.05,28.34,1233700,28.34
"2012-08-14",28.57,28.61,27.94,28.05,902300,28.05
"2012-08-15",27.95,28.25,27.3,28.15,1242600,28.15
"2012-08-16",28.24,28.94,28.2,28.7,1585900,28.7
"2012-08-17",28.69,28.75,28.32,28.72,1005900,28.72
"2012-08-20",28.72,28.72,28.21,28.65,1148400,28.65
"2012-08-21",28.66,28.97,28.6,28.73,1114200,28.73
"2012-08-22",28.72,28.82,27.93,27.95,910900,27.95
"2012-08-23",27.93,27.99,27.27,27.39,1440000,27.39
"2012-08-24",27.28,27.46,26.68,27.09,1520400,27.09
"2012-08-27",27.25,27.41,26.81,26.84,1126500,26.84
"2012-08-28",26.87,27.19,26.59,26.65,1450000,26.65
"2012-08-29",26.73,26.81,26.13,26.55,1116100,26.55
"2012-08-30",26.45,26.53,25.98,26.46,949000,26.46
"2012-08-31",26.55,27.29,26.55,26.85,1318700,26.85
"2012-09-04",26.91,27.66,26.84,27.53,1804200,27.53
"2012-09-05",27.42,28.22,27.24,28.19,1566500,28.19
"2012-09-06",28.34,30.41,28.26,30.39,2676500,30.39
"2012-09-07",29.65,30.4,29.53,30.29,2986400,30.29
"2012-09-10",30.11,30.33,27.95,28.03,3383200,28.03
"2012-09-11",27.94,29.03,27.86,28.74,1622300,28.74
"2012-09-12",28.9,29.46,28.62,28.84,1344900,28.84
"2012-09-13",28.75,29.32,28.12,28.87,1152200,28.87
"2012-09-14",29,29.44,28.87,29.42,1232600,29.42
"2012-09-17",29.25,29.49,28.67,28.95,1276200,28.95
"2012-09-18",29.13,30.05,28.97,29.87,1756700,29.87
"2012-09-19",29.84,29.98,29.53,29.62,1754700,29.62
"2012-09-20",29.57,29.63,29.18,29.38,1473600,29.38
"2012-09-21",29.52,29.54,29.18,29.31,2591100,29.31
"2012-09-24",29.32,29.83,29.15,29.26,1255700,29.26
"2012-09-25",29.51,29.81,28.1,28.12,1328600,28.12
"2012-09-26",28.2,29.1,28.1,28.75,1378200,28.75
"2012-09-27",28.94,29.62,28.81,29.24,1100700,29.24
"2012-09-28",29.16,29.41,28.85,29.05,1508900,29.05
"2012-10-01",29.35,29.37,28.32,28.88,1708800,28.88
"2012-10-02",29.1,29.17,28.35,29.02,1440400,29.02
"2012-10-03",29.12,29.26,27.71,27.76,1736700,27.76
"2012-10-04",27.91,28.81,27.78,28.66,1525700,28.66
"2012-10-05",28.93,29.47,28.66,29.1,1179300,29.1
"2012-10-08",28.93,29.44,28.87,29.1,1201000,29.1
"2012-10-09",29.16,29.23,28.33,28.7,1313000,28.7
"2012-10-10",28.81,29.25,27.96,28.1,1940500,28.1
"2012-10-11",28.1,29.04,27.5,28.87,1852700,28.87
"2012-10-12",29.09,29.37,28.21,28.64,1148500,28.64
"2012-10-15",28.67,28.95,27.59,27.66,1851900,27.66
"2012-10-16",27.84,28.2,27.25,27.49,2383700,27.49
"2012-10-17",24.2,24.2,21.34,21.4,14994000,21.4
"2012-10-18",21.25,21.38,20.45,21.17,7487900,21.17
"2012-10-19",21.05,21.14,19.53,20.39,5379200,20.39
"2012-10-22",20.44,21.34,19.9,20.12,4503300,20.12
"2012-10-23",19.54,20.51,19.41,20.21,3210000,20.21
"2012-10-24",20.23,20.31,19.75,19.86,3012800,19.86
"2012-10-25",19.98,20.35,19.18,19.62,2641800,19.62
"2012-10-26",19.7,20.4,19.5,19.72,4547800,19.72
"2012-10-31",19.71,20.14,19.71,20.08,3148200,20.08
"2012-11-01",20.1,20.57,19.93,20.07,2971800,20.07
"2012-11-02",20.21,20.35,19.7,19.78,3100000,19.78
"2012-11-05",19.82,20.27,19.82,20.21,2068700,20.21
"2012-11-06",20.2,21.64,20.16,21.2,4136300,21.2
"2012-11-07",20.8,20.84,18.46,19.89,5341400,19.89
"2012-11-08",19.93,19.93,19.38,19.39,2502600,19.39
"2012-11-09",19.31,19.34,18.71,18.75,4123800,18.75
"2012-11-12",18.85,19.34,18.63,19.25,1674700,19.25
"2012-11-13",19.17,19.34,18.88,19.01,1481600,19.01
"2012-11-14",19.1,19.4,18.98,19.17,2017600,19.17
"2012-11-15",19.12,20.1,19.1,19.64,4392900,19.64
"2012-11-16",19.57,19.63,19.21,19.51,2872300,19.51
"2012-11-19",19.7,19.72,19.44,19.62,1526300,19.62
"2012-11-20",19.6,19.6,18.36,18.63,2936000,18.63
"2012-11-21",18.68,18.99,18.47,18.68,1722800,18.68
"2012-11-23",18.68,19.07,18.47,18.86,748300,18.86
"2012-11-26",18.85,19.31,18.8,18.91,1762800,18.91
"2012-11-27",18.93,19.49,18.8,19.18,1939800,19.18
"2012-11-28",19.05,19.48,18.78,19.34,1696100,19.34
"2012-11-29",19.45,19.86,19.27,19.58,1941900,19.58
"2012-11-30",19.73,19.88,19.08,19.19,8269100,19.19
"2012-12-03",19.34,19.41,18.99,19.06,1764000,19.06
"2012-12-04",19.14,20.6,19.07,20.53,3861600,20.53
"2012-12-05",20.49,20.97,20.26,20.42,2556600,20.42
"2012-12-06",20.42,20.62,20.12,20.44,2133400,20.44
"2012-12-07",20.46,20.76,19.98,20.17,1574100,20.17
"2012-12-10",20.16,20.35,19.93,20.26,1571100,20.26
"2012-12-11",20.3,20.85,20.12,20.46,1996000,20.46
"2012-12-12",20.56,21.35,20.51,21.01,2263100,21.01
"2012-12-13",20.9,21.73,20.9,21.4,2761800,21.4
"2012-12-14",21.32,21.63,20.96,21.02,1906000,21.02
"2012-12-17",21.01,21.46,20.97,21.11,1964500,21.11
"2012-12-18",21.24,22.35,21.12,22.15,2495300,22.15
"2012-12-19",22.15,22.48,20.68,20.72,3076200,20.72
"2012-12-20",20.72,21.1,20.38,20.8,1924400,20.8
"2012-12-21",20.59,21,19.91,20.77,7042600,20.77
"2012-12-24",20.83,20.91,20.18,20.25,952400,20.25
"2012-12-26",20.25,20.61,20.21,20.42,884400,20.42
"2012-12-27",20.25,20.54,19.98,20.37,1444200,20.37
"2012-12-28",20.29,20.58,20.02,20.46,1175300,20.46
"2012-12-31",20.43,20.96,20.05,20.92,1548400,20.92
"2013-01-02",21.6,21.68,20.92,21.18,2125900,21.18
"2013-01-03",21.18,21.92,21.07,21.78,1679000,21.78
"2013-01-04",21.8,22.27,21.59,22.03,2267200,22.03
"2013-01-07",22.04,22.27,21.3,21.5,2137000,21.5
"2013-01-08",21.35,21.62,20.44,20.94,5587000,20.94
"2013-01-09",19.16,19.89,18.52,19.32,12482000,19.32
"2013-01-10",19.31,19.53,18.84,19.23,5779700,19.23
"2013-01-11",19.35,19.35,18.94,19.21,2416800,19.21
"2013-01-14",18.98,19.41,18.98,19.32,2017000,19.32
"2013-01-15",19.07,20.43,19.06,20.36,3788400,20.36
"2013-01-16",20.27,20.39,19.98,20.16,1695500,20.16
"2013-01-17",20.31,20.38,20.09,20.29,1740800,20.29
"2013-01-18",20.34,20.35,20.09,20.28,1284500,20.28
"2013-01-22",20.31,20.37,20,20.3,1836800,20.3
"2013-01-23",20.3,20.45,20,20.04,2698900,20.04
"2013-01-24",19.74,20.62,19.52,20.56,4785000,20.56
"2013-01-25",20.73,20.79,20.1,20.7,2259400,20.7
"2013-01-28",20.92,21.27,20.44,20.66,2095400,20.66
"2013-01-29",20.63,20.7,20,20.07,2421600,20.07
"2013-01-30",20.07,20.27,19.61,19.82,2481600,19.82
"2013-01-31",19.85,20.25,19.59,20.22,2860300,20.22
"2013-02-01",20.59,20.73,19.94,20,2712900,20
"2013-02-04",20,20.45,19.85,19.91,2097900,19.91
"2013-02-05",20.05,20.2,19.71,19.79,2082100,19.79
"2013-02-06",19.73,20.28,19.69,20.05,4424800,20.05
"2013-02-07",20.58,20.98,20.45,20.59,5676000,20.59
"2013-02-08",20.57,20.58,19.95,20.3,2676500,20.3
"2013-02-11",20.48,20.85,20.24,20.29,2244600,20.29
"2013-02-12",20.25,20.47,19.62,19.62,4463000,19.62
"2013-02-13",19.55,19.64,18.99,19.05,5019500,19.05
"2013-02-14",18.96,19.42,18.5,18.68,5695100,18.68
"2013-02-15",18.68,19.17,18.59,19.01,2236700,19.01
"2013-02-19",19.04,19.49,18.95,19.31,1720600,19.31
"2013-02-20",19.37,19.46,19.11,19.13,1492400,19.13
"2013-02-21",19.26,19.34,18.5,18.55,2074500,18.55
"2013-02-22",18.61,18.75,18.37,18.58,1675700,18.58
"2013-02-25",18.71,18.75,17.81,17.83,4367500,17.83
"2013-02-26",17.54,17.78,16.8,17.24,6249400,17.24
"2013-02-27",17.25,17.52,17.09,17.12,2386300,17.12
"2013-02-28",17.15,17.26,16.8,16.87,2553900,16.87
"2013-03-01",16.78,17.26,16.56,16.64,3276400,16.64
"2013-03-04",16.5,16.71,15.98,16.2,2800300,16.2
"2013-03-05",16.66,17.24,16.4,16.7,2429200,16.7
"2013-03-06",16.8,16.83,16.46,16.61,1285800,16.61
"2013-03-07",16.59,16.88,16.4,16.86,1532600,16.86
"2013-03-08",16.95,17.18,16.84,16.97,1593700,16.97
"2013-03-11",16.96,17.22,16.8,17.05,1264300,17.05
"2013-03-12",17.06,17.25,16.81,17,1525100,17
"2013-03-13",16.99,17.08,16.88,16.92,1275700,16.92
"2013-03-14",17,17.04,16.64,16.75,1359500,16.75
"2013-03-15",16.7,16.96,16.52,16.94,4573500,16.94
"2013-03-18",16.8,17.09,16.76,17.04,1561400,17.04
"2013-03-19",17.04,17.08,16.79,16.86,1650100,16.86
"2013-03-20",16.99,17.23,16.79,17.01,2396600,17.01
"2013-03-21",16.96,17.87,16.86,16.9,1663100,16.9
"2013-03-22",16.9,17.28,16.62,17.04,2331000,17.04
"2013-03-25",18.62,19.63,18.03,18.25,15704300,18.25
"2013-03-26",18.3,18.35,17.4,17.76,4230100,17.76
"2013-03-27",17.13,17.45,16.89,17.38,3840900,17.38
"2013-03-28",17.42,17.6,16.89,17.38,2878300,17.38
"2013-04-01",17.54,17.84,17.2,17.66,3756000,17.66
"2013-04-02",17.7,17.97,17.24,17.34,2220300,17.34
"2013-04-03",17.27,17.4,17.1,17.12,1627800,17.12
"2013-04-04",17.12,17.74,16.99,17.6,2e+06,17.6
"2013-04-05",17.2,17.4,16.89,17.06,2455600,17.06
"2013-04-08",17.05,17.16,16.54,16.65,2288400,16.65
"2013-04-09",16.6,17.03,16.6,16.78,1498500,16.78
"2013-04-10",16.83,17.74,16.83,17.6,2573800,17.6
"2013-04-11",17.66,18.12,17.24,18.09,2384500,18.09
"2013-04-12",18.01,18.05,17.46,17.84,1730900,17.84
"2013-04-15",17.78,17.78,17.33,17.41,2439000,17.41
"2013-04-16",17.52,17.91,17.4,17.91,1709400,17.91
"2013-04-17",17.75,17.88,17.37,17.44,1800300,17.44
"2013-04-18",17.43,17.64,17.29,17.39,1894500,17.39
"2013-04-19",17.46,17.46,17.31,17.38,1478700,17.38
"2013-04-22",17.44,17.49,17.08,17.23,1559600,17.23
"2013-04-23",17.3,17.66,17.24,17.62,1688700,17.62
"2013-04-24",17.47,17.56,16.88,16.91,2715100,16.91
"2013-04-25",17.24,18.54,17.05,18.07,3947900,18.07
"2013-04-26",18.15,18.26,17.78,17.93,1414300,17.93
"2013-04-29",18.11,18.47,17.81,18.36,1543600,18.36
"2013-04-30",18.33,18.47,18.16,18.37,1325000,18.37
"2013-05-01",18.3,18.34,17.66,17.7,1929000,17.7
"2013-05-02",17.66,17.71,17.3,17.46,2188600,17.46
"2013-05-03",17.71,17.92,17.55,17.57,1421600,17.57
"2013-05-06",17.61,17.76,17.3,17.43,1715900,17.43
"2013-05-07",17.5,17.57,17.3,17.41,1517600,17.41
"2013-05-08",17.35,18.2,17.31,18,2050300,18
"2013-05-09",18.01,18.49,17.93,18.42,1776300,18.42
"2013-05-10",18.36,18.89,18.27,18.8,3375400,18.8
"2013-05-13",18.92,19.15,18.66,18.79,2156700,18.79
"2013-05-14",18.82,20.75,18.82,20.49,6292000,20.49
"2013-05-15",20.76,21.4,20.23,21.24,4683700,21.24
"2013-05-16",21.24,21.91,20.95,21.07,3349600,21.07
"2013-05-17",21.21,21.53,21.11,21.35,3954300,21.35
"2013-05-20",21.31,21.44,21.12,21.4,2111900,21.4
"2013-05-21",21.36,21.75,21.29,21.48,2750200,21.48
"2013-05-22",21.54,21.54,20.45,20.61,2936500,20.61
"2013-05-23",20.55,20.99,20.12,20.85,2278300,20.85
"2013-05-24",20.84,21,20.38,20.99,1288000,20.99
"2013-05-28",21.2,21.3,20.34,20.63,1616600,20.63
"2013-05-29",20.57,20.66,20.07,20.26,1492800,20.26
"2013-05-30",20.31,20.7,20.18,20.62,1747500,20.62
"2013-05-31",20.46,20.81,19.97,19.99,2058900,19.99
"2013-06-03",20.11,20.2,19.78,20.01,2678200,20.01
"2013-06-04",20.13,20.56,19.98,20.32,1741700,20.32
"2013-06-05",20.35,21.08,19.97,20.1,2398400,20.1
"2013-06-06",20.04,20.52,20.03,20.26,2136500,20.26
"2013-06-07",20.34,21.32,20.32,21.3,3458300,21.3
"2013-06-10",21.36,22.91,21.36,22.24,4007500,22.24
"2013-06-11",21.98,22.52,21.37,21.69,2929700,21.69
"2013-06-12",21.92,22.25,21.1,21.21,1659100,21.21
"2013-06-13",21.27,21.58,21.03,21.52,1585100,21.52
"2013-06-14",21.53,21.84,20.89,21.05,1061000,21.05
"2013-06-17",21.15,21.56,20.65,20.87,1243600,20.87
"2013-06-18",20.94,21.07,20,20.2,1866100,20.2
"2013-06-19",20.12,20.59,19.87,19.88,1341800,19.88
"2013-06-20",19.67,20.3,19.59,19.73,2024000,19.73
"2013-06-21",19.78,19.78,18.88,19.24,3385500,19.24
"2013-06-24",19.14,19.34,18.6,19.12,2429300,19.12
"2013-06-25",19.26,19.82,19.17,19.38,3643600,19.38
"2013-06-26",18.28,18.64,17.35,17.39,11770600,17.39
"2013-06-27",17.41,17.94,16.89,17.28,5537900,17.28
"2013-06-28",17.27,18.03,17.19,17.72,18646500,17.72
"2013-07-01",17.87,18.07,17.64,18.02,3389500,18.02
"2013-07-02",17.94,18.38,17.89,18.08,2828100,18.08
"2013-07-03",18.05,18.07,17.47,17.67,2218600,17.67
"2013-07-05",17.77,18.01,17.48,17.94,1529000,17.94
"2013-07-08",18.06,18.17,17.47,17.53,2330800,17.53
"2013-07-09",17.59,17.84,17.5,17.55,1961900,17.55
"2013-07-10",17.64,17.92,17.45,17.89,2868100,17.89
"2013-07-11",19.05,19.86,18.63,18.97,8204600,18.97
"2013-07-12",18.55,18.84,18.4,18.49,3144800,18.49
"2013-07-15",18.47,18.82,18.05,18.69,2963000,18.69
"2013-07-16",18.81,19.48,18.78,18.97,2327300,18.97
"2013-07-17",18.97,19.11,18.7,18.78,1457600,18.78
"2013-07-18",18.74,19.34,18.74,18.84,1923900,18.84
"2013-07-19",18.72,18.81,18.25,18.37,1807500,18.37
"2013-07-22",18.43,18.49,18.25,18.3,1430400,18.3
"2013-07-23",18.33,18.74,18.25,18.4,1323100,18.4
"2013-07-24",18.6,18.64,18,18.11,1609700,18.11
"2013-07-25",18.11,18.49,18,18.23,2419900,18.23
"2013-07-26",18.2,18.24,18.01,18.1,1658900,18.1
"2013-07-29",18,18.48,18,18.3,1362600,18.3
"2013-07-30",18.36,18.41,18.1,18.22,1397000,18.22
"2013-07-31",18.22,18.34,18.14,18.22,1435800,18.22
"2013-08-01",18.34,20.58,18.06,19.71,9555500,19.71
"2013-08-02",19.58,19.69,19.17,19.44,1976400,19.44
"2013-08-05",19.37,19.95,19.2,19.94,1464600,19.94
"2013-08-06",19.99,20.32,19.87,20.2,2536400,20.2
"2013-08-07",20.17,20.77,19.95,20.54,2966300,20.54
"2013-08-08",20.63,21.07,20.44,20.69,2755900,20.69
"2013-08-09",20.65,20.8,20.15,20.15,2306600,20.15
"2013-08-12",20.08,20.29,19.7,19.77,1686300,19.77
"2013-08-13",19.91,20.08,19.51,20.06,1815900,20.06
"2013-08-14",20.01,20.04,19.67,19.82,1435800,19.82
"2013-08-15",19.58,19.84,19.29,19.55,1501300,19.55
"2013-08-16",19.42,19.64,19.01,19.19,2005500,19.19
"2013-08-19",19.08,19.36,18.54,18.59,1646800,18.59
"2013-08-20",18.56,19.03,18.5,18.91,1425700,18.91
"2013-08-21",18.86,19.15,18.25,18.27,1637500,18.27
"2013-08-22",18.19,18.58,18.1,18.54,995600,18.54
"2013-08-23",18.63,18.63,18.3,18.5,1070100,18.5
"2013-08-26",18.58,18.9,18.39,18.82,1360100,18.82
"2013-08-27",18.68,19.16,18.59,18.6,1841900,18.6
"2013-08-28",18.63,18.83,18.44,18.5,1182700,18.5
"2013-08-29",18.49,18.72,18.47,18.61,1432000,18.61
"2013-08-30",18.69,18.83,18.3,18.57,2287800,18.57
"2013-09-03",18.83,18.89,18.52,18.6,1779900,18.6
"2013-09-04",19.75,19.75,18.5,19.04,1521000,19.04
"2013-09-05",19.22,19.69,19.2,19.56,1918200,19.56
"2013-09-06",19.6,20.23,19.6,20.01,2814400,20.01
"2013-09-09",20.02,20.52,20.02,20.48,2548700,20.48
"2013-09-10",20.66,20.8,20.37,20.79,2268100,20.79
"2013-09-11",20.79,21.14,20.65,21.07,1800000,21.07
"2013-09-12",21.09,21.16,20.77,20.82,1550000,20.82
"2013-09-13",20.82,20.95,20.5,20.81,1393000,20.81
"2013-09-16",21.02,21.26,20.76,20.81,1850400,20.81
"2013-09-17",20.79,21.28,20.7,21.02,1282100,21.02
"2013-09-18",21.08,21.43,20.75,21.19,1202100,21.19
"2013-09-19",21.2,21.48,21.18,21.41,1619900,21.41
"2013-09-20",21.41,21.46,20.95,21,2395300,21
"2013-09-23",20.95,21.09,20.65,20.66,1806600,20.66
"2013-09-24",20.69,20.88,20.47,20.53,1359000,20.53
"2013-09-25",20.63,20.88,20.46,20.52,1073200,20.52
"2013-09-26",20.52,20.69,20.48,20.6,785700,20.6
"2013-09-27",20.49,20.61,20.35,20.45,903800,20.45
"2013-09-30",20.24,20.85,20.17,20.81,1170600,20.81
"2013-10-01",20.86,21.46,20.81,20.88,2259400,20.88
"2013-10-02",20.77,21.15,20.63,20.83,1887600,20.83
"2013-10-03",20.82,20.84,20.27,20.45,1344200,20.45
"2013-10-04",20.47,20.92,20.45,20.83,996600,20.83
"2013-10-07",20.59,20.8,20.46,20.48,1395400,20.48
"2013-10-08",20.46,20.78,19.94,19.94,1339200,19.94
"2013-10-09",20,20.23,19.86,19.99,1690000,19.99
"2013-10-10",20.29,20.64,20.1,20.3,1693900,20.3
"2013-10-11",20.28,20.59,20.24,20.36,1123200,20.36
"2013-10-14",20.33,20.58,19.91,20.58,1252500,20.58
"2013-10-15",20.26,20.72,20.07,20.1,1503900,20.1
"2013-10-16",20.17,20.5,20.16,20.35,1275100,20.35
"2013-10-17",20.36,21.13,20.31,21.1,1900400,21.1
"2013-10-18",21.14,21.2,20.95,21.12,1809600,21.12
"2013-10-21",21.07,21.2,20.67,20.92,3311600,20.92
"2013-10-22",20.93,21.12,20.47,20.94,4937200,20.94
"2013-10-23",25,26.84,24.55,26.8,23421300,26.8
"2013-10-24",26.69,28.48,26.68,28.25,8127600,28.25
"2013-10-25",28.06,28.44,26.77,27.63,4360900,27.63
"2013-10-28",27.55,28.01,27.51,27.95,3638200,27.95
"2013-10-29",27.98,29.07,27.95,28.25,2654100,28.25
"2013-10-30",28.28,28.58,27.21,27.38,2827400,27.38
"2013-10-31",27.32,27.48,25.51,26.71,5653500,26.71
"2013-11-01",26.87,27.08,25.94,26.05,2410700,26.05
"2013-11-04",26.08,26.37,25.68,25.89,2136700,25.89
"2013-11-05",25.79,25.9,24.93,25.35,4742900,25.35
"2013-11-06",25.51,25.85,25.21,25.85,2072500,25.85
"2013-11-07",25.85,26.3,24.66,25.06,2914700,25.06
"2013-11-08",25.15,26.21,25,26.04,2620300,26.04
"2013-11-11",25.87,26.36,25.4,26.17,2011600,26.17
"2013-11-12",26,26.62,25.72,25.81,1483200,25.81
"2013-11-13",25.91,26.65,25.78,26.3,2579000,26.3
"2013-11-14",26.27,26.49,25.68,25.98,1893900,25.98
"2013-11-15",26.16,26.47,26.03,26.12,1651000,26.12
"2013-11-18",26.28,26.47,25.06,25.19,2224100,25.19
"2013-11-19",25.33,25.92,24.88,25.79,2209000,25.79
"2013-11-20",25.8,26.18,25.7,25.91,1641100,25.91
"2013-11-21",26.29,26.61,25.95,26.3,1546800,26.3
"2013-11-22",26.12,26.5,25.77,26.4,1210700,26.4
"2013-11-25",26.55,27.49,26.33,26.63,1601400,26.63
"2013-11-26",26.54,26.54,26.02,26.21,1151100,26.21
"2013-11-27",26.1,26.7,26.09,26.28,1008000,26.28
"2013-11-29",26.27,26.56,25.99,26.29,765100,26.29
"2013-12-02",26.2,26.74,26.11,26.3,1300500,26.3
"2013-12-03",26.29,26.79,26.29,26.54,1776800,26.54
"2013-12-04",26.41,26.78,25.62,26.09,2668800,26.09
"2013-12-05",25.99,26.27,25,25.13,2834200,25.13
"2013-12-06",25.23,25.47,24.18,25.06,4209500,25.06
"2013-12-09",25.29,25.29,24.35,24.61,2254400,24.61
"2013-12-10",24.61,25.27,24.43,25.17,2168900,25.17
"2013-12-11",25.11,25.31,24.56,24.87,2016000,24.87
"2013-12-12",24.77,25.12,24.54,24.96,1533800,24.96
"2013-12-13",25.1,25.28,24.9,25.19,792400,25.19
"2013-12-16",25.2,25.94,25.2,25.79,1742400,25.79
"2013-12-17",25.71,26.09,25.44,25.74,1181000,25.74
"2013-12-18",25.75,26.37,25.63,26.26,2244800,26.26
"2013-12-19",26.14,26.44,25.94,26.41,2808800,26.41
"2013-12-20",26.5,26.74,26.31,26.68,2134600,26.68
"2013-12-23",26.76,26.93,26.48,26.77,1365800,26.77
"2013-12-24",26.7,27.25,26.42,26.95,1075900,26.95
