"","PCP.Open","PCP.High","PCP.Low","PCP.Close","PCP.Volume","PCP.Adjusted"
"2014-02-10",259.76,259.76,255.6,257.77,855900,257.74
"2014-02-11",258.73,262.62,257.87,262.07,702800,262.04
"2014-02-12",262.99,263.63,260.24,262.38,480700,262.35
"2014-02-13",259.61,264.28,259.32,263.87,498500,263.84
"2014-02-14",262.93,262.99,259.25,260.44,1125700,260.41
"2014-02-18",261.13,261.4,257.78,258.71,875000,258.68
"2014-02-19",257.43,260.79,254.48,255.14,660600,255.11
"2014-02-20",255.96,259.36,253.82,258.47,630900,258.44
"2014-02-21",257.85,259.81,255.66,256.4,680800,256.37
"2014-02-24",256.54,261.06,256.41,257.08,524100,257.05
"2014-02-25",256.66,257.89,254.03,254.74,606800,254.71
"2014-02-26",255.1,255.6,252.51,253.2,1031700,253.17
"2014-02-27",252.16,258.53,251.71,258.38,684000,258.35
"2014-02-28",258.68,261.17,256.77,257.88,639600,257.85
"2014-03-03",255.29,257.37,253.91,256.04,589700,256.01
"2014-03-04",259.34,261.54,258.72,260.49,711500,260.46
"2014-03-05",261.01,261.9,259.27,260.21,575100,260.21
"2014-03-06",260.31,261.68,258.28,261.49,569800,261.49
"2014-03-07",262.41,265.3,262.24,262.96,475600,262.96
"2014-03-10",262,262.23,259,260.81,564900,260.81
"2014-03-11",261,261.85,257.8,258.13,372900,258.13
"2014-03-12",257.19,259.65,255.48,259.41,461000,259.41
"2014-03-13",260.03,261.57,253.37,253.92,555200,253.92
"2014-03-14",253.81,256.61,251.67,252.07,562800,252.07
"2014-03-17",253.16,257.5,252.64,255.04,848500,255.04
