"","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"2013-12-04",72.27,73.24,71.93,72.94,1369800,72.81
"2013-12-05",72.68,73.47,72.51,73.13,804900,73
"2013-12-06",73.87,74.4,73.44,74.4,702100,74.27
"2013-12-09",74.38,74.86,74.38,74.85,540500,74.72
"2013-12-10",74.82,75.53,74.63,75.06,951000,74.93
"2013-12-11",75.08,75.19,73.88,74.19,887400,74.06
"2013-12-12",73.94,73.95,73.29,73.44,657600,73.31
"2013-12-13",73.42,74.01,73.22,73.31,734200,73.18
"2013-12-16",73.46,73.95,72.79,72.82,1246100,72.69
"2013-12-17",72.65,73.32,72.53,73.05,754400,72.92
"2013-12-18",72.81,73.06,71.91,72.72,1788600,72.59
"2013-12-19",72.71,73.17,72.49,73.02,1530000,72.89
"2013-12-20",72.96,73.63,72.82,73.04,1976600,72.91
"2013-12-23",73.26,73.58,72.99,73.45,810400,73.32
"2013-12-24",73.8,74.52,73.33,74.46,225800,74.33
"2013-12-26",74.78,75.5,74.04,75.4,555700,75.27
"2013-12-27",75.07,75.68,75.02,75.46,582400,75.46
"2013-12-30",75.45,75.56,74.76,75.25,508300,75.25
"2013-12-31",75.42,75.6,74.92,75.46,454700,75.46
"2014-01-02",75.27,75.38,74.33,74.53,605900,74.53
"2014-01-03",74.33,74.81,74.16,74.27,381500,74.27
"2014-01-06",74.66,74.66,73.75,73.79,588300,73.79
"2014-01-07",73.98,74.72,73.66,74.3,768500,74.3
"2014-01-08",74.28,74.72,73.83,74.42,822500,74.42
"2014-01-09",74.68,75.15,74.17,74.36,508500,74.36
"2014-01-10",74.55,74.72,73.98,74.22,811500,74.22
"2014-01-13",73.84,74.14,72.77,72.85,664300,72.85
"2014-01-14",72.88,74.1,72.88,74.08,780300,74.08
"2014-01-15",74.83,75.78,74.72,75.73,973400,75.73
"2014-01-16",75.59,75.99,75.56,75.73,556700,75.73
"2014-01-17",75.81,75.95,75.31,75.52,437100,75.52
"2014-01-21",76,76.63,75.55,75.79,980900,75.79
"2014-01-22",75.84,76,75.32,75.93,667900,75.93
"2014-01-23",75.27,75.48,73.68,74.14,918700,74.14
"2014-01-24",73.44,73.57,71.62,71.62,823700,71.62
"2014-01-27",71.47,72.39,70.76,71.69,889100,71.69
"2014-01-28",71.73,72.16,71.51,71.67,439400,71.67
"2014-01-29",71.21,72.41,71.17,71.66,640200,71.66
"2014-01-30",72.13,72.19,71.41,71.86,566200,71.86
"2014-01-31",70.94,71.58,70.56,70.63,992300,70.63
"2014-02-03",70.58,71.03,68.52,68.87,1341600,68.87
"2014-02-04",69.28,70.31,68.73,69.52,1054100,69.52
"2014-02-05",69.15,69.82,67.8,69.49,1577300,69.49
"2014-02-06",69.28,72.54,67.31,71.56,3118500,71.56
"2014-02-07",71.73,72.2,70.4,71.52,1518800,71.52
"2014-02-10",71.23,71.61,70.64,71.5,810700,71.5
"2014-02-11",71.71,72.63,71.58,72.2,980300,72.2
"2014-02-12",72.37,72.8,71.74,71.82,777800,71.82
"2014-02-13",71.47,72.34,71.07,72.16,520700,72.16
"2014-02-14",72.06,73.29,71.9,72.93,766600,72.93
"2014-02-18",72.75,73.16,72.57,72.78,843100,72.78
"2014-02-19",72.78,73.5,72.39,72.66,873200,72.66
"2014-02-20",72.76,73.28,72.32,73.08,504400,73.08
"2014-02-21",73.3,73.4,72.62,72.7,458900,72.7
"2014-02-24",72.57,73.11,72.23,72.32,824100,72.32
"2014-02-25",72.37,73,72.06,72.67,748600,72.67
"2014-02-26",72.87,75.27,72.77,75.21,1412300,75.21
"2014-02-27",75.22,76.86,75.21,76.25,1835700,76.25
"2014-02-28",76.56,78.33,76.45,77.18,1719000,77.18
"2014-03-03",76.36,77,75.81,76.86,754200,76.86
"2014-03-04",77.63,78.18,77.15,78.08,849100,78.08
"2014-03-05",77.95,78.13,77.38,77.76,1082700,77.76
"2014-03-06",77.79,78.42,77.75,78.08,902800,78.08
"2014-03-07",78.32,78.57,77.81,77.87,968700,77.87
"2014-03-10",83.94,83.94,81.44,83.1,3500500,83.1
"2014-03-11",82.17,82.55,80.77,81.14,1776800,81.14
"2014-03-12",80.67,80.83,80,80.25,1709600,80.25
"2014-03-13",80.68,81.28,79.61,80.14,1166000,80.14
"2014-03-14",80.15,80.57,78.98,78.99,753900,78.99
"2014-03-17",79.2,80.29,78.91,79.78,1397100,79.78
