"","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"2010-05-21",58.17,59.72,57.08,59.62,2601600,28.97
"2010-05-24",59.21,59.5,58.25,58.3,2031800,28.33
"2010-05-25",57,58.91,56.69,58.88,1916200,28.61
"2010-05-26",59.54,60.57,58.88,59.07,1557600,28.7
"2010-05-27",60.4,61.49,59.8,61.49,1230800,29.88
"2010-05-28",61.19,61.31,60.32,60.55,1310800,29.42
"2010-06-01",60.15,60.51,58.67,58.69,1225400,28.52
"2010-06-02",58.93,61.41,58.93,61.41,1383000,29.84
"2010-06-03",61.15,61.69,60.22,60.88,1175200,29.58
"2010-06-04",59.79,60.36,58.11,58.23,1166000,28.3
"2010-06-07",58.34,59.22,57.81,57.9,1128000,28.14
"2010-06-08",57.94,59.35,57.64,59.31,2018800,28.82
"2010-06-09",59.67,60.55,58.92,59.21,1142600,28.77
"2010-06-10",60.22,61.32,60.21,61.32,1115800,29.8
"2010-06-11",60.41,61.97,60.41,61.91,697600,30.08
"2010-06-14",62.11,63.12,61.62,61.76,1337600,30.01
"2010-06-15",62.41,63.3,62.25,63.29,1411400,30.75
"2010-06-16",62.62,63.43,62.58,63.15,1220800,30.69
"2010-06-17",63.41,63.59,62.5,63.48,1162800,30.85
"2010-06-18",62.96,63.4,62.38,62.44,2093000,30.34
"2010-06-21",62.74,63.37,62.11,62.53,1934400,30.39
"2010-06-22",62.55,63.47,61.65,61.67,1237000,29.97
"2010-06-23",61.78,62.01,61.16,61.58,1707600,29.92
"2010-06-24",61.41,61.92,60.2,60.36,1763600,29.33
"2010-06-25",60.55,61.05,60.06,60.31,2064000,29.31
"2010-06-28",60.22,60.71,59.79,60.26,1041000,29.34
"2010-06-29",59.41,59.57,57.93,58.24,1606800,28.36
"2010-06-30",58.34,58.73,57.25,57.43,1588400,27.97
"2010-07-01",57.86,57.86,56.08,57.33,1916400,27.92
"2010-07-02",57.47,57.79,56.25,56.55,1272600,27.54
"2010-07-06",57.55,57.75,55.64,56.25,1775600,27.39
"2010-07-07",56.17,57.5,56.09,57.49,2062600,27.99
"2010-07-08",58.02,58.79,57.89,58.68,1836400,28.57
"2010-07-09",58.8,59.83,58.53,59.44,1049800,28.94
"2010-07-12",59.35,59.45,58.21,58.4,1140400,28.44
"2010-07-13",59.17,60.06,59.03,59.83,1601400,29.13
"2010-07-14",59.72,60.04,59.04,59.62,1111200,29.03
"2010-07-15",59.61,59.61,58.58,59.27,1328200,28.86
"2010-07-16",58.91,59.02,57.92,58.03,1853200,28.26
"2010-07-19",58.17,58.24,57.41,58.04,730600,28.26
"2010-07-20",57.35,59.15,57.35,59.14,931600,28.8
"2010-07-21",59.54,59.85,58.35,58.64,1483200,28.55
"2010-07-22",59.39,60.07,59.03,59.46,2213600,28.95
"2010-07-23",59.37,60.47,59.32,60.41,1838400,29.42
"2010-07-26",60.4,61.79,60.4,61.77,1347600,30.08
"2010-07-27",62.39,62.69,61.41,61.75,1234000,30.07
"2010-07-28",61.54,62.65,61.54,61.94,1568600,30.16
"2010-07-29",62.33,63.62,59.65,63,3422400,30.68
"2010-07-30",62.26,63.13,62.25,62.49,1961400,30.43
"2010-08-02",63.36,63.79,62.77,63.55,2020800,30.95
"2010-08-03",63.15,63.79,62.88,63.49,1230400,30.92
"2010-08-04",63.53,64.55,63.52,64.44,1351400,31.38
"2010-08-05",64.11,64.69,64,64.43,677600,31.37
"2010-08-06",63.87,64.81,63.57,64.21,660400,31.27
"2010-08-09",64.39,64.72,63.93,64.37,909000,31.34
"2010-08-10",63.56,63.75,62.31,62.77,1730000,30.57
"2010-08-11",61.64,61.72,60.55,61.01,1219800,29.71
"2010-08-12",60.29,61.23,60.11,60.86,711000,29.64
"2010-08-13",60.64,61.27,60.39,60.72,639000,29.57
"2010-08-16",60.3,61.41,60,61.07,631400,29.74
"2010-08-17",61.83,63.24,61.83,62.54,1202400,30.45
"2010-08-18",62.46,63.28,61.94,63.07,1075800,30.71
"2010-08-19",62.89,62.92,61.11,61.59,739200,29.99
"2010-08-20",61.05,61.92,60.73,61.84,852600,30.11
"2010-08-23",62.03,62.78,62.01,62.13,1389000,30.25
"2010-08-24",61.37,61.78,60.7,60.85,973600,29.63
"2010-08-25",60.41,60.53,59.25,60.4,1408400,29.41
"2010-08-26",60.83,61.79,60.57,61.15,974000,29.78
"2010-08-27",61.48,63.07,60.88,63.06,763200,30.71
"2010-08-30",62.9,63.25,62.36,62.42,868600,30.4
"2010-08-31",62.01,62.56,61.55,62.28,1365600,30.33
"2010-09-01",63.21,63.83,62.73,63.83,1793800,31.08
"2010-09-02",63.99,64.69,63.92,64.49,828200,31.4
"2010-09-03",64.99,65.39,64.67,65.26,931200,31.78
"2010-09-07",64.39,65.25,64.39,64.74,587200,31.52
"2010-09-08",65.09,65.97,64.94,65.54,561600,31.91
"2010-09-09",66.33,66.34,64.62,64.78,762400,31.54
"2010-09-10",64.83,65.04,64.15,64.21,1141600,31.27
"2010-09-13",64.8,65.93,64.8,65.89,716400,32.08
"2010-09-14",65.75,66.6,65.69,66,641800,32.14
"2010-09-15",65.76,66.46,65.49,66.38,717800,32.32
"2010-09-16",66.3,66.83,66.29,66.66,575200,32.46
"2010-09-17",67.21,67.59,66.58,67.36,1112000,32.8
"2010-09-20",67.46,68.54,67.25,68.5,930600,33.36
"2010-09-21",68.66,69.38,68.23,68.43,1933600,33.32
"2010-09-22",68.45,68.83,67.7,67.75,1021200,32.99
"2010-09-23",66.98,67.85,66.59,66.69,1104400,32.47
"2010-09-24",67.19,68.43,67.04,68.1,1601000,33.16
"2010-09-27",68,68.18,67.53,67.68,872200,32.96
"2010-09-28",67.71,68.42,66.54,68.26,1156400,33.3
"2010-09-29",68.11,68.49,67.66,67.95,878400,33.15
"2010-09-30",68.48,69.2,67.58,68.41,1178600,33.37
"2010-10-01",68.04,68.27,66.84,67.83,2461000,33.09
"2010-10-04",67.54,67.98,67.45,67.87,1324800,33.11
"2010-10-05",68.71,69.65,68.33,69.6,972200,33.95
"2010-10-06",69.63,69.94,69.18,69.43,654200,33.87
"2010-10-07",69.61,69.64,68,68.42,1102800,33.38
"2010-10-08",68.6,69.75,68.6,69.33,1188600,33.82
"2010-10-11",69.5,69.67,68.96,69.55,898600,33.93
"2010-10-12",69.01,69.77,68.21,69.62,958200,33.96
"2010-10-13",70,71.25,69.87,71,1268000,34.64
"2010-10-14",71.25,71.47,70.01,70.37,727000,34.33
"2010-10-15",70.69,71.24,69.05,70.53,1025800,34.41
"2010-10-18",70.46,70.93,70.18,70.6,608400,34.44
"2010-10-19",69.56,70.44,69.02,69.27,1141600,33.79
"2010-10-20",69.71,70.82,69.62,70.03,1145600,34.16
"2010-10-21",70.19,71.07,69.75,70.32,820000,34.31
"2010-10-22",70.51,70.63,69.81,70.18,411200,34.24
"2010-10-25",70.67,71.68,70.66,71.18,625800,34.72
"2010-10-26",70.75,70.92,69.68,70.85,1090800,34.56
"2010-10-27",68.98,70.5,68.84,69.33,1336600,33.82
"2010-10-28",70.51,74.35,70.51,73.82,2494200,36.01
"2010-10-29",73.2,73.73,72.47,73.1,1513400,35.66
"2010-11-01",73.82,73.85,72.88,73.45,1184000,35.83
"2010-11-02",74.22,75.03,73.68,74.94,929600,36.56
"2010-11-03",75.17,75.17,73.94,74.74,833000,36.46
"2010-11-04",75.72,76.29,75.41,76.24,1021000,37.19
"2010-11-05",76.2,76.96,76.2,76.88,1206400,37.51
"2010-11-08",76.42,77.43,76.33,77.03,966000,37.58
"2010-11-09",77.13,77.3,75.85,76.16,787600,37.15
"2010-11-10",76.25,76.72,75.54,76.69,568800,37.41
"2010-11-11",76.05,77.43,76.05,77.15,777800,37.64
"2010-11-12",76.36,76.95,74.87,75.21,814800,36.69
"2010-11-15",75.47,76.28,75.29,75.74,729400,36.95
"2010-11-16",75.26,75.26,73.65,74.55,954200,36.37
"2010-11-17",74.58,75.15,74.01,74.79,531200,36.49
"2010-11-18",75.76,77.36,75.68,76.84,879000,37.49
"2010-11-19",76.65,77.26,76.14,77.23,807600,37.68
"2010-11-22",76.9,77.92,76.05,77.25,879800,37.69
"2010-11-23",76.64,76.64,75.51,75.95,1060400,37.05
"2010-11-24",76.86,78.9,76.86,78.86,1213600,38.47
"2010-11-26",78.02,79.67,77.88,79.09,563800,38.58
"2010-11-29",78.27,79.06,77.48,78.81,1139400,38.45
"2010-11-30",77.95,78.38,77.63,77.82,1512800,37.96
"2010-12-01",79.26,80.79,78.32,80.51,1858800,39.28
"2010-12-02",80.69,81.78,79.77,80.16,2618400,39.11
"2010-12-03",79.91,81.12,79.87,80.22,1418800,39.13
"2010-12-06",79.73,80.85,79.73,80.4,1107400,39.22
"2010-12-07",81.43,82.03,81.06,81.08,1129400,39.55
"2010-12-08",81.1,81.71,80.35,80.85,550400,39.44
"2010-12-09",81.52,81.52,80.49,81.24,556200,39.63
"2010-12-10",81.54,81.91,80.93,81.4,401400,39.71
"2010-12-13",81.55,81.97,79.8,79.91,1639000,38.98
"2010-12-14",80,80.17,79.46,79.8,914400,38.93
"2010-12-15",79.66,80.25,79.09,79.26,608400,38.67
"2010-12-16",79.39,80.25,79.24,80.02,1081000,39.04
"2010-12-17",80.01,80.11,79.04,79.75,1305800,38.91
"2010-12-20",79.95,80.03,79.27,79.38,861800,38.73
"2010-12-21",79.77,80.47,79.77,80.25,1099000,39.15
"2010-12-22",80.14,80.3,79.15,79.61,589800,38.84
"2010-12-23",79.5,80.19,78.83,79.7,457000,38.88
"2010-12-27",80.1,80.1,79.07,79.67,374400,38.87
"2010-12-28",79.82,80.25,79.29,79.52,625200,38.79
"2010-12-29",79.88,80.02,78.9,79.78,630400,38.98
"2010-12-30",79.77,80.68,79.66,80.19,458600,39.18
"2010-12-31",79.94,80.42,79.77,79.89,507800,39.04
"2011-01-03",80.68,81.31,80.54,80.58,917400,39.37
"2011-01-04",80.73,80.73,78.38,78.56,1096400,38.39
"2011-01-05",78.15,78.15,77.53,77.77,1606000,38
"2011-01-06",77.81,78.34,76.82,77.04,1022200,37.64
"2011-01-07",77.93,77.93,76.59,76.81,606400,37.53
"2011-01-10",76.33,76.78,76.05,76.63,1483600,37.44
"2011-01-11",76.94,77.14,76.4,76.75,809600,37.5
"2011-01-12",77.31,77.94,76.91,77.94,519800,38.08
"2011-01-13",77.86,78.3,77.3,77.58,511200,37.91
"2011-01-14",77.4,78.07,77.01,77.75,731400,37.99
"2011-01-18",77.79,79.08,77.54,78.89,662200,38.55
"2011-01-19",78.94,78.94,76.7,76.81,657000,37.53
"2011-01-20",76.38,76.38,74.9,75.76,1042000,37.02
"2011-01-21",76,76.5,75.51,76.1,882000,37.18
"2011-01-24",76.24,76.93,76.12,76.86,950400,37.55
"2011-01-25",76.62,76.88,75.92,76.86,944200,37.55
"2011-01-26",76.79,77.78,76.3,76.39,1602000,37.33
"2011-01-27",76.35,76.95,74.59,76.52,1564000,37.39
"2011-01-28",76.87,77.18,75,75.01,1441400,36.65
"2011-01-31",74.7,76.91,74.7,76.06,1281800,37.16
"2011-02-01",77.51,79.7,77.51,79.1,2316200,38.65
"2011-02-02",78.83,79.55,78.6,79.26,959400,38.73
"2011-02-03",79.27,79.73,78.38,79.48,841400,38.83
"2011-02-04",79.38,80.3,79.1,80.21,849200,39.19
"2011-02-07",80.87,81.98,80.41,81.08,1374400,39.62
"2011-02-08",79.82,82.92,79.1,82.5,2316800,40.31
"2011-02-09",82.53,82.69,81.13,81.33,1357000,39.74
"2011-02-10",80.77,82.03,80.77,81.45,1185200,39.8
"2011-02-11",80.98,81.84,80.9,81.59,958800,39.87
"2011-02-14",81.47,82.03,81.42,81.59,558000,39.87
"2011-02-15",81.26,81.3,79.95,80.09,1033000,39.13
"2011-02-16",80.63,81.44,80.16,81.39,774800,39.77
"2011-02-17",81.36,81.88,80.7,81.77,738800,39.95
"2011-02-18",81.78,82.16,80.62,81.15,1352800,39.65
"2011-02-22",80.42,81.23,77.38,77.53,1997600,37.88
"2011-02-23",77.47,77.5,74.68,75.83,1474000,37.05
"2011-02-24",75.41,76.16,74.3,75.18,1585000,36.73
"2011-02-25",75.75,76.62,75.59,76.04,1154200,37.15
"2011-02-28",76.48,77.49,76.11,77.44,1269400,37.84
"2011-03-01",77.92,78.15,75.9,76.04,1383600,37.15
"2011-03-02",75.97,77.38,75.94,77.02,965000,37.63
"2011-03-03",77.93,79.32,77.89,79.06,850800,38.63
"2011-03-04",79.16,79.3,77.21,77.98,860200,38.1
"2011-03-07",78.55,78.76,76.08,76.56,1154200,37.41
"2011-03-08",76.85,78,76.05,77.55,695000,37.89
"2011-03-09",77.07,77.31,75.68,76.15,1192400,37.21
"2011-03-10",75.23,75.78,74.14,75.12,1074000,36.7
"2011-03-11",74.81,76.28,74.81,75.87,1058000,37.07
"2011-03-14",75,76.35,74.65,75.5,898200,36.89
"2011-03-15",73.24,75.8,72.57,75.15,1495000,36.72
"2011-03-16",75.06,75.89,74.19,75.15,1896000,36.72
"2011-03-17",76.6,77.04,75.73,76,910200,37.13
"2011-03-18",77.28,77.28,76.38,76.92,1600200,37.58
"2011-03-21",78,79.7,77.65,79.65,2015800,38.92
"2011-03-22",79.76,79.98,78.67,79.77,1565000,38.98
"2011-03-23",79.99,81.79,79.51,81.61,1666000,39.88
"2011-03-24",82.21,83.4,81.32,82.66,1864800,40.39
"2011-03-25",82.99,83.9,82.86,83.47,1238000,40.78
"2011-03-28",83.76,83.96,82.53,82.73,993400,40.42
"2011-03-29",82.72,83.98,82.18,83.88,839800,41.06
"2011-03-30",84.3,85,83.58,84.69,1053600,41.46
"2011-03-31",84.45,85.62,84.45,84.93,720400,41.57
"2011-04-01",85.58,86.17,85.29,86.12,1069400,42.16
"2011-04-04",86.39,87.13,86.18,86.89,995000,42.53
"2011-04-05",86.68,87.98,86.49,86.89,1112600,42.53
"2011-04-06",87.31,87.85,85.87,86.34,877600,42.26
"2011-04-07",86.19,87.15,85.51,85.9,793800,42.05
"2011-04-08",86.55,86.7,84.76,85.22,822200,41.72
"2011-04-11",85.52,85.55,84.21,84.34,730200,41.28
"2011-04-12",83.95,84.5,83.5,83.72,775000,40.98
"2011-04-13",84.29,84.51,83.03,83.85,736400,41.04
"2011-04-14",83.22,84.75,82.79,84.6,1087800,41.41
"2011-04-15",84.93,85.69,84.5,85.35,1204400,41.78
"2011-04-18",84.19,84.95,83.56,84.62,1011200,41.42
"2011-04-19",84.63,85.28,84.37,85,961000,41.61
"2011-04-20",86.42,87.75,86.42,86.9,1165200,42.54
"2011-04-21",87.22,87.89,86.7,87.88,698400,43.02
"2011-04-25",87.7,87.98,86.67,87.28,424400,42.72
"2011-04-26",87.93,88.67,87.51,88.03,917000,43.09
"2011-04-27",88.41,88.41,86.55,87.42,722000,42.79
"2011-04-28",87.38,88.03,87.21,87.8,945200,42.98
"2011-04-29",88.25,89.06,88,88.28,960000,43.21
"2011-05-02",89.11,89.28,86.9,87.23,1561800,42.7
"2011-05-03",87.23,87.28,82.92,84.28,2984200,41.26
"2011-05-04",84.32,84.4,82.76,83.35,1571600,40.8
"2011-05-05",82.67,83.91,82.16,83.31,1602400,40.78
"2011-05-06",84.87,86.38,84.31,84.71,1694800,41.47
"2011-05-09",84.71,85.86,84.61,85.56,762400,41.88
"2011-05-10",85.96,86.51,85.83,86.25,795600,42.22
"2011-05-11",85.96,86.16,83.92,84.66,795200,41.44
"2011-05-12",84.3,84.3,83.08,84.1,1070000,41.17
"2011-05-13",84.13,84.26,83.1,83.71,1050400,40.98
"2011-05-16",83.2,84.86,83.01,83.57,754800,40.91
"2011-05-17",83.11,83.37,81.81,82.54,740400,40.4
"2011-05-18",83.1,83.88,82.04,83.75,1194800,41
"2011-05-19",84.36,84.88,83.52,84.11,698600,41.17
"2011-05-20",84.04,84.44,82.34,83.93,1177000,41.08
"2011-05-23",82.64,82.93,82.06,82.34,970000,40.31
"2011-05-24",82.72,83.4,81.9,82.22,1418000,40.25
"2011-05-25",81.95,83.35,81.63,82.95,1463400,40.6
"2011-05-26",82.68,83.33,82.12,83.09,1085000,40.67
"2011-05-27",83.38,84.26,82.97,83.43,947600,40.84
"2011-05-31",84.82,84.82,83.35,84.35,1329000,41.29
"2011-06-01",83.36,84.1,81.43,81.51,1008000,39.9
"2011-06-02",81.45,82.8,80.89,81.44,866800,39.86
"2011-06-03",80.01,80.68,79.58,79.68,1364200,39
"2011-06-06",79.36,80.55,78.76,79.11,1017600,38.72
"2011-06-07",79.34,79.76,78.89,78.98,895000,38.66
"2011-06-08",78.66,78.98,77.87,78.18,856400,38.27
"2011-06-09",79.38,80.15,78.16,79.58,967400,38.95
"2011-06-10",79.02,79.37,78.16,78.31,882600,38.33
"2011-06-13",77.38,78.97,76.79,77.38,1004200,37.88
"2011-06-14",78.21,80.1,78.12,79.99,1577800,39.16
"2011-06-15",78.87,79.63,78.8,79.02,2410000,38.68
"2011-06-16",79,80.65,78.05,79.2,2797600,38.77
"2011-06-17",80.33,80.68,79.19,79.24,1558400,38.79
"2011-06-20",79.13,80.56,79.13,80.46,1039200,39.39
"2011-06-21",80.9,82.22,80.68,82.04,1117400,40.16
"2011-06-22",81.55,82.76,81.55,82.04,1018400,40.16
"2011-06-23",80.62,81.65,79.61,81.57,855800,39.93
"2011-06-24",81.77,83.71,81.72,83.1,2439800,40.68
"2011-06-27",82.87,83.54,82.01,83.09,807600,40.67
"2011-06-28",83.29,84.44,83.08,84.39,689600,41.38
"2011-06-29",84.76,85.9,84.37,85.61,1836000,41.98
"2011-06-30",86,86.1,84.62,86.02,1270800,42.18
"2011-07-01",86.03,87.98,85.87,87.53,1524400,42.92
"2011-07-05",87.46,88.7,87.11,88.04,1068200,43.17
"2011-07-06",88.02,89.23,87.67,88.37,1012200,43.34
"2011-07-07",89.07,89.82,88.78,89.33,941600,43.81
"2011-07-08",88.09,89,87.66,88.71,844200,43.5
"2011-07-11",87.12,88.1,86.38,86.92,899200,42.62
"2011-07-12",86.71,87.69,86.67,86.97,841800,42.65
"2011-07-13",87.45,88.42,87.3,87.51,733600,42.91
"2011-07-14",87.66,87.98,86.1,86.61,934600,42.47
"2011-07-15",86.95,87.48,86.37,87.42,869400,42.87
"2011-07-18",86.96,87.25,85.54,86.06,860400,42.2
"2011-07-19",86.4,88.43,86.37,88.25,1093600,43.28
"2011-07-20",88.22,89.3,88.01,89.15,1204200,43.72
"2011-07-21",90,93,89.64,92.86,2887800,45.54
"2011-07-22",92.92,92.93,91.56,91.68,1297200,44.96
"2011-07-25",90.79,92.61,90.69,91.93,712800,45.08
"2011-07-26",92.26,92.39,91.18,91.38,762000,44.81
"2011-07-27",91.24,91.6,88.63,88.63,1362200,43.46
"2011-07-28",88.81,89.6,88.2,88.38,1846400,43.34
"2011-07-29",87.1,88.52,86.43,87.57,1872800,42.94
"2011-08-01",89.27,90.19,86.68,88.35,2245200,43.33
"2011-08-02",84.79,86.72,82.32,82.55,3189000,40.48
"2011-08-03",82.57,83.55,80.2,83,2696200,40.7
"2011-08-04",81.78,81.78,77.7,77.73,2620800,38.12
"2011-08-05",78.92,79.62,75.25,77.65,2039800,38.08
"2011-08-08",75.39,76.33,70.2,70.29,2375400,34.47
"2011-08-09",71.85,74.45,69.46,74.37,2958800,36.47
"2011-08-10",73.36,74.42,70.91,71.05,1737800,34.84
"2011-08-11",71.8,75.8,71.78,74.5,2354000,36.53
"2011-08-12",75.27,75.48,74.02,75.1,2625600,36.83
"2011-08-15",75.74,76.25,74.66,75.56,2250600,37.05
"2011-08-16",74.37,74.65,72.75,73.49,2083600,36.04
"2011-08-17",74.32,74.75,72.75,72.9,1851200,35.75
"2011-08-18",70.62,70.72,67.47,68.18,2352000,33.43
"2011-08-19",67.23,69.17,66.99,67.09,1668400,32.9
"2011-08-22",68.59,68.86,66.58,66.75,1412600,32.73
"2011-08-23",67.15,70.24,66.73,70.24,1461600,34.44
"2011-08-24",69.92,71.19,69.54,71.15,1144400,34.89
"2011-08-25",71.59,71.93,69.74,70.38,1192800,34.51
"2011-08-26",69.45,72.61,68.39,72.53,1100400,35.57
"2011-08-29",73.48,74.33,73.33,74.32,1554000,36.45
"2011-08-30",73.89,76.14,73.58,75.74,1400400,37.14
"2011-08-31",76.37,76.86,75.41,75.93,1516800,37.23
"2011-09-01",75.78,76.62,74.56,74.67,970000,36.62
"2011-09-02",72.76,73.62,72.23,72.55,682600,35.58
"2011-09-06",70.24,71.9,70,71.71,756200,35.17
"2011-09-07",73.04,74.18,72.9,74.07,827400,36.32
"2011-09-08",73.29,74.6,72.76,73.03,1017600,35.81
"2011-09-09",72.06,72.31,70.48,71.13,1475800,34.88
"2011-09-12",70.11,71.39,69.06,70.42,1061400,34.53
"2011-09-13",70.81,72.55,70.37,72.31,960400,35.46
"2011-09-14",72.52,75.79,71.05,74.78,1410200,36.67
"2011-09-15",75.55,76.52,74.95,76.44,1272800,37.49
"2011-09-16",76.94,77.51,76.14,77.19,1569800,37.85
"2011-09-19",75.5,77.03,74.21,76.66,1268400,37.59
"2011-09-20",77.15,78.14,76.42,76.43,1488200,37.48
"2011-09-21",76.24,77.07,72.84,72.85,1036200,35.72
"2011-09-22",69.72,70.75,67.91,68.72,2377200,33.7
"2011-09-23",68.35,70.72,67.84,68.83,1451600,33.75
"2011-09-26",69.27,70.48,67.7,70.44,1341400,34.54
"2011-09-27",72.61,75.95,72.29,74.71,1881800,36.64
"2011-09-28",74.8,74.8,72.08,72.21,1913600,35.48
"2011-09-29",74.14,74.14,69.83,71.67,1164400,35.22
"2011-09-30",70.18,71.28,69.11,69.16,1228400,33.98
"2011-10-03",68.42,69.8,65.82,65.83,2038800,32.35
"2011-10-04",64.74,67.5,63.81,67.22,2407600,33.03
"2011-10-05",67.52,69.66,66.78,69.36,1964000,34.08
"2011-10-06",69.31,71.88,68.16,71.41,1256800,35.09
"2011-10-07",71.69,72.42,70.15,71.02,1046200,34.9
"2011-10-10",72.64,74.23,72.38,74.21,1153600,36.46
"2011-10-11",73.36,74.81,73.36,74.24,718600,36.48
"2011-10-12",75.07,76.53,74.62,75.41,891800,37.05
"2011-10-13",74.67,75.33,73.85,74.89,560400,36.8
"2011-10-14",73.92,76.98,73.92,76.97,684800,37.82
"2011-10-17",76.44,76.44,74.28,74.52,1233000,36.62
"2011-10-18",74.28,77.29,73.33,76.89,1183000,37.78
"2011-10-19",76.43,76.57,73.98,74.29,1216600,36.5
"2011-10-20",74.86,75.72,73.33,74.55,1820200,36.63
"2011-10-21",76.05,76.05,75.01,75.9,1578200,37.3
"2011-10-24",76.31,78.29,76.13,78.21,1092200,38.43
"2011-10-25",77.7,78.68,75.81,75.92,1097200,37.3
"2011-10-26",76.74,78.63,75.5,78.05,1161400,38.35
"2011-10-27",81.45,84.32,80.49,83.15,1660600,40.86
"2011-10-28",82.08,83.03,81.77,82.42,1093400,40.5
"2011-10-31",80.68,81.66,78.88,78.89,1117400,38.76
"2011-11-01",75.58,80.32,75.01,78.35,2087800,38.5
"2011-11-02",77.7,81.39,77.69,81.06,1581400,39.83
"2011-11-03",82.14,84.13,80.43,83.81,1467800,41.18
"2011-11-04",83.21,83.81,81.52,83.5,1056200,41.03
"2011-11-07",83.1,84.29,82.61,84.1,1032200,41.32
"2011-11-08",84.35,84.85,82.94,84.43,801200,41.49
"2011-11-09",81.68,82.11,79.48,80.03,1288200,39.32
"2011-11-10",81.64,82.61,80.33,81.95,1043600,40.27
"2011-11-11",83.47,84.22,82.63,83.44,1145000,41
"2011-11-14",83.24,83.46,81.89,82.28,1076200,40.43
"2011-11-15",82.06,82.76,81.01,82.33,866000,40.45
"2011-11-16",81.16,82.94,80.76,81.11,1013800,39.86
"2011-11-17",81.04,81.33,78.34,78.84,894800,38.74
"2011-11-18",79.56,80.89,78.91,80.22,1150000,39.42
"2011-11-21",78.07,79.25,77.89,78.76,782000,38.7
"2011-11-22",78.27,79.16,77.02,77.57,1458600,38.12
"2011-11-23",76.94,78.31,76.28,76.54,1327000,37.61
"2011-11-25",76.3,78.11,76.11,76.79,404800,37.73
"2011-11-28",79.46,80.52,78.6,79.17,899600,38.9
"2011-11-29",79.5,80.27,79,79.81,1383600,39.22
"2011-11-30",83.47,83.94,82.77,83.92,1639400,41.24
"2011-12-01",83.48,84.89,83.23,83.41,655600,40.99
"2011-12-02",83.76,84.77,82.37,82.56,646000,40.57
"2011-12-05",84.51,85.27,83.48,84.4,1009200,41.47
"2011-12-06",84.63,85.99,83.78,85.12,977600,41.83
"2011-12-07",83.49,86.39,82.73,85.74,1327000,42.13
"2011-12-08",84.66,85.42,82.93,83.19,890000,40.88
"2011-12-09",83.16,85.08,82.41,84.77,798800,41.65
"2011-12-12",83.46,83.66,81.96,83.24,894200,40.9
"2011-12-13",84.36,85.72,81.79,82.18,1003000,40.38
"2011-12-14",81.83,82.43,80.99,81.54,1294800,40.07
"2011-12-15",82.73,83.63,82.27,83.36,1203000,40.96
"2011-12-16",84.57,85.57,83.84,84.49,1308800,41.52
"2011-12-19",84.83,85.34,83.03,83.24,648600,40.9
"2011-12-20",84.94,86.88,84.78,86.58,1146800,42.54
"2011-12-21",86.71,87.01,84.27,85.94,1017000,42.23
"2011-12-22",86.32,87.2,85.86,86.6,551600,42.55
"2011-12-23",87,87.95,86.42,87.37,651800,42.93
"2011-12-27",87.37,88,87.07,87.76,355000,43.12
"2011-12-28",87.56,87.56,85.33,85.44,571400,42.05
"2011-12-29",85.72,86.49,85.16,86.29,418800,42.47
"2011-12-30",86.24,86.84,85.94,86.04,423600,42.35
"2012-01-03",88.26,88.59,87.13,87.54,924600,43.09
"2012-01-04",87.15,88.23,86.76,87.37,887000,43
"2012-01-05",86.7,87.59,85.86,86.95,1074800,42.8
"2012-01-06",86.88,88.34,86.5,87.97,973600,43.3
"2012-01-09",88.09,88.61,87.61,87.97,871200,43.3
"2012-01-10",89.42,89.64,88.73,89.05,659200,43.83
"2012-01-11",88.71,89.7,88.58,89.43,470400,44.02
"2012-01-12",89.62,90.6,89.46,90.49,698600,44.54
"2012-01-13",89.83,90.44,89.24,90.13,690200,44.36
"2012-01-17",91.28,92.46,89.97,90.23,801600,44.41
"2012-01-18",89.94,91.12,89.59,91.06,841000,44.82
"2012-01-19",91.47,92.08,90.77,91.8,529800,45.19
"2012-01-20",91.61,92.03,91.39,91.53,688000,45.05
"2012-01-23",91.44,92.3,91.08,91.35,566800,44.96
"2012-01-24",90.75,92.01,90.48,91.8,466200,45.19
"2012-01-25",91.35,93.1,90.85,92.74,687600,45.65
"2012-01-26",93.2,93.61,91.33,91.5,759200,45.04
"2012-01-27",91.35,93.23,91.03,92.96,1050200,45.76
"2012-01-30",91.8,93.45,91.48,92.85,600600,45.7
"2012-01-31",93.75,93.83,92.1,92.68,1039200,45.62
"2012-02-01",93.68,94.25,93.08,93.2,947400,45.87
"2012-02-02",93.55,94.11,93.13,93.28,720000,45.91
"2012-02-03",94.32,95.19,94.24,95,733400,46.76
"2012-02-06",94.54,94.66,93.24,93.78,1022400,46.16
"2012-02-07",93.46,94.19,92.7,93.05,1256000,45.8
"2012-02-08",93.02,95.58,92.46,95.1,2033000,46.81
"2012-02-09",95,95.11,91.02,92.8,2442000,45.68
"2012-02-10",92.28,92.79,90.46,91.18,1829200,44.88
"2012-02-13",92.05,93.89,91.86,93.74,1256600,46.14
"2012-02-14",93.06,93.12,91.75,92.5,1018200,45.53
"2012-02-15",92.61,94.46,92.51,94.04,1697800,46.29
"2012-02-16",93.92,95.3,93.8,95.19,1288200,46.85
"2012-02-17",95.79,96.74,95.6,96.62,1153000,47.56
"2012-02-21",96.54,98.74,96.54,98.51,1615600,48.49
"2012-02-22",98.39,99.8,97.61,98.62,1484200,48.54
