"","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
"2013-12-27",161.71,161.99,160.15,160.98,440600,160.76
"2013-12-30",160.95,161.28,159.98,160.69,536700,160.47
"2013-12-31",161.34,162.03,160.59,161.4,685800,161.18
"2014-01-02",160.85,160.99,159.45,160.16,847000,159.94
"2014-01-03",160.25,162.1,160.11,160.71,2156200,160.49
"2014-01-06",166.11,166.54,159.91,160.26,2017900,160.04
"2014-01-07",160.74,163.34,160.07,161.83,2215400,161.61
"2014-01-08",166,173.08,165.6,169.81,5450100,169.58
"2014-01-09",175.44,177,174.2,175.33,3846400,175.09
"2014-01-10",175.63,175.86,174.32,175.44,1180800,175.2
"2014-01-13",175.03,175.37,160.21,167.14,6215100,166.91
"2014-01-14",167.5,169,164.36,167.47,4454600,167.24
"2014-01-15",167.61,168.13,165.81,167.32,3290400,167.09
"2014-01-16",167.45,169.08,167.25,168.56,1392200,168.33
"2014-01-17",168.87,169.08,167.25,168.12,1683900,167.89
"2014-01-21",168.71,170,167.6,168.55,1488900,168.32
"2014-01-22",168.6,170.39,167.29,169.68,1263000,169.45
"2014-01-23",174.14,174.3,170.9,172.37,3465300,172.13
"2014-01-24",176.17,177.5,172.53,173.72,4559200,173.48
"2014-01-27",173.38,175.24,171.77,172.98,2539500,172.74
"2014-01-28",172.53,175.65,172.5,175.26,1689400,175.02
"2014-01-29",173.62,175,172.69,173.28,1672400,173.04
"2014-01-30",175.63,177.48,175.06,177.23,2401300,176.99
"2014-01-31",176,177,173.65,174.41,2700000,174.17
"2014-02-03",174.69,174.88,169.91,171,2129000,170.77
"2014-02-04",171,171.25,168.81,169.44,1633100,169.21
"2014-02-05",168.59,169.2,167.02,168.62,1320200,168.39
"2014-02-06",169.05,173.08,168.02,172.4,2078200,172.16
"2014-02-07",172.25,175,171.86,174.99,1435800,174.75
"2014-02-10",174.52,174.99,171.88,172.77,1775900,172.53
"2014-02-11",172.49,175.26,171.56,175.05,1617900,174.81
"2014-02-12",174.61,176.37,173.74,174.95,1073200,174.71
"2014-02-13",174.5,175.85,174.07,175.67,1094300,175.43
"2014-02-14",175.66,176.33,175.01,175.6,1013900,175.36
"2014-02-18",176.71,179,175.73,177.48,1649700,177.24
"2014-02-19",178,179.4,176.35,177.66,1671600,177.42
"2014-02-20",177.44,178.61,176,177.58,1225900,177.34
"2014-02-21",177.63,178.33,176.17,176.35,2244200,176.11
"2014-02-24",176.45,178.11,176.29,176.32,2109300,176.08
"2014-02-25",176.46,177.97,176.31,176.73,1234400,176.49
"2014-02-26",176.68,177.28,174.3,174.78,1013800,174.54
"2014-02-27",174.78,175.11,173.47,174.43,1587500,174.43
"2014-02-28",174.75,178.36,174.17,177.05,1683400,177.05
"2014-03-03",175.34,176.98,174.92,176.05,1097300,176.05
"2014-03-04",178.02,181.37,177.73,180.8,1688100,180.8
"2014-03-05",181.72,182.54,179.6,181.96,1342300,181.96
"2014-03-06",182.29,184.05,181.61,182.58,1479500,182.58
"2014-03-07",182.98,183.51,181.43,182.4,1191600,182.4
"2014-03-10",182.35,182.57,179.15,180.5,1492300,180.5
"2014-03-11",180.99,183.5,180.6,182.37,1092800,182.37
"2014-03-12",182.27,183.72,180.49,183.65,987600,183.65
"2014-03-13",184.09,185.93,183.28,183.65,1170800,183.65
"2014-03-14",183.06,183.88,180.44,180.81,1359900,180.81
"2014-03-17",181.22,183.12,180.8,181.92,771000,181.92
