"","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
"2008-09-29",54.84,55.5,51.97,52.32,2373900,49.71
"2008-09-30",53.46,54.66,52.27,53.81,1843100,51.13
"2008-10-01",53.7,53.7,52.16,52.55,1863300,49.93
"2008-10-02",52.64,53.13,50.85,50.97,1568300,48.43
"2008-10-03",51.78,52,48.81,48.86,2936600,46.42
"2008-10-06",47.96,48.56,42.75,44.49,5765100,42.27
"2008-10-07",45.01,45.45,43.31,43.71,3490500,41.53
"2008-10-08",43,44.45,42.5,43.8,3068800,41.61
"2008-10-09",44.46,44.52,40.71,40.71,3818300,38.68
"2008-10-10",38.96,42.44,36.89,39.04,5096700,37.09
"2008-10-13",41.71,45.95,40.69,45.3,3275500,43.04
"2008-10-14",46.95,47.59,43.84,45.13,3282300,42.88
"2008-10-15",44.4,44.72,42.85,43,3603500,40.85
"2008-10-16",42.94,43.95,41.06,43.77,4003900,41.59
"2008-10-17",43.26,46.65,42.54,44.83,3746500,42.59
"2008-10-20",45.33,45.93,44.09,45.93,2036200,43.64
"2008-10-21",46.88,47.38,44.94,45.08,2712200,42.83
"2008-10-22",44.21,44.76,41.84,42.21,2976500,40.1
"2008-10-23",42.65,43.09,40.23,41.48,3895700,39.41
"2008-10-24",38.8,40.73,37.41,39.23,2525500,37.27
"2008-10-27",38.69,39.48,36.86,36.88,3389900,35.04
"2008-10-28",37.78,40.28,37,39.9,5038000,37.91
"2008-10-29",39.17,39.17,35.35,35.61,5624100,33.83
"2008-10-30",36.58,37.83,35.86,36.43,4069100,34.61
"2008-10-31",36.5,36.94,36,36.79,2919700,34.95
"2008-11-03",36.62,36.78,35.81,36.51,3915500,34.69
"2008-11-04",37.23,38.13,37.01,38,8629200,36.1
"2008-11-05",37.58,38.66,37.33,37.52,4217400,35.65
"2008-11-06",37.53,38.5,37,38.07,6369500,36.17
"2008-11-07",38.17,38.41,37.1,38.25,4016800,36.34
"2008-11-10",38.46,39.54,36.66,37.14,2572900,35.29
"2008-11-11",36.74,36.74,35.21,36.3,2580800,34.49
"2008-11-12",35.4,35.87,33.96,34.05,3124600,32.35
"2008-11-13",34.4,36.28,33.11,36.23,4212800,34.42
"2008-11-14",35.67,36.67,35.07,35.26,3048700,33.5
"2008-11-17",34.93,35.27,33.99,34.04,3165500,32.34
"2008-11-18",33.96,34.55,32.48,33.78,3300100,32.09
"2008-11-19",33.61,34.13,31.97,31.99,2406900,30.39
"2008-11-20",31.78,31.91,28.27,28.6,4589400,27.17
"2008-11-21",29.09,30.43,28.29,30.41,5653400,28.89
"2008-11-24",30.9,32.07,28.58,31.47,3647200,29.9
"2008-11-25",32.06,33.3,32.05,32.98,3697400,31.33
"2008-11-26",32.32,34.32,31.89,34.3,2620900,32.71
"2008-11-28",34.39,35.05,34.15,34.94,1003400,33.32
"2008-12-01",34.15,34.15,31.91,32.03,2149600,30.54
"2008-12-02",32.43,33.06,31.81,32.98,1644200,31.45
"2008-12-03",32.23,33.8,31.71,33.2,3635300,31.66
"2008-12-04",33,33.36,32.5,33.01,3905900,31.48
"2008-12-05",32.58,33.69,31.34,33.59,2293300,32.03
"2008-12-08",33.7,34.73,33.29,34.23,2192600,32.64
"2008-12-09",33.99,34.79,33.58,33.95,1988300,32.37
"2008-12-10",34.31,34.5,33.18,33.56,2138500,32
"2008-12-11",33.21,36.79,33.21,35.69,4530400,34.03
"2008-12-12",35,36.67,34.54,36.53,3469100,34.83
"2008-12-15",36.42,36.91,35.46,36.26,3409200,34.58
"2008-12-16",36.57,38.56,36.49,38.53,3414600,36.74
"2008-12-17",38.12,38.51,37.22,37.82,2208100,36.06
"2008-12-18",38.02,38.31,37.29,37.91,2245400,36.15
"2008-12-19",38.35,38.97,37.63,37.89,2621200,36.13
"2008-12-22",37.98,38.01,36.58,36.99,1594300,35.27
"2008-12-23",37.52,37.68,36.95,37.13,1522000,35.41
"2008-12-24",37.19,37.58,36.93,37.17,520600,35.44
"2008-12-26",37.31,37.48,36.95,37.37,389500,35.64
"2008-12-29",37.2,37.46,36.59,37.06,1318400,35.34
"2008-12-30",37.27,38.54,37.27,38.52,1120300,36.73
"2008-12-31",38.65,38.91,37.94,38.73,1594000,36.93
"2009-01-02",38.85,39.23,38.4,39.02,1522300,37.21
"2009-01-05",38.87,40.08,38.49,39.91,2096100,38.06
"2009-01-06",39.93,40.67,39.04,39.53,1510500,37.69
"2009-01-07",39.32,41.11,39.02,40.75,2451700,38.86
"2009-01-08",39.75,40.89,38.8,40.83,2848300,38.93
"2009-01-09",40.82,40.91,39.55,40.21,1470900,38.34
"2009-01-12",40.21,40.21,38.6,39.72,2275700,37.88
"2009-01-13",39.69,42.33,39.52,42.06,4325000,40.11
"2009-01-14",41.38,42.3,40.69,41.08,4069000,39.17
"2009-01-15",41.02,41.32,39.49,41.16,2783800,39.25
"2009-01-16",41.67,41.7,40.65,41.21,3591600,39.3
"2009-01-20",41.14,42.34,40.1,40.17,3071700,38.31
"2009-01-21",40.42,40.59,39.42,40.35,2239500,38.48
"2009-01-22",39.74,40.19,39.17,39.88,3335700,38.03
"2009-01-23",39.19,40.24,38.73,39.64,3265600,37.8
"2009-01-26",39.68,40.64,39.51,40.4,3827000,38.52
"2009-01-27",43.26,46.08,43.15,45.22,8718000,43.12
"2009-01-28",45.35,45.72,44.57,45.19,3837400,43.09
"2009-01-29",44.6,45.32,44.43,44.84,3001700,42.76
"2009-01-30",44.72,45.14,43.78,44.2,3105900,42.15
"2009-02-02",43.56,45.4,43.56,45.01,4388700,42.92
"2009-02-03",44.94,45.31,43.81,44.93,4250100,42.84
"2009-02-04",45.16,46.22,44.79,45.46,3763300,43.35
"2009-02-05",45,46.47,45,45.1,5366500,43.01
"2009-02-06",45.05,46.49,45.05,45.68,3416300,43.56
"2009-02-09",45.71,45.71,44.57,45.06,2989500,42.97
"2009-02-10",44.76,46.11,44.49,44.76,3445100,42.68
"2009-02-11",44.89,45.65,44.78,45.52,2756900,43.41
"2009-02-12",44.63,45.87,44.43,45.8,2320600,43.67
"2009-02-13",45.19,46.14,45.12,45.38,2341800,43.27
"2009-02-17",44.64,45.18,43.02,44.5,3573500,42.43
"2009-02-18",45.06,45.24,44.03,44.59,3635600,42.52
"2009-02-19",44.97,45.46,44.78,44.89,2961400,42.81
"2009-02-20",44.35,45.6,43.91,45,3259200,42.91
"2009-02-23",45.51,45.51,43.54,43.6,2843100,41.58
"2009-02-24",43.85,45.12,43.6,44.92,3127800,42.83
"2009-02-25",44.79,45,43.52,43.7,3008200,41.67
"2009-02-26",44.13,44.21,40.77,41.14,5100500,39.34
"2009-02-27",40.16,41.92,40.16,41.02,4680800,39.22
"2009-03-02",40.45,41.31,39.65,39.71,3329500,37.97
"2009-03-03",40.12,40.92,39.26,39.6,2954900,37.87
"2009-03-04",40.22,41.18,39.02,40.65,3258300,38.87
"2009-03-05",39.73,40.36,39.16,39.47,3462900,37.74
"2009-03-06",39.88,40.45,38.45,39.38,2706800,37.66
"2009-03-09",38.93,39.32,38.35,38.88,3208300,37.18
"2009-03-10",39.6,41.94,38.66,41.92,5126000,40.08
"2009-03-11",41.79,41.99,34.43,34.77,13823400,33.25
"2009-03-12",35.35,36.03,33.39,35.15,8884000,33.61
"2009-03-13",35.36,36.32,34.87,35.9,6004500,34.33
"2009-03-16",35.85,36.6,35.1,35.23,3096800,33.69
"2009-03-17",35.77,36.03,34.72,35.66,3959800,34.1
"2009-03-18",35.66,36.76,35.24,35.97,4639800,34.39
"2009-03-19",36,36.37,35.75,35.93,3236100,34.36
"2009-03-20",36.09,36.09,34.96,35.03,3038600,33.5
"2009-03-23",35.71,36.28,35.06,36.24,2801400,34.65
"2009-03-24",35.85,36.73,35.85,36.27,2164900,34.68
"2009-03-25",36.64,37.09,35.81,36.79,2900600,35.18
"2009-03-26",37.13,37.25,36.15,36.64,3658200,35.04
"2009-03-27",36.44,36.9,35.89,36.48,2870400,34.88
"2009-03-30",36.42,36.42,35.4,36.12,2558800,34.54
"2009-03-31",35.85,35.91,34.51,35.04,4883600,33.51
"2009-04-01",34.24,34.94,33.69,34.71,3468700,33.19
"2009-04-02",35.23,35.76,35.07,35.41,3783000,33.86
"2009-04-03",35.49,35.5,33.4,33.89,4926000,32.41
"2009-04-06",33.69,34.35,33.63,34.04,6806700,32.55
"2009-04-07",33.65,34.2,33.13,33.87,3947300,32.39
"2009-04-08",34.18,34.54,33.76,34.15,2578300,32.65
"2009-04-09",35.52,35.56,34.23,35.27,3231400,33.73
"2009-04-13",35.02,35.37,34.63,35.21,1947600,33.67
"2009-04-14",34.88,35.86,34.41,35.65,2508800,34.09
"2009-04-15",35.52,36.06,35.06,35.7,4161600,34.14
"2009-04-16",35.8,36.63,35.8,36.28,3188900,34.69
"2009-04-17",36.63,37,35.75,36.29,4109000,34.7
"2009-04-20",35.78,36.58,35.58,35.73,2343500,34.17
"2009-04-21",35.79,35.94,35.06,35.49,2602800,33.94
"2009-04-22",35.12,36.2,35.07,35.65,2919500,34.09
"2009-04-23",35.86,36.25,34.86,35.25,3642800,33.71
"2009-04-24",35.43,36,35.24,35.85,2074800,34.28
"2009-04-27",35.83,37.18,35.45,36.9,2472300,35.28
"2009-04-28",36.83,37.36,36.36,36.46,2154100,34.86
"2009-04-29",34.72,38.25,34.53,37.79,4645800,36.13
"2009-04-30",37.5,38.59,36.7,37,2457300,35.38
"2009-05-01",37.25,38.04,36.79,37.93,2693700,36.27
"2009-05-04",38.7,39.11,37.87,39.11,4196000,37.4
"2009-05-05",38.75,40.79,38,38.18,7858400,36.51
"2009-05-06",38.46,38.77,37.52,37.76,3904500,36.11
"2009-05-07",37.97,40.14,37.56,39.58,6005300,37.85
"2009-05-08",40.03,41.57,39.37,41.3,4252100,39.49
"2009-05-11",40.78,41.01,40.37,40.55,4070200,38.77
"2009-05-12",41.1,41.48,40.2,40.67,3528800,38.89
"2009-05-13",40.04,40.78,39.79,39.94,3319500,38.19
"2009-05-14",39.63,40.3,39.09,39.47,3538600,37.74
"2009-05-15",39.47,39.51,38.33,38.46,3903000,36.78
"2009-05-18",38.74,39.43,38.27,39.3,3963900,37.58
"2009-05-19",39.3,39.52,38.85,38.94,3267800,37.23
"2009-05-20",39.15,40.94,38.98,40.81,4922200,39.02
"2009-05-21",40.65,40.75,39.72,40.31,3136400,38.54
"2009-05-22",40.31,41.13,40.04,40.89,2321200,39.1
"2009-05-26",40.53,40.93,39.37,40.46,4109300,38.69
"2009-05-27",40.51,41,40.27,40.29,2606600,38.53
"2009-05-28",40.46,40.96,40.03,40.49,2189100,38.72
"2009-05-29",40.56,41.27,40.41,41.15,2073500,39.35
"2009-06-01",41.42,41.96,41,41.86,3444800,40.03
"2009-06-02",41.87,41.94,40.65,41.32,4421200,39.51
"2009-06-03",40.65,40.81,39.73,40.3,5059800,38.53
"2009-06-04",40.49,40.82,39.71,40.62,2749300,38.84
"2009-06-05",40.61,41.82,40.45,41.62,2953600,39.8
"2009-06-08",41.63,41.83,40.72,41.41,2713100,39.71
"2009-06-09",41.65,41.65,40.71,41.4,2663000,39.7
"2009-06-10",41.76,42.46,41.5,42.33,4110000,40.59
"2009-06-11",42.53,43.57,42.33,43.05,3535900,41.28
"2009-06-12",42.93,43.16,42.24,42.98,2482400,41.22
"2009-06-15",42.52,42.6,41.46,41.51,2450800,39.81
"2009-06-16",41.7,42.48,41.25,41.81,1910700,40.09
"2009-06-17",41.76,43.45,41.62,43.11,3063800,41.34
"2009-06-18",43.09,44.17,42.75,44,2970200,42.19
"2009-06-19",44.5,45,44.25,44.61,3797000,42.78
"2009-06-22",44.17,44.54,43.38,43.49,3594200,41.71
"2009-06-23",43.41,43.59,42.94,43.38,2116400,41.6
"2009-06-24",43.6,44,43.11,43.79,2142900,41.99
"2009-06-25",43.55,45.27,43.46,44.77,2812500,42.93
"2009-06-26",44.71,44.93,44.14,44.67,2284100,42.84
"2009-06-29",44.93,44.93,43.86,44.47,2027800,42.65
"2009-06-30",44.41,44.71,43.7,44,1829900,42.19
"2009-07-01",44.11,44.24,43.7,44.03,3419300,42.22
"2009-07-02",43.58,44.03,42.61,43.12,2718700,41.35
"2009-07-06",42.91,43.87,42.8,43.52,2866700,41.73
"2009-07-07",44.17,44.98,43.81,44.43,5705300,42.61
"2009-07-08",44.48,44.76,43.29,43.71,3238500,41.92
"2009-07-09",43.9,44.2,43.39,43.65,1998000,41.86
"2009-07-10",43.54,44.15,43.02,43.23,1412500,41.46
"2009-07-13",43.25,44.36,43.16,43.9,2371500,42.1
"2009-07-14",43.86,43.96,43.58,43.9,2454800,42.1
"2009-07-15",44,44.37,43.68,44.37,4122700,42.55
"2009-07-16",44.46,45.15,44.19,44.91,2560500,43.07
"2009-07-17",44.99,45.72,44.7,45.65,2037500,43.78
"2009-07-20",45.92,46.02,45.02,45.62,1521900,43.75
"2009-07-21",45.77,46.14,45.53,45.93,981600,44.05
"2009-07-22",45.84,46.1,45.44,45.67,1429900,43.8
"2009-07-23",45.77,46.43,45.38,46.28,2014100,44.38
"2009-07-24",46.09,46.74,45.7,46.71,1428100,44.79
"2009-07-27",46.88,46.96,45.96,46.82,1096300,44.9
"2009-07-28",46.67,47.14,46,46.83,2364300,44.91
"2009-07-29",50.69,52.17,50.19,51.01,8179700,48.92
"2009-07-30",51.33,51.61,50.78,51.08,2737400,48.98
"2009-07-31",51.12,51.79,50.6,51.15,2514300,49.05
"2009-08-03",51.4,53,50.8,52.87,4408200,50.7
"2009-08-04",52.78,54.47,52.5,54.35,4890800,52.12
"2009-08-05",54.47,54.74,52.65,53.3,3296000,51.11
"2009-08-06",53.28,53.71,52.18,52.56,2888800,50.4
"2009-08-07",52.93,53.38,52.6,53.11,2316100,50.93
"2009-08-10",53.27,54.38,52.95,54.33,2575600,52.1
"2009-08-11",54.33,54.47,53.71,53.92,1718200,51.71
"2009-08-12",54.12,54.75,53.57,54.3,1941300,52.07
"2009-08-13",54.3,55.61,53.83,55.57,3178200,53.29
"2009-08-14",55.4,55.74,54.14,55,2382700,52.74
"2009-08-17",54.17,54.85,53.75,54.57,2768300,52.33
"2009-08-18",54.56,54.89,54,54.47,2222600,52.23
"2009-08-19",54.05,55.34,54.05,54.97,2007000,52.71
"2009-08-20",55.13,55.57,54.96,55.45,2031000,53.17
"2009-08-21",55.89,56.37,55.57,56.24,2279100,53.93
"2009-08-24",56.51,56.67,56.04,56.37,1895500,54.06
"2009-08-25",56.6,57.05,56.37,56.6,2156000,54.28
"2009-08-26",56.62,57.18,56.04,56.51,1822700,54.19
"2009-08-27",56.42,57.21,56.17,56.99,1490900,54.65
"2009-08-28",57.12,57.38,55.84,56.22,2146700,54.03
"2009-08-31",56.01,56.96,55.83,56.86,1883200,54.64
"2009-09-01",56.63,57.43,55.57,55.74,2163700,53.57
"2009-09-02",55.5,56.24,55.46,55.72,2237700,53.55
"2009-09-03",55.6,55.72,54.6,55.49,2699400,53.33
"2009-09-04",55.63,56.19,55.37,56.13,1635900,53.94
"2009-09-08",56.45,56.57,55.4,56.01,1673900,53.83
"2009-09-09",55.96,57.8,55.8,57.25,2345100,55.02
"2009-09-10",56.97,57.25,56.62,57.13,2318100,54.9
"2009-09-11",57.23,58.11,56.92,57.56,2969100,55.31
"2009-09-14",57.61,58.33,57.3,58.23,2137600,55.96
"2009-09-15",58.6,58.83,57.19,57.69,1526900,55.44
"2009-09-16",58.15,58.15,56.96,57.66,2196700,55.41
"2009-09-17",57.68,58.39,57.51,58.15,2402300,55.88
"2009-09-18",58.3,58.59,57.69,58.46,2744300,56.18
"2009-09-21",58.2,59.69,58.02,59.33,1831100,57.02
"2009-09-22",59.55,59.55,58.11,58.41,1897200,56.13
"2009-09-23",58.39,58.95,58.01,58.12,1332300,55.85
"2009-09-24",58.18,58.6,57.57,58.07,1299600,55.8
"2009-09-25",58.02,58.51,57.58,57.79,2177600,55.54
"2009-09-28",58.06,59.73,57.8,59.3,1609800,56.99
"2009-09-29",59.31,59.68,58.55,58.78,1916900,56.49
"2009-09-30",59.16,59.95,58.75,59.55,2891600,57.23
"2009-10-01",59.61,59.86,58.32,58.37,2061000,56.09
"2009-10-02",58.02,58.5,57.53,57.7,1609400,55.45
"2009-10-05",57.86,57.86,57.34,57.55,1574400,55.3
"2009-10-06",57.96,58.71,57.44,58.04,2000200,55.78
"2009-10-07",58.11,59.48,58.03,59.3,2867400,56.99
"2009-10-08",59.67,59.99,59.5,59.54,2350200,57.22
"2009-10-09",59.37,60.86,59.37,60.49,2876700,58.13
"2009-10-12",61.74,61.82,60.58,61.12,2704700,58.74
"2009-10-13",61.1,61.1,60.24,60.5,1753100,58.14
"2009-10-14",60.89,61.77,60.81,61.57,1900100,59.17
"2009-10-15",61.42,61.95,61.07,61.29,2342800,58.9
"2009-10-16",60.8,61.29,60.38,61.07,2311300,58.69
"2009-10-19",61.2,61.48,60.62,61.26,1868000,58.87
"2009-10-20",61.26,62.34,60.53,61.91,3089300,59.49
"2009-10-21",61.74,61.91,60.76,60.87,2836700,58.5
"2009-10-22",60.85,61.21,60.46,60.77,2175500,58.4
"2009-10-23",60.99,61.27,60.07,60.31,2364700,57.96
"2009-10-26",60.36,61.75,60.22,60.42,2490800,58.06
"2009-10-27",60.49,60.68,59.43,59.62,3551800,57.29
"2009-10-28",60.51,60.51,55.82,58.48,5928300,56.2
"2009-10-29",57.54,59.07,57.54,58.9,2780600,56.6
"2009-10-30",58.78,59.41,58.47,58.73,2727900,56.44
"2009-11-02",59.02,59.54,58.74,59.54,2504300,57.22
"2009-11-03",59.45,60.45,59.1,60.25,3321300,57.9
"2009-11-04",60.6,61.35,60.2,60.74,2948500,58.37
"2009-11-05",60.88,62.06,60.88,61.97,2575200,59.55
"2009-11-06",61.74,62.61,60.49,62.58,1734100,60.14
"2009-11-09",63,64,62.7,63.92,2196600,61.43
"2009-11-10",63.83,64.5,63.78,64.27,1540600,61.76
"2009-11-11",64.15,64.44,63.5,63.8,1584900,61.31
"2009-11-12",63.96,64.57,63.67,63.86,1547000,61.37
"2009-11-13",63.97,64.5,63.61,64.24,1221000,61.73
"2009-11-16",64.11,64.98,63.95,64.3,1645500,61.79
"2009-11-17",64.23,64.23,63.64,63.74,1994000,61.25
"2009-11-18",63.8,63.92,63.15,63.69,1028400,61.21
"2009-11-19",63.55,63.86,62.52,63.05,1616400,60.59
"2009-11-20",62.72,63.6,62.42,63.12,2023200,60.66
"2009-11-23",63.65,63.88,62.84,63.03,1875500,60.57
"2009-11-24",62.91,63.81,62.75,63.55,1777000,61.07
"2009-11-25",64.2,64.21,63.46,63.57,1011500,61.09
"2009-11-27",62.47,63.21,61.87,62.75,644000,60.42
"2009-11-30",62.87,62.87,61.98,62.02,1682100,59.71
"2009-12-01",62.11,62.82,62.11,62.48,2387400,60.16
"2009-12-02",62.17,62.8,61.95,61.98,2023700,59.67
"2009-12-03",62,62.33,60.9,60.99,2458300,58.72
"2009-12-04",61.16,61.91,60.53,60.94,2007700,58.67
"2009-12-07",60.84,61.85,60.78,60.9,1996100,58.63
"2009-12-08",60.81,61.46,60.68,61.28,3490800,59
"2009-12-09",61.26,61.26,60.21,60.87,3161000,58.61
"2009-12-10",60.87,62.6,60.76,62.39,2366100,60.07
"2009-12-11",62.54,62.89,61.99,62.24,1615100,59.93
"2009-12-14",62.82,63.28,62.58,62.99,1458800,60.65
"2009-12-15",63.12,64.11,62.73,63.74,2428400,61.37
"2009-12-16",64.06,64.09,63.34,63.61,2066200,61.24
"2009-12-17",63.4,63.81,62.84,63.67,2082200,61.3
"2009-12-18",63.98,63.98,62.97,63.31,1929700,60.96
"2009-12-21",63.78,64.5,63.5,63.6,2071100,61.23
"2009-12-22",63.58,64.03,62.88,62.97,1556100,60.63
"2009-12-23",63.24,63.5,62.75,62.81,1096800,60.47
"2009-12-24",63.15,63.23,62.55,62.82,590200,60.48
"2009-12-28",63.25,63.49,62.87,63.45,1040900,61.09
"2009-12-29",63.54,64,63.45,63.93,1138400,61.55
"2009-12-30",64.05,64.05,63.02,63.43,697900,61.07
"2009-12-31",63.22,63.44,62.47,62.5,929900,60.18
"2010-01-04",62.99,63.48,62.5,63.36,2035200,61
"2010-01-05",63.31,63.64,63.24,63.59,2133200,61.22
"2010-01-06",62.75,62.75,60.77,61,4230000,58.73
"2010-01-07",62.13,62.13,60.4,61.13,3789500,58.86
"2010-01-08",61.21,61.38,60.25,60.77,2608500,58.51
"2010-01-11",60.73,61.59,60.73,61.46,1276100,59.17
"2010-01-12",61.42,62.45,60.95,62.32,3582000,60
"2010-01-13",62.33,62.89,61.92,62.51,2064300,60.19
"2010-01-14",62.58,62.63,61.93,61.99,1846900,59.68
"2010-01-15",61.89,62.18,61.47,61.92,2652000,59.62
"2010-01-19",62.24,63.47,61.79,63.16,2766600,60.81
"2010-01-20",63.19,63.47,62.06,62.4,1331000,60.08
"2010-01-21",62.41,62.73,60.93,61.33,2065100,59.05
"2010-01-22",61.02,61.49,60.54,60.57,1683300,58.32
"2010-01-25",61.15,61.57,60.39,61.44,2246800,59.15
"2010-01-26",61.53,62.62,60.91,62.35,2978500,60.03
"2010-01-27",60.16,61.5,58.3,59.52,8194200,57.31
"2010-01-28",59.61,61.27,59.61,60.31,2918300,58.07
"2010-01-29",60.52,60.64,58.71,58.82,3149900,56.63
"2010-02-01",58.99,59.8,58.16,59.53,1965300,57.32
"2010-02-02",59.57,60.49,59.34,60.46,1962400,58.21
"2010-02-03",60.35,60.35,59.92,60.2,2029300,57.96
"2010-02-04",59.88,60.11,58.49,58.6,2597000,56.42
"2010-02-05",58.51,58.56,57.23,58.28,3209800,56.11
"2010-02-08",58.41,58.7,57.56,58.31,2296300,56.14
"2010-02-09",58.37,59.24,58.37,58.75,1693200,56.56
"2010-02-10",58.81,58.93,57.8,58.61,1863400,56.43
"2010-02-11",58.62,59.29,58.06,58.99,2399000,56.8
"2010-02-12",58.54,59.04,58,58.99,1959300,56.8
"2010-02-16",59.09,60,59.04,59.88,1782500,57.65
"2010-02-17",59.95,60.5,59.3,60.27,2029600,58.03
"2010-02-18",60.28,60.72,60.04,60.71,1467500,58.45
"2010-02-19",60.37,60.84,59.95,60.75,1758300,58.49
"2010-02-22",60.64,60.71,59.85,59.93,1979300,57.7
"2010-02-23",58.94,59.49,58.14,58.53,3488600,56.35
"2010-02-24",58.56,59.35,58.29,59.27,2268600,57.07
"2010-02-25",58.5,59.21,58.31,59.14,2235500,57.06
"2010-02-26",59.3,59.56,59,59.15,1308500,57.07
"2010-03-01",59.36,60.59,59.36,60.4,1467000,58.27
"2010-03-02",60.8,61.95,60.6,61.7,2741500,59.53
"2010-03-03",61.74,61.82,60.57,60.76,1673600,58.62
"2010-03-04",60.91,61.39,60.83,61.29,1459500,59.13
"2010-03-05",61.42,62.09,61.42,62.08,1417300,59.89
"2010-03-08",61.91,61.99,60.98,60.99,1691500,58.84
"2010-03-09",60.81,61.14,60.25,60.43,1934400,58.3
"2010-03-10",60.26,60.87,60.08,60.59,1793000,58.45
"2010-03-11",60.4,60.55,59.63,60.46,1866500,58.33
"2010-03-12",60.71,61.64,60.71,61.08,2334000,58.93
"2010-03-15",61.04,61.2,60.55,60.75,1531300,58.61
"2010-03-16",60.75,61.46,60.62,61.29,1617000,59.13
"2010-03-17",61.21,62.96,61.21,62.96,2863600,60.74
"2010-03-18",62.9,63.39,62.29,63.31,1861400,61.08
"2010-03-19",64.22,64.27,63.07,64.07,3594100,61.81
"2010-03-22",63.8,65.66,63.77,64.63,2483000,62.35
"2010-03-23",64.74,64.97,63.95,64.93,1750000,62.64
"2010-03-24",65.03,65.21,63.87,64.01,1342300,61.75
"2010-03-25",64.02,64.69,63.98,64.17,1484000,61.91
"2010-03-26",64.25,64.5,63.33,63.62,1739400,61.38
"2010-03-29",63.62,65.4,63.48,65.19,2309800,62.89
"2010-03-30",65.09,66.98,64.86,66.72,4596800,64.37
"2010-03-31",66.47,66.47,65.4,65.72,3402800,63.4
"2010-04-01",65.9,66.36,65.77,66.36,1801700,64.02
"2010-04-05",66.71,66.95,66.21,66.61,1667000,64.26
"2010-04-06",66.25,66.71,66.1,66.62,1532100,64.27
"2010-04-07",66.54,66.61,65.88,66.17,2138100,63.84
"2010-04-08",66.4,66.62,65.8,66.6,2579100,64.25
"2010-04-09",66.49,66.9,66.09,66.56,1763500,64.21
"2010-04-12",66.55,66.56,65.28,65.47,2521300,63.16
"2010-04-13",65.47,65.56,64.45,65.24,3073500,62.94
"2010-04-14",65.61,65.61,64.53,64.87,2026600,62.58
"2010-04-15",64.87,64.97,64.54,64.78,1391500,62.5
"2010-04-16",64.62,64.87,63.77,64.19,2156700,61.93
"2010-04-19",63.99,64.58,63.8,64.43,1724900,62.16
"2010-04-20",64.85,66.14,64.59,65.98,1632600,63.65
"2010-04-21",65.98,66.24,65.13,65.51,1658200,63.2
"2010-04-22",65.47,66.92,65.33,66.76,3044700,64.41
"2010-04-23",66.76,68.03,66.33,68.03,2524700,65.63
"2010-04-26",68.05,68.19,66.93,67.11,2120000,64.75
"2010-04-27",66.71,67.09,65.89,66.01,2661900,63.68
"2010-04-28",66.18,66.62,65.72,66.25,1570900,63.92
"2010-04-29",66.67,67.31,66.35,66.48,1804900,64.14
"2010-04-30",66.62,66.93,64.79,64.81,2126000,62.53
"2010-05-03",64.86,65.12,64.05,64.87,2889700,62.58
"2010-05-04",67.89,68.18,66.25,67.54,8287800,65.16
"2010-05-05",66.89,67.86,66.59,67.32,2837600,64.95
"2010-05-06",67.02,67.7,62.94,66.05,4526400,63.72
"2010-05-07",65.92,65.92,63.09,63.73,3983900,61.48
"2010-05-10",66.23,66.94,65.36,66.49,3043600,64.15
"2010-05-11",65.99,66.89,65.72,66.1,2123300,63.77
"2010-05-12",67.51,69.1,66.62,69.06,4125700,66.63
"2010-05-13",68.91,69.96,68.41,68.99,3808500,66.56
"2010-05-14",68.75,69.69,66.69,67.72,2596800,65.33
"2010-05-17",68.07,68.84,67.06,68.6,2734500,66.18
"2010-05-18",69.36,71.11,69.29,69.34,5984000,66.9
"2010-05-19",69.03,70.24,68.37,69.86,3076900,67.4
"2010-05-20",68.02,68.98,67.64,67.64,3688400,65.26
"2010-05-21",66.21,68.38,66.02,68.33,4063000,65.92
"2010-05-24",67.98,69.28,67.21,68.15,3634000,65.75
"2010-05-25",66.96,67.98,66.21,67.81,3947600,65.42
"2010-05-26",68.09,69.47,67.73,67.88,2859800,65.49
"2010-05-27",68.96,70.08,68.62,70.07,2195400,67.6
"2010-05-28",69.42,70.87,69.42,70,2391700,67.53
"2010-06-01",69.66,70.22,68.65,68.81,2276800,66.39
"2010-06-02",69.16,70.25,68.83,70.25,2876300,67.77
"2010-06-03",70.5,71.49,70.5,71.28,2663600,68.77
"2010-06-04",69.91,70.16,68.22,68.56,2962900,66.14
"2010-06-07",68.66,69.67,68.38,68.95,2936000,66.52
"2010-06-08",68.94,68.94,67.5,68.23,2453700,66
"2010-06-09",68.5,69.74,68.29,68.56,2127600,66.32
"2010-06-10",69.33,69.89,68.99,69.7,2070700,67.42
"2010-06-11",69,69.77,68.48,69.67,1759200,67.39
"2010-06-14",69.79,70.43,69.45,69.81,2386900,67.53
"2010-06-15",70.45,70.66,70.01,70.48,2366000,68.17
"2010-06-16",70.03,70.88,69.93,70.66,2261600,68.35
"2010-06-17",71.27,71.27,70.46,71.1,2128500,68.77
"2010-06-18",70.93,71.05,70,70.09,2895200,67.8
"2010-06-21",70.63,71.15,69.52,69.83,2829000,67.55
"2010-06-22",69.73,70.13,68.33,68.45,2487400,66.21
"2010-06-23",68.33,68.85,67.81,68.43,1751200,66.19
"2010-06-24",68.13,68.42,67.2,67.71,2049200,65.49
"2010-06-25",67.62,68.51,66.98,68.16,2770800,65.93
