"","PSA.Open","PSA.High","PSA.Low","PSA.Close","PSA.Volume","PSA.Adjusted"
"2014-01-22",155.1,156.33,154.03,155.32,649300,154.02
"2014-01-23",154.28,155.36,153.61,154.46,640500,153.17
"2014-01-24",153.99,153.99,152.15,152.42,663100,151.15
"2014-01-27",152.58,153.63,151.84,152.63,693200,151.36
"2014-01-28",153.09,155.23,153.09,154.73,754000,153.44
"2014-01-29",153.29,155.36,153.01,154.51,715000,153.22
"2014-01-30",155.33,157.9,155.33,156.81,638700,155.5
"2014-01-31",155.52,158.73,155.09,157.59,984300,156.28
"2014-02-03",157.35,157.41,155,155.86,802500,154.56
"2014-02-04",156.63,158.81,155.61,158.57,978800,157.25
"2014-02-05",158.09,158.77,157.24,157.9,745100,156.58
"2014-02-06",157.89,158.51,157.26,158.41,848500,157.09
"2014-02-07",158.83,160.35,158.12,160.25,872700,158.91
"2014-02-10",160.2,162.36,159.7,162.05,734300,160.7
"2014-02-11",161.62,164.81,161.25,163.38,733200,162.02
"2014-02-12",163.67,163.68,162,163.51,543200,162.15
"2014-02-13",162.9,165.19,162.29,164.52,614700,163.15
"2014-02-14",164.19,166.1,164.07,165.75,460800,164.37
"2014-02-18",165.41,167.03,164.82,166.91,711500,165.52
"2014-02-19",166.87,167.87,166.03,166.45,642700,165.06
"2014-02-20",166.72,167.73,165.61,166.71,686100,165.32
"2014-02-21",166.54,167.49,164.52,166.44,1213100,165.05
"2014-02-24",166.57,167.82,166.57,166.7,868800,165.31
"2014-02-25",166.75,168.74,166.6,167.66,776000,166.26
"2014-02-26",166.44,168.68,165.85,167.11,929200,165.72
"2014-02-27",167.24,168.43,165.79,166.54,680100,165.15
"2014-02-28",166.73,169.6,166.73,169,1315900,167.59
"2014-03-03",168.2,168.98,166.97,168.69,759800,167.28
"2014-03-04",168.69,171.05,168.69,170.89,617700,169.46
"2014-03-05",170.75,172.11,170,171.17,733200,169.74
"2014-03-06",171.09,171.42,169.2,169.33,751600,167.92
"2014-03-07",168.82,168.82,166.66,167.55,818700,166.15
"2014-03-10",167.58,167.83,166.06,167.03,665500,165.64
"2014-03-11",168,168.18,166.91,167.81,620200,166.41
"2014-03-12",165.93,167.01,165.85,166.8,617100,166.8
"2014-03-13",167.25,167.69,166,167.15,745200,167.15
"2014-03-14",166.43,168.62,166.43,168.17,990000,168.17
"2014-03-17",169.5,169.67,167.66,168.1,687600,168.1
