"","PSA.Open","PSA.High","PSA.Low","PSA.Close","PSA.Volume","PSA.Adjusted"
"2010-06-25",91.67,93.6,91.09,93.28,2301200,82.69
"2010-06-28",93.77,93.77,91.41,91.71,910100,81.3
"2010-06-29",90.68,90.95,88.72,89.47,1885600,79.31
"2010-06-30",89.43,90.15,87.59,87.91,1772300,77.93
"2010-07-01",88.83,88.84,86.31,88.1,1480100,78.1
"2010-07-02",88.28,88.67,86.38,86.68,1101500,76.84
"2010-07-06",88.33,88.69,85.04,85.78,1444100,76.04
"2010-07-07",85.97,90.02,85.97,90,1923300,79.78
"2010-07-08",90.83,91.29,89.77,91.28,1595900,80.92
"2010-07-09",91.08,92.46,90.87,92.38,1022400,81.89
"2010-07-12",92.3,93.1,91.59,92.9,886400,82.36
"2010-07-13",93.55,95.82,93.55,95.47,1424600,84.63
"2010-07-14",94.89,96.22,94.38,95.5,1266900,84.66
"2010-07-15",95.54,95.71,93.51,94.71,1126400,83.96
"2010-07-16",93.86,94.29,90.93,91.38,1886700,81.01
"2010-07-19",91.38,92.61,90.2,92.27,976400,81.8
"2010-07-20",90.87,94.53,90.51,94.46,1321900,83.74
"2010-07-21",95.36,95.36,92.44,92.93,1298400,82.38
"2010-07-22",94,96.74,93.85,96.08,1464200,85.17
"2010-07-23",95.56,96.71,94.44,96.66,1026800,85.69
"2010-07-26",96.34,98.81,96.06,98.68,974800,87.48
"2010-07-27",98.94,99.75,97.11,98.78,759900,87.57
"2010-07-28",98.64,99.55,97.9,98.67,950100,87.47
"2010-07-29",99.53,100.4,98.22,98.68,1168200,87.48
"2010-07-30",97.76,99.4,97.28,98.12,1441300,86.98
"2010-08-02",99.3,101.84,99.3,101.72,1081500,90.17
"2010-08-03",101.03,102.17,100.54,101.37,1110800,89.86
"2010-08-04",101.86,102.4,100.63,101.98,821600,90.41
"2010-08-05",101.31,102.34,100.68,101.07,891200,89.6
"2010-08-06",100.25,100.85,97.73,99.34,1069700,88.06
"2010-08-09",99.59,101.39,99.33,101.21,881100,89.72
"2010-08-10",100.49,101.64,99.58,100.54,734000,89.13
"2010-08-11",98.84,100.01,98.03,98.45,1025000,87.28
"2010-08-12",97.37,98.5,97,97.83,888000,86.73
"2010-08-13",97.66,99.11,97.32,98.16,958000,87.02
"2010-08-16",97.73,99.01,97.38,98.46,603400,87.28
"2010-08-17",99.36,102.43,98.75,102.33,1393400,90.72
"2010-08-18",102.42,102.42,101.32,101.47,851500,89.95
"2010-08-19",101.03,101.22,97.72,98.57,1305300,87.38
"2010-08-20",97.71,98.46,96.8,97.75,900700,86.66
"2010-08-23",98.15,98.62,97.02,97.03,569100,86.02
"2010-08-24",95.74,97,95.26,96.09,1097600,85.18
"2010-08-25",95.87,98.43,95.74,97.96,963800,86.84
"2010-08-26",98.34,98.75,96.64,97.02,1255800,86.01
"2010-08-27",97.38,98.02,95.49,97.93,1008300,86.81
"2010-08-30",97.2,98.74,97.2,97.35,833600,86.3
"2010-08-31",97.25,98.39,96.58,98.02,1067300,86.89
"2010-09-01",99.22,100.82,98.69,100.63,1629300,89.21
"2010-09-02",100.99,102.49,100.46,102.49,1480900,90.86
"2010-09-03",103.03,103.62,102.44,103.62,1089400,91.86
"2010-09-07",102.75,104.27,102.55,102.68,1193500,91.03
"2010-09-08",103.09,103.66,102.01,102.4,1184000,90.78
"2010-09-09",103.39,104.16,100.8,101.28,695600,89.78
"2010-09-10",101.63,102.63,100.97,102.16,609900,90.56
"2010-09-13",103.12,103.65,101.37,103.61,937400,92.57
"2010-09-14",103.44,104.13,102.56,103.5,804200,92.48
"2010-09-15",102.93,104.35,102.55,104.13,841100,93.04
"2010-09-16",103.66,103.98,102.8,103.25,667700,92.25
"2010-09-17",103.3,103.9,102.39,102.71,1145200,91.77
"2010-09-20",102.44,104.06,101.86,103.83,1165800,92.77
"2010-09-21",103.86,104.12,100.95,101.04,1490400,90.28
"2010-09-22",100.85,102.01,100.77,101.13,1914800,90.36
"2010-09-23",100.28,100.91,97.72,97.75,1658000,87.34
"2010-09-24",98.98,101.16,98.71,100.97,1223900,90.22
"2010-09-27",100.99,101,98.77,99.02,933100,88.47
"2010-09-28",99.96,99.96,96.93,98.36,1695000,87.88
"2010-09-29",97.65,97.99,96.57,97.02,1073600,86.69
"2010-09-30",97.96,98.59,96.73,97.04,1713000,86.7
"2010-10-01",97.75,98,96.36,97.98,1130000,87.54
"2010-10-04",97.63,98.13,97.09,97.47,1221200,87.09
"2010-10-05",98.38,99.14,97.57,97.98,1886200,87.54
"2010-10-06",97.45,97.64,96.12,96.35,1622800,86.09
"2010-10-07",96.94,97.44,96.45,97.13,1185600,86.79
"2010-10-08",97.36,97.88,96.76,97.67,1060400,87.27
"2010-10-11",97.85,98.29,97.38,98.29,699700,87.82
"2010-10-12",98.06,99.79,97.74,99.63,897600,89.02
"2010-10-13",100.08,102.09,99.6,101.29,1025800,90.5
"2010-10-14",101.26,102.93,101.07,102.16,1053500,91.28
"2010-10-15",102.83,103.13,100.78,100.96,887300,90.21
"2010-10-18",100.59,101.92,100.59,101.92,819700,91.06
"2010-10-19",100.75,101.9,100.11,100.8,932700,90.06
"2010-10-20",100.95,103.2,100.54,102.62,894000,91.69
"2010-10-21",103.22,103.61,102.2,102.86,467300,91.9
"2010-10-22",103.03,104,102.33,103.08,743300,92.1
"2010-10-25",103.69,103.87,102.04,102.29,822600,91.4
"2010-10-26",101.32,101.85,100.8,101.59,681300,90.77
"2010-10-27",100.78,101.56,99.75,100.03,1202500,89.38
"2010-10-28",100.56,101.02,98.82,99.88,866400,89.24
"2010-10-29",99.86,100.18,99.19,99.22,1124300,88.65
"2010-11-01",100,102.99,99.94,102.68,1072500,91.74
"2010-11-02",103.3,103.74,103.04,103.32,635000,92.32
"2010-11-03",103.87,103.87,101.75,102.1,812700,91.23
"2010-11-04",103.21,104.95,102.54,104.9,1189200,93.73
"2010-11-05",105.03,106.12,103.61,104.74,663900,93.58
"2010-11-08",104.67,104.88,103.83,104.14,795900,93.05
"2010-11-09",104.58,104.58,100.56,101.24,1702500,90.46
"2010-11-10",101.34,103.18,101.34,102.99,1213700,92.02
"2010-11-11",102.16,103.04,101.69,102.47,713000,91.56
"2010-11-12",101.8,102.72,101.02,101.16,863700,90.39
"2010-11-15",101.51,102.46,99.49,99.59,972800,88.98
"2010-11-16",98.58,98.89,94.79,95.1,1997400,84.97
"2010-11-17",95.32,96.5,94.6,95.53,789300,85.36
"2010-11-18",96.72,96.96,96.01,96.18,902000,85.94
"2010-11-19",96.29,97.19,95.64,97.06,945000,86.72
"2010-11-22",97.53,98.22,96.68,98.01,1041500,87.57
"2010-11-23",96.64,97.46,96.3,96.8,877100,86.49
"2010-11-24",97.32,98.44,97.18,98.43,867600,87.95
"2010-11-26",97.48,98.61,97.48,98.01,415400,87.57
"2010-11-29",97.34,97.67,96.11,97.46,849000,87.08
"2010-11-30",96.22,97.14,96,96.6,1574800,86.31
"2010-12-01",97.96,98.29,96.71,98.21,1062900,87.75
"2010-12-02",98.16,99.37,97.07,99.29,1366600,88.72
"2010-12-03",98.89,99.28,97.78,99.18,785000,88.62
"2010-12-06",98.8,99.23,97.9,98.94,1195200,88.4
"2010-12-07",100,100.19,99.22,99.76,1180700,89.14
"2010-12-08",99.72,99.95,98.01,98.59,1195700,88.09
"2010-12-09",99.27,99.54,98.74,98.98,1259500,88.44
"2010-12-10",99.29,100.6,99.1,100.4,859500,89.71
"2010-12-13",98.99,100.16,98.65,99.33,1089100,89.46
"2010-12-14",99.33,100.68,98.79,99.22,813100,89.36
"2010-12-15",98.96,100.04,98.14,98.23,868400,88.47
"2010-12-16",98.51,98.78,97.04,97.41,866600,87.73
"2010-12-17",97.58,98.76,97.22,98.2,1597500,88.45
"2010-12-20",98.47,100.96,98.43,100.24,823400,90.28
"2010-12-21",100.79,100.83,99.82,100.46,589300,90.48
"2010-12-22",100.43,101.43,100.28,100.89,566200,90.87
"2010-12-23",100.63,101.32,100.17,100.26,407900,90.3
"2010-12-27",100.22,101.45,99.93,101.41,364900,91.34
"2010-12-28",101.42,101.83,100.67,101.72,390400,91.62
"2010-12-29",102.01,102.35,101.47,101.75,393200,91.64
"2010-12-30",101.81,102.15,101.44,101.45,364000,91.37
"2010-12-31",101.44,102.28,101.24,101.42,353600,91.35
"2011-01-03",102.19,103.68,102.16,103.53,923300,93.25
"2011-01-04",103.53,103.93,100.72,100.99,1004600,90.96
"2011-01-05",100.86,102.01,100.86,101.99,853500,91.86
"2011-01-06",101.87,102.4,101.09,101.77,586400,91.66
"2011-01-07",102.31,102.48,101.15,101.74,567200,91.63
"2011-01-10",101.3,101.6,99.96,101.12,552600,91.08
"2011-01-11",101.62,101.79,100.14,100.75,465400,90.74
"2011-01-12",101.45,101.62,100.6,101.3,596200,91.24
"2011-01-13",101.43,102.91,101.25,102.36,453000,92.19
"2011-01-14",102.1,103.72,101.87,103.72,559900,93.42
"2011-01-18",103.63,104.85,103.33,104.84,601500,94.43
"2011-01-19",103.96,104.2,103.22,103.62,796200,93.33
"2011-01-20",103.26,104.66,103.26,103.96,652300,93.63
"2011-01-21",104.55,105.52,103.68,105.52,756500,95.04
"2011-01-24",105.2,105.6,104.26,105.12,825600,94.68
"2011-01-25",104.66,106.74,104.55,106.74,607100,96.14
"2011-01-26",107.01,107.67,106.2,107,646000,96.37
"2011-01-27",107.43,108.81,107,108.52,770900,97.74
"2011-01-28",108.63,108.88,106.35,106.47,832300,95.89
"2011-01-31",106.78,109.03,106.63,108.98,769400,98.16
"2011-02-01",109.52,109.89,108.13,108.89,794600,98.07
"2011-02-02",108.24,109.26,108.24,109.13,765800,98.29
"2011-02-03",108.75,110.01,108.47,109.8,653300,98.89
"2011-02-04",110.04,110.04,108.71,109.11,896300,98.27
"2011-02-07",109.59,110.9,109.09,110.28,466400,99.33
"2011-02-08",110.35,111.09,110,110.21,536500,99.26
"2011-02-09",109.92,110.76,109.77,110.6,483900,99.61
"2011-02-10",110.17,111.39,110.06,111.03,623900,100
"2011-02-11",110.78,111.69,110.67,111.36,765500,100.3
"2011-02-14",111.46,111.95,110.68,111,476300,99.97
"2011-02-15",110.63,110.82,108.37,110.2,1052900,99.25
"2011-02-16",110.49,111.42,109.9,110.87,645200,99.86
"2011-02-17",110.44,111.28,110.33,110.39,495100,99.43
"2011-02-18",110.54,111.71,110.18,111.65,657400,100.56
"2011-02-22",110.46,112.56,110.45,110.86,942600,99.85
"2011-02-23",110.67,111.11,108.82,108.99,1468300,98.16
"2011-02-24",108.72,109.95,108.13,108.96,1058500,98.14
"2011-02-25",109.32,110.83,109.27,110.57,817200,99.59
"2011-02-28",110.8,113.05,110.15,112.25,1207400,101.1
"2011-03-01",112.81,112.99,109.77,109.82,1117100,98.91
"2011-03-02",109.55,110.78,109,109.07,1166100,98.24
"2011-03-03",109.9,111.35,109.9,110.5,1185500,99.52
"2011-03-04",110.57,110.97,108.61,109.11,837200,98.27
"2011-03-07",109.48,110.2,108.77,109.24,790500,98.39
"2011-03-08",109.44,113.06,109.44,112.58,1037500,101.4
"2011-03-09",112.1,113.36,111.67,112.31,821900,101.15
"2011-03-10",111.45,111.84,110.13,110.44,861600,99.47
"2011-03-11",109.59,111.06,109.24,110.78,596500,100.5
"2011-03-14",110.04,110.46,109.24,109.66,564100,99.49
"2011-03-15",107.01,109.84,107.01,108.99,615400,98.88
"2011-03-16",108.73,109.1,105.87,106.77,939900,96.87
"2011-03-17",108.19,108.36,106.93,107.91,730000,97.9
"2011-03-18",109.22,109.45,107.53,107.62,1078300,97.64
"2011-03-21",108.69,109.99,108.05,109.22,952000,99.09
"2011-03-22",109.19,109.42,107.54,108.09,441500,98.06
"2011-03-23",107.62,107.99,106.72,107.15,669500,97.21
"2011-03-24",107.5,107.67,106.39,107.39,569500,97.43
"2011-03-25",107.5,108.23,107.36,108.05,657600,98.03
"2011-03-28",108.53,108.72,107.77,107.86,360200,97.86
"2011-03-29",107.62,109.13,107.38,109.06,587100,98.94
"2011-03-30",109.41,110.5,108.92,110.3,651700,100.07
"2011-03-31",109.9,111.09,109.85,110.91,646800,100.62
"2011-04-01",111.56,111.67,110.61,111,700100,100.7
"2011-04-04",111.05,112.28,110.96,111.73,606400,101.37
"2011-04-05",111.27,111.95,110.54,111.19,668900,100.88
"2011-04-06",111.5,111.88,110.58,110.77,485600,100.5
"2011-04-07",110.65,110.97,109.06,110,837200,99.8
"2011-04-08",110.38,110.41,108.3,108.5,600300,98.44
"2011-04-11",108.85,109.67,108.51,108.73,551800,98.64
"2011-04-12",108.29,108.66,108.05,108.18,629100,98.15
"2011-04-13",108.5,108.59,107.49,107.77,469200,97.77
"2011-04-14",107.39,109.85,107.21,109.65,736400,99.48
"2011-04-15",109.85,111.79,109.63,111.47,819900,101.13
"2011-04-18",110.29,110.87,109.9,110.58,448000,100.32
"2011-04-19",110.91,111.79,110.77,111.79,475700,101.42
"2011-04-20",113.02,113.02,111.99,112.35,660800,101.93
"2011-04-21",112.85,112.85,111.78,112.3,750000,101.88
"2011-04-25",112.51,114.5,112.32,113.88,731600,103.32
"2011-04-26",114.44,115.75,113.67,115.45,665900,104.74
"2011-04-27",115.64,116.71,115.19,116.58,603200,105.77
"2011-04-28",116.43,118.88,116.12,118.66,704500,107.65
"2011-04-29",118.52,118.63,116.14,117.31,686000,106.43
"2011-05-02",117.7,118.17,116.12,116.9,617900,106.06
"2011-05-03",116.78,117.59,115.37,116.31,674400,105.52
"2011-05-04",115.92,116.63,115.47,116.35,691100,105.56
"2011-05-05",116.04,117.5,115.21,115.96,701700,105.2
"2011-05-06",116,118,115.42,116.03,774100,105.27
"2011-05-09",116.49,117.87,115.79,117.64,697100,106.73
"2011-05-10",117.83,120,117.67,119.86,721200,108.74
"2011-05-11",119.52,119.73,118.5,119.15,874400,108.1
"2011-05-12",118.75,119.35,117.32,117.53,845000,106.63
"2011-05-13",117.92,117.92,116.22,116.33,544700,105.54
"2011-05-16",116.25,117.23,115.73,116.93,572400,106.08
"2011-05-17",116.69,117.42,116.39,117.04,618400,106.18
"2011-05-18",117.33,117.9,116.36,117.69,548000,106.77
"2011-05-19",118,118.3,116.53,117.31,558800,106.43
"2011-05-20",117.27,117.27,116.02,116.08,754100,105.31
"2011-05-23",115.21,115.23,113.71,113.73,885200,103.18
"2011-05-24",114.14,114.68,113.81,113.83,701000,103.27
"2011-05-25",113.5,115.25,112.78,114.37,622800,103.76
"2011-05-26",114.02,116.29,113.6,115.59,537400,104.87
"2011-05-27",115.9,116.19,115.46,115.97,476300,105.21
"2011-05-31",116.35,118.38,116.25,118.34,1241700,107.36
"2011-06-01",117.98,117.98,115,115.22,777900,104.53
"2011-06-02",115.23,116.3,114.76,115.06,702600,104.39
"2011-06-03",113.77,116.39,113.77,115.92,786800,105.17
"2011-06-06",115.89,116.3,114.36,114.43,614000,103.82
"2011-06-07",114.92,116.95,114.78,115.68,619500,104.95
"2011-06-08",115.37,116.85,115.37,116.23,580800,105.45
"2011-06-09",116.37,116.37,114.74,114.99,682000,104.32
"2011-06-10",114.49,114.67,112.09,112.22,1053500,101.81
"2011-06-13",110.87,112.54,110.47,110.87,765400,101.44
"2011-06-14",112.14,112.27,111.11,111.91,931300,102.4
"2011-06-15",111.11,111.4,109.37,109.71,985900,100.38
"2011-06-16",109.99,111.47,109.51,110.7,841100,101.29
"2011-06-17",111.52,112.38,110.72,111.77,1103500,102.27
"2011-06-20",111.29,112.83,111.29,112.19,623900,102.65
"2011-06-21",112.39,112.77,111.87,112.34,587300,102.79
"2011-06-22",112.15,112.85,111.61,111.69,511300,102.2
"2011-06-23",110.08,110.19,107.84,108.77,1309000,99.52
"2011-06-24",109.9,111.22,109.77,110.73,1258300,101.32
"2011-06-27",111.06,111.67,110.69,111.09,744000,101.65
"2011-06-28",111.54,112.1,110.83,111.85,599600,102.34
"2011-06-29",112.5,113.65,112.09,113.54,817500,103.89
"2011-06-30",113.43,114.36,112.77,114.01,658800,104.32
"2011-07-01",114.2,116.06,113.95,115.81,696200,105.96
"2011-07-05",115.69,117.57,114.95,117.47,801000,107.48
"2011-07-06",117.13,118.31,116.52,118.11,530800,108.07
"2011-07-07",119.11,119.24,118.39,118.91,464300,108.8
"2011-07-08",117.39,119.5,117.38,119.4,650100,109.25
"2011-07-11",117.75,119.3,117.62,118.39,789700,108.33
"2011-07-12",118.3,121.18,118.19,119.73,795500,109.55
"2011-07-13",120.08,120.19,118.18,118.27,1019600,108.22
"2011-07-14",118.81,119.13,117.23,117.84,763700,107.82
"2011-07-15",118.19,119.49,117.45,119.19,669300,109.06
"2011-07-18",118.9,119.05,117.21,118.09,746200,108.05
"2011-07-19",118.4,120.18,117.98,120.14,561600,109.93
"2011-07-20",119.9,121.27,119.12,121.04,522000,110.75
"2011-07-21",121.9,123.48,121.6,122.94,750300,112.49
"2011-07-22",123.25,123.68,122.58,123.23,423500,112.75
"2011-07-25",121.95,123.54,121.68,122.53,473200,112.11
"2011-07-26",122.48,123.07,121.38,122.64,591600,112.21
"2011-07-27",122.47,122.47,119.11,119.19,1120400,109.06
"2011-07-28",119.49,120.8,118.15,119.36,602400,109.21
"2011-07-29",118.44,120.04,117.58,119.63,736000,109.46
"2011-08-01",120.62,121.2,117.67,118.8,1177400,108.7
"2011-08-02",118,119.1,116.27,116.4,1089400,106.5
"2011-08-03",116.6,117.42,113.28,117.08,1143700,107.13
"2011-08-04",115.7,116.77,110.81,110.82,1333800,101.4
"2011-08-05",112.72,112.72,108.48,110.31,1685400,100.93
"2011-08-08",108.2,108.76,102.01,102.07,2105400,93.39
"2011-08-09",102.34,113.33,101.77,112.77,2745000,103.18
"2011-08-10",110.02,115.2,109.09,109.62,1962600,100.3
"2011-08-11",110.15,119.6,110.01,117.51,1816700,107.52
"2011-08-12",118.25,120.5,116.39,116.97,1061800,107.03
"2011-08-15",117.91,119.95,117.53,119.82,1734100,109.63
"2011-08-16",118.68,121.78,117.57,120.27,1507600,110.05
"2011-08-17",120.9,123.06,119.98,120.36,1351600,110.13
"2011-08-18",117.48,118.95,114.61,115.82,1415100,105.97
"2011-08-19",113.71,117.31,113.7,113.95,1209300,104.26
"2011-08-22",116.03,116.4,113.83,115.3,1320100,105.5
"2011-08-23",116.07,119.5,115.35,119.49,1237100,109.33
"2011-08-24",118.5,120.55,117.05,120.04,1120300,109.84
"2011-08-25",120.44,121.47,116.62,117.77,880800,107.76
"2011-08-26",117.29,120.21,114.7,120.11,1045000,109.9
"2011-08-29",122.01,123.28,119.84,122.45,971800,112.04
"2011-08-30",122.32,124.26,120.71,123.34,880400,112.85
"2011-08-31",123.82,124.19,122.49,123.73,1044900,113.21
"2011-09-01",123.88,124.39,120.9,121.24,1156200,110.93
"2011-09-02",119.02,121.49,118.37,118.59,1051800,108.51
"2011-09-06",114.96,119.12,114.96,118.89,839700,108.78
"2011-09-07",120.78,123.72,118.81,123.63,968900,113.12
"2011-09-08",122.59,124.81,122.18,123.85,1031500,113.32
"2011-09-09",122.81,123.46,119.85,120.66,1193900,110.4
"2011-09-12",118.38,120.73,117.85,120.63,706000,111.25
"2011-09-13",120.85,120.93,118.96,120.05,909000,110.72
"2011-09-14",120.84,122.51,118.37,121.91,1149800,112.43
"2011-09-15",123.12,123.24,121.69,122.92,789100,113.36
"2011-09-16",123.23,123.69,120.98,122.94,1439200,113.38
"2011-09-19",120.73,121.85,120.38,120.53,1008500,111.16
"2011-09-20",121.33,122.26,120.58,120.65,893300,111.27
"2011-09-21",120.45,121.94,116.51,116.86,1211600,107.77
"2011-09-22",115.42,116.49,113.01,114.7,1558000,105.78
"2011-09-23",114.33,114.7,112.06,113.7,1345900,104.86
"2011-09-26",114.46,114.84,112.93,114.71,1127900,105.79
"2011-09-27",116.83,117.41,114.65,115.22,1449300,106.26
"2011-09-28",115.5,116.39,112.82,113.02,1004300,104.23
"2011-09-29",115.23,115.34,112.29,113.63,1060400,104.8
"2011-09-30",112.52,113.77,111.19,111.35,1130800,102.69
"2011-10-03",110.2,111.91,105.71,105.78,1514800,97.56
"2011-10-04",104.5,110.22,103.42,109.91,1800000,101.36
"2011-10-05",109.74,110.59,105.05,109.96,1418300,101.41
"2011-10-06",109.41,112.03,108.57,111.75,1110300,103.06
"2011-10-07",112.42,112.42,108.08,108.23,1444100,99.82
"2011-10-10",110.62,114.65,110.27,114.59,1058000,105.68
"2011-10-11",113.8,114.18,111.7,112.08,731500,103.37
"2011-10-12",112.68,115.48,111.78,114.36,878800,105.47
"2011-10-13",113.37,114.51,111.68,113.5,691300,104.68
"2011-10-14",114.78,115.24,113.59,114.91,692100,105.98
"2011-10-17",114.46,115.58,113.48,113.86,1056400,105.01
"2011-10-18",113.93,117.86,113.57,117.29,883800,108.17
"2011-10-19",117.01,117.57,115,115.34,980400,106.37
"2011-10-20",115.63,116.37,113.51,116.02,845700,107
"2011-10-21",117.46,119.73,117.22,119.66,947300,110.36
"2011-10-24",119.71,123.24,119.08,123.13,909000,113.56
"2011-10-25",122.56,123.97,121.09,122.45,1364900,112.93
"2011-10-26",123.77,125.12,122.79,124.69,1035400,115
"2011-10-27",129.08,132.2,126.81,130.81,1514800,120.64
"2011-10-28",129.31,131.63,129.31,131.52,1026600,121.29
"2011-10-31",129.52,131.61,128.9,129.05,1063700,119.02
"2011-11-01",126.76,129.36,126.12,126.27,1411900,116.45
"2011-11-02",128.29,128.69,126.24,127.37,1160800,117.47
"2011-11-03",128.43,128.43,124.86,127.26,1144500,117.37
"2011-11-04",126.04,126.04,122.39,124.82,1248600,115.12
"2011-11-07",125.09,125.85,123.2,125.5,798300,115.74
"2011-11-08",125.77,126.97,124.01,126.74,1061900,116.89
"2011-11-09",124.2,125.23,121.42,121.88,1183000,112.4
"2011-11-10",123.54,124.84,122.52,124.08,916100,114.43
"2011-11-11",125.69,126.65,124.5,125.66,792600,115.89
"2011-11-14",124.76,125.22,122.34,123.02,901400,113.46
"2011-11-15",122.49,126.06,122.23,125.07,949400,115.35
"2011-11-16",123.72,126.23,123.39,124.13,714200,114.48
"2011-11-17",123.79,125.21,122.84,123.45,1123900,113.85
"2011-11-18",124.25,125.42,123.34,125.11,916900,115.38
"2011-11-21",123.47,124.01,121.85,123.18,893000,113.6
"2011-11-22",123.15,125.31,122.95,123.92,850600,114.29
"2011-11-23",122.83,123.75,121.39,121.9,1230500,112.42
"2011-11-25",121.93,124.48,121.68,122.3,321400,112.79
"2011-11-28",126.36,126.36,124.04,125.89,1050900,116.1
"2011-11-29",126.57,127,125.39,126.61,873900,116.77
"2011-11-30",129.05,132.06,128.63,131.9,1639600,121.64
"2011-12-01",131.43,131.56,128.51,129.5,806000,119.43
"2011-12-02",130.75,131.73,129.26,129.55,745700,119.48
"2011-12-05",131.22,131.44,127.92,128.49,1026600,118.5
"2011-12-06",128.47,129.69,128,129.12,630900,119.08
"2011-12-07",128.78,130.57,127.5,130.12,581200,120
"2011-12-08",129.49,129.65,127.12,127.52,645700,117.61
"2011-12-09",128.29,130.63,127.64,130.17,626800,120.05
"2011-12-12",128.17,128.45,125.92,127.2,790300,118.17
"2011-12-13",127.57,128.73,124.89,125.44,834900,116.54
"2011-12-14",125.09,127.8,124.66,127,946900,117.99
"2011-12-15",128.13,128.32,126.56,127.07,782100,118.05
"2011-12-16",127.83,129.53,127.58,128.39,1026800,119.28
"2011-12-19",128.88,129.79,127.77,127.83,802100,118.76
"2011-12-20",129.62,131.15,128.91,130.86,977600,121.57
"2011-12-21",131,131.71,130.34,131.53,709000,122.2
"2011-12-22",131.75,133.79,131.5,133.2,916300,123.75
"2011-12-23",133.85,134.63,133.53,134.51,485000,124.96
"2011-12-27",134.5,136.67,134.2,135.71,599900,126.08
"2011-12-28",135.71,135.71,133.89,133.94,665700,124.43
"2011-12-29",134.61,135.74,133.76,135.2,490000,125.6
"2011-12-30",135.61,136.17,134.45,134.46,592300,124.92
"2012-01-03",136.7,138.46,134.18,135.19,889000,125.6
"2012-01-04",134.5,135,131.25,131.36,1052400,122.04
"2012-01-05",130.73,133.18,130.64,133.03,959900,123.59
"2012-01-06",133.11,134.27,132.24,132.28,789300,122.89
"2012-01-09",132.52,133.23,131.61,132.12,472000,122.74
"2012-01-10",133.32,134.67,132.98,133.63,550100,124.15
"2012-01-11",133.22,134.4,132.54,134.22,596400,124.69
"2012-01-12",133.84,134.01,132.56,133.76,836000,124.27
"2012-01-13",132.59,134.96,132.32,134.94,737200,125.36
"2012-01-17",136.66,136.72,134.69,134.87,668700,125.3
"2012-01-18",134.57,136.46,134.14,135.55,657700,125.93
"2012-01-19",135.85,136.24,135,135.66,789700,126.03
"2012-01-20",135.82,136.21,133.84,135.83,1196100,126.19
"2012-01-23",135.72,136.32,134.68,135.98,616800,126.33
"2012-01-24",134.8,136.06,134.8,135.6,835400,125.98
"2012-01-25",135.15,136.22,134.9,135.91,930800,126.26
"2012-01-26",135.99,137.52,135.69,136.65,831100,126.95
"2012-01-27",136.38,137.96,135.87,137.52,808400,127.76
"2012-01-30",136.17,137.22,135.51,137.16,764500,127.43
"2012-01-31",137.47,138.98,137.19,138.86,1081400,129.01
"2012-02-01",139.57,140.14,138.15,138.52,868400,128.69
"2012-02-02",138.89,139.77,138.64,139.25,655800,129.37
"2012-02-03",140.57,141.48,138.72,141.34,1128800,131.31
"2012-02-06",140.75,140.97,138.21,138.91,858400,129.05
"2012-02-07",138.48,139.58,138.01,139.38,491800,129.49
"2012-02-08",139.07,139.93,138.37,139.53,510400,129.63
"2012-02-09",139.38,140.21,137.66,138.19,572000,128.38
"2012-02-10",137.27,138.35,136.94,137.71,515900,127.94
"2012-02-13",138.68,140.37,138.11,140.09,531300,130.15
"2012-02-14",139.57,139.78,137.92,138.52,606300,128.69
"2012-02-15",138.91,139.1,136.39,136.87,615200,127.16
"2012-02-16",137.08,139.77,137.08,139.54,745800,129.64
"2012-02-17",139.51,139.78,138.01,138.74,955600,128.89
"2012-02-21",139.08,139.08,136.66,136.99,1044400,127.27
"2012-02-22",137.5,137.64,135.88,136.22,767900,126.55
"2012-02-23",135.91,138.41,135.17,138.39,876500,128.57
"2012-02-24",138.27,139.76,136,137.12,839000,127.39
"2012-02-27",136.58,136.67,135.3,135.63,1005300,126
"2012-02-28",135.86,136.75,134.72,135.03,715200,125.45
"2012-02-29",135.14,135.88,133.78,134.07,1440000,124.56
"2012-03-01",134,134.46,133.62,134.15,1145300,124.63
"2012-03-02",134,134,132.2,133.4,1144200,123.93
"2012-03-05",132.51,133.67,131.07,133.5,1121200,124.03
"2012-03-06",132.13,132.9,131.04,131.34,1125500,122.02
"2012-03-07",131.54,132,129.74,131.04,1303500,121.74
"2012-03-08",131.24,131.44,129.04,129.34,1631800,120.16
"2012-03-09",129.63,131.4,129.09,130.72,1069200,121.44
"2012-03-12",129.69,131.5,129.2,130.16,882000,121.95
"2012-03-13",130.46,133.08,130.46,132.53,911200,124.17
"2012-03-14",132.31,133.26,131.72,132.46,746200,124.1
"2012-03-15",133.52,134,132.03,133.82,1003400,125.38
"2012-03-16",135.03,136.56,134.38,136.52,1758300,127.91
"2012-03-19",136.4,137.64,135.9,136.92,1077400,128.28
"2012-03-20",136.43,137.46,136.1,137.14,663400,128.49
"2012-03-21",137.14,137.83,136.54,136.93,863100,128.29
"2012-03-22",135.99,136.1,135.03,135.5,861700,126.95
"2012-03-23",135.91,137.53,135.37,137.07,796200,128.42
"2012-03-26",138.36,138.88,137.33,137.89,900500,129.19
"2012-03-27",137.89,138.21,136.8,137.28,694100,128.62
"2012-03-28",136.96,137.66,135.8,137.04,839600,128.39
"2012-03-29",136.11,137.66,135.87,137.57,593000,128.89
"2012-03-30",138.26,138.53,137.6,138.17,939500,129.45
"2012-04-02",137.8,138.93,137.44,138.82,723700,130.06
