"","PEP.Open","PEP.High","PEP.Low","PEP.Close","PEP.Volume","PEP.Adjusted"
"2013-12-17",81.05,81.25,80.35,80.46,8210200,79.89
"2013-12-18",80.58,81.61,79.96,81.42,7416900,80.85
"2013-12-19",81.28,81.79,81.02,81.66,4075700,81.09
"2013-12-20",81.55,82.1,81.47,81.81,7496100,81.24
"2013-12-23",82.34,82.38,81.45,81.86,3718700,81.28
"2013-12-24",82.06,82.21,81.8,82.04,1115400,81.46
"2013-12-26",82.14,82.45,82.01,82.45,1799000,81.87
"2013-12-27",82.74,83.11,82.46,82.71,2361300,82.13
"2013-12-30",82.71,83.09,82.68,82.91,2006900,82.33
"2013-12-31",82.98,83.33,82.54,82.94,3009500,82.36
"2014-01-02",82.93,82.99,81.82,82.1,3275900,81.52
"2014-01-03",82.12,82.87,82.12,82.24,3287200,81.66
"2014-01-06",82.2,82.61,82.08,82.28,3888400,81.7
"2014-01-07",82.62,83.99,82.61,83.48,6332400,82.89
"2014-01-08",83.33,83.62,82.81,83.24,5653300,82.66
"2014-01-09",83.34,83.39,82.37,82.85,4565900,82.27
"2014-01-13",83.06,83.57,82.32,82.37,4487100,81.79
"2014-01-14",82.63,82.86,82.26,82.37,4389200,81.79
"2014-01-15",82.48,83.2,82.28,82.89,4189100,82.31
"2014-01-16",82.68,83.17,82.3,82.86,3724700,82.28
"2014-01-17",82.94,82.98,82.04,82.2,6259600,81.62
"2014-01-21",82.21,83.07,82.15,82.92,4790700,82.34
"2014-01-22",82.83,83,82.47,82.85,3920400,82.27
"2014-01-23",82.85,82.85,81.87,82.43,5429100,81.85
"2014-01-24",82.07,82.63,81.43,81.43,5906200,80.86
"2014-01-27",81.43,82.77,81.42,82.06,5811000,81.48
"2014-01-28",82.39,82.67,81.71,82.32,3867800,81.74
"2014-01-29",81.87,81.87,80.1,80.22,7539700,79.66
"2014-01-30",80.62,81.36,80.55,81.08,4589100,80.51
"2014-01-31",80.2,80.82,79.9,80.36,6728600,79.8
"2014-02-03",80.35,80.51,78.52,78.57,7073500,78.02
"2014-02-04",78.97,79.17,78.28,78.82,5431700,78.27
"2014-02-05",78.57,79.62,78.44,79.42,4829600,78.86
"2014-02-06",80.19,80.2,78.85,79.39,6113800,78.83
"2014-02-07",79.68,80.26,79.26,80.22,4553800,79.66
"2014-02-10",80.17,80.72,80.16,80.6,4742000,80.03
"2014-02-11",80.48,81.33,80.33,81.25,5068100,80.68
"2014-02-12",81.48,81.85,80.98,81.49,4471200,80.92
"2014-02-13",80.77,80.87,78.36,79.69,11197000,79.13
"2014-02-14",79.76,79.82,78.06,78.09,13206500,77.54
"2014-02-18",78.63,78.63,77.78,78.18,9800200,77.63
"2014-02-19",78.04,78.43,77.01,77.1,10353400,76.56
"2014-02-20",77.43,78.87,77.37,78.01,9580300,77.46
"2014-02-21",78.01,78.91,77.9,78.22,7488400,77.67
"2014-02-24",78.31,79.59,78.31,78.88,7747000,78.33
"2014-02-25",79.02,79.75,78.93,79.23,7509200,78.67
"2014-02-26",79.5,79.88,78.57,78.65,6586200,78.1
"2014-02-27",78.65,79.46,78.4,79.07,7809200,78.51
"2014-02-28",79.09,80.4,78.85,80.07,9870600,79.51
"2014-03-03",79.17,79.71,79.1,79.52,5767200,78.96
"2014-03-04",79.81,80.93,79.8,80.85,7518000,80.28
"2014-03-05",80.39,81.47,80.31,81.11,6398300,81.11
"2014-03-06",81.17,81.44,80.96,81.33,5874500,81.33
"2014-03-07",81.51,81.63,81.03,81.56,4032200,81.56
"2014-03-10",81.55,81.83,81.21,81.73,4313500,81.73
"2014-03-11",81.84,82.98,81.79,82.81,5850400,82.81
"2014-03-12",82.2,82.55,81.86,82.15,5674500,82.15
"2014-03-13",82.21,82.71,81.63,81.8,6118500,81.8
"2014-03-14",81.73,82.19,80.86,81,7763000,81
"2014-03-17",81.47,82.14,81.29,82.05,7762000,82.05
