"","FLS.Open","FLS.High","FLS.Low","FLS.Close","FLS.Volume","FLS.Adjusted"
"2014-01-07",77.35,77.68,76.72,77.24,1480200,77.24
"2014-01-08",78.2,78.2,76.89,77.18,1478700,77.18
"2014-01-09",77.34,78.14,76.86,76.99,990200,76.99
"2014-01-10",77.33,77.66,76.47,77,1000100,77
"2014-01-13",76.91,77.19,75.2,75.4,1044200,75.4
"2014-01-14",76.61,77.2,75.91,77.17,1567400,77.17
"2014-01-15",77.17,78.1,76.91,77.59,836700,77.59
"2014-01-16",77.41,77.74,77.04,77.07,872700,77.07
"2014-01-17",77.37,77.57,76.96,77.12,1018500,77.12
"2014-01-21",77.61,77.88,76.21,76.7,821600,76.7
"2014-01-22",77.02,77.72,76.47,77.61,838700,77.61
"2014-01-23",77.38,77.71,75.71,76.16,1440300,76.16
"2014-01-24",75.31,75.44,72.63,72.99,2535600,72.99
"2014-01-27",73,73.34,71.84,72.18,1153100,72.18
"2014-01-28",72.46,74.25,72.46,74.02,962300,74.02
"2014-01-29",72.53,73.36,71.3,72.38,2142200,72.38
"2014-01-30",72.87,72.89,72.13,72.54,1305900,72.54
"2014-01-31",71.47,72.92,71.28,72.33,759400,72.33
"2014-02-03",72.07,72.59,69.35,69.71,2202100,69.71
"2014-02-04",69.8,71.32,69.56,71.05,1209000,71.05
"2014-02-05",70.68,71.42,69.59,70.87,1475100,70.87
"2014-02-06",70.93,72.36,70.71,72,661600,72
"2014-02-07",72.48,73.62,72.27,73.56,1019200,73.56
"2014-02-10",73.41,73.41,72.24,72.85,1032000,72.85
"2014-02-11",72.92,74.31,72.76,73.99,1572700,73.99
"2014-02-12",73.99,75.43,73.99,75.42,1521600,75.42
"2014-02-13",74.68,76.98,74.56,76.49,1146100,76.49
"2014-02-14",76.75,76.97,75.88,76.44,1453300,76.44
"2014-02-18",76.65,76.87,75.57,76.28,1329600,76.28
"2014-02-19",76.67,82.02,76.67,80.6,3280200,80.6
"2014-02-20",80.34,81.6,80.04,81.55,1714400,81.55
"2014-02-21",81.43,81.86,80.91,80.98,1185300,80.98
"2014-02-24",81,82.24,80.94,81.5,1484900,81.5
"2014-02-25",81.49,82.03,80.86,81.09,1761900,81.09
"2014-02-26",81.1,81.93,80.38,80.57,2049300,80.57
"2014-02-27",80.59,81.35,80.34,80.6,1536800,80.6
"2014-02-28",80.73,81.71,80.37,81.21,2058700,81.21
"2014-03-03",80.38,80.53,78.74,79.4,1218500,79.4
"2014-03-04",80.52,81.35,79.94,81.26,1197500,81.26
"2014-03-05",81.27,81.52,80.3,80.73,1007900,80.73
"2014-03-06",80.7,81.08,80.37,80.52,1213400,80.52
"2014-03-07",81.15,81.33,80.64,80.81,677600,80.81
"2014-03-10",80.47,80.76,79.44,79.56,737600,79.56
"2014-03-11",79.66,80,78.77,78.94,636200,78.94
"2014-03-12",78.52,78.69,77.54,78.18,976400,78.18
"2014-03-13",78.41,78.77,75.39,75.74,1393900,75.74
"2014-03-14",75.63,76.59,75.55,76.01,1113600,76.01
"2014-03-17",76.71,77.23,76.45,76.52,1276600,76.52
