"","FLS.Open","FLS.High","FLS.Low","FLS.Close","FLS.Volume","FLS.Adjusted"
"2008-10-03",71.68,77.1,71.36,72.2,6450900,22.58
"2008-10-06",69.15,69.95,58.77,67.79,7357500,21.2
"2008-10-07",68.57,71.51,56.94,56.94,7820400,17.81
"2008-10-08",54.99,67.51,52.5,63.84,9775200,19.97
"2008-10-09",65.58,67.38,60.05,61.02,7884000,19.09
"2008-10-10",57.74,61.45,50.25,56.32,9733500,17.62
"2008-10-13",59.64,68.23,58.78,67.9,6587400,21.24
"2008-10-14",74.02,74.02,65.05,68.49,6309600,21.42
"2008-10-15",66.25,66.74,57.5,57.5,4728000,17.98
"2008-10-16",57.73,65.22,55.67,64.33,5628600,20.12
"2008-10-17",62.66,70.67,60.09,65.81,5415900,20.58
"2008-10-20",68.06,68.53,62.48,66.21,5398500,20.71
"2008-10-21",65.72,69.13,62.87,63.57,3918300,19.88
"2008-10-22",62.03,62.03,51.96,53.29,7532700,16.67
"2008-10-23",53.01,56.07,46.32,48.65,9564000,15.22
"2008-10-24",41.72,49.97,41.72,44.63,7927500,13.96
"2008-10-27",43.67,48.07,42.94,43.5,6852300,13.61
"2008-10-28",45.16,51.34,41.35,51.3,7575900,16.05
"2008-10-29",54.67,58.5,49.17,53.61,10835100,16.77
"2008-10-30",57.71,60.8,55.05,58.87,5556600,18.41
"2008-10-31",58.34,58.84,55,56.92,8205300,17.8
"2008-11-03",56.77,61.45,56.45,58.62,5478900,18.33
"2008-11-04",60.43,64.1,59.18,63.51,4977900,19.86
"2008-11-05",62.44,62.83,55.5,56.48,4635900,17.67
"2008-11-06",55.73,55.73,50.29,51.25,4281600,16.03
"2008-11-07",53.46,55.25,51.39,52.99,3761700,16.57
"2008-11-10",55.72,57.2,53.85,55.46,3124800,17.35
"2008-11-11",54.15,54.15,50.72,51.97,4095000,16.25
"2008-11-12",50.56,50.56,47.62,47.79,2781000,14.95
"2008-11-13",47.1,52.44,44.23,52.33,4577400,16.37
"2008-11-14",50.78,51.72,47.87,48.39,2927700,15.14
"2008-11-17",47.22,48.79,45.56,46.66,2934300,14.59
"2008-11-18",45.66,49.11,45.25,47.72,3500100,14.93
"2008-11-19",46.37,47.86,42.01,42.12,4386300,13.17
"2008-11-20",41.63,43.56,37.18,37.92,7716300,11.86
"2008-11-21",39.68,40.75,37.31,40.56,6939000,12.69
"2008-11-24",41.76,46.4,41.76,45.5,6016500,14.23
"2008-11-25",45.93,48.6,43.46,46.48,4611000,14.54
"2008-11-26",45,49.67,44.31,48.97,3525000,15.32
"2008-11-28",47.54,50.35,47.54,50.33,1333800,15.74
"2008-12-01",48.37,48.37,41.25,41.29,5317500,12.91
"2008-12-02",42.42,44.9,42.27,44.58,5136300,13.94
"2008-12-03",43.04,45.7,42.15,43.8,4783200,13.7
"2008-12-04",42.87,44.8,39.81,40.96,4635900,12.81
"2008-12-05",39.96,43.14,37.86,43.13,4662300,13.49
"2008-12-08",46.01,48.45,45.53,47.42,5003700,14.83
"2008-12-09",46,50.38,44.27,49.01,6410100,15.33
"2008-12-10",50.88,51.67,49.29,51.35,3451200,16.06
"2008-12-11",50.86,52.89,48.56,49.54,3676500,15.49
"2008-12-12",47.99,52.92,46.5,52.03,3950700,16.27
"2008-12-15",52.92,54.23,50.3,51.4,4380000,16.08
"2008-12-16",52.52,55.85,50.94,55.66,4160100,17.41
"2008-12-17",54.09,55.35,52.51,53.74,4983600,16.81
"2008-12-18",54.46,54.48,48.98,49.78,4592400,15.57
"2008-12-19",50.97,52.67,50.07,52.05,5013000,16.28
"2008-12-22",51.57,52.49,46.59,48.02,3813000,15.09
"2008-12-23",47.85,49.04,47.04,47.8,3040200,15.02
"2008-12-24",47.81,49.8,47.49,49.42,1842900,15.53
"2008-12-26",49.98,50.89,49.2,50.73,2048700,15.94
"2008-12-29",50.71,51.38,48.49,50,2675100,15.71
"2008-12-30",50.31,51.42,48.77,51.33,4519500,16.13
"2008-12-31",51.77,52.94,51.27,51.5,3189000,16.19
"2009-01-02",52.98,55.57,51.82,54.97,4583400,17.28
"2009-01-05",54.59,56.35,54.14,55.14,3996000,17.33
"2009-01-06",55.91,61.18,55.91,60.04,7968000,18.87
"2009-01-07",59.04,59.2,56.17,57.67,5494800,18.12
"2009-01-08",57,57.89,55.95,57.71,4342800,18.14
"2009-01-09",57.9,57.92,54.54,55.72,3650400,17.51
"2009-01-12",55.48,55.48,52.08,52.61,2977200,16.53
"2009-01-13",52.37,53.75,51.04,52.26,5920500,16.42
"2009-01-14",51.33,51.33,48.5,49.44,3622500,15.54
"2009-01-15",49.42,49.67,45.79,48.9,6003600,15.37
"2009-01-16",50.25,50.66,47.84,50.51,5095200,15.87
"2009-01-20",50.09,50.82,45.04,45.43,5007900,14.28
"2009-01-21",46.01,50.61,46.01,50.61,5845500,15.91
"2009-01-22",49.41,49.72,46.1,47.5,4635300,14.93
"2009-01-23",46.44,49.29,45.3,47.93,3635400,15.06
"2009-01-26",47.94,50.36,47.17,48.41,3500400,15.21
"2009-01-27",48.52,50.85,48.48,49.86,2431200,15.67
"2009-01-28",50.99,53.97,50.99,53.02,3899400,16.66
"2009-01-29",51.67,52.48,49.85,50.27,3229200,15.8
"2009-01-30",56.01,56.88,52.41,53.31,7565100,16.75
"2009-02-02",51.99,53.67,50.35,52.51,4806300,16.5
"2009-02-03",53.14,55,52.72,54.35,3678300,17.08
"2009-02-04",55.29,57.23,54.6,55.1,5306400,17.32
"2009-02-05",54.51,56.47,53.05,55.33,5917800,17.39
"2009-02-06",55.93,57.76,54.93,56.52,5563200,17.76
"2009-02-09",56.65,58.2,55.64,56.73,2757000,17.83
"2009-02-10",56.02,58,53.17,53.72,4881000,16.88
"2009-02-11",54.1,55.79,53.26,54.48,2650200,17.12
"2009-02-12",53.25,54.45,51.7,54.28,2904600,17.06
"2009-02-13",54.19,55.73,53.06,53.7,2634600,16.88
"2009-02-17",52,52.02,49.22,49.86,4359600,15.67
"2009-02-18",50.26,51.61,48.67,50.36,3497100,15.83
"2009-02-19",50.27,52.28,48.77,49.11,3565800,15.43
"2009-02-20",47.86,48.86,46.46,47.96,5014200,15.07
"2009-02-23",48.25,48.74,44.73,44.98,3086100,14.14
"2009-02-24",45.54,48.12,44.92,47.54,3251700,14.94
"2009-02-25",47.54,48.01,45.01,46.12,3590700,14.49
"2009-02-26",49.76,54.5,49.51,51.49,10981200,16.18
"2009-02-27",50.01,53.13,49.32,50.47,5308500,15.86
"2009-03-02",49.51,49.9,45.48,45.89,5111100,14.42
"2009-03-03",46.82,47.72,45.39,46.39,4810200,14.58
"2009-03-04",47.99,49.24,47.6,48.21,5364000,15.15
"2009-03-05",47.57,47.57,44.25,44.91,5939700,14.11
"2009-03-06",45.1,47.12,43.23,44.58,4531500,14.01
"2009-03-09",44.17,46.24,43.6,44.51,2943000,13.99
"2009-03-10",45.51,50.42,45.51,50.05,6034800,15.73
"2009-03-11",51.59,53.39,50.28,51.41,5247000,16.16
"2009-03-12",50.92,54.1,49.67,53.7,4823400,16.88
"2009-03-13",54.09,54.75,51.4,53.05,2459100,16.67
"2009-03-16",53.5,54.27,51.96,52.23,2714100,16.42
"2009-03-17",52.23,55.38,51.1,55.38,3755700,17.41
"2009-03-18",55,57.94,54,57.17,5252100,17.97
"2009-03-19",58.21,59.64,57.3,58.33,4416300,18.33
"2009-03-20",58.78,59.4,54.56,55.13,5069100,17.33
"2009-03-23",56.89,60.17,56.27,60.08,5309400,18.98
"2009-03-24",58.9,60.69,57.34,59.33,4676400,18.74
"2009-03-25",60,60.3,55.1,57.48,5127900,18.15
"2009-03-26",58.85,59.3,57.32,59.11,4075500,18.67
"2009-03-27",57.75,58.24,56.72,57.43,3627900,18.14
"2009-03-30",55.57,56.46,54.1,55.12,4650600,17.41
"2009-03-31",56.01,57.45,54.71,56.12,3571800,17.72
"2009-04-01",55.01,58.34,54.54,57.74,3186600,18.24
"2009-04-02",58.98,62.39,58.88,61.45,4305900,19.41
"2009-04-03",62.03,64.08,61.89,63.86,4859700,20.17
"2009-04-06",62.6,63.55,61.1,63.5,3524700,20.06
"2009-04-07",62.37,62.66,59.5,60.3,4221000,19.04
"2009-04-08",61.02,62.06,59.3,61.86,3486600,19.54
"2009-04-09",64.44,65,63.4,65,4798200,20.53
"2009-04-13",63.8,63.8,61.31,62.93,4175400,19.88
"2009-04-14",61.69,62.88,60.25,61.17,4306500,19.32
"2009-04-15",61.78,61.95,60.45,61.63,3444300,19.46
"2009-04-16",62.28,62.36,60.42,61.95,5096700,19.57
"2009-04-17",61.5,61.72,60.5,60.7,3735600,19.17
"2009-04-20",59.5,59.84,56.46,56.81,4096800,17.94
"2009-04-21",56.64,59.33,55.59,58.64,5110800,18.52
"2009-04-22",58.63,63.04,58.21,61.3,5709300,19.36
"2009-04-23",61.3,61.68,59.86,61.31,3510300,19.36
"2009-04-24",61.6,64.11,61.4,63.29,3662100,19.99
"2009-04-27",62.65,63.65,61.32,62.47,4081500,19.73
"2009-04-28",61.5,62.45,61.11,61.48,3440700,19.42
"2009-04-29",62.6,65.64,62,64.88,6258900,20.49
"2009-04-30",66.6,72.16,66.59,67.9,9483300,21.44
"2009-05-01",68.7,70.83,67.13,69.81,5701800,22.05
"2009-05-04",71.28,71.9,69.33,70.95,4816800,22.41
"2009-05-05",70.79,70.94,68.17,69.4,4384500,21.92
"2009-05-06",70.32,75.19,69.75,74.06,6454500,23.39
"2009-05-07",75.84,75.84,70.18,71.4,5501700,22.55
"2009-05-08",72.4,74.59,71.02,74.38,3898500,23.49
"2009-05-11",73.5,73.66,70.62,72.15,4561200,22.79
"2009-05-12",73.68,73.68,67.67,70.01,4604400,22.11
"2009-05-13",68.57,68.91,66.21,66.8,3517200,21.1
"2009-05-14",66.21,68.51,65.77,67.67,3507900,21.37
"2009-05-15",67.67,69.26,66.75,67.25,3110100,21.24
"2009-05-18",68.17,71.15,68.17,71,4283700,22.42
"2009-05-19",71.77,72.38,70.02,70.58,3605100,22.29
"2009-05-20",71.72,72.83,69.59,69.8,3331200,22.04
"2009-05-21",68.96,68.96,67.14,68.16,3537000,21.53
"2009-05-22",68.55,70.11,67,68.39,2978400,21.6
"2009-05-26",67.9,71.46,67.28,70.81,3229500,22.36
"2009-05-27",70.95,72.9,70.47,70.58,4109700,22.29
"2009-05-28",71.61,72.4,69.25,71.22,3522600,22.49
"2009-05-29",71.9,73.68,71.38,73.57,3660600,23.24
"2009-06-01",75.65,79.22,75.37,78.58,3708900,24.82
"2009-06-02",78.22,80.09,77.57,78.39,6738600,24.76
"2009-06-03",77.24,77.57,74.62,75.96,3960600,23.99
"2009-06-04",76.89,79.81,76.32,79.54,4347300,25.12
"2009-06-05",80.72,82.74,79.98,82.14,5044800,25.94
"2009-06-08",80.86,81.76,78.43,80.9,5071800,25.55
"2009-06-09",81.11,82.9,80.53,82.27,3369600,25.98
"2009-06-10",83.85,84,79.74,82.21,3775800,25.96
"2009-06-11",82.04,85,82,83.77,3315600,26.46
"2009-06-12",82.89,84.9,81.82,84.41,2990100,26.66
"2009-06-15",83.67,83.67,80.56,80.98,3532200,25.58
"2009-06-16",81.62,82.98,78.33,78.62,5334600,24.83
"2009-06-17",78.59,78.59,75,77.12,6436200,24.36
"2009-06-18",77.52,78.25,75.16,77.09,3405900,24.35
"2009-06-19",77.76,78.25,75.02,75.61,4233600,23.88
"2009-06-22",74.83,74.83,71.84,72.13,3123900,22.86
"2009-06-23",72.24,72.24,69.46,70.75,4798200,22.43
"2009-06-24",72.01,73.2,70.32,70.94,4984800,22.49
"2009-06-25",70.71,72.14,70.32,71.87,4665300,22.78
"2009-06-26",71.34,72.99,71.18,71.5,4680900,22.66
"2009-06-29",73.65,73.65,71.83,72.23,3286200,22.89
"2009-06-30",72.23,72.92,69.54,69.81,4688100,22.13
"2009-07-01",70.08,71.27,69.52,69.71,3938400,22.1
"2009-07-02",68.56,68.57,66.5,67.54,4978500,21.41
"2009-07-06",65.9,66.5,63.81,64.49,5677500,20.44
"2009-07-07",64.14,64.3,61.74,61.86,6522900,19.61
"2009-07-08",62.14,62.82,60.9,62.37,5614200,19.77
"2009-07-09",63.19,64.31,63.19,63.36,3591000,20.08
"2009-07-10",62.34,63.73,62.34,63.03,2218200,19.98
"2009-07-13",63.46,64.66,61.66,64.61,2539800,20.48
"2009-07-14",64.99,65,63.41,64.13,3246900,20.33
"2009-07-15",65,67.69,65,67.33,3409200,21.34
"2009-07-16",67.47,68.23,66.49,67.93,2495400,21.53
"2009-07-17",67.77,68.44,66.56,68.04,2688000,21.57
"2009-07-20",68.23,70.6,68.23,70.01,3122400,22.19
"2009-07-21",71.41,71.86,69.01,70.46,2653800,22.33
"2009-07-22",69.7,70.47,68.55,69.82,2907600,22.13
"2009-07-23",70,73.26,69.72,73,4546500,23.14
"2009-07-24",72.78,74.72,71.35,74.65,3664200,23.66
"2009-07-27",74.89,76.27,74.15,75.29,3019800,23.86
"2009-07-28",74.99,75.46,72.32,73.09,3789600,23.17
"2009-07-29",71.93,72.4,70.34,72.19,4263900,22.88
"2009-07-30",76.5,81.87,76,80.72,8644200,25.59
"2009-07-31",79.91,82.35,79.7,80.77,4123800,25.6
"2009-08-03",81.66,84.63,81.56,83.73,3982200,26.54
"2009-08-04",82.99,86.15,82.46,85.96,4648500,27.25
"2009-08-05",85.65,86.71,83.75,85.95,3912300,27.24
"2009-08-06",86.03,86.64,83.42,84.65,2786700,26.83
"2009-08-07",86.84,88.9,86.1,87.89,3474300,27.86
"2009-08-10",87.13,88.55,86.75,87.46,2061000,27.72
"2009-08-11",87.71,87.71,85.7,86.23,2272500,27.33
"2009-08-12",86.27,90.59,86.06,89.27,3273900,28.3
"2009-08-13",90.47,90.64,88.4,89.57,1721700,28.39
"2009-08-14",89.55,89.7,85.14,86.64,2771700,27.46
"2009-08-17",84,84,81.42,83.15,3219000,26.36
"2009-08-18",84.94,87.5,84.87,87.27,3039000,27.66
"2009-08-19",86.39,88.47,85.28,87.49,3109800,27.73
"2009-08-20",87.96,89.6,87.44,89.29,2114400,28.3
"2009-08-21",89.7,91.47,88.8,91.12,3926700,28.88
"2009-08-24",91.47,91.47,89.3,89.9,4559700,28.49
"2009-08-25",90.47,91.17,88.56,89.53,3882900,28.38
"2009-08-26",89.16,89.16,87.15,88.52,2919600,28.06
"2009-08-27",88.02,88.9,85.5,88.5,5096400,28.05
"2009-08-28",89.01,90.6,88.05,89.4,3032700,28.34
"2009-08-31",87.62,88.01,85.67,86.25,2914200,27.34
"2009-09-01",86.28,87.05,82.55,82.81,4764900,26.25
"2009-09-02",83.38,85.37,81.74,84.87,4225800,26.9
"2009-09-03",85.64,87.17,84.55,87.03,3618000,27.59
"2009-09-04",87.04,89.77,86.35,89.6,3305400,28.4
"2009-09-08",91.07,91.8,90.38,90.99,4860600,28.84
"2009-09-09",90.7,94.39,90.2,93.81,4739700,29.73
"2009-09-10",94.39,96.55,92.61,96.03,4069200,30.44
"2009-09-11",96.11,97.49,94.75,95.17,2617500,30.17
"2009-09-14",94.66,97.49,93.38,97.35,2921400,30.86
"2009-09-15",97.82,98.71,96.16,98.19,2690700,31.12
"2009-09-16",98.62,99.42,97.67,98.65,1971900,31.27
"2009-09-17",98.39,99.42,97.23,97.79,2051100,31
"2009-09-18",98.42,98.55,96.81,97.82,2307000,31.01
"2009-09-21",96.43,98.74,95.7,98.18,3089400,31.21
"2009-09-22",99,101.72,98.99,100.86,2189100,32.06
"2009-09-23",101.34,102.42,100.25,100.27,2641500,31.87
"2009-09-24",101.33,101.33,96.64,97.51,3081000,30.99
"2009-09-25",96.98,99.86,96.18,98.82,2951100,31.41
"2009-09-28",98.87,99.73,97.39,98.78,2445300,31.4
"2009-09-29",99.31,99.31,97.3,97.85,2252700,31.1
"2009-09-30",98.54,100.5,96.19,98.54,2707500,31.32
"2009-10-01",98.51,98.86,95.94,95.96,2537400,30.5
"2009-10-02",94.04,95.5,92.76,95.2,3523500,30.26
"2009-10-05",95.39,99.55,95.39,99.29,2265300,31.56
"2009-10-06",100.68,101.91,99.1,100.62,2069100,31.98
"2009-10-07",100.81,101.44,98.72,99.69,1959600,31.69
"2009-10-08",101.54,101.66,99.85,100.48,2393700,31.94
"2009-10-09",100.54,101.16,99.6,100.77,2508000,32.03
"2009-10-12",102.22,103.71,101.5,102.74,2844600,32.65
"2009-10-13",102.85,102.92,99.71,101.09,2242200,32.13
"2009-10-14",102.89,106.31,102.6,105.95,2514900,33.68
"2009-10-15",105,106.3,104.5,105.74,1478400,33.61
"2009-10-16",104.55,105.66,103.09,105.01,1408500,33.38
"2009-10-19",105.1,107.12,104.74,106.78,1938000,33.94
"2009-10-20",107.2,107.88,105,106,1638900,33.69
"2009-10-21",105.71,108.85,105.15,106.38,1700700,33.81
"2009-10-22",106.38,106.74,103.73,106.19,1849800,33.75
"2009-10-23",106.41,107.4,104.7,105.15,1987500,33.42
"2009-10-26",105.97,108.34,103.14,104.09,2113800,33.08
"2009-10-27",104.09,104.74,101.69,103.53,2304600,32.91
"2009-10-28",103.53,103.82,99.15,99.43,3176100,31.6
"2009-10-29",94.36,103.63,94.12,103.12,8846100,32.78
"2009-10-30",102.65,102.94,98.05,98.21,4729500,31.21
"2009-11-02",98.38,100.79,96.1,97.28,5224800,30.92
"2009-11-03",97.03,99.91,96.02,99.25,3585600,31.55
"2009-11-04",100.42,100.96,97.94,98.38,2663100,31.27
"2009-11-05",99.59,102.52,99.46,102.41,1971000,32.55
"2009-11-06",101.49,101.68,99.03,99.43,2456100,31.6
"2009-11-09",100.7,104.48,100.51,104.07,2238300,33.08
"2009-11-10",104.03,105.13,101.97,103.79,3018900,32.99
"2009-11-11",104.94,105.85,103.03,104.05,3288900,33.07
"2009-11-12",104.33,105.09,102.5,102.85,2970900,32.69
"2009-11-13",103.2,104.74,102.6,104.08,2145900,33.08
"2009-11-16",104.52,108.11,104.52,107.03,2485200,34.02
"2009-11-17",106.9,107.15,104.83,106.48,2114700,33.84
"2009-11-18",106.54,106.85,104,104.27,2238000,33.14
"2009-11-19",103.11,103.81,100.57,102,2139000,32.42
"2009-11-20",101.45,101.89,100.34,101.57,1275300,32.28
"2009-11-23",102.74,105,102.51,102.93,1325700,32.72
"2009-11-24",102.19,102.93,100.9,101.97,1371000,32.41
"2009-11-25",102.48,103.63,101.4,103.26,1021800,32.82
"2009-11-27",100.16,101.39,99.14,100.2,1040100,31.85
"2009-11-30",100.06,100.42,97.91,99.46,2758200,31.61
"2009-12-01",100.49,102.14,99.91,101.66,2751600,32.31
"2009-12-02",101.23,102.73,99.99,100.42,2256600,31.92
"2009-12-03",100.82,101.9,99.16,99.31,2815800,31.56
"2009-12-04",101.36,101.54,98.29,99.33,2250600,31.57
"2009-12-07",99.02,99.76,98,98.46,1784400,31.29
"2009-12-08",98.14,98.14,95.15,95.64,3223500,30.4
"2009-12-09",96.02,96.02,94.1,95.61,2900100,30.39
"2009-12-10",96.48,96.49,94.52,94.66,2141100,30.09
"2009-12-11",95.56,96.19,94.77,95.87,2222400,30.47
"2009-12-14",96.71,98.44,96.37,98.05,1674900,31.16
"2009-12-15",97.93,99.18,97.25,98.66,1672800,31.36
"2009-12-16",99.5,99.93,97.58,97.95,1545300,31.13
"2009-12-17",96.71,97.22,95.39,95.51,1596600,30.36
"2009-12-18",95.79,97.37,95,97.3,2721600,30.93
"2009-12-21",98.51,99.13,97.75,98.45,2086800,31.38
"2009-12-22",98.91,99.12,97.2,97.35,1918800,31.03
"2009-12-23",97.96,97.96,96.33,96.65,1182300,30.8
"2009-12-24",97.02,97.24,96.65,97.12,350700,30.95
"2009-12-28",96.79,97.92,96.55,97.16,1728300,30.97
"2009-12-29",97.57,97.57,96.22,96.66,1263300,30.81
"2009-12-30",95.74,96.07,95.15,95.9,1361100,30.57
"2009-12-31",95.96,96.48,94.52,94.53,1235400,30.13
"2010-01-04",96.39,97.33,95.16,97.01,2161800,30.92
"2010-01-05",97.1,98.97,96.6,98.09,2363100,31.26
"2010-01-06",98.01,100.91,98.01,100.8,3473700,32.13
"2010-01-07",100.75,103.94,100.45,103.57,3660600,33.01
"2010-01-08",102.78,107.97,102.78,107.88,6993300,34.38
"2010-01-11",108.01,108.79,106.68,108.41,3102000,34.55
"2010-01-12",107.24,107.25,104.67,105.32,2662500,33.57
"2010-01-13",105.47,106.12,102.93,105.26,1877100,33.55
"2010-01-14",105.15,106.66,104.16,106.01,1461900,33.79
"2010-01-15",105.89,106.23,104.33,104.72,1411500,33.38
"2010-01-19",104.82,105.59,104.29,104.99,1512900,33.46
"2010-01-20",103.94,104.01,101.46,103.75,1477800,33.07
"2010-01-21",103.57,104.09,99.1,100.62,2585400,32.07
"2010-01-22",100.16,102.38,98.75,100.02,2981400,31.88
"2010-01-25",100.75,101.82,97.61,97.89,1997700,31.2
"2010-01-26",97.72,98.48,95.69,96.11,3427500,30.63
"2010-01-27",96.05,96.54,93.86,95.94,2839500,30.58
"2010-01-28",97,97,94.59,95.19,2058600,30.34
"2010-01-29",91.81,94.4,89.75,90.17,8319900,28.74
"2010-02-01",92.99,95.83,92.12,94.33,5170500,30.07
"2010-02-02",94.97,97.16,94.09,96.24,3281100,30.67
"2010-02-03",95.58,97.48,95.15,95.56,2175900,30.46
"2010-02-04",94.18,94.34,91.68,92.17,2961900,29.38
"2010-02-05",91.8,92.42,89.15,92.11,3296100,29.36
"2010-02-08",92.05,93.25,90.8,91.51,2675400,29.17
"2010-02-09",92.71,93.65,91.85,92.81,2835900,29.58
"2010-02-10",92.75,93.16,90.95,92.31,1481100,29.42
"2010-02-11",92.28,94.43,91.57,94.26,1071900,30.04
"2010-02-12",93.51,94.5,92,94.36,1961100,30.07
"2010-02-16",95.65,96.46,94.7,96.32,1775700,30.7
"2010-02-17",97,98.28,96.41,97.34,1220400,31.02
"2010-02-18",97.43,98.75,96.73,98.57,1396500,31.42
"2010-02-19",98.32,99.64,97.86,98.91,1312200,31.52
"2010-02-22",99.76,99.76,98.32,99.09,1145700,31.58
"2010-02-23",98.96,99.18,96.3,96.74,1195800,30.83
"2010-02-24",97.27,97.64,95.38,96.69,2185500,30.82
"2010-02-25",93.09,97.6,91.71,97.18,4001700,30.97
"2010-02-26",97.1,100.54,96.58,100.09,2732700,31.9
"2010-03-01",100.49,104,100.48,103.53,2714400,33
"2010-03-02",104.33,106.5,103.94,105.75,4394100,33.71
"2010-03-03",105.81,106.99,105.27,105.71,1835100,33.69
"2010-03-04",105.46,106.9,104.95,105.74,2955600,33.7
"2010-03-05",106.22,107.58,106.22,107.44,2063400,34.24
"2010-03-08",107.67,107.95,106.28,107.55,2401500,34.28
"2010-03-09",107.16,107.17,104.76,105.36,3172500,33.58
"2010-03-10",105,105.49,103.85,105.24,2742600,33.54
"2010-03-11",104.82,105.52,103.12,105.34,2202300,33.57
"2010-03-12",105.7,106.07,104.39,105.12,2475000,33.5
"2010-03-15",104.76,105.28,103.67,104.93,2432700,33.44
"2010-03-16",105.11,106.46,104.7,106.31,2455200,33.88
"2010-03-17",106.6,107.68,106.22,106.5,1800300,33.94
"2010-03-18",106.66,107.1,105.96,106.31,2091900,33.88
"2010-03-19",106.27,106.6,104.26,104.56,1994400,33.33
"2010-03-22",103.42,104.88,102.7,104.85,1754700,33.51
"2010-03-23",105.36,110,104.9,109.93,3218700,35.13
"2010-03-24",109.57,110.21,108.37,108.88,3791700,34.8
"2010-03-25",109.57,112.3,109.52,109.82,4494900,35.1
"2010-03-26",110.31,110.53,108.9,109.33,2390100,34.94
"2010-03-29",109.78,111.16,109.78,110.51,1986600,35.32
"2010-03-30",110.07,110.74,109.56,109.93,2746500,35.13
"2010-03-31",109.69,110.84,108.89,110.27,2119800,35.24
"2010-04-01",111.23,114.33,110.51,113,2043300,36.12
"2010-04-05",113.7,114.81,113.25,114.72,1843200,36.67
"2010-04-06",114.19,116.05,113.9,115.75,1953900,36.99
"2010-04-07",115.35,115.88,114.52,114.89,1521300,36.72
"2010-04-08",114.19,114.82,112.73,114.58,1998900,36.62
"2010-04-09",115.14,115.6,114.48,115.07,1231200,36.78
"2010-04-12",115.75,117.27,115.59,116.42,1806900,37.21
"2010-04-13",115.83,116.7,114.64,115.65,1674300,36.96
"2010-04-14",115.45,117.5,115.36,117.32,1123800,37.5
"2010-04-15",117.29,119.44,116.12,118.43,1637400,37.85
"2010-04-16",117.73,118.12,114.01,115.14,2028900,36.8
"2010-04-19",114.53,115.42,112.66,114.81,1460700,36.69
"2010-04-20",115.83,116.88,114.36,115.02,1623900,36.76
"2010-04-21",115.3,116.09,114.61,115.49,1614600,36.91
"2010-04-22",114.44,116.54,113,116.01,1887900,37.08
"2010-04-23",116.57,116.82,115.37,116.38,2802900,37.2
"2010-04-26",117.21,119.83,117.17,118.9,2443500,38
"2010-04-27",118.82,119.13,115.38,115.73,2073600,36.99
"2010-04-28",116.2,117.09,115.48,116.37,1478400,37.19
"2010-04-29",117.58,119.15,117.11,118.91,1512300,38
"2010-04-30",119.26,119.44,114.39,114.58,1982400,36.62
"2010-05-03",115.14,117.54,114.58,117.02,1616700,37.4
"2010-05-04",115.35,115.45,109.12,110.71,4551600,35.38
"2010-05-05",106.94,108,105.08,107.18,6678900,34.26
"2010-05-06",110.51,114.21,101,107.39,7585800,34.32
"2010-05-07",107.58,109.05,103.14,103.5,6648900,33.08
"2010-05-10",107.39,111.64,104.92,111.64,4620300,35.68
"2010-05-11",109.25,113.99,109.21,111.96,3316200,35.78
"2010-05-12",112.31,113.62,111.28,113.17,2488200,36.17
"2010-05-13",112.54,113.76,111.43,111.97,1820100,35.79
"2010-05-14",110.38,110.95,105.72,107.24,4026000,34.27
"2010-05-17",107.29,107.29,100.8,102.64,6100800,32.8
"2010-05-18",103.7,106.76,101.13,101.88,4157700,32.56
"2010-05-19",101.37,101.98,97.3,98.85,5002500,31.59
"2010-05-20",96.45,96.66,92.33,93.66,6966600,29.93
"2010-05-21",93.08,96.55,91.28,95.42,4493400,30.5
"2010-05-24",94.32,95.96,93.35,93.56,2557500,29.9
"2010-05-25",90.46,92.27,89.38,92.09,5130600,29.43
"2010-05-26",92.52,95.79,92.52,94.03,4589100,30.05
"2010-05-27",96,98.38,96,98.33,2544000,31.43
"2010-05-28",98.21,98.4,94.46,95.1,2709000,30.39
"2010-06-01",93.8,94.38,89.39,89.41,5363100,28.58
"2010-06-02",90.22,92.54,89.41,92.54,7403100,29.58
"2010-06-03",93.61,93.93,91.47,92.99,2533200,29.72
"2010-06-04",91.18,91.71,87.64,88.2,3490500,28.19
"2010-06-07",88.6,88.6,83.02,83.5,7215900,26.69
"2010-06-08",83.85,84.7,81.35,83.01,6215700,26.53
"2010-06-09",84.39,88.48,84.39,86.35,6503400,27.6
"2010-06-10",88.2,90.14,87.8,90.02,3893700,28.77
"2010-06-11",89.07,90.39,88.51,90.39,2939700,28.89
"2010-06-14",91.5,93.23,91.06,91.53,3178200,29.25
"2010-06-15",92.27,95.64,91.77,95.57,4020900,30.55
"2010-06-16",95.21,95.34,93.78,94.85,3580500,30.32
"2010-06-17",94.81,95.04,92.99,93.87,3613800,30
"2010-06-18",94.45,94.92,93.61,94.61,2507700,30.24
"2010-06-21",95.95,97.87,94.41,95.14,4131600,30.41
"2010-06-22",95.03,95.46,91.03,91.22,2623500,29.15
"2010-06-23",91.99,92.98,90,92.53,3339000,29.57
"2010-06-24",91.99,92.27,90,90.6,3792600,28.96
"2010-06-25",91.08,91.43,89.32,90.9,5023500,29.05
"2010-06-28",90.52,90.59,88.52,89.37,2024700,28.65
"2010-06-29",87.2,87.4,84.12,85.2,4475400,27.32
"2010-06-30",85,86.84,84.36,84.8,4851000,27.19
"2010-07-01",84.4,87.04,83.6,86.67,5103300,27.79
