"","MOS.Open","MOS.High","MOS.Low","MOS.Close","MOS.Volume","MOS.Adjusted"
"2010-02-18",60.91,61.25,59.92,60.56,4969500,58.12
"2010-02-19",61.09,61.35,60.3,60.78,4479700,58.33
"2010-02-22",61.42,61.42,60.3,60.68,4226600,58.24
"2010-02-23",60.58,60.76,58.54,58.88,4260900,56.51
"2010-02-24",58.5,58.87,57.02,57.62,4302000,55.3
"2010-02-25",57,58.8,55.95,58.52,5280000,56.16
"2010-02-26",58.74,59.14,57.84,58.39,2887500,56.04
"2010-03-01",58.51,59.5,57.97,59.45,3433200,57.06
"2010-03-02",61.24,62.25,60.9,61.49,4776700,59.01
"2010-03-03",61.49,62.24,61.06,61.27,3092100,58.8
"2010-03-04",61.51,61.87,60.14,60.43,3675400,58
"2010-03-05",61.35,62.15,61.21,61.6,3965200,59.12
"2010-03-08",62.05,62.49,61.27,61.38,2208700,58.91
"2010-03-09",61,62.12,60.62,60.98,3738600,58.52
"2010-03-10",61.27,61.3,59.95,60.35,4439500,57.92
"2010-03-11",60.37,60.44,59.17,59.93,3482900,57.52
"2010-03-12",63.37,64.7,63.11,63.8,11275600,61.23
"2010-03-15",63.52,63.79,62,62.39,4364000,59.88
"2010-03-16",63,63.77,62.7,63.04,3693800,60.5
"2010-03-17",63.65,63.69,61.58,61.91,4054900,59.42
"2010-03-18",61.74,62.25,59.17,59.56,8493000,57.16
"2010-03-19",59.74,59.89,58.11,58.42,5145700,56.07
"2010-03-22",57.61,59.38,57.33,59.19,4734200,56.81
"2010-03-23",58.94,59.8,58.3,59.14,3511100,56.76
"2010-03-24",58.54,60.85,58.45,60.28,6392200,57.85
"2010-03-25",61.14,61.3,58.31,58.44,4787700,56.09
"2010-03-26",58.83,60.2,58.62,59.35,3814300,56.96
"2010-03-29",60.07,60.79,59.41,60.22,3211600,57.8
"2010-03-30",60.23,60.58,59.41,60.05,2674400,57.63
"2010-03-31",59.64,60.8,59.64,60.77,4428100,58.32
"2010-04-01",59.6,60.21,57.7,58.33,11131600,55.98
"2010-04-05",59.09,59.09,57.7,57.99,4738000,55.65
"2010-04-06",57.5,58.29,57.36,57.54,3516000,55.22
"2010-04-07",57.46,58.09,56.67,56.99,4964100,54.7
"2010-04-08",56.51,57.68,56.17,57.59,2732200,55.27
"2010-04-09",58.22,58.22,56.33,56.65,5010300,54.37
"2010-04-12",56.87,57.05,56.35,56.75,2990700,54.46
"2010-04-13",56.52,57.17,56.14,56.78,4738500,54.49
"2010-04-14",55.56,56,54.56,55.4,9088300,53.17
"2010-04-15",55.56,56.38,54.97,55.16,4966100,52.94
"2010-04-16",55.01,55.14,53.91,54.13,5492900,51.95
"2010-04-19",53.66,53.86,51.9,53.19,6195000,51.05
"2010-04-20",53.79,55.1,53.7,54.92,4507800,52.71
"2010-04-21",55.36,55.36,52.71,53.23,5439000,51.09
"2010-04-22",52.75,54.11,52.26,54.08,4157400,51.9
"2010-04-23",54.36,54.37,52.6,53.78,4284700,51.61
"2010-04-26",53.52,54,52.05,52.19,6521200,50.09
"2010-04-27",51.99,52.06,50.3,50.58,8069100,48.54
"2010-04-28",50.95,52.23,50.33,51.95,6384400,49.86
"2010-04-29",52.05,52.76,50.8,51.51,5174700,49.44
"2010-04-30",51.84,52.49,51.11,51.14,4519300,49.08
"2010-05-03",51.68,51.94,50.04,50.98,3602300,48.93
"2010-05-04",50.35,50.38,48.84,49.1,5275500,47.17
"2010-05-05",48.36,49.92,47.43,48.3,6391200,46.4
"2010-05-06",48.66,49.92,45.66,47.66,7213300,45.79
"2010-05-07",47.66,49.2,47.01,48.16,8830900,46.27
"2010-05-10",50.06,50.39,48.25,48.73,5674300,46.81
"2010-05-11",48.07,48.37,47.5,47.67,4285400,45.8
"2010-05-12",48.55,49.51,47.92,49.4,5911900,47.46
"2010-05-13",49,49.15,47.85,48.03,3519600,46.14
"2010-05-14",47.64,48.45,47.13,47.76,4018400,45.88
"2010-05-17",47.66,48.02,45.81,46.86,4009900,45.02
"2010-05-18",47.54,48.67,47.49,48,7258300,46.11
"2010-05-19",47.97,48.08,45.91,46.86,5396800,45.02
"2010-05-20",45.35,46.03,44.52,44.97,5921400,43.2
"2010-05-21",44.09,46,44.01,45.71,5376400,43.91
"2010-05-24",46.57,46.57,44.94,44.94,3759900,43.17
"2010-05-25",43.24,44.78,42.8,44.68,6441500,42.92
"2010-05-26",45.17,45.38,43.69,44,4068200,42.27
"2010-05-27",44.99,47.02,44.89,47.02,5582200,45.17
"2010-05-28",47.15,47.33,45.75,46.17,3024100,44.35
"2010-06-01",46.33,46.8,44.61,44.61,3404200,42.86
"2010-06-02",45.19,46.3,44.97,46.3,2945600,44.48
"2010-06-03",46.51,46.56,44.27,44.74,4846300,42.98
"2010-06-04",43.79,44.69,42.95,43.06,4144600,41.37
"2010-06-07",43.07,44.25,42.87,43.19,4138500,41.49
"2010-06-08",43.16,43.49,42.2,42.7,3814200,41.02
"2010-06-09",43.41,44.05,42.33,42.52,3367900,40.85
"2010-06-10",43.59,45.33,43.48,45.31,5008300,43.53
"2010-06-11",44.79,45.31,44.34,45.24,3120500,43.46
"2010-06-14",45.88,45.88,43.94,43.97,3304200,42.24
"2010-06-15",44.22,45.48,44.1,45.46,2934900,43.67
"2010-06-16",44.89,45.94,44.77,45.27,3036900,43.49
"2010-06-17",45.71,45.71,43.88,44.32,3999200,42.58
"2010-06-18",44.27,44.37,43.42,43.46,5164700,41.75
"2010-06-21",44.4,44.68,43.14,43.59,4495100,41.88
"2010-06-22",43.44,44.25,43.2,43.32,3759700,41.62
"2010-06-23",43.35,44.06,42.98,43.74,2573600,42.02
"2010-06-24",43.54,43.54,42.55,42.61,2562500,40.93
"2010-06-25",42.71,43.04,42.05,42.44,2640800,40.77
"2010-06-28",42.55,42.62,41.5,41.65,2766500,40.01
"2010-06-29",40.85,40.87,39.15,39.35,5239800,37.8
"2010-06-30",39.81,40.65,38.86,38.98,5434100,37.45
"2010-07-01",38.97,39.38,37.68,38.9,5446600,37.37
"2010-07-02",38.87,39.66,38.35,39.43,3533500,37.88
"2010-07-06",40.01,40.24,38.79,39.13,3392200,37.59
"2010-07-07",39.07,42.87,38.9,42.74,6930900,41.06
"2010-07-08",43.27,44.95,42.89,44.72,7579800,42.96
"2010-07-09",44.27,46.49,44.16,46.13,6819000,44.32
"2010-07-12",46.22,46.23,41.73,42.48,13647100,40.81
"2010-07-13",42.94,43.87,41.61,41.7,9755000,40.06
"2010-07-14",41.55,42.57,41.26,42.02,5902600,40.37
"2010-07-15",42.17,43.3,41.32,43.25,7610300,41.55
"2010-07-16",43.79,44.95,42.79,44.76,9182600,43
"2010-07-19",44.47,45.64,44.09,44.77,5017600,43.01
"2010-07-20",44.07,46.68,44.05,46.55,5651100,44.72
"2010-07-21",46.98,47.1,44.62,44.83,6564200,43.07
"2010-07-22",45.43,45.72,43.2,44.95,7594600,43.18
"2010-07-23",45.69,46.97,45.4,46.8,5863900,44.96
"2010-07-26",47.01,47.02,45.77,46.19,2744900,44.37
"2010-07-27",45.75,45.87,44.67,44.93,3437800,43.16
"2010-07-28",44.96,46.99,44.93,46.45,7903300,44.62
"2010-07-29",46.7,48.54,46.55,47.59,7286100,45.72
"2010-07-30",47.59,48.12,46.91,47.65,2999800,45.78
"2010-08-02",46.79,49.7,46.28,49.39,9185800,47.45
"2010-08-03",48.66,49.07,47.97,48.1,4358200,46.21
"2010-08-04",48.29,50.48,48.08,50.38,6138500,48.45
"2010-08-05",50.59,52.4,50.59,51.29,9343200,49.32
"2010-08-06",51.5,52.78,50.51,51.19,6000700,49.23
"2010-08-09",51.46,51.65,50.47,51.14,3335400,49.18
"2010-08-10",50.29,51.2,49.83,50.84,2808400,48.89
"2010-08-11",49.55,50.22,49.05,49.42,2754200,47.53
"2010-08-12",48.69,52.03,48.62,51.3,4719300,49.33
"2010-08-13",51.76,52.01,50.4,51.2,3298500,49.24
"2010-08-16",51.29,51.99,50.81,51.13,2643600,49.17
"2010-08-17",55.87,56.65,54.38,55.6,19051000,53.47
"2010-08-18",56.7,58.4,56.45,57.88,16066300,55.66
"2010-08-19",57.52,58.46,56.4,56.56,7356100,54.39
"2010-08-20",55.79,56.74,55.76,56.64,5512500,54.47
"2010-08-23",57.87,59.88,57.87,59.77,9611700,57.48
"2010-08-24",58.34,59.36,57.65,58.11,8224600,55.88
"2010-08-25",56.65,57.36,54.41,56.29,8914000,54.13
"2010-08-26",56.72,57.47,54.66,55.79,5923600,53.65
"2010-08-27",56.56,58.36,55.97,58.27,4976500,56.04
"2010-08-30",57.78,58.3,57.03,57.25,3114400,55.06
"2010-08-31",56.81,58.86,56.57,58.66,4025700,56.41
"2010-09-01",59.42,59.62,58.21,58.47,5107800,56.23
"2010-09-02",58.64,59.42,58.01,58.35,3418000,56.11
"2010-09-03",59.25,59.3,57.72,58.1,3561200,55.87
"2010-09-07",57.49,58.62,57.49,57.86,3359300,55.64
"2010-09-08",58.45,60.3,58.2,59.67,5319700,57.38
"2010-09-09",60.21,60.21,58.26,58.67,3490700,56.42
"2010-09-10",59.09,60.17,58.94,59.35,3263500,57.08
"2010-09-13",60.04,60.12,59.27,59.66,3249400,57.37
"2010-09-14",58.88,59.63,58.29,58.82,2967900,56.57
"2010-09-15",58.21,58.56,56.59,57.59,3689200,55.38
"2010-09-16",57.91,60.92,57.91,60.55,7600800,58.23
"2010-09-17",60.52,60.53,59.22,60.02,4635500,57.72
"2010-09-20",60.52,61.93,60.03,60.96,4853500,58.62
"2010-09-21",61.15,61.15,59,59.34,4088900,57.07
"2010-09-22",59.51,60.98,59.51,60.27,3642900,57.96
"2010-09-23",59.72,61.5,59.25,61.35,4317400,59
"2010-09-24",61.8,62.39,61.23,62.09,4091900,59.71
"2010-09-27",62.22,63.94,62.19,63.39,4924800,60.96
"2010-09-28",63.38,63.43,61.1,61.77,4798100,59.4
"2010-09-29",62.21,62.47,60.86,60.96,3175700,58.62
"2010-09-30",61.18,61.34,57.95,58.76,7410800,56.51
"2010-10-01",58.76,60.66,58.76,59.62,5325300,57.33
"2010-10-04",59.6,59.72,58.59,58.79,4257100,56.54
"2010-10-05",58.63,61.95,58.55,60.8,8034700,58.47
"2010-10-06",60.88,62.6,60.57,61.01,4774600,58.67
"2010-10-07",61.37,61.7,60.36,61.53,3708100,59.17
"2010-10-08",63.99,67.82,63.99,65.61,16205500,63.1
"2010-10-11",66.41,67.55,65.78,66.63,7599700,64.08
"2010-10-12",66.37,68.6,65.89,68.15,5766100,65.54
"2010-10-13",68.64,68.79,67.5,68.06,4387500,65.45
"2010-10-14",68.31,69,66.46,66.55,3810200,64
"2010-10-15",66.76,68.46,66.09,68.39,5715700,65.77
"2010-10-18",68.64,68.98,66.6,66.66,3503000,64.11
"2010-10-19",65.27,66.04,63.67,64.37,5715600,61.9
"2010-10-20",65.8,67.83,65.53,67.12,4329000,64.55
"2010-10-21",67.6,67.76,65.64,66.51,2796000,63.96
"2010-10-22",66.94,67.28,65.24,65.96,2162000,63.43
"2010-10-25",67.09,68.61,66.87,68,3741200,65.39
"2010-10-26",68.14,72.23,68.04,71.44,7472200,68.7
"2010-10-27",70.76,70.89,69.01,70.6,4521200,67.89
"2010-10-28",72.26,72.26,69.33,70.39,3760600,67.69
"2010-10-29",70.41,73.38,70.41,73.16,5080100,70.36
"2010-11-01",73.01,73.22,71.85,72.33,2727000,69.56
"2010-11-02",72.85,73.16,71.35,71.77,2883500,69.07
"2010-11-03",71.86,72.02,69.34,70.39,4516400,67.74
"2010-11-04",71.46,71.6,70.44,71.04,4509600,68.36
"2010-11-05",72.3,72.54,70.36,70.78,4760400,68.11
"2010-11-08",70.79,71.73,70.44,70.94,3234000,68.27
"2010-11-09",72.7,74.25,71.67,72.2,5375500,69.48
"2010-11-10",72.69,72.71,71.01,72.02,2434000,69.31
"2010-11-11",71.37,74.18,71.28,73.86,4052600,71.08
"2010-11-12",73.24,73.24,69.34,69.7,5273300,67.08
"2010-11-15",70.1,70.15,66.12,66.41,9839300,63.91
"2010-11-16",66.23,66.5,64.56,66.32,7447500,63.82
"2010-11-17",66.68,67.99,66.25,67.42,4425500,64.88
"2010-11-18",69.07,69.75,68.57,69.34,4480900,66.73
"2010-11-19",68.6,70.13,68.53,70.05,3659700,67.41
"2010-11-22",70.24,71.48,69.2,69.75,5040100,67.12
"2010-11-23",68.86,69.64,67.82,69.02,3912500,66.42
"2010-11-24",69.07,70.53,68.75,70.4,2827000,67.75
"2010-11-26",70.15,70.15,69.35,69.8,1250700,67.17
"2010-11-29",69.57,69.57,66.8,68.32,5790100,65.75
"2010-11-30",67.41,67.96,66.56,67.63,6447600,65.08
"2010-12-01",68.56,68.6,65.81,68.49,7535700,65.91
"2010-12-02",68.46,68.99,66.75,66.96,5484300,64.44
"2010-12-03",67.04,69.18,66.86,69.1,6365200,66.5
"2010-12-06",69.02,70.18,68.57,69.32,4516100,66.71
"2010-12-07",70.17,71.08,68.75,69.17,6137000,66.56
"2010-12-08",69.63,69.64,67.61,68.62,3341800,66.04
"2010-12-09",68.94,68.99,67.73,68.32,2656300,65.75
"2010-12-10",68.81,68.83,67.5,68.59,2255800,66.01
"2010-12-13",68.8,68.99,66.35,66.57,5228800,64.06
"2010-12-14",66.52,66.67,65.22,65.5,4272200,63.03
"2010-12-15",65.46,67.17,65,66.12,4159100,63.63
"2010-12-16",66.38,66.53,65.12,66.01,3452900,63.52
"2010-12-17",66.1,67.76,65.58,67.33,3586800,64.79
"2010-12-20",67.51,68.17,66.84,67.42,2180700,64.88
"2010-12-21",68.19,69.25,67.75,69.16,3049900,66.56
"2010-12-22",69.4,69.75,68.81,69.21,2004000,66.6
"2010-12-23",69.32,71.72,69,71.05,3172400,68.37
"2010-12-27",70.94,71.65,70.12,71.48,2067100,68.79
"2010-12-28",71.83,72.58,71.22,71.44,2371400,68.75
"2010-12-29",72.03,75.7,71.72,74.8,5912100,71.98
"2010-12-30",75.12,76.8,74.96,75.83,4524000,72.97
"2010-12-31",75.99,76.59,75.31,76.36,2303000,73.48
"2011-01-03",77.46,78.18,75.85,76.25,5621000,73.38
"2011-01-04",75.59,75.8,73.4,75,7149600,72.18
"2011-01-05",76.93,77.47,75.42,77.13,9796200,74.23
"2011-01-06",77.56,78.68,76.97,77.62,7111300,74.7
"2011-01-07",78.58,78.58,75.5,76.29,5969500,73.42
"2011-01-10",76.28,76.32,74.76,75.58,3899600,72.73
"2011-01-11",76.17,77.35,75.64,76.14,3616300,73.27
"2011-01-12",77.99,79.97,76.79,79.81,7246100,76.8
"2011-01-13",80.92,82.18,79.85,80.69,7216700,77.65
"2011-01-14",81.86,83.31,80.7,82.97,6149900,79.85
"2011-01-18",83.5,85.45,83.36,85.07,7578900,81.87
"2011-01-19",82.22,82.22,75.74,76.15,24277500,73.28
"2011-01-20",76.64,76.72,71.86,72.67,19891900,69.93
"2011-01-21",74.63,75.52,73.02,73.2,9401100,70.44
"2011-01-24",73.93,76.57,73.6,76.03,7443200,73.17
"2011-01-25",76.47,76.7,73.14,75.71,7851400,72.86
"2011-01-26",76.71,79.1,76.42,78.81,7607700,75.84
"2011-01-27",80.05,81.08,78.12,78.67,8325900,75.71
"2011-01-28",79.85,80.63,78.09,79.78,6824600,76.78
"2011-01-31",80.79,81.16,79.07,81.04,5270600,77.99
"2011-02-01",81.75,84.1,81.6,83.88,7021100,80.77
"2011-02-02",84.04,84.47,82.26,83.21,6644200,80.13
"2011-02-03",83.36,83.48,81.1,83.02,5549100,79.94
"2011-02-04",83.23,83.47,81.41,82.53,5253500,79.47
"2011-02-07",83.38,84.19,82.6,83.75,5637200,80.65
"2011-02-08",83.79,84.45,82.18,84.05,5806400,80.93
"2011-02-09",85.15,85.99,84,84.52,6265300,81.39
"2011-02-10",83.88,86,83.15,85.92,4379500,82.74
"2011-02-11",85.2,88.57,85.2,88.32,6024800,85.05
"2011-02-14",87.58,89.24,87.32,89.06,5014400,85.76
"2011-02-15",88.07,88.68,84.86,84.92,6965000,81.77
"2011-02-16",86,86.4,85.01,86.27,4673000,83.07
"2011-02-17",85.49,87,84.9,86.75,3993100,83.53
"2011-02-18",86.92,86.92,82.88,83.02,6130800,79.94
"2011-02-22",80.46,83.93,79.06,80.15,8404700,77.18
"2011-02-23",80.33,81.5,75.4,81.31,11986000,78.3
"2011-02-24",83.33,84.1,80.61,82.2,8344900,79.15
"2011-02-25",83.09,85,83,84.93,5562900,81.78
"2011-02-28",85.99,86.4,84.4,85.85,4751100,82.67
"2011-03-01",86.07,86.67,83.76,84.96,6836900,81.81
"2011-03-02",83.29,85.69,83.18,84.43,3813400,81.3
"2011-03-03",85.56,86.32,84.6,86.1,4290700,82.91
"2011-03-04",86.48,86.48,84.43,85.5,3409500,82.33
"2011-03-07",85.03,86,82.07,82.72,4170600,79.65
"2011-03-08",82.9,83.01,79.64,81.56,5625800,78.54
"2011-03-09",79.29,81.23,78.43,78.84,5730800,75.92
"2011-03-10",77.25,78.27,75.19,75.23,8433900,72.44
"2011-03-11",73.52,77.5,73.03,76.28,6771800,73.45
"2011-03-14",75.63,77.1,75.02,76.29,4070200,73.46
"2011-03-15",73.78,76.92,73.06,76.3,6603200,73.47
"2011-03-16",76.45,77.81,74.34,75.48,6574700,72.68
"2011-03-17",76.91,77.84,76,76.92,4027700,74.07
"2011-03-18",78.06,78.65,75.51,75.53,4184400,72.73
"2011-03-21",76.83,77.24,75.63,77.24,3268300,74.38
"2011-03-22",77.51,77.51,75.76,76.21,2974400,73.39
"2011-03-23",76,77.64,75.16,77.27,2792700,74.41
"2011-03-24",77.47,77.7,75.8,77.55,3701400,74.68
"2011-03-25",78.04,80.85,77.94,78.82,5040300,75.9
"2011-03-28",79.56,79.72,77.63,77.67,3218600,74.79
"2011-03-29",77.87,78.94,76.66,78.85,2558400,75.93
"2011-03-30",79.96,80.49,78.89,80.45,5134900,77.47
"2011-03-31",81.82,82.4,78.55,78.75,9012700,75.83
"2011-04-01",79.49,81.53,79.4,80.37,6329100,77.39
"2011-04-04",81.77,82.71,80.55,82.46,4238800,79.4
"2011-04-05",82.81,83.41,82.29,82.56,3892300,79.5
"2011-04-06",82.96,82.96,80.3,80.69,3574000,77.7
"2011-04-07",80.77,81.06,79.01,79.14,3878100,76.21
"2011-04-08",79.34,79.5,77.75,78.41,3702800,75.5
"2011-04-11",79.5,79.52,77.57,78.2,3575200,75.3
"2011-04-12",77.1,77.56,75.86,76.67,3855000,73.83
"2011-04-13",77.33,77.78,75.99,76.79,2987100,73.94
"2011-04-14",76.02,76.6,74.76,75.49,4519900,72.69
"2011-04-15",75.17,75.3,73.75,73.85,4539500,71.11
"2011-04-18",73.24,74.16,71.85,73.82,4653200,71.08
"2011-04-19",74.49,76.79,74.1,76.75,5644000,73.91
"2011-04-20",77.58,77.71,75.28,75.77,3648600,73.01
"2011-04-21",76.45,77.58,75.91,76.77,2795500,73.97
"2011-04-25",76.63,77.48,75.6,76,2596300,73.23
"2011-04-26",76.42,77.08,76.05,76.72,2800000,73.92
"2011-04-27",76.58,76.63,74.45,75.8,3568500,73.04
"2011-04-28",76.2,76.22,72.78,73.18,6462300,70.51
"2011-04-29",73.57,75.55,73.5,74.86,3821000,72.13
"2011-05-02",75.09,75.42,73.33,73.51,3436600,70.83
"2011-05-03",73.23,73.33,70.64,71.37,5470800,68.77
"2011-05-04",71.46,71.85,69.55,70.85,4823900,68.27
"2011-05-05",69.83,72.95,69.59,70.16,6000600,67.6
"2011-05-06",71.16,72.43,70.47,71.17,4118500,68.58
"2011-05-09",71.04,72.49,70.88,72.05,6034600,69.42
"2011-05-10",72.34,72.63,71.1,71.15,3300000,68.56
"2011-05-11",70.37,70.6,68.1,68.7,6617200,66.2
"2011-05-12",68.02,68.54,66.05,67.72,6636900,65.25
"2011-05-13",68.18,68.94,66.84,67.35,4975600,64.9
"2011-05-16",66.91,69.26,66.84,67.61,3944100,65.15
"2011-05-17",67.35,68.93,67.07,68.56,4661500,66.06
"2011-05-18",68.91,69.51,68.1,68.5,6355500,66
"2011-05-19",68.74,68.81,66.04,66.31,10239900,63.89
"2011-05-20",65.83,66.5,64.9,65.42,50050000,63.04
"2011-05-23",65.38,67.33,65.16,66.75,20138200,64.32
"2011-05-24",67.63,68.16,66.7,67.26,12527300,64.81
"2011-05-25",67.98,69,66.97,67.98,9841100,65.5
"2011-05-26",68.16,69.16,68.03,69.15,7839500,66.63
"2011-05-27",69.36,70.75,69.2,70.04,10230900,67.49
"2011-05-31",71.85,72.07,69.75,70.85,9817600,68.27
"2011-06-01",70.22,71.48,68.21,68.59,9857800,66.09
"2011-06-02",68.93,70,67.88,69.27,5590600,66.75
"2011-06-03",68.16,69.5,67.12,68.99,6227000,66.48
"2011-06-06",68.99,69.88,66.65,66.72,4612800,64.29
"2011-06-07",67.4,67.65,66.18,66.7,4845600,64.27
"2011-06-08",66.54,66.85,64.74,65.66,8247500,63.27
"2011-06-09",67.24,69.2,66.96,68.84,10315300,66.33
"2011-06-10",68.85,69.39,67.5,67.74,5107500,65.27
"2011-06-13",65.78,68.95,65.5,65.78,7049600,63.38
"2011-06-14",66.89,68.1,66.25,67.34,6528000,64.89
"2011-06-15",66.76,66.79,64.22,64.52,9931000,62.17
"2011-06-16",64.45,65.11,59.81,61.63,15834600,59.38
"2011-06-17",62.74,62.9,58.84,59.32,16072400,57.16
"2011-06-20",60.43,60.97,59.33,60.73,9989100,58.52
"2011-06-21",61.95,64.45,61.4,64.09,11624300,61.75
"2011-06-22",63.82,64.9,63.5,63.56,7995300,61.24
"2011-06-23",62.26,63.44,61.53,63.39,8539300,61.08
"2011-06-24",64.43,64.65,62.77,63.6,12623200,61.28
"2011-06-27",63.42,65.42,63.17,64.8,7367600,62.44
"2011-06-28",65.04,65.41,64.4,65.17,6612000,62.8
"2011-06-29",66.46,68.59,65.84,68.41,10928700,65.92
"2011-06-30",66.82,67.98,65.68,67.73,13155200,65.26
"2011-07-01",67.49,67.95,66.12,67.83,6632700,65.36
"2011-07-05",68.12,69.62,67.85,68.73,6547800,66.23
"2011-07-06",68.89,69,67.79,68.23,5417600,65.74
"2011-07-07",69.2,70.23,68.76,68.88,4779900,66.37
"2011-07-08",67.86,70.69,67.75,70.58,8163000,68.01
"2011-07-11",68.44,68.89,66.31,66.99,12008700,64.55
"2011-07-12",66.84,67.92,65.55,66.32,8284400,63.9
"2011-07-13",67.07,68.28,66.65,66.94,6280100,64.5
"2011-07-14",67.65,68.08,65.99,66.08,4778200,63.67
"2011-07-15",66.49,67.19,66.05,66.75,4407300,64.32
"2011-07-18",66.77,66.88,65.36,66.46,5503100,64.04
"2011-07-19",68.38,69.97,67.55,68.49,12921000,65.99
"2011-07-20",69.28,69.55,68.62,68.96,5879800,66.45
"2011-07-21",69.29,70.99,68.52,70.62,6363900,68.05
"2011-07-22",71.62,74,71.46,72.88,9792800,70.22
"2011-07-25",72.04,74.31,71.89,73.03,5665900,70.37
"2011-07-26",73.14,73.14,71.5,72.19,4384100,69.56
"2011-07-27",71.74,72,70.36,70.63,4581000,68.06
"2011-07-28",71.06,72.39,70.3,70.55,5020700,67.98
"2011-07-29",69.49,71.07,68.45,70.72,4437800,68.14
"2011-08-01",72.41,72.75,70.28,71.39,5236800,68.79
"2011-08-02",70.33,71.56,68.77,68.84,7077100,66.38
"2011-08-03",70.08,70.43,66.74,70,8155100,67.5
"2011-08-04",69.26,69.26,63.37,64.19,14491800,61.89
"2011-08-05",65.38,66.26,60.55,63.59,10530600,61.32
"2011-08-08",60.8,61.81,55.7,57.51,14908900,55.45
"2011-08-09",58.33,60.96,57,60.93,7206700,58.75
"2011-08-10",59.74,61.99,58.52,59.48,9503400,57.35
"2011-08-11",62.07,65.57,61.91,64.46,11972100,62.15
"2011-08-12",66.15,66.31,64.21,64.77,4685600,62.45
"2011-08-15",65.66,66.54,64.7,66.44,4281900,64.06
"2011-08-16",65.4,66.16,64.8,65.53,4747800,63.19
"2011-08-17",65.62,67.36,65.6,67.11,5095200,64.71
"2011-08-18",64.29,64.56,62.53,64.08,9187400,61.79
"2011-08-19",62.42,66.29,62.25,63.02,5665900,60.77
"2011-08-22",64.92,65.21,62.45,62.79,6246400,60.54
"2011-08-23",63.22,65.73,62.91,65.45,6029200,63.11
"2011-08-24",65.59,67.49,65.14,67.45,6317400,65.04
"2011-08-25",67.46,68.2,66.51,66.81,5493900,64.42
"2011-08-26",66.26,71,65.71,69.38,8625000,66.9
"2011-08-29",70.75,73.38,70.7,72.64,7046100,70.04
"2011-08-30",72.08,74,71.97,73.18,5449300,70.56
"2011-08-31",73.66,73.97,70.16,71.13,7263000,68.59
"2011-09-01",71.02,71.64,70.28,70.65,6237200,68.12
"2011-09-02",68.8,70.25,67.86,70,4935000,67.5
"2011-09-06",67.21,70.44,67.2,70.38,5595100,67.86
"2011-09-07",71.6,71.89,70.67,71.12,5224700,68.58
"2011-09-08",70.43,72.35,70.35,70.77,4589700,68.24
"2011-09-09",69.87,71.15,68.21,69.97,4960100,67.47
"2011-09-12",69.94,71.75,68.1,69.49,6165200,67
"2011-09-13",69.43,70.6,68.63,70.24,4156000,67.73
"2011-09-14",70.56,71.68,69.24,70.76,3507000,68.23
"2011-09-15",71.31,71.72,69.86,71.07,4330100,68.53
"2011-09-16",71.08,71.47,69.6,70.99,8276700,68.45
"2011-09-19",69.87,70.23,68.05,68.51,5643400,66.06
"2011-09-20",68.54,69.02,65.81,66.04,6775400,63.68
"2011-09-21",66.05,66.6,63.29,63.59,8138700,61.32
"2011-09-22",62.23,62.55,58.9,60.11,14201900,57.96
"2011-09-23",57.89,60.58,56.52,57.7,36805700,55.64
"2011-09-26",58.27,58.9,54.5,58.76,12747100,56.66
"2011-09-27",61.13,61.9,59.63,60.35,9061100,58.19
"2011-09-28",60.22,60.22,56.71,57.19,9198400,55.14
"2011-09-29",56.83,56.98,52.61,54.2,18401400,52.26
"2011-09-30",53.14,53.14,48.49,48.97,18896100,47.22
"2011-10-03",48.76,50.27,47.12,47.13,10971000,45.44
"2011-10-04",46.32,49.23,44.86,49.08,15700000,47.32
"2011-10-05",48.97,52.43,48.97,52.18,10119400,50.31
"2011-10-06",52.35,53.95,52.35,53.3,8781900,51.39
"2011-10-07",53.68,53.83,50.42,51.19,7212600,49.36
"2011-10-10",52.56,53.98,52.52,53.48,6020900,51.57
"2011-10-11",53.13,56.59,52.63,55.77,7993800,53.78
"2011-10-12",55.49,57,54.94,55.64,8930600,53.65
"2011-10-13",55.35,56.15,54.8,55.85,4931400,53.85
"2011-10-14",56.77,57.29,56,57.11,4705400,55.07
"2011-10-17",56.83,56.83,54.25,54.49,4284000,52.54
"2011-10-18",54.35,55.85,53.06,55.48,5884900,53.5
"2011-10-19",55.4,55.52,53.28,53.45,5743100,51.54
"2011-10-20",53.43,55.39,52.52,55.25,7905200,53.27
"2011-10-21",56.6,59.49,56.3,58.45,9785300,56.36
"2011-10-24",58.68,59.82,58.29,59.2,5423000,57.08
"2011-10-25",58.72,60.1,57.21,57.84,5546800,55.77
"2011-10-26",58.89,59.69,57.32,59.45,5572300,57.32
"2011-10-27",61.3,62.53,60.07,61.81,6578600,59.6
"2011-10-28",61.72,62.65,61.27,61.96,4242700,59.74
"2011-10-31",60.76,61.04,58.5,58.56,4868800,56.47
"2011-11-01",55.21,57.34,54.24,55.87,7774100,53.92
"2011-11-02",57.36,57.78,55.7,56.42,6129600,54.45
"2011-11-03",57.19,57.54,55.6,57.31,4716400,55.31
"2011-11-04",56.72,58.74,56.72,58.09,3395200,56.06
"2011-11-07",57.8,59.13,57.55,58.93,3350000,56.87
"2011-11-08",59.51,60.35,58.63,59.57,4123500,57.49
"2011-11-09",58,58.58,56.35,56.45,5014300,54.48
