"","MOS.Open","MOS.High","MOS.Low","MOS.Close","MOS.Volume","MOS.Adjusted"
"2013-08-12",42.51,43.87,42.51,43.85,7972800,43.4
"2013-08-13",44,44.57,43.75,44.44,7511200,43.98
"2013-08-14",44.42,44.59,43.39,43.75,7362500,43.3
"2013-08-15",43.21,44.65,42.6,44.23,10566700,43.77
"2013-08-16",43.87,43.92,42.75,42.87,8498600,42.43
"2013-08-19",43.06,43.2,42.01,42.1,4142600,41.66
"2013-08-20",42.1,42.38,41.76,41.98,4809300,41.55
"2013-08-21",41.68,41.7,40.85,40.97,7138200,40.55
"2013-08-22",41.2,41.64,40.91,41.29,3514700,40.86
"2013-08-23",41.37,41.99,41.29,41.89,3562700,41.46
"2013-08-26",43.13,43.44,42.32,42.38,5799400,41.94
"2013-08-27",41.96,42.17,41.04,41.17,4741300,40.74
"2013-08-28",41.21,41.78,40.97,41.47,5199800,41.04
"2013-08-29",41.34,41.95,41.12,41.54,2745900,41.11
"2013-08-30",41.65,42.15,41.4,41.65,2847200,41.22
"2013-09-03",42.11,42.11,41.14,41.19,4963800,40.76
"2013-09-04",41.3,42.6,41.3,42.29,6332900,41.85
"2013-09-05",42.4,42.65,41.42,42.07,5996000,41.63
"2013-09-06",42.28,42.86,42.14,42.16,3859800,41.72
"2013-09-09",44,44.75,43.34,44.31,10162400,43.85
"2013-09-10",44.65,46.27,44.17,45.53,13902400,45.06
"2013-09-11",45.07,45.34,44.01,44.93,5389900,44.47
"2013-09-12",44.82,44.89,44.05,44.38,3872800,43.92
"2013-09-13",44.45,46.5,44.28,45.99,10862800,45.51
"2013-09-16",46.64,47.1,45.44,45.55,11799500,45.08
"2013-09-17",44.8,45.59,44.27,45,8396800,44.53
"2013-09-18",44.91,45.49,44.53,45.13,7358400,44.66
"2013-09-19",45.13,45.3,44.38,44.74,5831300,44.28
"2013-09-20",45.37,45.39,44.4,44.77,14002100,44.31
"2013-09-23",44.81,45.03,44.33,44.72,4190200,44.26
"2013-09-24",44.23,44.77,43.82,44.36,5533300,43.9
"2013-09-25",44.42,45.2,44.35,44.57,6933100,44.11
"2013-09-26",44.56,44.75,44.04,44.19,3215500,43.73
"2013-09-27",43.9,44.06,43.27,43.43,5723700,42.98
"2013-09-30",43.04,43.61,42.87,43.02,6809200,42.58
"2013-10-01",42.94,44,42.76,43.99,5415000,43.53
"2013-10-02",43.68,45.72,43.21,45.6,9148100,45.13
"2013-10-03",45.58,45.92,44.83,45.28,4461800,44.81
"2013-10-04",45,46.22,44.89,46.1,7686500,45.62
"2013-10-07",45.78,46.48,45.5,45.64,4914600,45.17
"2013-10-08",45.56,45.94,45.18,45.42,5317600,44.95
"2013-10-09",45.57,46,45.16,45.84,6982700,45.37
"2013-10-10",46.21,46.45,45.73,46.26,5950000,45.78
"2013-10-11",46.25,46.27,44.83,45.47,5306100,45
"2013-10-14",45.08,45.52,44.78,45.41,2792000,44.94
"2013-10-15",45.38,45.68,44.99,45.37,3079600,44.9
"2013-10-16",45.79,46.33,45.35,45.93,3207800,45.45
"2013-10-17",45.92,46.77,45.83,46.51,3107600,46.03
"2013-10-18",46.57,46.7,46.14,46.61,2913200,46.13
"2013-10-21",46.76,47,46.45,46.73,3541800,46.25
"2013-10-22",46.9,46.94,46.33,46.55,2743300,46.07
"2013-10-23",46.42,46.91,46.25,46.63,2457000,46.15
"2013-10-24",46.05,46.14,44.88,45.64,4414600,45.17
"2013-10-25",45.62,45.99,45.24,45.94,3099400,45.46
"2013-10-28",46.85,47.38,45.96,46.67,4485200,46.19
"2013-10-29",46.87,47.03,46.56,46.93,2316100,46.44
"2013-10-30",47,47.22,46.31,46.68,2239500,46.2
"2013-10-31",46.66,46.98,45.81,45.85,3091400,45.38
"2013-11-01",45.94,46.39,45.65,46.1,2837300,45.62
"2013-11-04",46.4,46.9,46.26,46.73,3654400,46.25
"2013-11-05",46.54,47.15,45.49,46.05,5418000,45.57
"2013-11-06",46.08,46.39,45.85,46.35,2869700,45.87
"2013-11-07",46.41,47.25,46.33,46.96,5230600,46.47
"2013-11-08",46.76,48.09,46.62,48.01,5744500,47.51
"2013-11-11",48,48.44,47.71,48.13,5170900,47.63
"2013-11-12",47.99,48.1,47.58,48.02,3638200,47.52
"2013-11-13",47.75,48.3,47.61,48.2,2588200,47.7
"2013-11-14",48.25,48.25,47.74,48.16,3346900,47.66
"2013-11-15",48.19,49.21,48.11,49.05,4763600,48.54
"2013-11-18",49.81,49.81,48.32,48.43,3827200,47.93
"2013-11-19",48.32,48.67,47.12,47.78,3372900,47.29
"2013-11-20",47.56,47.64,46.59,47.31,3771300,46.82
"2013-11-21",47.5,47.72,46.25,46.42,3887300,45.94
"2013-11-22",46.59,47.65,46.26,47.51,4519900,47.02
"2013-11-25",47.51,47.87,47.01,47.16,2650100,46.67
"2013-11-26",47.2,47.53,46.93,46.94,2436200,46.45
"2013-11-27",46.9,47.05,46.7,46.88,2163100,46.4
"2013-11-29",47.23,48.23,47.16,47.9,2161800,47.4
"2013-12-02",48,48.25,47.38,47.47,2612900,46.98
"2013-12-03",46.98,47.21,46.19,46.4,3723800,46.16
"2013-12-04",46.64,48.13,46.5,47.93,5096900,47.69
"2013-12-05",47.84,47.84,46.91,46.97,2835200,46.73
"2013-12-06",47.26,47.91,46.64,46.79,3533300,46.55
"2013-12-09",47.22,47.26,45.67,46,6299300,45.77
"2013-12-10",45.89,45.95,45.1,45.35,3526200,45.12
"2013-12-11",45.37,45.41,44.33,44.34,3919500,44.11
"2013-12-12",44.23,44.32,43.72,43.79,3954600,43.57
"2013-12-13",43.82,44.32,43.72,43.97,3058900,43.75
"2013-12-16",44.14,44.38,43.71,44.08,2895600,43.86
"2013-12-17",44.38,44.74,44.2,44.52,3077400,44.29
"2013-12-18",44.48,44.8,43.89,44.78,2390600,44.55
"2013-12-19",44.51,44.74,44.38,44.68,2370300,44.45
"2013-12-20",44.57,45.9,44.5,45.72,5053500,45.49
"2013-12-23",45.86,46.53,45.58,46.5,3826900,46.26
"2013-12-24",46.49,46.81,46.45,46.69,888800,46.45
"2013-12-26",46.75,47.1,46.7,46.94,1471900,46.7
"2013-12-27",47.01,47.21,46.78,47.02,1603900,46.78
"2013-12-30",47.11,47.34,46.94,47.01,1305200,46.77
"2013-12-31",47,47.3,46.92,47.27,1624900,47.03
"2014-01-02",47.25,47.65,46.96,47,1648800,46.76
"2014-01-03",47.13,47.21,46.79,46.83,1689500,46.59
"2014-01-06",47.1,47.18,46.47,46.58,2203800,46.34
"2014-01-07",46.62,46.68,46,46.35,2489700,46.11
"2014-01-08",46.36,47.59,46.36,46.94,4079200,46.7
"2014-01-09",47.28,47.31,46.03,46.13,3352700,45.89
"2014-01-10",46.25,46.74,45.9,46.55,2904300,46.31
"2014-01-13",46.51,46.81,46.11,46.15,1506500,45.91
"2014-01-14",46.26,48.17,46.24,48.03,5179300,47.78
"2014-01-15",48.85,49.67,48.59,49.31,8269900,49.06
"2014-01-16",49.32,49.6,49.05,49.32,3573600,49.07
"2014-01-17",49.23,49.27,48.34,48.54,4044500,48.29
"2014-01-21",48.64,48.78,48.05,48.32,2580600,48.07
"2014-01-22",47.27,47.81,46.8,47.77,4189500,47.53
"2014-01-23",47.32,47.53,46.51,47.02,3881800,46.78
"2014-01-24",46.74,46.8,45.19,45.38,4918700,45.15
"2014-01-27",45.13,45.35,44.48,44.7,3980100,44.47
"2014-01-28",44.75,45.31,44.52,45.15,2181500,44.92
"2014-01-29",44.85,45.61,44.48,44.68,3605000,44.45
"2014-01-30",44.65,44.99,43.58,44.93,5196400,44.7
"2014-01-31",44.17,45.02,44.1,44.66,4095500,44.43
"2014-02-03",44.83,45.64,44.54,44.65,4349400,44.42
"2014-02-04",44.72,45.43,44.69,45.12,3414000,44.89
"2014-02-05",45.06,45.13,44.31,44.86,3461500,44.63
"2014-02-06",45.41,46.32,45.3,46.21,4440100,45.97
"2014-02-07",46.74,46.86,46.14,46.45,4221400,46.21
"2014-02-10",46.41,47.16,46.27,46.82,4071800,46.58
"2014-02-11",47.8,48.35,47.4,47.96,4441800,47.72
"2014-02-12",47.97,48.85,47.8,47.98,4377000,47.74
"2014-02-13",47.85,48.22,47.43,47.63,3254400,47.39
"2014-02-14",47.55,47.98,47.31,47.78,2057100,47.54
"2014-02-18",47.97,48.23,47.52,47.91,2311500,47.67
"2014-02-19",47.85,48.33,47.37,47.45,2931800,47.21
"2014-02-20",47.63,48.43,47.61,48.37,2514400,48.12
"2014-02-21",48.36,48.99,47.98,48.03,4085600,47.78
"2014-02-24",48.07,48.88,48,48,2761700,47.76
"2014-02-25",48.08,48.37,47.84,48.01,2159400,47.76
"2014-02-26",48.07,48.37,47.75,48.13,1762400,47.88
"2014-02-27",48.12,48.53,47.77,48.38,2725800,48.13
"2014-02-28",48.46,49.15,48.02,48.86,3291400,48.61
"2014-03-03",48.49,49.41,48.15,48.98,3792100,48.73
"2014-03-04",49.1,49.24,48.69,48.97,4223400,48.97
"2014-03-05",48.99,50.25,48.62,49.85,4442700,49.85
"2014-03-06",50.11,50.63,49.92,50,5509400,50
"2014-03-07",49.91,50.17,49.48,49.73,3369600,49.73
"2014-03-10",49.71,49.94,49.06,49.89,2512700,49.89
"2014-03-11",49.94,49.94,48.46,48.81,3597500,48.81
"2014-03-12",48.5,48.76,48.17,48.29,2910600,48.29
"2014-03-13",48.5,48.68,47.38,47.66,3080300,47.66
"2014-03-14",47.63,48.37,47.5,47.9,2759700,47.9
"2014-03-17",48.25,48.49,47.93,48.02,2160500,48.02
