"","TIF.Open","TIF.High","TIF.Low","TIF.Close","TIF.Volume","TIF.Adjusted"
"2012-03-21",72.78,73.5,72.57,72.91,2961600,70.51
"2012-03-22",72.33,72.89,71.8,72.48,2063000,70.09
"2012-03-23",72.48,72.48,70.71,71.45,1905700,69.1
"2012-03-26",70.49,72.39,70.33,72.33,2574000,69.95
"2012-03-27",72.3,72.53,71.61,71.69,1437000,69.33
"2012-03-28",71.5,71.66,69.64,70.07,2173700,67.76
"2012-03-29",69.65,69.76,68.93,69.05,2773500,66.77
"2012-03-30",69.5,70.16,68.46,69.13,3577700,66.85
"2012-04-02",69,70.47,68.91,70.02,1865400,67.71
"2012-04-03",69.82,70,67.88,67.98,4001800,65.74
"2012-04-04",67.57,68.34,67.43,68.19,2981500,65.94
"2012-04-05",67.18,68.67,67.11,67.58,2251800,65.35
"2012-04-09",66.55,67.58,65.77,67.2,1755900,64.99
"2012-04-10",67.2,67.45,65.53,65.82,2315200,63.65
"2012-04-11",66.6,67.22,66.28,66.76,2301900,64.56
"2012-04-12",66.68,67.4,66.57,67.37,1245700,65.15
"2012-04-13",67.23,67.62,66.4,66.4,1425500,64.21
"2012-04-16",66.8,67.22,66.01,66.66,1541000,64.46
"2012-04-17",66.67,67.32,66.15,66.96,1228100,64.75
"2012-04-18",66.96,66.96,66.15,66.43,1229200,64.24
"2012-04-19",66.35,67.11,65.59,66.15,1079600,63.97
"2012-04-20",66.41,67.5,66.37,67.15,1820600,64.94
"2012-04-23",66.28,67.13,65.78,67,2074900,64.79
"2012-04-24",66.82,66.89,65.61,65.93,1662800,63.76
"2012-04-25",66.8,68.43,66.59,68.41,2084300,66.16
"2012-04-26",68.13,69,67.92,68.74,1264100,66.47
"2012-04-27",69.22,69.77,68.64,69.47,1236300,67.18
"2012-04-30",69.61,69.67,68.11,68.46,1354100,66.2
"2012-05-01",68.44,69.41,68.02,68.73,1095300,66.46
"2012-05-02",68.22,68.86,67.83,68.53,1339500,66.27
"2012-05-03",68.76,68.97,67.65,67.97,1367300,65.73
"2012-05-04",67.63,67.67,65.87,65.95,1795700,63.78
"2012-05-07",65.81,66.36,65.5,65.71,1546100,63.54
"2012-05-08",64.99,64.99,62.91,64.75,2545200,62.62
"2012-05-09",64.04,64.56,63.1,64.14,1802300,62.03
"2012-05-10",64.57,64.98,63.47,63.63,1574400,61.53
"2012-05-11",63.16,63.85,62.99,63.04,1268600,60.96
"2012-05-14",61.67,62.5,61.51,61.59,1927600,59.56
"2012-05-15",61.65,62.15,61,61.25,1382400,59.23
"2012-05-16",61.44,63.28,61.37,62.15,2346300,60.1
"2012-05-17",61.98,62.17,60.07,60.07,2551100,58.09
"2012-05-18",60.23,61.4,60.03,60.64,2730400,58.64
"2012-05-21",61.02,61.35,60.15,61.14,1828900,59.13
"2012-05-22",61.56,62.85,61.07,61.44,1942600,59.42
"2012-05-23",61.18,61.99,60.07,61.8,2889500,59.76
"2012-05-24",56.29,57.68,55.75,57.59,12590500,55.69
"2012-05-25",56.99,57.56,56.25,56.32,4670700,54.46
"2012-05-29",56.5,57.8,56.5,57.37,3254100,55.48
"2012-05-30",56.94,57.25,56.07,56.59,2933300,54.72
"2012-05-31",56.76,56.82,54.92,55.39,3557600,53.56
"2012-06-01",54.29,54.54,53.67,54.34,3514800,52.55
"2012-06-04",54.7,55.15,53.46,54.7,3317400,52.9
"2012-06-05",55.05,55.85,54.26,55.47,3284900,53.64
"2012-06-06",56.05,57.07,56.05,56.59,2244900,54.72
"2012-06-07",57.23,57.29,55.19,55.87,2166200,54.03
"2012-06-08",55.53,55.53,54.62,55.28,2877700,53.46
"2012-06-11",55.96,56.18,54.21,54.32,1789500,52.53
"2012-06-12",54.61,55.64,53.82,55.53,2253800,53.7
"2012-06-13",54.91,55.22,53.75,54.06,2612600,52.28
"2012-06-14",53.79,54.46,53.07,53.54,4408900,51.78
"2012-06-15",53.84,53.86,53.42,53.59,3113500,51.82
"2012-06-18",52.93,53.99,52.74,53.75,2152000,52.29
"2012-06-19",53.97,54.27,53.49,53.7,2480000,52.24
"2012-06-20",54.01,54.78,53.61,54.09,2023700,52.62
"2012-06-21",53.97,54.09,52.2,52.6,2496300,51.17
"2012-06-22",52.67,52.77,51.81,52.26,2422100,50.84
"2012-06-25",51.73,51.88,50.58,51.32,1698600,49.93
"2012-06-26",51.29,52.13,50.56,51.65,2276000,50.25
"2012-06-27",51.64,51.64,49.72,50.29,4863500,48.92
"2012-06-28",50.14,51.31,49.95,51.07,2836900,49.68
"2012-06-29",51.82,53.4,51.48,52.95,2708600,51.51
"2012-07-02",53.49,53.5,52.25,52.89,2415900,51.45
"2012-07-03",53.17,54.24,52.68,53.7,1146900,52.24
"2012-07-05",53.18,54.71,53.18,54.06,1621200,52.59
"2012-07-06",53.57,53.64,53.14,53.45,1620000,52
"2012-07-09",53.27,53.45,52.07,52.4,2057900,50.98
"2012-07-10",52.45,53.15,51.46,51.83,2032100,50.42
"2012-07-11",51.53,51.8,50.9,51.61,2148900,50.21
"2012-07-12",51.08,51.46,50.52,50.85,2935300,49.47
"2012-07-13",51.05,52.46,50.95,52.16,2649100,50.74
"2012-07-16",52.02,53.25,51.81,52.55,2406700,51.12
"2012-07-17",52.6,53.63,52.18,52.87,2276800,51.43
"2012-07-18",53.52,55.58,53.38,55.25,3314900,53.75
"2012-07-19",55.78,57.31,55.58,57.18,3295100,55.63
"2012-07-20",56.71,56.71,55.54,55.97,2350400,54.45
"2012-07-23",54.98,55.32,53.83,55.16,1566900,53.66
"2012-07-24",55.11,55.46,54.13,54.71,1443500,53.22
"2012-07-25",54.99,55.31,54.29,54.66,1387800,53.18
"2012-07-26",55.59,56.28,55.11,56.04,1598400,54.52
"2012-07-27",56.5,58.11,56.49,57.43,1988100,55.87
"2012-07-30",57.37,57.8,56.57,57.21,1166700,55.66
"2012-07-31",54.5,55.5,52.92,54.93,3060200,53.44
"2012-08-01",55.25,55.87,54.59,54.77,2102600,53.28
"2012-08-02",54.47,54.59,52.76,53.58,2313100,52.13
"2012-08-03",54.08,55.12,53.78,54.74,1976100,53.25
"2012-08-06",55.07,56.83,55.05,56.33,2002100,54.8
"2012-08-07",56.7,58.46,56.7,58,2411000,56.43
"2012-08-08",57.44,58.53,56.87,58.3,2242700,56.72
"2012-08-09",58.05,59.1,58.02,58.62,1717000,57.03
"2012-08-10",58.48,58.53,57.76,58.48,1153600,56.89
"2012-08-13",58.48,58.72,58.13,58.31,1225400,56.73
"2012-08-14",58.42,59.5,58.42,59.18,1969200,57.57
"2012-08-15",59.03,59.69,58.94,59.41,1269300,57.8
"2012-08-16",59.42,59.86,59,59.63,1094800,58.01
"2012-08-17",60.86,61.16,60.54,60.66,2297900,59.01
"2012-08-20",60.67,60.69,59.23,59.45,1691200,57.84
"2012-08-21",59.66,59.99,58.86,59.02,2254000,57.42
"2012-08-22",58.93,58.99,58.13,58.62,2632000,57.03
"2012-08-23",58.47,58.61,57.93,58.46,1910300,56.87
"2012-08-24",58.04,58.55,57.8,58.5,2919200,56.91
"2012-08-27",61.69,63.22,61.62,62.71,9426700,61.01
"2012-08-28",62.36,62.84,61.8,62.5,2855000,60.8
"2012-08-29",62.4,63,62.34,62.75,1852300,61.05
"2012-08-30",62.31,62.75,61.65,61.72,1828600,60.04
"2012-08-31",62.04,62.4,61.64,61.95,1335900,60.27
"2012-09-04",61.73,61.95,59.01,60.49,4760000,58.85
"2012-09-05",59.3,60.75,59.26,59.31,3575700,57.7
"2012-09-06",59.92,61.12,59.61,60.74,2237100,59.09
"2012-09-07",60.98,63.06,60.98,62.64,2868000,60.94
"2012-09-10",62.74,64.61,62.5,63.04,2692000,61.33
"2012-09-11",61.79,62.74,61.6,62.26,2653900,60.57
"2012-09-12",62.32,63,61.77,62.55,1871200,60.85
"2012-09-13",63.21,64.27,61.87,63.98,2754200,62.24
"2012-09-14",64.22,65.92,64.22,65.6,2670800,63.82
"2012-09-17",65.36,65.72,64.65,65.3,1854400,63.53
"2012-09-18",64.9,65.07,63.7,64.08,1715900,62.65
"2012-09-19",64.37,64.93,63.93,64.56,1357600,63.12
"2012-09-20",64.03,64.77,63.64,64.3,2015000,62.86
"2012-09-21",64.6,64.68,63.25,63.51,2341500,62.09
"2012-09-24",63.05,63.68,62.9,63.34,1113200,61.92
"2012-09-25",63.61,63.77,61.53,61.59,1458900,60.21
"2012-09-26",61.51,61.73,60.46,61.18,1985600,59.81
"2012-09-27",61.56,62.22,60.77,61.9,1304800,60.52
"2012-09-28",61.5,62.08,60.69,61.88,1175500,60.5
"2012-10-01",62.35,62.81,61.27,61.5,1683800,60.13
"2012-10-02",61.72,62.23,61.07,62.08,1662300,60.69
"2012-10-03",62.3,63.27,62.05,62.35,1502200,60.96
"2012-10-04",62.6,63.35,62.36,62.97,991600,61.56
"2012-10-05",63.4,64.12,62.69,63.01,993400,61.6
"2012-10-08",62.86,63.59,62.47,62.97,1020700,61.56
"2012-10-09",62.96,63.25,61.94,62.11,1000800,60.72
"2012-10-10",62.25,62.68,61.36,61.51,957200,60.13
"2012-10-11",62.26,63.62,62.18,62.59,1670000,61.19
"2012-10-12",62.59,62.9,61.9,62.21,970500,60.82
"2012-10-15",62.39,62.71,61.52,61.8,1427100,60.42
"2012-10-16",62.01,64.56,61.95,64.06,1900800,62.63
"2012-10-17",64.49,65.02,64.14,64.92,1267700,63.47
"2012-10-18",64.64,65,63.95,64.87,1126700,63.42
"2012-10-19",64.82,64.96,63.63,64.2,1840700,62.76
"2012-10-22",63.77,64.21,63.25,64.01,1397300,62.58
"2012-10-23",63.31,63.52,62.27,63.08,1327000,61.67
"2012-10-24",63.46,63.89,62.78,63.05,988700,61.64
"2012-10-25",63.54,63.68,62.16,63.04,1005500,61.63
"2012-10-26",63.18,63.44,61.85,62.57,896700,61.17
"2012-10-31",62.7,63.68,62.39,63.22,833500,61.81
"2012-11-01",63.16,66.78,63.16,66.27,2821700,64.79
"2012-11-02",66.51,66.58,65.15,65.25,1495800,63.79
"2012-11-05",65,65.84,64.65,65.31,885100,63.85
"2012-11-06",65.37,65.67,64.53,65.36,1492000,63.9
"2012-11-07",64.71,64.71,62.59,62.92,2368900,61.51
"2012-11-08",63.05,63.43,60.96,61.09,1720000,59.72
"2012-11-09",60.69,62,60.23,60.99,1614500,59.63
"2012-11-12",61.27,61.75,60.9,61.41,1035900,60.04
"2012-11-13",61.25,62.22,60.84,61.24,1062300,59.87
"2012-11-14",61.5,62.28,60.14,60.31,1444300,58.96
"2012-11-15",60.35,60.67,58.88,59.37,2651600,58.04
"2012-11-16",59.73,60.25,58.91,59.54,1781700,58.21
"2012-11-19",60.1,61.57,60.1,60.93,1702100,59.57
"2012-11-20",60.97,61.5,60.47,60.84,1264700,59.48
"2012-11-21",61.21,61.7,60.5,61.23,1077200,59.86
"2012-11-23",61.55,62.25,61.39,62.07,672000,60.68
"2012-11-26",62.13,63.39,61.94,63.34,2786500,61.92
"2012-11-27",63.3,63.78,62.26,62.63,2062300,61.23
"2012-11-28",62.48,64.25,62.35,63.73,2899300,62.31
"2012-11-29",58.5,60,58.18,59.8,10585800,58.46
"2012-11-30",58.87,59.49,57.87,58.98,4773800,57.66
"2012-12-03",58.96,58.96,57.88,58.16,2308000,56.86
"2012-12-04",58.03,59.28,57.84,58.88,2370500,57.56
"2012-12-05",59,59.26,58.18,58.32,1524700,57.02
"2012-12-06",58.45,58.73,58.07,58.62,849000,57.31
"2012-12-07",59.08,59.43,58.13,58.42,1264700,57.11
"2012-12-10",58.38,58.73,57.03,57.48,2398400,56.19
"2012-12-11",57.86,58.06,57.13,57.85,2383700,56.56
"2012-12-12",58.07,58.1,57.17,57.39,1424800,56.11
"2012-12-13",57.38,57.99,57.05,57.52,1517800,56.23
"2012-12-14",57.46,58.62,57.35,58.09,2080900,56.79
"2012-12-17",58.14,59,57.98,58.83,1283100,57.51
"2012-12-18",58.49,59.91,58.37,59.87,2410400,58.85
"2012-12-19",59.9,60.34,58.96,58.99,1990100,57.99
"2012-12-20",59,59.12,57.74,58.51,1849100,57.51
"2012-12-21",57.9,58.48,57.63,58.4,2235200,57.41
"2012-12-24",58.33,58.47,58.03,58.32,571400,57.33
"2012-12-26",58.22,58.28,56.6,56.68,2286000,55.72
"2012-12-27",56.67,57.09,55.83,57.03,2564300,56.06
"2012-12-28",56.79,57.2,55.99,56.44,1880200,55.48
"2012-12-31",56.3,57.6,56.11,57.34,1669400,56.36
"2013-01-02",58.11,59.35,57.11,58.93,5809600,57.93
"2013-01-03",60.14,61.99,58.94,60.28,4886600,59.25
"2013-01-04",61.01,61.6,60.56,61.18,2627200,60.14
"2013-01-07",60.97,61.36,60.13,61.1,2171400,60.06
"2013-01-08",61.1,63.11,60.65,62.6,4260900,61.54
"2013-01-09",62.54,63.76,62.41,63.26,2929800,62.18
"2013-01-10",58.73,61.5,58.65,60.4,10797500,59.37
"2013-01-11",60,60.4,59.53,60.28,3145700,59.25
"2013-01-14",60.61,61.28,60.3,61.25,3848100,60.21
"2013-01-15",61.1,63.42,60.75,63.24,3360500,62.16
"2013-01-16",62.74,63.86,62.24,63.76,2778900,62.68
"2013-01-17",63.4,63.92,62.94,63.66,1868700,62.58
"2013-01-18",63.7,63.9,62.73,63.8,1807100,62.71
"2013-01-22",63.57,63.7,62.5,63.14,1812300,62.07
"2013-01-23",61.65,63.5,61.62,62.73,2011700,61.66
"2013-01-24",61.84,62.87,61.74,62.31,1685600,61.25
"2013-01-25",63.17,64.58,63,64.17,1963300,63.08
"2013-01-28",64.24,64.24,63.47,63.84,1226000,62.75
"2013-01-29",63.63,64.72,63.45,64.55,1434100,63.45
"2013-01-30",64.49,65.26,64.15,65.18,2038900,64.07
"2013-01-31",64.81,66,64.78,65.75,2941100,64.63
"2013-02-01",66.09,66.39,63.57,64.77,5692100,63.67
"2013-02-04",61.55,63.67,61.42,62.17,4001800,61.11
"2013-02-05",62.42,63.85,62.13,63.72,2190700,62.64
"2013-02-06",63.58,64.14,62.73,63.19,2021700,62.12
"2013-02-07",63.19,63.25,62.22,62.7,1577300,61.63
"2013-02-08",62.9,63,62.47,62.89,1568700,61.82
"2013-02-11",62.88,63.3,62.67,63.1,861800,62.03
"2013-02-12",63.27,63.67,63.04,63.6,1043600,62.52
"2013-02-13",63.72,63.79,63.17,63.45,1068300,62.37
"2013-02-14",63.15,63.9,62.82,63.7,1468000,62.62
"2013-02-15",63.79,65.28,63.66,64.78,2131700,63.68
"2013-02-19",64.78,65.69,64.45,65.65,1642200,64.53
"2013-02-20",65.65,65.65,64.38,64.4,1622400,63.3
"2013-02-21",64.18,64.75,63.95,64.28,1070700,63.19
"2013-02-22",64.52,64.85,63.85,64.38,933200,63.28
"2013-02-25",64.63,65.35,64.01,64.01,1521900,62.92
"2013-02-26",64.49,66.12,64.07,66.01,2216600,64.89
"2013-02-27",65.91,66.96,65.24,66.66,1480000,65.53
"2013-02-28",66.51,67.5,66.36,67.16,1806900,66.02
"2013-03-01",66.94,69.29,66.77,69.04,2662000,67.87
"2013-03-04",68.66,70.52,67.66,70.48,4850500,69.28
"2013-03-05",70.7,70.74,69.74,70.17,3230800,68.98
"2013-03-06",70.14,70.48,69.66,70.06,2358900,68.87
"2013-03-07",70.47,71.08,70.06,70.88,1451500,69.67
"2013-03-08",70.01,70.71,69.58,70.25,2562400,69.06
"2013-03-11",70.01,70.02,68.97,69.11,1946300,67.93
"2013-03-12",68.82,69,68.22,68.46,2734200,67.3
"2013-03-13",68.48,69.05,68.35,68.84,1716000,67.67
"2013-03-14",68.9,69.19,68.64,69.09,1417200,67.91
"2013-03-15",69,69.48,68.55,69.42,1446300,68.24
"2013-03-18",68.47,68.96,67.84,68.83,1578500,67.97
"2013-03-19",68.97,69.03,67.99,68.5,2290300,67.65
"2013-03-20",69.23,69.78,68.57,69.59,1558900,68.72
"2013-03-21",69.1,69.37,67.75,67.91,2370300,67.06
"2013-03-22",70.15,70.78,68.82,69.23,4432900,68.37
"2013-03-25",69.51,69.75,67.86,68.23,1499400,67.38
"2013-03-26",68.38,68.86,67.8,68.41,1351300,67.56
"2013-03-27",67.98,68.48,67.87,68.42,870700,67.57
"2013-03-28",68.31,69.61,68.27,69.54,1153400,68.67
"2013-04-01",69.69,70.72,69.43,70.24,1650900,69.36
"2013-04-02",70.64,72.48,70.56,72,2287600,71.1
"2013-04-03",71.42,71.96,70.19,70.81,2101600,69.93
"2013-04-04",70.79,71.11,70.46,70.87,951700,69.99
"2013-04-05",69.75,70.76,69.31,70.61,1164000,69.73
"2013-04-08",70.53,71.17,70.4,70.91,1001100,70.03
"2013-04-09",71,71.23,70.49,71.01,1006500,70.13
"2013-04-10",71.31,72.45,71.21,72.33,926100,71.43
"2013-04-11",72.62,74.2,72.27,73.38,1848200,72.47
"2013-04-12",72.96,73.29,72.18,72.67,1361100,71.76
"2013-04-15",72.53,72.58,70.1,70.31,1873900,69.43
"2013-04-16",71.08,71.6,70.67,71.52,1266300,70.63
"2013-04-17",71.06,71.48,70.14,70.36,1276800,69.48
"2013-04-18",70.53,70.99,68.91,69.47,1237400,68.6
"2013-04-19",69.66,70.37,69.58,70.11,1165400,69.24
"2013-04-22",70.17,71.25,69.35,71.06,1138200,70.17
"2013-04-23",72.2,72.54,71.07,71.81,1071100,70.92
"2013-04-24",71.92,72.63,71.74,72.29,965200,71.39
"2013-04-25",72.48,73.66,72.42,72.96,1140100,72.05
"2013-04-26",72.87,73.21,72.64,72.93,671400,72.02
"2013-04-29",73.02,73.76,72.69,73.06,1002200,72.15
"2013-04-30",72.9,74.08,72.9,73.68,883000,72.76
"2013-05-01",73.57,74.2,73.34,73.57,831800,72.65
"2013-05-02",73.89,74.69,73.73,74.39,943000,73.46
"2013-05-03",75,75.85,74.79,75.31,965100,74.37
"2013-05-06",75.29,76.15,75.24,75.55,757700,74.61
"2013-05-07",74.73,75.47,74.14,75.45,1215700,74.51
"2013-05-08",75.14,76.29,75.11,76.06,747600,75.11
"2013-05-09",76.08,76.73,75.47,75.81,766500,74.87
"2013-05-10",75.83,76.77,75.67,76.5,724200,75.55
"2013-05-13",76.28,76.92,76.04,76.59,677500,75.64
"2013-05-14",76.5,76.84,76.25,76.68,1029000,75.72
"2013-05-15",76.58,76.87,76.28,76.58,928000,75.63
"2013-05-16",76.5,77.33,76.31,76.49,1371200,75.54
"2013-05-17",76.64,78.29,76.47,78,1968300,77.03
"2013-05-20",77.9,78.29,77.53,77.91,773600,76.94
"2013-05-21",78,78.59,77.92,78.38,1007300,77.4
"2013-05-22",78.61,79.35,77.07,77.32,1994600,76.36
"2013-05-23",76.4,76.67,75.79,76.19,1443600,75.24
"2013-05-24",75.71,76.4,75.23,76.21,1419100,75.26
"2013-05-28",80.78,81.25,78.6,79.22,4054600,78.23
"2013-05-29",78.83,78.91,77.51,78.32,1007700,77.34
"2013-05-30",78.46,78.46,77.92,78.18,740700,77.21
"2013-05-31",78.25,79.5,77.77,77.78,1315000,76.81
"2013-06-03",77.74,78.96,77.62,78.94,1232700,77.96
"2013-06-04",78.66,79.42,78.36,78.84,1558900,77.86
"2013-06-05",78.5,79.03,77.68,77.83,1452100,76.86
"2013-06-06",77.64,77.95,76.74,77.9,727300,76.93
"2013-06-07",78.72,79.46,78.52,79.3,599600,78.31
"2013-06-10",79.4,79.56,78.34,78.67,570900,77.69
"2013-06-11",78.02,78.03,76.85,77.07,1504500,76.11
"2013-06-12",77.47,77.86,76.33,76.4,878600,75.45
"2013-06-13",76.07,76.21,74.28,75.34,2099100,74.4
"2013-06-14",75.46,76.34,75.25,75.48,1208700,74.54
"2013-06-17",75.97,76.41,75.34,75.76,914000,74.82
"2013-06-18",75.63,77.22,75.42,76.59,1345400,75.98
"2013-06-19",76.72,76.76,75,75.07,1055300,74.47
"2013-06-20",74.21,74.28,71.78,72.11,1645200,71.53
"2013-06-21",72.62,72.78,70.77,72.51,1847500,71.93
"2013-06-24",71.6,72.24,70.7,71.31,1037000,70.74
"2013-06-25",71.82,72.5,71.41,72.13,820100,71.55
"2013-06-26",73.01,73.5,71.98,72.48,1068600,71.9
"2013-06-27",72.82,73.18,72.5,72.57,834500,71.99
"2013-06-28",72.26,73.21,72.04,72.84,1775700,72.26
"2013-07-01",73.29,73.54,72.62,72.78,684500,72.2
"2013-07-02",72.88,73.54,72.11,72.5,1079100,71.92
"2013-07-03",72.19,72.85,72.06,72.56,733500,71.98
"2013-07-05",73.28,73.6,72.56,73.44,663000,72.85
"2013-07-08",73.8,75.15,73.77,74.92,1834200,74.32
"2013-07-09",75.36,75.82,74.78,75.53,1148900,74.93
"2013-07-10",75.53,75.92,75.08,75.9,1017100,75.29
"2013-07-11",76.64,77.31,76.58,77.09,1128700,76.47
"2013-07-12",77,77.47,76.75,77.02,1039400,76.4
"2013-07-15",78.54,80.32,78.11,79.78,1847200,79.14
"2013-07-16",79.68,79.83,77.88,78.28,1040000,77.65
"2013-07-17",78.58,78.9,78.04,78.23,914500,77.6
"2013-07-18",78.3,79.01,78.3,78.81,662400,78.18
"2013-07-19",78.79,78.92,78.18,78.82,477700,78.19
"2013-07-22",78.75,79.41,78.6,78.99,521800,78.36
"2013-07-23",79.12,79.38,78.37,78.41,760500,77.78
"2013-07-24",78.72,79.14,78.05,78.46,837800,77.83
"2013-07-25",78.23,79.73,78.14,79.63,925900,78.99
"2013-07-26",78.71,80.07,78.23,80.03,1096800,79.39
"2013-07-29",79.8,79.86,78.38,78.66,956400,78.03
"2013-07-30",78.46,79.99,78.46,79.65,1216100,79.01
"2013-07-31",79.89,80.2,79.42,79.51,704300,78.87
"2013-08-01",80.15,81.62,80.12,81.11,1459000,80.46
"2013-08-02",80.25,81.78,80.02,81.47,1094800,80.82
"2013-08-05",81.09,81.45,80.89,81.16,492900,80.51
"2013-08-06",81.2,81.63,80.37,81.46,1060900,80.81
"2013-08-07",81,81.39,80.38,80.65,1259300,80
"2013-08-08",81.27,81.7,80.65,81.36,800900,80.71
"2013-08-09",81.36,81.55,80.84,81.36,390200,80.71
"2013-08-12",80.73,81.56,80.51,81.46,494500,80.81
"2013-08-13",81.38,82.59,80.74,82.28,1060500,81.62
"2013-08-14",82.13,82.84,81.44,81.6,1150800,80.95
"2013-08-15",81.16,81.16,79.79,80.3,1082000,79.66
"2013-08-16",79.99,81.1,79.42,79.62,1895800,78.98
"2013-08-19",79.45,80.8,78.81,79.83,1516000,79.19
"2013-08-20",80,81.68,79.91,81.19,1224400,80.54
"2013-08-21",81.07,81.36,80.22,80.57,759000,79.92
"2013-08-22",80.94,81.61,80.49,81.5,793000,80.85
"2013-08-23",81.51,82.09,80.61,82,1119700,81.34
"2013-08-26",82.34,82.75,81.12,81.67,2033500,81.02
"2013-08-27",82.5,83.33,79.09,80.82,3278900,80.17
"2013-08-28",79.37,79.6,76.83,77.25,3335100,76.63
"2013-08-29",76.8,77.78,76.65,77.07,1579100,76.45
"2013-08-30",77.34,77.84,76.88,77.11,1009200,76.49
"2013-09-03",77.75,77.82,76.15,76.54,1195600,75.93
"2013-09-04",76.55,78.49,76.51,78.47,1395800,77.84
"2013-09-05",78.42,78.51,77.87,77.91,621300,77.29
"2013-09-06",78.12,78.33,76.33,77.03,745000,76.41
"2013-09-09",77.5,78,77.14,77.83,762100,77.21
"2013-09-10",78.21,79.14,78.12,78.57,762000,77.94
"2013-09-11",78.57,79.23,78.22,78.87,654100,78.24
"2013-09-12",78.87,79.66,78.57,79.02,1022100,78.39
"2013-09-13",79.24,79.52,78.43,78.95,659200,78.32
"2013-09-16",79.92,80.15,78.75,78.96,622500,78.33
"2013-09-17",78.99,79.87,78.99,79.86,531900,79.22
"2013-09-18",79.47,80.46,78.36,80.29,907300,79.99
"2013-09-19",80.7,81.08,79.95,80.13,673600,79.83
"2013-09-20",80.31,80.49,79.01,79.4,2117700,79.1
"2013-09-23",79.21,79.59,78.2,78.53,877500,78.23
"2013-09-24",78.95,79.84,78.61,79.12,638600,78.82
"2013-09-25",79.01,79.23,77.22,77.47,982600,77.18
"2013-09-26",77.48,77.82,76.81,77.21,919000,76.92
"2013-09-27",76.69,77.17,76.49,76.89,846700,76.6
"2013-09-30",76.43,76.9,76.15,76.62,895600,76.33
"2013-10-01",76.69,77.6,76.41,76.86,942700,76.57
"2013-10-02",76.47,76.64,75.71,76.34,1037600,76.05
"2013-10-03",76.41,77.35,75.97,76.56,1229700,76.27
"2013-10-04",76.56,77.72,76.56,77.61,830600,77.32
"2013-10-07",76.63,76.99,75.9,75.91,829400,75.62
"2013-10-08",75.92,76.09,74.56,74.76,626100,74.48
"2013-10-09",74.83,75.1,73.63,73.91,1505100,73.63
"2013-10-10",76.23,76.73,75.07,75.38,1670100,75.1
"2013-10-11",75.46,76.59,74.94,76.57,887700,76.28
"2013-10-14",75.92,76.7,75.69,76.46,489200,76.17
"2013-10-15",76.27,76.88,75.22,75.44,1102400,75.16
"2013-10-16",76.32,77.34,75.98,76.98,957800,76.69
"2013-10-17",76.8,77.64,76.3,77.53,620500,77.24
"2013-10-18",77.97,78.46,77.65,78.14,941100,77.85
"2013-10-21",78.39,78.87,77.72,78.79,834000,78.49
"2013-10-22",78.59,79.33,78.2,79.05,736600,78.75
"2013-10-23",78.61,78.96,77.75,78.42,735200,78.12
"2013-10-24",78.6,79.32,78.46,78.87,1216100,78.57
"2013-10-25",79,79.37,78.5,79.32,787500,79.02
"2013-10-28",79.36,79.66,78.84,79.5,537500,79.2
"2013-10-29",79.51,79.95,79.29,79.79,411100,79.49
"2013-10-30",79.72,80.46,79.48,79.7,709400,79.4
"2013-10-31",79.45,79.81,78.84,79.17,670800,78.87
"2013-11-01",79.23,79.56,78.5,79.01,331400,78.71
"2013-11-04",79.14,79.69,78.93,79.38,443500,79.08
"2013-11-05",79.02,80.45,78.53,80.19,723200,79.89
"2013-11-06",80.42,80.59,79.33,79.56,515000,79.26
"2013-11-07",79.85,80.29,78.15,78.24,695900,77.95
"2013-11-08",78.37,79.69,78.37,79.65,576300,79.35
"2013-11-11",79.53,81.78,79.53,81.4,1146500,81.09
"2013-11-12",81.26,82.05,81.18,81.73,947500,81.42
"2013-11-13",81.48,82.72,81.31,82.64,637500,82.33
"2013-11-14",82.43,82.53,81.37,82.24,798400,81.93
"2013-11-15",81.28,82.86,80.78,82.74,1007000,82.43
"2013-11-18",83,83.48,82.18,82.49,891400,82.18
"2013-11-19",82.4,83,82.03,82.26,617900,81.95
"2013-11-20",82.29,82.46,79.81,80.59,1170600,80.29
"2013-11-21",80.38,81.64,80.38,81.5,710900,81.19
"2013-11-22",81.65,81.71,80.76,81.08,734100,80.77
"2013-11-25",81.31,81.55,80.29,80.99,1637400,80.69
"2013-11-26",86.09,88.88,86,88.02,5554200,87.69
"2013-11-27",88.15,88.83,87.42,88.16,1913200,87.83
"2013-11-29",88.63,89.72,87.92,89.14,1009300,88.8
"2013-12-02",89.14,89.42,87.83,88.04,1152600,87.71
"2013-12-03",87.9,89.09,87.63,88.42,1087000,88.09
"2013-12-04",88.12,89.47,88,88.58,871000,88.25
"2013-12-05",89.92,90.74,88.97,89.7,1500600,89.36
"2013-12-06",90.46,90.55,88.86,89.7,1087500,89.36
"2013-12-09",89.86,90.93,89.86,90.33,868000,89.99
"2013-12-10",90,90.52,89.49,90.09,692300,89.75
"2013-12-11",90.04,90.3,88.87,89.1,885500,88.76
"2013-12-12",89.21,89.5,88.63,89.2,678900,88.86
"2013-12-13",89.3,89.78,88.84,89.31,611400,88.97
"2013-12-16",89.16,91.1,89.16,90.85,962500,90.51
"2013-12-17",90.86,90.97,89.93,90.32,891200,89.98
"2013-12-18",90.24,91.51,88.97,91.47,1166200,91.47
"2013-12-19",90.85,91.2,90.29,90.43,806200,90.43
"2013-12-20",90.83,91.38,90.47,90.62,1081200,90.62
