"","TIF.Open","TIF.High","TIF.Low","TIF.Close","TIF.Volume","TIF.Adjusted"
"2008-09-29",36.04,36.81,33.66,34.73,3414200,31.29
"2008-09-30",35.52,35.86,34.65,35.52,2401600,32.01
"2008-10-01",35.07,35.8,35.02,35.34,2326000,31.84
"2008-10-02",35.1,35.42,33.61,33.67,2244200,30.34
"2008-10-03",33.68,34.42,32.31,32.34,2932300,29.14
"2008-10-06",31.74,31.74,28.72,30.78,4611700,27.73
"2008-10-07",31.1,31.5,28.43,28.66,3715300,25.82
"2008-10-08",27.87,29.74,27.02,27.79,7154500,25.04
"2008-10-09",27.62,28.37,24.46,24.67,5009400,22.23
"2008-10-10",23.12,30.8,21.78,28.76,8440000,25.91
"2008-10-13",29.97,33.02,29.97,32.55,5747900,29.33
"2008-10-14",33.9,34.19,28.53,29.09,4067200,26.21
"2008-10-15",28.1,28.7,25.7,25.78,3699400,23.23
"2008-10-16",25.89,27.79,24.45,27.61,5311300,24.88
"2008-10-17",26.9,28.26,25.8,27.52,2802700,24.8
"2008-10-20",27.89,28.35,26.77,27.34,2973900,24.64
"2008-10-21",26.77,28.31,26.1,26.21,2186800,23.62
"2008-10-22",25.4,25.63,23.37,24.53,3679400,22.1
"2008-10-23",24.81,25.17,22.8,23.8,2702500,21.45
"2008-10-24",22.5,23.42,22,22.68,5279300,20.44
"2008-10-27",22.47,23.82,21.76,21.84,2155200,19.68
"2008-10-28",22.53,24.92,21.68,24.8,4398700,22.35
"2008-10-29",24.62,26.9,23.65,25.44,3924700,22.92
"2008-10-30",26.9,27.6,25.34,26.01,3034400,23.44
"2008-10-31",26.44,28.35,25.57,27.45,2435100,24.73
"2008-11-03",27.4,27.71,25.02,25.11,2856000,22.63
"2008-11-04",26.29,26.92,25.36,26.73,2207500,24.09
"2008-11-05",26.33,26.33,24.71,24.9,4132400,22.44
"2008-11-06",24.54,25.43,22.77,23.02,3399800,20.74
"2008-11-07",23.32,23.83,22.54,23.02,2540600,20.74
"2008-11-10",23.63,25.56,22.18,22.7,2267600,20.45
"2008-11-11",22,22.31,20.72,21.16,4225700,19.07
"2008-11-12",20.92,20.92,19.48,19.53,3692500,17.6
"2008-11-13",19.64,22.44,18.73,22.44,5293600,20.22
"2008-11-14",21.48,22.2,19.76,20.31,3217700,18.3
"2008-11-17",20.02,20.82,19.42,19.42,3179400,17.5
"2008-11-18",19.24,19.88,18.76,19.72,3090700,17.77
"2008-11-19",19.51,20.13,17.58,17.71,4674200,15.96
"2008-11-20",17.64,19.74,17.26,17.86,4320100,16.09
"2008-11-21",18.25,19.56,16.75,19.48,4478600,17.55
"2008-11-24",19.53,21.19,18.68,21.05,5969400,18.97
"2008-11-25",21.48,22,18.64,20.83,6109400,18.77
"2008-11-26",18.66,21.5,18.61,20.91,8252900,18.84
"2008-11-28",20.84,21.25,19.26,19.79,2193900,17.83
"2008-12-01",19.19,19.34,17.88,17.98,4322600,16.2
"2008-12-02",18.24,19.23,17.69,18.84,3439700,16.98
"2008-12-03",18.46,19.78,18.2,19.18,4196200,17.28
"2008-12-04",18.79,22.32,18.46,21.25,5395000,19.15
"2008-12-05",20.67,23.9,19.87,23.7,5272100,21.36
"2008-12-08",24.51,25.6,23.82,24.35,5286000,21.94
"2008-12-09",24.02,25.37,23.18,23.36,3385400,21.05
"2008-12-10",23.68,24.45,23.19,24.2,2023000,21.81
"2008-12-11",23.99,24.69,22.85,23.24,2246900,20.94
"2008-12-12",22.01,23.22,21.8,22.81,2360400,20.55
"2008-12-15",23.2,23.23,22.01,22.4,1464100,20.18
"2008-12-16",22.71,24.56,22.19,24.43,2888500,22.01
"2008-12-17",24.21,26.15,23.7,25.74,3198100,23.19
"2008-12-18",25.95,25.95,24.43,24.72,2375000,22.42
"2008-12-19",24.92,25.43,23.76,24.53,2499200,22.25
"2008-12-22",24.53,24.65,22.34,22.84,2383200,20.72
"2008-12-23",23.09,23.25,22.19,22.42,1966000,20.34
"2008-12-24",22.9,22.9,22.07,22.34,838100,20.26
"2008-12-26",22.3,22.75,22.23,22.42,826600,20.34
"2008-12-29",22.33,22.51,21.05,21.5,2595700,19.5
"2008-12-30",21.83,23.08,21.61,23.03,2683100,20.89
"2008-12-31",23.08,23.9,23.08,23.63,2497100,21.43
"2009-01-02",23.93,25.79,23.58,25.54,3396700,23.17
"2009-01-05",25.27,25.9,24.76,25.66,2621700,23.27
"2009-01-06",25.92,26.2,25.04,25.89,2314900,23.48
"2009-01-07",25.22,25.5,24.45,24.83,2896200,22.52
"2009-01-08",23.67,24.24,23.17,24.08,4084200,21.84
"2009-01-09",23.97,24.15,22.12,22.4,5891700,20.32
"2009-01-12",22.38,22.63,21.7,22.06,4383400,20.01
"2009-01-13",22.05,23.09,21.45,22,3790800,19.96
"2009-01-14",20.74,22.6,20.36,21.95,10094700,19.91
"2009-01-15",21.88,22.81,21.1,22.08,4330100,20.03
"2009-01-16",22.61,22.94,22.08,22.84,3343200,20.72
"2009-01-20",22.77,22.83,21.18,21.3,3325100,19.32
"2009-01-21",21.81,21.82,20.62,21.73,3704400,19.71
"2009-01-22",20.89,21.65,20.4,21.21,2666300,19.24
"2009-01-23",20.5,21.52,20.26,21.18,2142400,19.21
"2009-01-26",20.83,21.99,20.79,21.21,2160700,19.24
"2009-01-27",21.16,21.75,20.99,21.58,2312200,19.57
"2009-01-28",22.24,23.37,22,23,3142500,20.86
"2009-01-29",22.75,22.77,21.7,21.73,2274800,19.71
"2009-01-30",21.58,22.1,20.64,20.75,2844400,18.82
"2009-02-02",20.46,20.95,20.03,20.47,2421400,18.57
"2009-02-03",20.69,21.4,20.22,21.3,2111300,19.32
"2009-02-04",21.31,21.5,20.69,20.88,1975900,18.94
"2009-02-05",20.74,21.83,20.61,21.74,2847400,19.72
"2009-02-06",21.74,23.38,21.74,22.89,2957600,20.76
"2009-02-09",22.68,23.06,22.26,22.75,1264600,20.64
"2009-02-10",22.3,22.88,21.45,21.56,2318200,19.56
"2009-02-11",21.53,21.73,20.52,21,6498400,19.05
"2009-02-12",20.9,21,19.58,20.57,6120000,18.66
"2009-02-13",20.62,21.07,20.12,20.18,3680100,18.3
"2009-02-17",19.9,20.29,19.51,19.92,5299300,18.07
"2009-02-18",20.14,20.21,19.4,19.82,3600000,17.98
"2009-02-19",20.09,20.51,19.6,19.75,3176000,17.91
"2009-02-20",19.5,20,19.2,19.75,3672600,17.91
"2009-02-23",19.95,20.27,18.86,18.95,3894400,17.19
"2009-02-24",19.13,20.12,18.91,19.75,4363800,17.91
"2009-02-25",19.65,19.83,18.9,19.09,3162300,17.32
"2009-02-26",19.52,19.65,18.92,18.96,3105300,17.2
"2009-02-27",18.77,19.64,18.55,19.04,3006100,17.27
"2009-03-02",18.59,19.06,17.58,17.61,3284000,15.97
"2009-03-03",18.05,18.05,16.97,17.32,4329800,15.71
"2009-03-04",17.74,18.51,17.33,18.28,4343400,16.58
"2009-03-05",17.85,18.04,16.94,17.13,3630600,15.54
"2009-03-06",17.32,17.63,16.7,17.21,3584600,15.61
"2009-03-09",16.95,17.77,16.75,16.94,2560400,15.37
"2009-03-10",17.36,18.37,17.13,18.26,3916300,16.56
"2009-03-11",18.46,19.1,18.07,18.45,3641800,16.74
"2009-03-12",18.34,19.77,17.9,19.61,3118200,17.79
"2009-03-13",19.81,19.99,19.17,19.68,2873900,17.85
"2009-03-16",19.94,19.98,19.3,19.3,2585200,17.51
"2009-03-17",19.57,20.27,18.8,20.25,3597700,18.37
"2009-03-18",20.04,21.37,19.88,21.14,3274300,19.34
"2009-03-19",21.47,21.5,20.51,20.77,3167500,19
"2009-03-20",21.12,21.15,19.97,20.23,3162700,18.51
"2009-03-23",21.39,23.4,20.76,23.37,8257300,21.38
"2009-03-24",22.95,23.75,22.58,23.17,2912700,21.19
"2009-03-25",23.4,23.89,21.77,22.48,4029300,20.56
"2009-03-26",22.78,23.15,22.19,22.73,4623700,20.79
"2009-03-27",21.73,22.65,21.73,22.41,3104900,20.5
"2009-03-30",22.05,22.05,20.73,21.21,2351800,19.4
"2009-03-31",21.49,21.99,20.78,21.56,2475300,19.72
"2009-04-01",21.4,21.99,20.91,21.86,1876000,20
"2009-04-02",22.38,23.83,22.24,23.34,3229800,21.35
"2009-04-03",23.4,23.58,22.28,23.45,2306300,21.45
"2009-04-06",22.94,23.1,22.15,22.62,2192100,20.69
"2009-04-07",22.2,22.2,21.32,21.45,2360800,19.62
"2009-04-08",21.67,22.49,21.67,22.49,2302300,20.57
"2009-04-09",23.2,24.38,22.96,24.22,3583000,22.15
"2009-04-13",23.91,23.91,23.24,23.63,2106800,21.62
"2009-04-14",23.59,24.02,23.08,23.68,3643200,21.66
"2009-04-15",23.37,23.83,23.16,23.73,2731400,21.71
"2009-04-16",23.97,26.88,23.85,26.5,5628600,24.24
"2009-04-17",26.26,26.99,25.77,26.91,2818000,24.62
"2009-04-20",26.41,26.41,24.59,24.65,3294300,22.55
"2009-04-21",24.22,27.32,24.22,27.14,6602500,24.83
"2009-04-22",26.89,28.56,26.32,27.31,4795100,24.98
"2009-04-23",27.19,27.7,26.15,26.8,4797900,24.51
"2009-04-24",27.51,29.11,26.96,28.71,5265200,26.26
"2009-04-27",28.03,28.72,27.15,28.37,6384900,25.95
"2009-04-28",27.9,28.88,27.71,28,2930800,25.61
"2009-04-29",28.09,28.99,27.78,28.57,3388200,26.13
"2009-04-30",28.86,30.17,28.6,28.94,3667100,26.47
"2009-05-01",29.03,29.17,27.94,28.1,2750400,25.7
"2009-05-04",28.3,29.21,28.08,29.21,2085200,26.72
"2009-05-05",29.01,29.4,28.62,29.12,1306400,26.64
"2009-05-06",29.57,29.97,28.14,28.6,2100100,26.16
"2009-05-07",28.96,29.39,27.92,28.23,2668000,25.82
"2009-05-08",28.52,29.14,27.82,28.78,1974600,26.33
"2009-05-11",28.54,28.54,27.7,27.85,3262800,25.48
"2009-05-12",28.08,28.43,26.27,26.83,2970900,24.54
"2009-05-13",26.01,26.23,25.09,25.28,2591200,23.12
"2009-05-14",25.11,26.18,24.64,25.4,1941200,23.23
"2009-05-15",25.35,26.52,25.22,25.48,2356200,23.31
"2009-05-18",25.9,26.59,25.85,26.53,1438500,24.27
"2009-05-19",26.47,27.59,25.99,27.3,2838600,24.97
"2009-05-20",27.54,28.7,26.66,26.83,2246600,24.54
"2009-05-21",26.28,26.63,25.57,26.07,1522500,23.85
"2009-05-22",26.19,26.88,25.79,26.42,1487600,24.17
"2009-05-26",26.14,28.24,25.88,28.09,2860400,25.69
"2009-05-27",28.3,29.08,27.76,28.19,3536200,25.79
"2009-05-28",28.29,28.73,27.06,28.13,3416000,25.73
"2009-05-29",27.07,28.42,27.05,28.37,4958400,25.95
"2009-06-01",28.85,31.1,28.64,31.01,4765500,28.37
"2009-06-02",30.51,31.31,30.38,30.68,3782700,28.06
"2009-06-03",30.49,31.02,30.1,30.65,3147300,28.04
"2009-06-04",30.67,30.71,29.71,30.22,2678200,27.64
"2009-06-05",30.56,30.9,29.55,29.76,2150400,27.22
"2009-06-08",29.57,29.94,28.77,29.63,2108200,27.1
"2009-06-09",29.71,29.98,29.02,29.65,2472000,27.12
"2009-06-10",29.85,30,28.66,29.05,2472900,26.57
"2009-06-11",29.06,29.25,27.71,27.8,3371800,25.43
"2009-06-12",27.86,28.08,27.01,27.29,3963600,24.96
"2009-06-15",26.96,27.15,26.09,26.32,3202900,24.08
"2009-06-16",26.65,26.67,25.7,25.79,3296000,23.59
"2009-06-17",25.78,26.26,25.04,25.79,2892800,23.59
"2009-06-18",26.04,26.05,25.09,25.73,2290800,23.69
"2009-06-19",26.03,26.48,25.91,26.09,2966500,24.02
"2009-06-22",25.95,25.95,25.13,25.33,2375700,23.32
"2009-06-23",25.41,25.53,24.57,24.78,2511800,22.82
"2009-06-24",25,25.51,24.84,25.08,1787500,23.09
"2009-06-25",25.01,26.14,24.89,25.81,2538700,23.77
"2009-06-26",25.51,26.05,25.51,25.66,1586400,23.63
"2009-06-29",25.74,26.2,25.27,25.93,1271300,23.88
"2009-06-30",25.69,26.22,25.13,25.36,1938300,23.35
"2009-07-01",25.74,26.25,25.37,25.93,2105300,23.88
"2009-07-02",25.14,25.46,24.15,24.29,2668300,22.37
"2009-07-06",24.07,24.94,24.07,24.7,3427900,22.74
"2009-07-07",24.68,24.68,23.85,23.91,3524900,22.02
"2009-07-08",24.14,25.78,23.92,25.6,7171100,23.57
"2009-07-09",25.73,25.83,24.58,24.94,4365500,22.96
"2009-07-10",24.7,25.49,24.39,24.62,2087700,22.67
"2009-07-13",24.71,25.28,24.13,25.28,2121600,23.28
"2009-07-14",25.45,27.05,25.14,27,5364700,24.86
"2009-07-15",27.4,27.58,26.78,27.34,2497400,25.17
"2009-07-16",27.06,27.8,26.75,27.68,1638600,25.49
"2009-07-17",27.72,28,27.21,27.95,1866400,25.74
"2009-07-20",28.02,28.95,27.73,28.87,2887100,26.58
"2009-07-21",28.99,29.41,27.95,28.58,1928900,26.32
"2009-07-22",28.65,29.27,28.12,28.87,2315400,26.58
"2009-07-23",28.87,29.95,28.6,29.49,2978300,27.15
"2009-07-24",29.4,29.95,28.9,29.87,3985100,27.5
"2009-07-27",29.81,29.83,28.79,29.33,1694500,27.01
"2009-07-28",28.75,29.06,27.95,28.99,1890100,26.69
"2009-07-29",28.75,29.58,28.55,28.98,1600100,26.68
"2009-07-30",29.48,30.42,29.38,29.74,2514900,27.38
"2009-07-31",29.71,30.21,29.6,29.83,953600,27.47
"2009-08-03",30.51,30.52,29.76,30.48,1748100,28.07
"2009-08-04",30.39,30.39,29.58,29.58,3033600,27.24
"2009-08-05",29.2,29.81,29.08,29.64,1351600,27.29
"2009-08-06",29.72,30.52,29.65,30.06,1629000,27.68
"2009-08-07",30.5,31.75,30.07,31.61,3275800,29.11
"2009-08-10",31.57,31.61,30.7,31.05,1513600,28.59
"2009-08-11",30.97,30.97,30.04,30.17,2211200,27.78
"2009-08-12",30.22,31.03,30.22,30.66,1103800,28.23
"2009-08-13",30.53,31.04,30.04,31.01,1355200,28.55
"2009-08-14",31.04,31.53,30.72,31.49,2862300,29
"2009-08-17",30.69,31.01,29.44,29.45,2833900,27.12
"2009-08-18",29.75,30.13,29.34,29.74,1840900,27.38
"2009-08-19",29.3,30.16,29.06,29.97,3008000,27.6
"2009-08-20",30.21,30.87,30.09,30.78,1813900,28.34
"2009-08-21",31.2,32.29,31.13,32.1,3063600,29.56
"2009-08-24",32.53,33.43,32.23,32.32,2424000,29.76
"2009-08-25",32.57,33.62,32.19,33.1,2319500,30.48
"2009-08-26",33.58,34.45,33.16,33.66,2709700,30.99
"2009-08-27",33.87,34.11,33.17,33.75,2794400,31.08
"2009-08-28",36.18,37.66,35.5,37.57,8504000,34.59
"2009-08-31",37.07,37.19,36.11,36.38,3768800,33.5
"2009-09-01",35.9,36.64,34.92,34.93,3625500,32.16
"2009-09-02",34.86,35.22,34.7,34.85,2808700,32.09
"2009-09-03",35.28,36.01,35.03,35.97,2057500,33.12
"2009-09-04",35.93,36.09,35.27,36.04,1324100,33.19
"2009-09-08",36.45,37.11,36.01,37.01,4827400,34.08
"2009-09-09",36.9,37.7,36.63,37.28,2323000,34.33
"2009-09-10",37.99,38.89,37.84,38.12,4675900,35.1
"2009-09-11",38.08,38.25,37.18,37.35,3016300,34.39
"2009-09-14",37.09,38.18,36.69,38.18,2590700,35.16
"2009-09-15",38.25,38.25,37.38,37.68,3103200,34.7
"2009-09-16",37.88,38.78,37.53,38.63,2352600,35.57
"2009-09-17",38.46,39.4,38.36,38.82,2672300,35.9
"2009-09-18",38.87,39.11,38.45,38.76,2097500,35.85
"2009-09-21",38.5,38.68,37.91,38.25,1489700,35.38
"2009-09-22",38.5,38.58,38,38.15,1486200,35.28
"2009-09-23",38.23,38.26,37.18,37.21,1825700,34.41
"2009-09-24",37.23,37.35,36.29,36.81,1770800,34.04
"2009-09-25",36.65,36.65,35.64,36.15,2754300,33.43
"2009-09-28",36.39,37.74,36.07,37.62,1923000,34.79
"2009-09-29",37.62,38.44,37.57,38.33,2745500,35.45
"2009-09-30",38.24,39.01,37.83,38.53,5194100,35.64
"2009-10-01",38.27,38.56,37.75,38,3378900,35.15
"2009-10-02",37.45,38.08,37.26,37.71,2415500,34.88
"2009-10-05",37.8,38.68,37.55,38.51,1810400,35.62
"2009-10-06",39.04,40.96,39.01,40.29,4266000,37.26
"2009-10-07",40.24,40.77,39.65,40.02,1980200,37.01
"2009-10-08",40.39,41.12,40.05,40.61,1797700,37.56
"2009-10-09",40.65,40.89,40.39,40.88,1001400,37.81
"2009-10-12",41,41.51,40.47,40.54,1506300,37.49
"2009-10-13",40.48,41.02,39.98,40.96,1419800,37.88
"2009-10-14",41.39,41.99,41.29,41.73,1865700,38.59
"2009-10-15",41.34,42.17,41.34,42.1,1424200,38.94
"2009-10-16",41.63,42.23,41.08,41.9,1663900,38.75
"2009-10-19",42,42.62,41.8,42.15,1786000,38.98
"2009-10-20",42.15,42.15,41.24,41.86,2244500,38.72
"2009-10-21",41.71,42.11,40.65,40.68,1590500,37.62
"2009-10-22",40.68,41.87,40.45,41.69,1920100,38.56
"2009-10-23",41.88,42.52,41.16,41.45,2511100,38.34
"2009-10-26",41.56,42.23,40.99,41.21,1683400,38.11
"2009-10-27",41.2,41.64,40.36,40.6,2416400,37.55
"2009-10-28",40.47,40.73,38.57,38.7,2443600,35.79
"2009-10-29",38.98,40.94,38.98,40.8,2840900,37.73
"2009-10-30",40.64,40.86,39.11,39.29,3171700,36.34
"2009-11-02",39.55,40.34,39.01,39.71,2155400,36.73
"2009-11-03",39.47,40.46,39.12,40.28,2050900,37.25
"2009-11-04",40.54,41.21,40.1,40.26,1970000,37.24
"2009-11-05",40.58,41.35,39.99,41.3,2274500,38.2
"2009-11-06",41.18,42.2,41.02,41.35,2092400,38.24
"2009-11-09",41.81,42.95,41.49,42.76,2499000,39.55
"2009-11-10",42.79,43.2,42.2,43.03,2485100,39.8
"2009-11-11",43.26,43.8,42.4,42.72,2182700,39.51
"2009-11-12",42.43,42.99,41.66,41.87,2079600,38.72
"2009-11-13",42.09,42.55,41.64,42.24,2351800,39.07
"2009-11-16",42.52,43.24,42.52,43.01,2006200,39.78
"2009-11-17",42.84,43.04,42.14,42.67,1430100,39.46
"2009-11-18",42.57,42.89,42.17,42.25,1647300,39.08
"2009-11-19",41.91,41.91,40.74,41.17,2659600,38.08
"2009-11-20",40.96,41.71,40.56,41.3,2005100,38.2
"2009-11-23",42.01,42.47,41.5,41.81,1958400,38.67
"2009-11-24",42.28,42.5,41.52,41.83,3499800,38.69
"2009-11-25",44.01,44.04,42.95,43.89,7790200,40.59
"2009-11-27",42.71,43.82,42.36,43.21,1904700,39.96
"2009-11-30",43.27,43.42,41.87,42.68,3630200,39.47
"2009-12-01",42.87,43.74,42.84,43.07,2446300,39.83
"2009-12-02",43.04,43.99,42.92,43.07,2076700,39.83
"2009-12-03",43.06,43.2,42.41,42.5,1843600,39.31
"2009-12-04",43.31,43.39,40.95,41.51,5860400,38.39
"2009-12-07",41.31,42.01,41.12,41.57,2027900,38.45
"2009-12-08",41.03,41.21,40.51,40.7,2295100,37.64
"2009-12-09",40.77,40.85,40.07,40.44,1882900,37.4
"2009-12-10",40.72,41.27,40.63,40.91,1465400,37.84
"2009-12-11",41.1,42.26,41.05,42.15,2363700,38.98
"2009-12-14",42.38,42.62,41.89,42.6,1959000,39.4
"2009-12-15",42.21,42.49,41.96,42.33,1242600,39.15
"2009-12-16",42.66,43.02,42.34,42.83,1843200,39.61
"2009-12-17",42.18,42.57,42.08,42.41,1567300,39.38
"2009-12-18",42.42,42.56,41.69,42.32,1707800,39.3
"2009-12-21",42.65,43.43,42.43,43.3,1097500,40.21
"2009-12-22",43.21,43.89,43.04,43.68,844300,40.56
"2009-12-23",43.76,44,43.44,43.82,1083400,40.69
"2009-12-24",43.84,43.98,43.52,43.8,349900,40.67
"2009-12-28",44,44.49,43.82,43.95,805000,40.81
"2009-12-29",44.17,44.2,43.67,43.91,553300,40.77
"2009-12-30",43.53,43.82,43.38,43.76,660200,40.63
"2009-12-31",43.72,43.91,42.91,43,717300,39.93
"2010-01-04",43.66,44.59,43.59,43.99,1935200,40.85
"2010-01-05",44.04,44.34,43.44,44.28,1217000,41.12
"2010-01-06",44.11,45.07,44.05,44.96,1699600,41.75
"2010-01-07",45.08,46.97,45.02,46.89,3562300,43.54
"2010-01-08",46.53,46.6,45.5,46.01,3589200,42.72
"2010-01-11",46.23,47.02,45.9,46.68,3001300,43.35
"2010-01-12",46.34,46.58,45.35,46.44,8526400,43.12
"2010-01-13",46.43,46.98,46.12,46.88,3054800,43.53
"2010-01-14",46.49,46.63,45.23,45.36,5030400,42.12
"2010-01-15",45.46,45.69,44.76,45.37,4630800,42.13
"2010-01-19",45.23,45.3,44.03,44.1,3526400,40.95
"2010-01-20",43.76,43.83,42.91,43.1,3555500,40.02
"2010-01-21",42.86,43.16,41.57,41.77,5403200,38.79
"2010-01-22",41.67,41.87,40.68,40.79,3137700,37.88
"2010-01-25",41.87,42.01,41.33,41.73,2716900,38.75
"2010-01-26",41.71,41.96,41.23,41.47,2257100,38.51
"2010-01-27",41.32,41.76,40.87,41.37,1781900,38.41
"2010-01-28",41.59,41.62,40.66,40.82,1503800,37.9
"2010-01-29",41.2,41.65,40.54,40.61,2234700,37.71
"2010-02-01",40.61,41.14,40.61,41.1,1388500,38.16
"2010-02-02",41.2,42.13,41.2,42.05,1613700,39.05
"2010-02-03",41.82,42.01,41.35,41.63,1314200,38.66
"2010-02-04",41.32,41.58,39.89,40,2358500,37.14
"2010-02-05",39.95,40.02,38.89,39.7,3333400,36.86
"2010-02-08",39.74,40.09,39.17,39.79,1866100,36.95
"2010-02-09",40.35,40.35,39.34,40.07,2424400,37.21
"2010-02-10",40.79,41.74,40.69,41.14,3484500,38.2
"2010-02-11",41.11,41.64,40.69,41.54,2170100,38.57
"2010-02-12",40.95,41.57,40.92,41.51,1216600,38.54
"2010-02-16",41.81,42.1,41.63,42.08,1378200,39.07
"2010-02-17",42.79,43.12,42.36,43.05,2188200,39.97
"2010-02-18",42.88,43.38,42.7,43.35,1290700,40.25
"2010-02-19",43.26,43.62,43.02,43.54,1679100,40.43
"2010-02-22",43.62,43.74,43.33,43.51,1120700,40.4
"2010-02-23",43.51,43.71,42.81,42.94,1264500,39.87
"2010-02-24",43.07,43.72,42.87,43.69,1285400,40.57
"2010-02-25",42.88,43.82,42.55,43.78,1881500,40.65
"2010-02-26",43.78,44.55,43.65,44.39,2042600,41.22
"2010-03-01",44.5,45.74,44.33,45.59,2148700,42.33
"2010-03-02",45.57,45.8,44.73,44.9,1622500,41.69
"2010-03-03",45.13,45.56,44.83,44.97,1545600,41.76
"2010-03-04",45.1,45.71,45.03,45.43,930400,42.18
"2010-03-05",45.63,46.05,45.39,45.94,1306600,42.66
"2010-03-08",45.72,46.28,45.72,46.01,919000,42.72
"2010-03-09",45.96,46.15,45.6,45.87,1382600,42.59
"2010-03-10",45.82,46.11,45.61,45.89,1025400,42.61
"2010-03-11",45.65,45.75,45.04,45.6,1307900,42.34
"2010-03-12",45.94,46.15,45.45,46,939200,42.71
"2010-03-15",45.78,46.11,45.46,46.04,864000,42.75
"2010-03-16",46.06,48.01,45.96,47.99,3199700,44.56
"2010-03-17",48.01,48.07,47.09,47.39,2502400,44
"2010-03-18",46.98,48.38,46.92,47.58,2411600,44.37
"2010-03-19",47.98,48,46.88,47.25,2536200,44.06
"2010-03-22",44.83,47.49,44.75,47.41,7936900,44.21
"2010-03-23",48.15,48.18,47.21,47.76,2600700,44.54
"2010-03-24",46.89,47.37,46.63,47.33,2326700,44.13
"2010-03-25",47.7,47.91,47.05,47.09,2007600,43.91
"2010-03-26",47.29,47.94,47.03,47.32,1409500,44.13
"2010-03-29",47.54,47.56,47.04,47.28,1096900,44.09
"2010-03-30",47.34,47.63,46.62,46.92,1615100,43.75
"2010-03-31",46.75,47.7,46.7,47.49,2895800,44.28
"2010-04-01",47.85,48.32,47.78,48.25,1665300,44.99
"2010-04-05",48.28,49.17,47.99,49.12,1216500,45.8
"2010-04-06",48.39,49.33,48.39,49.2,1389200,45.88
"2010-04-07",48.98,49.27,48.55,48.81,1750400,45.51
"2010-04-08",48.94,49.66,48.5,49.43,1786300,46.09
"2010-04-09",49.51,49.82,49.03,49.79,884300,46.43
"2010-04-12",49.85,50.01,49.73,49.81,1407800,46.45
"2010-04-13",49.78,50.5,49.68,50.34,1677600,46.94
"2010-04-14",50.61,51.23,50.49,51.14,1406000,47.69
"2010-04-15",51.39,51.39,50.64,50.9,1934200,47.46
"2010-04-16",50.78,51.16,49.78,50.2,1805700,46.81
"2010-04-19",50.04,50.34,48.59,49.38,1907800,46.05
"2010-04-20",49.79,50.22,49.13,49.48,1340900,46.14
"2010-04-21",49.48,50.6,49.29,50.38,1206100,46.98
"2010-04-22",49.94,51.18,49.53,50.91,1495100,47.47
"2010-04-23",50.91,51.5,50.6,51.46,970100,47.99
"2010-04-26",51.62,52.19,51.46,51.94,1604100,48.43
"2010-04-27",51.68,51.77,49.61,49.84,1814200,46.48
"2010-04-28",49.99,50.59,49.15,49.48,1267500,46.14
"2010-04-29",49.91,50.35,49.63,49.95,1497100,46.58
"2010-04-30",49.9,50,48.33,48.48,1556200,45.21
"2010-05-03",48.84,49.74,48.51,49.53,1356500,46.19
"2010-05-04",48.74,48.87,47.83,48.06,1989500,44.82
"2010-05-05",47.4,48.47,47.26,47.39,1656400,44.19
"2010-05-06",47,47.2,42.04,44.79,5343000,41.77
"2010-05-07",44.88,45.56,43.12,43.55,4704300,40.61
"2010-05-10",45.62,46.86,45.62,46.62,2800400,43.47
"2010-05-11",46,47.18,45.92,46.5,1717200,43.36
"2010-05-12",46.8,48.09,46.56,47.94,2086900,44.7
"2010-05-13",47.86,48,46.15,46.41,2680600,43.28
"2010-05-14",46,46,44.54,44.91,3496800,41.88
"2010-05-17",44.96,45.37,43.84,45.23,2886300,42.18
"2010-05-18",45.64,45.99,43.52,43.63,3529900,40.68
"2010-05-19",43.25,44.12,42.57,43.43,3203700,40.5
"2010-05-20",43.03,43.12,41.62,41.76,4606500,38.94
"2010-05-21",40.78,42.83,40.61,42.72,3954200,39.84
"2010-05-24",42.72,43.1,42.26,42.32,2770300,39.46
"2010-05-25",41.24,42.7,40.75,42.6,3382500,39.72
"2010-05-26",43,44.55,42.98,43.59,5719000,40.65
"2010-05-27",46.56,47.4,45.54,46.86,7605400,43.7
"2010-05-28",46.65,46.82,45.15,45.43,3706900,42.36
"2010-06-01",45,45.99,44.65,44.69,2628100,41.67
"2010-06-02",44.97,44.97,43.51,44.61,3675100,41.6
"2010-06-03",45.25,45.42,43.76,44.49,2837300,41.49
"2010-06-04",43.18,43.75,41.82,42.13,3306800,39.29
"2010-06-07",42.2,42.64,40.52,40.64,2865100,37.9
"2010-06-08",40.58,41.27,40,41.21,4800500,38.43
"2010-06-09",41.48,43.5,41.48,42.43,5947600,39.57
"2010-06-10",43.14,43.86,42.77,43.64,2984600,40.69
"2010-06-11",43.3,44.04,42.94,43.61,2315900,40.67
"2010-06-14",44.08,44.75,43.81,43.96,2039500,40.99
"2010-06-15",44.33,44.82,43.66,44.8,1630300,41.78
"2010-06-16",44.67,44.94,43.83,44.35,1900600,41.36
"2010-06-17",44.5,44.5,43.11,43.79,2794300,41.07
"2010-06-18",43.78,44.86,43.78,44.44,2621200,41.67
"2010-06-21",45.14,45.36,43.67,43.99,2844600,41.25
"2010-06-22",44.06,44.44,42.11,42.17,2443200,39.55
"2010-06-23",42.4,42.46,41.45,42.04,3369100,39.42
"2010-06-24",41.54,41.91,40.38,40.74,3174600,38.21
