"","APC.Open","APC.High","APC.Low","APC.Close","APC.Volume","APC.Adjusted"
"2013-12-18",79.09,79.71,78,79.65,7626800,79.48
"2013-12-19",79.57,79.59,78.8,79.02,6307900,78.85
"2013-12-20",78.96,79.53,78.63,78.77,6046200,78.6
"2013-12-23",79.11,79.28,78.31,78.49,3628500,78.32
"2013-12-24",78.5,78.59,78.26,78.4,2203700,78.23
"2013-12-26",78.49,78.51,77.89,78.22,2543000,78.05
"2013-12-27",78.3,79.69,78.17,79.4,3045200,79.23
"2013-12-30",79.33,79.86,78.8,79.09,2334600,78.92
"2013-12-31",79.04,79.59,78.54,79.32,2258900,79.15
"2014-01-02",79.03,79.03,78.01,78.56,3348300,78.39
"2014-01-03",78.71,79.23,78.14,78.31,2229400,78.14
"2014-01-06",78.37,78.67,77.8,78.34,4035400,78.17
"2014-01-07",78.85,79.92,78.17,79.84,4118100,79.67
"2014-01-08",79.86,80,78.67,79.04,4344800,78.87
"2014-01-09",79.15,79.41,78.15,79.08,4588100,78.91
"2014-01-10",78.99,79.89,78.5,79.83,3831600,79.66
"2014-01-13",79.5,79.82,78.19,78.37,4941300,78.2
"2014-01-14",78.4,80.99,78.4,80.84,7782900,80.67
"2014-01-15",81.13,82.38,81.02,81.72,5371200,81.55
"2014-01-16",81.54,81.74,80.6,81.32,6864300,81.15
"2014-01-17",81.86,81.9,80.02,80.06,3980600,79.89
"2014-01-21",80.65,81.73,80.63,81.19,5335300,81.02
"2014-01-22",81.67,83.97,81.55,83.72,7865500,83.54
"2014-01-23",83.35,83.35,82.07,82.88,3720600,82.71
"2014-01-24",82.57,82.8,81.09,81.09,5042500,80.92
"2014-01-27",81.11,81.42,79.92,80.45,4938700,80.28
"2014-01-28",79.58,81.49,79.04,81.11,4433400,80.94
"2014-01-29",80.36,81.61,79.97,81.29,3505800,81.12
"2014-01-30",81.46,81.99,80.5,81.45,3544300,81.28
"2014-01-31",80.49,81.24,80.32,80.69,3041400,80.52
"2014-02-03",80.73,81.37,78.15,78.17,7058700,78
"2014-02-04",78.96,81.47,78.85,80.03,6356500,79.86
"2014-02-05",80.49,80.49,78.93,79.13,5266300,78.96
"2014-02-06",79.36,79.91,78.69,78.9,4005700,78.73
"2014-02-07",79.28,80.27,78.71,80.17,3732500,80
"2014-02-10",80.18,80.97,79.43,80.93,3860500,80.76
"2014-02-11",80.8,82.42,80.08,82.01,4032800,81.84
"2014-02-12",82.05,82.62,81.23,81.69,2411500,81.52
"2014-02-13",80.64,82.25,80.18,81.52,2979200,81.35
"2014-02-14",81.61,82,80.76,81.54,4278600,81.37
"2014-02-18",81.7,83.57,81.7,83.57,4743600,83.39
"2014-02-19",83.06,84.39,82.86,83.73,4168200,83.55
"2014-02-20",83.47,83.62,82.74,83.21,4996400,83.03
"2014-02-21",83.21,83.55,82.27,82.31,2906500,82.14
"2014-02-24",83.01,85.21,82.95,83.39,4927500,83.21
"2014-02-25",83.26,83.52,82.02,83.51,3139300,83.33
"2014-02-26",83.3,84.61,82,82.23,3896100,82.06
"2014-02-27",82.15,83.27,82.07,83.04,2508800,82.86
"2014-02-28",83.22,84.98,83.13,84.16,4916500,83.98
"2014-03-03",83.92,85.77,83.75,84.4,3423900,84.22
"2014-03-04",85.04,86.4,84.6,86.03,4518200,85.85
"2014-03-05",86.09,86.49,85.3,85.41,4832200,85.23
"2014-03-06",86.71,86.76,85.58,86.52,5884500,86.34
"2014-03-07",86.83,86.86,85.04,85.26,5047300,85.08
"2014-03-10",85.06,85.21,84.23,84.87,2589800,84.87
"2014-03-11",85.04,85.38,82.51,82.84,5929000,82.84
"2014-03-12",82.52,83.34,82.08,82.23,3821000,82.23
"2014-03-13",82.22,82.39,81.52,81.57,3557100,81.57
"2014-03-14",81.6,82.17,81.42,82,3148600,82
"2014-03-17",82.2,82.62,81.66,82.22,3189400,82.22
