"","CRM.Open","CRM.High","CRM.Low","CRM.Close","CRM.Volume","CRM.Adjusted"
"2010-06-17",94.97,97.58,94.33,97.1,14103200,24.27
"2010-06-18",96.88,97,95.35,95.72,10055600,23.93
"2010-06-21",97.4,97.94,94.57,95.41,11048400,23.85
"2010-06-22",94.9,95.81,91.33,91.9,13329600,22.98
"2010-06-23",92.75,93.8,90.76,92.94,11338400,23.24
"2010-06-24",93.51,93.64,90.39,91.04,11480400,22.76
"2010-06-25",91.81,91.98,89.68,91.62,8297200,22.91
"2010-06-28",91.89,92.33,90.87,91.28,6393200,22.82
"2010-06-29",89.71,89.71,84.5,85.41,15199200,21.35
"2010-06-30",85.06,87.57,84.89,85.82,15501600,21.45
"2010-07-01",85.66,87.62,83.61,87.07,13087200,21.77
"2010-07-02",87.32,88.95,86.36,87.11,9820800,21.78
"2010-07-06",88.82,90.17,86.95,88.11,10732400,22.03
"2010-07-07",88.01,91.48,87.79,91.38,11062000,22.84
"2010-07-08",92.89,93.08,90.1,91.57,7910800,22.89
"2010-07-09",91.42,92.37,90.92,91.78,4437200,22.94
"2010-07-12",91.43,92.75,90.52,91.85,4533600,22.96
"2010-07-13",92.87,94.28,92,93.65,6200400,23.41
"2010-07-14",94.96,96.43,94.38,95.73,8605200,23.93
"2010-07-15",95.9,96.21,94.43,95.99,6092400,24
"2010-07-16",95.29,95.39,91.79,92.05,7004400,23.01
"2010-07-19",92.03,93.55,91.55,92.63,7998400,23.16
"2010-07-20",90.57,93.29,89.45,93.12,6506800,23.28
"2010-07-21",93.7,94.48,91.82,92.16,5971600,23.04
"2010-07-22",93.73,96.43,93.5,95.93,6374400,23.98
"2010-07-23",95.72,100.3,94.69,99.77,12543200,24.94
"2010-07-26",100,101.49,98.87,100.07,10813600,25.02
"2010-07-27",100.61,100.98,97.75,98.8,6792000,24.7
"2010-07-28",98.54,99.75,97.47,98.11,4661600,24.53
"2010-07-29",99.48,99.98,96.27,97.79,6449600,24.45
"2010-07-30",96.85,99.44,96.1,98.95,5489200,24.74
"2010-08-02",101.1,102.49,100.06,101.91,6564400,25.48
"2010-08-03",101.79,101.97,100.25,101.01,5140000,25.25
"2010-08-04",101.2,103.77,100.98,103.56,5920000,25.89
"2010-08-05",103.46,103.46,101.9,102.69,4642400,25.67
"2010-08-06",101.42,102.42,99.88,102.33,5499600,25.58
"2010-08-09",102.36,104.44,102.15,104.06,6108400,26.01
"2010-08-10",101.96,102.46,100.87,101.65,7448000,25.41
"2010-08-11",99.12,99.25,97.24,97.91,9782400,24.48
"2010-08-12",95.7,97.8,95.1,96.95,10554000,24.24
"2010-08-13",96.98,98.2,96.47,97.24,7770400,24.31
"2010-08-16",96.89,97.48,95.75,96.63,7285200,24.16
"2010-08-17",98.39,100.64,97.51,99.33,9106400,24.83
"2010-08-18",99.5,99.89,97.97,99.33,7196000,24.83
"2010-08-19",99.44,99.9,96.36,96.41,13326800,24.1
"2010-08-20",104.25,112.99,104.14,112.75,42439200,28.19
"2010-08-23",110.72,113.4,108.75,112.28,27180400,28.07
"2010-08-24",108.44,114.15,108.3,113.29,27593200,28.32
"2010-08-25",111.82,113.44,109.36,112.19,18384000,28.05
"2010-08-26",112.27,113.3,109.8,109.84,13586400,27.46
"2010-08-27",110.53,112.2,107.25,111.48,12054800,27.87
"2010-08-30",110.17,112.28,109.07,109.17,8872800,27.29
"2010-08-31",108.53,110.65,108.31,109.88,12160400,27.47
"2010-09-01",111.89,116.81,111.3,116.4,20854800,29.1
"2010-09-02",115.97,119.59,115.63,119.12,14759600,29.78
"2010-09-03",119.76,121.45,118.36,119.63,16477200,29.91
"2010-09-07",119.02,120.45,118.85,119.65,7971600,29.91
"2010-09-08",120.43,121.29,119.14,119.79,8782000,29.95
"2010-09-09",121.96,122,117.25,117.65,10284000,29.41
"2010-09-10",118.51,119.37,116.51,117.42,9489600,29.35
"2010-09-13",118.87,120,116.9,118.59,10162800,29.65
"2010-09-14",116.75,118.9,116.51,117.78,11873600,29.44
"2010-09-15",117.49,117.75,115.3,116.81,9294800,29.2
"2010-09-16",116.36,117.7,115.94,116.92,8204000,29.23
"2010-09-17",117.98,118.2,115.75,116.74,10694000,29.18
"2010-09-20",117.83,123.77,117.22,123.14,16048000,30.78
"2010-09-21",122.78,122.94,120.7,121.39,9337600,30.35
"2010-09-22",121.35,121.49,118,118.69,10432800,29.67
"2010-09-23",117.9,119.44,116.71,117.49,8086400,29.37
"2010-09-24",119.7,121.05,118.68,119.34,10028000,29.83
"2010-09-27",119.31,119.55,116.83,117.04,6844400,29.26
"2010-09-28",117.88,118,113.66,114.77,12415200,28.69
"2010-09-29",114.93,115.78,111.18,113.58,15104000,28.4
"2010-09-30",114.72,116.4,111.75,111.8,13821600,27.95
"2010-10-01",113.09,113.15,110.52,112,10276400,28
"2010-10-04",111.69,112.99,109.88,112.08,9086400,28.02
"2010-10-05",114,114.91,112.42,113.91,10483200,28.48
"2010-10-06",114.12,114.12,97.92,104.95,64562800,26.24
"2010-10-07",106.82,106.99,102.27,104.92,28779200,26.23
"2010-10-08",104.89,106.81,102.91,105.87,14123600,26.47
"2010-10-11",105.81,105.89,99.76,99.91,23921200,24.98
"2010-10-12",99.81,106.38,98.76,105.47,25572000,26.37
"2010-10-13",106.88,109.19,106.03,107.31,18388400,26.83
"2010-10-14",107.53,107.94,105.05,107.36,10725600,26.84
"2010-10-15",108.4,108.77,106.83,108.38,9300400,27.09
"2010-10-18",108.92,108.92,103.98,105.63,13386400,26.41
"2010-10-19",101.09,105.37,100.45,103.63,12371200,25.91
"2010-10-20",104.51,105.8,102.2,104.43,7460800,26.11
"2010-10-21",104.81,107.54,104.1,105.3,7202000,26.33
"2010-10-22",105.47,108.87,104.69,107.94,6678400,26.99
"2010-10-25",109.63,113.65,109.51,112.55,15242000,28.14
"2010-10-26",111.67,112.78,110.33,111.86,8191600,27.97
"2010-10-27",114.43,115.95,112.05,115.06,11044800,28.76
"2010-10-28",115.52,116.13,112.53,115,6473600,28.75
"2010-10-29",114.85,117,114.3,116.07,6098800,29.02
"2010-11-01",116.34,116.45,112.62,113.75,7495200,28.44
"2010-11-02",114.27,115.99,113.08,115.43,5524000,28.86
"2010-11-03",115.79,116.91,113.64,116.45,8425600,29.11
"2010-11-04",118,119.36,113.59,114.03,12630400,28.51
"2010-11-05",114.8,115.14,112.43,113.17,8197600,28.29
"2010-11-08",113.9,116.39,112.5,114.5,9884400,28.62
"2010-11-09",114.18,115.28,112.73,114.77,9503200,28.69
"2010-11-10",114.78,118.09,114.44,117.88,10510800,29.47
"2010-11-11",115.31,118.09,113.55,116.73,9027200,29.18
"2010-11-12",115.58,118.16,114.64,115.01,7510400,28.75
"2010-11-15",115.3,116,113.31,113.63,8118000,28.41
"2010-11-16",112.51,113.63,109.21,111.02,9161600,27.75
"2010-11-17",111.21,112.66,109.49,110.15,9602000,27.54
"2010-11-18",113.15,116.52,112.73,115.77,20036800,28.94
"2010-11-19",126.4,137.31,126.4,136.74,63398800,34.19
"2010-11-22",135.3,140.19,135.28,139.83,22693600,34.96
"2010-11-23",137.26,142.94,137.2,142.5,25506800,35.62
"2010-11-24",141.81,145.43,140.64,145.17,17630000,36.29
"2010-11-26",142.3,146.45,142.3,145.83,6282400,36.46
"2010-11-29",144,146,142.63,143.81,13376000,35.95
"2010-11-30",142.15,144.15,139.12,139.22,23892800,34.81
"2010-12-01",142.07,144.98,141.92,144.04,12007600,36.01
"2010-12-02",144.22,145.48,142.35,143.02,12354800,35.76
"2010-12-03",141.9,144.19,141.9,142.81,8988400,35.7
"2010-12-06",143.99,145.68,141.12,145.23,10564000,36.31
"2010-12-07",149,149.7,145.11,145.24,15427200,36.31
"2010-12-08",149.09,150.64,146,150.58,16046400,37.65
"2010-12-09",151.26,151.26,147.27,148.49,12301600,37.12
"2010-12-10",148.61,150,146.84,148.61,9740800,37.15
"2010-12-13",149.89,149.96,143.78,143.88,11158400,35.97
"2010-12-14",144.01,144.65,136,136.32,22624000,34.08
"2010-12-15",135.67,137.84,134.05,135.72,14452800,33.93
"2010-12-16",136.48,138.58,135.25,137.53,8933600,34.38
"2010-12-17",138,138.81,136.4,136.5,9222800,34.12
"2010-12-20",136.78,137,132.01,134.21,10931200,33.55
"2010-12-21",135.39,140,135.18,139.03,11824000,34.76
"2010-12-22",138.26,138.8,135.25,135.53,10308400,33.88
"2010-12-23",135.21,135.89,133.12,135.44,8708400,33.86
"2010-12-27",135.24,135.35,132.51,134.01,6361600,33.5
"2010-12-28",134.77,134.77,132.31,133.32,4158800,33.33
"2010-12-29",133.45,134.37,132.33,132.95,5374800,33.24
"2010-12-30",132.53,133.4,131.64,132.24,4775200,33.06
"2010-12-31",131.68,132.17,129.66,132,8038800,33
"2011-01-03",133.13,138.14,133.13,136.6,11284400,34.15
"2011-01-04",138.45,138.69,133.4,135.69,9003600,33.92
"2011-01-05",136.35,142.25,135.5,142.2,14439200,35.55
"2011-01-06",144.16,144.69,141.42,143.34,11770400,35.83
"2011-01-07",143.34,143.34,138.5,142.22,8480400,35.56
"2011-01-10",141.01,143.2,140,142.64,6548400,35.66
"2011-01-11",143.87,143.87,140.07,141.12,6034800,35.28
"2011-01-12",142.93,143.39,140.24,141.64,6154400,35.41
"2011-01-13",141.99,145.28,140.7,143.85,9465600,35.96
"2011-01-14",143,146.62,142.77,146.47,7626800,36.62
"2011-01-18",145.13,145.62,142.72,144.33,8289600,36.08
"2011-01-19",144.66,144.84,138.82,140.84,9199200,35.21
"2011-01-20",133.21,135.71,129,131.79,20682000,32.95
"2011-01-21",132.84,135.37,132,132.24,9462000,33.06
"2011-01-24",128.24,130.58,126.5,127.83,16000400,31.96
"2011-01-25",125.65,127.42,122.03,123.97,17782400,30.99
"2011-01-26",127.4,129.08,126.45,128.29,10467200,32.07
"2011-01-27",129.74,131,127.43,128.24,8052800,32.06
"2011-01-28",130.24,134,129.39,131.61,16472400,32.9
"2011-01-31",131.84,132.44,128.41,129.14,9790400,32.28
"2011-02-01",130.02,133.05,128,131.64,8712000,32.91
"2011-02-02",131.56,136.96,131.52,135.08,10083600,33.77
"2011-02-03",135.03,136.48,132.9,134.17,7934000,33.54
"2011-02-04",135.29,138.71,134.36,137.95,9096000,34.49
"2011-02-07",138.08,138.7,136.18,136.9,9052800,34.22
"2011-02-08",137,137.87,134.73,136.3,8430800,34.08
"2011-02-09",135.53,136.3,133.26,134.45,6094000,33.61
"2011-02-10",133.16,138.36,132.3,137.96,8619600,34.49
"2011-02-11",137.49,142.06,136.1,141.51,8576000,35.38
"2011-02-14",140.84,144.25,140.84,142.22,7187200,35.56
"2011-02-15",145.09,146.5,141.51,142.49,9969600,35.62
"2011-02-16",142.75,143.6,141.54,142.75,6031600,35.69
"2011-02-17",142.06,142.5,140.21,140.94,8726800,35.24
"2011-02-18",141.5,143.45,140.63,143.08,7945200,35.77
"2011-02-22",140.82,141.7,135.26,136.75,10088800,34.19
"2011-02-23",136.65,138.69,130.34,133.37,13047600,33.34
"2011-02-24",134.66,136.17,132.1,134.32,17460000,33.58
"2011-02-25",145.5,148,137.29,138.83,31779600,34.71
"2011-02-28",136.85,137.42,128.36,132.27,27566400,33.07
"2011-03-01",132.66,132.88,127.24,128.05,18276400,32.01
"2011-03-02",128.5,132.23,127,128.01,15532800,32
"2011-03-03",129.94,131.68,128.1,130.07,13414000,32.52
"2011-03-04",131.64,131.95,128.34,129.97,15894000,32.49
"2011-03-07",128.98,130.96,125.22,128.02,14676400,32.01
"2011-03-08",127.44,129.17,126.2,127.32,9297200,31.83
"2011-03-09",126.58,128.08,125.16,127.71,8771600,31.93
"2011-03-10",125.71,127.94,123.75,127.2,12660000,31.8
"2011-03-11",125,129.29,124.99,127.87,8255200,31.97
"2011-03-14",125.62,128.29,124.18,124.94,12072400,31.24
"2011-03-15",120.56,126.77,120.24,125.55,11552400,31.39
"2011-03-16",125.39,128.25,123.15,124.16,16580000,31.04
"2011-03-17",125.89,126.24,122.09,122.33,12206000,30.58
"2011-03-18",124.15,124.23,117.66,120.01,18676400,30
"2011-03-21",120.78,126.15,118.9,124.42,13904000,31.1
"2011-03-22",123.86,124.21,120.76,121.49,12389200,30.37
"2011-03-23",120.91,122.82,119.01,122.12,10310800,30.53
"2011-03-24",125.7,129.4,124.6,129.25,17210800,32.31
"2011-03-25",129.35,130.24,127.23,127.45,11244000,31.86
"2011-03-28",127.93,128.95,125.65,127.99,6440000,32
"2011-03-29",127.09,129.44,126.11,127.4,8300400,31.85
"2011-03-30",127.91,134.78,127.5,134.49,16511600,33.62
"2011-03-31",132.47,133.96,131.69,133.58,10954800,33.4
"2011-04-01",134.96,136.69,133.28,134.12,11558400,33.53
"2011-04-04",134.6,134.84,132.12,134.11,5995600,33.53
"2011-04-05",133.13,134.38,131.45,133.61,9096400,33.4
"2011-04-06",134.2,134.95,129.39,131.43,10189200,32.86
"2011-04-07",133.37,134.68,132,133.96,10424800,33.49
"2011-04-08",134.52,135.76,133.5,134.65,9205200,33.66
"2011-04-11",134.58,137.08,134,134.62,9428000,33.65
"2011-04-12",132.8,133.43,130.81,132.82,9804400,33.21
"2011-04-13",134.21,135.19,132.82,134.38,8226400,33.6
"2011-04-14",133.12,134.4,132,133.02,7064400,33.26
"2011-04-15",133.31,134.28,131.53,133.73,7830000,33.43
"2011-04-18",132.48,133,130.55,132.19,8340000,33.05
"2011-04-19",131.72,132.56,128.2,130.53,10565600,32.63
"2011-04-20",134.8,142.46,134.1,142.08,22222400,35.52
"2011-04-21",140.91,141.99,138.97,139.87,9527600,34.97
"2011-04-25",139.88,139.88,137.7,138.81,7109600,34.7
"2011-04-26",139.09,140.53,136.24,137.61,7600000,34.4
"2011-04-27",137.31,139.25,133.78,139.02,7540400,34.76
"2011-04-28",138.1,139,135.11,137.85,6931200,34.46
"2011-04-29",137.49,139.5,136.27,138.6,5418400,34.65
"2011-05-02",139.62,139.7,135.54,136.19,7436000,34.05
"2011-05-03",136.01,136.31,131.78,133.66,7590800,33.42
"2011-05-04",133.24,133.52,129.15,131.67,8614800,32.92
"2011-05-05",129.97,132.8,129.86,130.97,7002800,32.74
"2011-05-06",133.61,134.73,130.69,132.32,6811200,33.08
"2011-05-09",132.59,133.39,130.69,132.71,4015600,33.18
"2011-05-10",133.56,135.6,132.77,135.37,5544400,33.84
"2011-05-11",135.56,136.99,133.02,134.38,4794000,33.6
"2011-05-12",134.5,136,131.73,135.49,5315200,33.87
"2011-05-13",135.76,137.59,134.72,134.91,5549600,33.73
"2011-05-16",132.9,133.88,128.02,128.96,11210000,32.24
"2011-05-17",128.66,130.82,127.25,130.08,11950400,32.52
"2011-05-18",130.19,134.88,130.1,134.25,10472000,33.56
"2011-05-19",135.88,137.43,133.55,135.81,17094000,33.95
"2011-05-20",145.24,149.72,142.5,146.61,42194400,36.65
"2011-05-23",144.21,146.78,143.23,145.3,15792000,36.33
"2011-05-24",147.79,152.35,147.53,150.6,22720800,37.65
"2011-05-25",150.93,151.87,148.3,150.93,11510400,37.73
"2011-05-26",148.99,153.99,148.99,153.56,11574800,38.39
"2011-05-27",152.99,153.25,151.01,151.3,9974800,37.83
"2011-05-31",152.03,152.26,149.11,152.26,8816000,38.06
"2011-06-01",150.79,152.04,145.2,145.78,12743600,36.44
"2011-06-02",145.6,149.1,145.09,148.24,7535600,37.06
"2011-06-03",144.48,146.97,143.86,144.99,7051200,36.25
"2011-06-06",144.48,145.38,141.96,142.83,7246800,35.71
"2011-06-07",143.3,143.78,140.91,142.04,7660400,35.51
"2011-06-08",141.73,142.47,138.5,140.28,7897600,35.07
"2011-06-09",141.77,142.75,140.01,141.82,7746000,35.46
"2011-06-10",141.96,143.48,139.4,140.3,6952800,35.08
"2011-06-13",140.59,140.91,136.78,137.1,9584400,34.28
"2011-06-14",139.54,142.32,138.13,140.62,9129200,35.15
"2011-06-15",138.99,141.38,137.45,139.46,12715200,34.87
"2011-06-16",139.35,140.44,134.7,137.28,11200800,34.32
"2011-06-17",139.44,140.38,138.24,139.53,13312000,34.88
"2011-06-20",139.38,140.34,138.53,139.45,5276400,34.86
"2011-06-21",140.11,144.3,139.65,143.92,8945200,35.98
"2011-06-22",143.19,144.77,141.1,142.15,7700000,35.54
"2011-06-23",140.01,144.84,140.01,144.48,8477200,36.12
"2011-06-24",144.17,145.6,141.47,143.04,11150400,35.76
"2011-06-27",142.27,145.69,141.06,145.09,5836800,36.27
"2011-06-28",145.37,148,144.82,147.37,5732800,36.84
"2011-06-29",147.71,147.71,145.13,146.25,4934000,36.56
"2011-06-30",147.15,149.61,146.9,148.98,7045200,37.24
"2011-07-01",149.31,150.52,147.32,149.39,6382800,37.35
"2011-07-05",149.61,154.26,148.46,153.95,8169200,38.49
"2011-07-06",153.73,156.45,151.97,156.29,10210400,39.07
"2011-07-07",157.49,160.02,157.09,158.13,9954000,39.53
"2011-07-08",154.45,156.95,154,156.67,7116400,39.17
"2011-07-11",154.61,156.35,151.69,152.43,8061600,38.11
"2011-07-12",153.1,153.48,150.5,150.9,5363600,37.72
"2011-07-13",152.44,154.58,152.37,152.88,5298400,38.22
"2011-07-14",152.82,154.74,150.02,150.48,6653200,37.62
"2011-07-15",152.3,154.52,151.1,154.4,6164400,38.6
"2011-07-18",153.76,154,150.92,152.63,4457200,38.16
"2011-07-19",153.67,160.12,153.54,159.32,8363200,39.83
"2011-07-20",160.07,160.07,153.38,154.84,7633600,38.71
"2011-07-21",153.89,154.44,146.26,147.09,13632000,36.77
"2011-07-22",147.93,151.92,147.24,150.41,8096000,37.6
"2011-07-25",148.71,151.64,148.51,149.63,4981600,37.41
"2011-07-26",150,152.61,148.06,151.75,7111600,37.94
"2011-07-27",151.17,151.19,145.03,145.39,9347600,36.35
"2011-07-28",146.3,147.59,144.25,146.1,8042800,36.53
"2011-07-29",144.67,145.98,141.6,144.71,7013600,36.18
"2011-08-01",148.57,148.94,142.5,145.66,7644400,36.42
"2011-08-02",144.57,148.57,143.19,143.26,7222800,35.81
"2011-08-03",145.11,146.34,137.17,143.98,10394000,35.99
"2011-08-04",142.51,142.99,135.2,135.43,10842400,33.86
"2011-08-05",139.28,140.39,129.98,135.69,12984800,33.92
"2011-08-08",132.29,133.92,123.79,124.93,13323600,31.23
"2011-08-09",127.05,132.61,123.23,132.51,13769200,33.13
"2011-08-10",129.6,132.27,127.11,128.23,12761600,32.06
"2011-08-11",129.63,136.72,128.19,134.55,10658000,33.64
"2011-08-12",135.9,136.48,132.97,134.08,8325200,33.52
"2011-08-15",136.42,137.93,134.1,137.37,7332000,34.34
"2011-08-16",137.98,138.35,130,133.17,13100800,33.29
"2011-08-17",132.93,133.75,123.88,126.31,18484000,31.58
"2011-08-18",122.86,123.15,112.62,114.06,30688000,28.51
"2011-08-19",117.72,123.85,110.74,111,38495200,27.75
"2011-08-22",114.26,116.21,109.22,110.86,20048000,27.72
"2011-08-23",112.45,118.69,111.13,118.66,14463600,29.67
"2011-08-24",117.52,118.5,114.51,116.42,15206800,29.1
"2011-08-25",115.64,117.36,111.62,112.47,12771200,28.12
"2011-08-26",111.48,118.02,111.06,117.5,13376400,29.38
"2011-08-29",118.82,127.19,118.25,126.58,16174800,31.65
"2011-08-30",125.26,125.3,120.35,123.46,14607600,30.86
"2011-08-31",125.78,130,125.57,128.75,19376400,32.19
"2011-09-01",128.72,130.03,126.45,127,12228000,31.75
"2011-09-02",124.01,125.51,121.6,123.61,11555200,30.9
"2011-09-06",119.55,122,116.72,120.93,14421600,30.23
"2011-09-07",124.35,126.16,122.5,125.46,8539600,31.36
"2011-09-08",124.48,127.34,123.89,124.89,8763200,31.22
"2011-09-09",123.35,125.33,122.11,123.23,12544800,30.81
"2011-09-12",121.29,123.99,119.73,123.74,9336800,30.93
"2011-09-13",123.77,127,122.37,126.58,8593600,31.65
"2011-09-14",126.94,132.19,124.77,130.36,10766000,32.59
"2011-09-15",130.36,133.78,129.18,132.22,12299200,33.06
"2011-09-16",132.46,136.63,132.4,136.56,22376400,34.14
"2011-09-19",133.68,136.99,132.09,136.08,10086000,34.02
"2011-09-20",135.43,135.91,127.98,128.41,14564000,32.1
"2011-09-21",129.6,132.25,125.53,126.67,13832800,31.67
"2011-09-22",120.52,120.52,114.78,117.34,19255200,29.33
"2011-09-23",117.47,120.83,117.16,120.3,10136000,30.08
"2011-09-26",120.53,121.54,114.5,121.18,13437600,30.3
"2011-09-27",124.62,127.26,124.01,124.75,11302400,31.19
"2011-09-28",124.72,125.84,120.38,120.81,9180400,30.2
"2011-09-29",123.88,124.5,116.03,119.55,9748400,29.89
"2011-09-30",115.97,118.33,113.06,114.28,12290400,28.57
"2011-10-03",112.98,115.5,111.5,111.91,10690400,27.98
"2011-10-04",109.82,117.96,109.28,117.6,13187200,29.4
"2011-10-05",114.94,118,113,117.25,12980800,29.31
"2011-10-06",117.67,122.69,115.8,122,13020400,30.5
"2011-10-07",122.51,123.39,119.97,120.96,8627200,30.24
"2011-10-10",122.91,126.29,122.76,125.73,8018800,31.43
"2011-10-11",123.79,130,123.51,127.59,9520800,31.9
"2011-10-12",128.32,131.23,127.1,127.26,8664800,31.82
"2011-10-13",126.52,129.96,126.05,129.55,6344000,32.39
"2011-10-14",131.8,132.48,129.13,131.8,7864000,32.95
"2011-10-17",129.75,131.62,126.29,126.72,7901600,31.68
"2011-10-18",126.14,130.84,123,129.54,9135200,32.38
"2011-10-19",128.57,131.62,126.71,127.37,7756000,31.84
"2011-10-20",126.81,129.46,124.56,127.68,6074800,31.92
"2011-10-21",129.09,129.82,126.71,129.29,6832400,32.32
"2011-10-24",126.91,132.95,126.91,132.53,8055200,33.13
"2011-10-25",130.58,131.85,128.6,129.56,8303200,32.39
"2011-10-26",129.84,130.12,120.24,123.56,21834400,30.89
"2011-10-27",127.98,134.94,127.05,133.36,21904800,33.34
"2011-10-28",131.79,139.75,131.06,139.14,15308400,34.78
"2011-10-31",134.94,136.92,133.17,133.17,7856800,33.29
"2011-11-01",129.4,131.78,126.74,130.35,12992400,32.59
"2011-11-02",132.56,132.6,127.74,129.84,10990800,32.46
"2011-11-03",131.76,133.41,128.45,133.05,8057600,33.26
"2011-11-04",132.04,132.93,130.01,131.33,4981600,32.83
"2011-11-07",130.78,134.69,130.1,133.34,7201200,33.33
"2011-11-08",134.89,135.27,132.15,134.13,6369600,33.53
"2011-11-09",130.95,133.36,128.27,128.75,8173200,32.19
"2011-11-10",130.64,130.93,125.05,127.81,7618400,31.95
"2011-11-11",130.01,131.5,128.8,129.87,7108400,32.47
"2011-11-14",133.74,136.21,132.05,133.52,12706800,33.38
"2011-11-15",135.05,137.37,133,136.6,10642800,34.15
"2011-11-16",135.44,136.36,130.81,131.76,10648000,32.94
"2011-11-17",133.64,133.64,124.27,126.09,26553600,31.52
"2011-11-18",119.45,120,111.08,113.43,48698000,28.36
"2011-11-21",111.95,114.43,105.06,111.98,28432800,28
"2011-11-22",111.17,112.61,106.99,108.25,16068800,27.06
"2011-11-23",106.87,107.72,104,105.79,16027600,26.45
"2011-11-25",103.48,106.89,103.38,104.93,7435200,26.23
"2011-11-28",109.13,113.42,109.13,111.18,17562400,27.8
"2011-11-29",111.29,112.85,110.11,110.59,12251200,27.65
"2011-11-30",114.98,118.48,113.97,118.42,17102400,29.6
"2011-12-01",116.05,119.36,115.52,118.38,12666800,29.59
"2011-12-02",118.98,120.65,118.05,119.64,9842800,29.91
"2011-12-05",122.93,128.45,122.25,125.01,20778400,31.25
"2011-12-06",124.85,126,122.91,123.32,12810000,30.83
"2011-12-07",122.6,123.26,120.69,122.59,7630400,30.65
"2011-12-08",121.49,124,120.33,120.63,7983600,30.16
"2011-12-09",120.93,124.22,120,123.88,8e+06,30.97
"2011-12-12",118.77,120,114.24,116.07,15026800,29.02
"2011-12-13",117.73,118.62,112.57,113.33,11335200,28.33
"2011-12-14",112.16,112.16,107.3,108.37,15540800,27.09
"2011-12-15",110.19,110.48,104.92,106.71,13297600,26.68
"2011-12-16",107.79,109.31,106.61,107.06,12270000,26.76
"2011-12-19",107.07,107.68,102.96,103.47,9168400,25.87
"2011-12-20",106.04,106.04,102.36,104.32,14539600,26.08
"2011-12-21",99.65,99.99,94.09,99.03,39458400,24.76
"2011-12-22",99.48,100.94,96.05,100.34,18088800,25.08
"2011-12-23",100.19,101.05,97.38,98.02,9992800,24.5
"2011-12-27",97.96,101.79,97.96,100.29,15964400,25.07
"2011-12-28",100,100.95,98.74,100.13,8098000,25.03
"2011-12-29",100.11,102.44,99.52,102.19,8962800,25.55
"2011-12-30",102.06,103.1,101.3,101.46,8144400,25.36
"2012-01-03",104.18,106.04,100.9,101.2,12983600,25.3
"2012-01-04",98.99,99.5,96.28,97.48,19788400,24.37
"2012-01-05",96.94,99.95,95.16,98.77,14988800,24.69
"2012-01-06",98.98,101.25,96.85,101.06,17464400,25.26
"2012-01-09",100.82,101.84,99.53,100.75,13761600,25.19
"2012-01-10",102.78,104.81,101.66,104.79,17688400,26.2
"2012-01-11",105.48,107.7,105.01,105.82,14204000,26.45
"2012-01-12",105.59,106.39,104.5,105.68,6792000,26.42
"2012-01-13",104.6,104.86,102.67,103.9,8543600,25.98
"2012-01-17",104.23,105.99,102.88,103.44,7567600,25.86
"2012-01-18",103.39,108.26,102.27,107.7,11434400,26.92
"2012-01-19",111.35,115.88,111.35,114.51,20426000,28.63
"2012-01-20",113.47,115.29,112.6,114.19,9362800,28.55
"2012-01-23",114.22,117.1,113.09,114.75,9100000,28.69
"2012-01-24",114.87,117.83,114.61,117.53,7864000,29.38
"2012-01-25",118.64,118.64,115.83,118.14,6836000,29.53
"2012-01-26",119.4,119.97,115.54,116.22,6778000,29.06
"2012-01-27",115.25,118.08,114.81,116.6,5397600,29.15
"2012-01-30",115.72,117.35,114.52,115.57,10216800,28.89
"2012-01-31",117.08,117.36,114.65,116.8,5320800,29.2
"2012-02-01",117.35,119.99,115.62,119.32,7516800,29.83
"2012-02-02",118.95,120.45,117.05,118.28,8062800,29.57
"2012-02-03",119.34,124.79,119.34,124.1,11595600,31.02
"2012-02-06",123.21,124.65,122.4,123.23,6050000,30.81
"2012-02-07",122.84,123.9,121.82,122.8,5415600,30.7
"2012-02-08",123.32,123.94,120.87,123.8,5908000,30.95
"2012-02-09",123.42,127.7,123.13,125.61,9218800,31.4
"2012-02-10",128.11,130.1,126.92,128.44,16473600,32.11
"2012-02-13",129.8,133.33,129.4,132.23,17785600,33.06
"2012-02-14",132.15,134.73,129.9,131.6,10091600,32.9
"2012-02-15",132.31,133.53,129.93,130.62,9466000,32.65
"2012-02-16",131.08,132,128.88,131.75,10111200,32.94
"2012-02-17",132.45,133,129.14,129.17,9880400,32.29
"2012-02-21",130.55,130.95,126.77,127.61,10157600,31.9
"2012-02-22",129.02,129.8,127.74,128.07,7881200,32.02
"2012-02-23",128,132,127.05,131.77,20930800,32.94
"2012-02-24",145.54,146.26,139.75,143.64,58348400,35.91
"2012-02-27",140.73,144.29,140.01,143.35,15408000,35.84
"2012-02-28",141,143.5,141,143.46,11445200,35.87
"2012-02-29",142.95,145,142.17,143.16,10067200,35.79
"2012-03-01",143.98,145.59,142.02,144.98,9913600,36.24
"2012-03-02",143.99,146,143.51,143.79,9123200,35.95
"2012-03-05",143.41,143.42,140.21,142.08,7858400,35.52
"2012-03-06",139.8,141.38,138.34,140.69,9244000,35.17
"2012-03-07",141.34,144,141.12,143.46,6978800,35.87
"2012-03-08",144.01,147.5,143.92,146.08,9545200,36.52
"2012-03-09",146.08,148,145.63,147.43,7590400,36.86
"2012-03-12",147.13,148,145.51,147.17,6205200,36.79
"2012-03-13",147.99,152.87,147.81,152.26,11707600,38.06
"2012-03-14",151.87,152.36,149.61,151.61,6467600,37.9
"2012-03-15",151.97,154.44,151,152.43,8651600,38.11
